symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,92.0,,,115.8000030517578,,0.317,71.0,0.1896,35.0,0.4353,86.0,0.4274,85.0,0.4196,84.0,0.3386,76.0,0.3033,80.0,0.3325,72.0,0.3243,65.0,0.316,57.0,20270115.0,35.0,609.0
AA,127.0,,,28.030000686645508,,0.1733,9.0,0.3426,57.0,0.5033,76.0,0.4998,76.0,0.4962,75.0,0.5592,81.0,0.48,84.0,0.473,76.0,0.4947,77.0,0.5164,79.0,20270115.0,7.0,609.0
AAAU,,,,32.72999954223633,,0.2266,,0.0955,,0.1985,,0.259,,0.3195,,0.192,,0.0993,,0.1818,,0.1814,,0.181,,20251219.0,35.0,217.0
AAL,126.0,,,11.579999923706056,,0.4016,60.0,0.3108,48.0,0.4582,72.0,0.4587,72.0,0.4592,72.0,0.6236,91.0,0.4717,84.0,0.4759,76.0,0.4873,78.0,0.4987,78.0,20271217.0,7.0,945.0
AAMI,112.0,,,30.030000686645508,,0.2863,,0.1695,,0.5954,,0.5007,,0.406,,0.0,,0.0,,0.2983,,0.3359,,0.3736,,20260116.0,35.0,245.0
AAOI,92.0,,,17.610000610351562,,0.8186,71.0,0.7462,74.0,1.0045,81.0,1.0061,80.0,1.0076,80.0,1.4039,96.0,1.1563,97.0,0.9785,87.0,0.9871,88.0,0.9957,86.0,20270115.0,7.0,609.0
AAON,91.0,,,97.1750030517578,,0.2705,50.0,0.2866,54.0,0.44,84.0,0.425,80.0,0.4101,78.0,0.6344,97.0,0.468,97.0,0.4813,99.0,0.4736,99.0,0.4658,98.0,20260116.0,35.0,245.0
AAP,92.0,,,52.209999084472656,,2.8398,100.0,0.8312,100.0,0.4841,90.0,0.5022,92.0,0.5202,92.0,0.863,100.0,0.5287,98.0,0.5865,99.0,0.5678,98.0,0.5491,96.0,20270115.0,7.0,609.0
AAPB,,,,19.8700008392334,,0.5885,,0.3792,,0.6471,,0.6079,,0.5687,,0.7944,,0.5931,,0.5249,,0.569,,0.613,,20260116.0,35.0,245.0
AAPD,,,,17.819900512695312,,0.2852,,0.1894,,0.2735,,0.313,,0.3524,,0.4121,,0.3111,,0.2414,,0.3051,,0.3687,,20260116.0,35.0,245.0
AAPL,119.0,,,202.35499572753903,,0.2865,59.0,0.1991,41.0,0.2975,53.0,0.2968,53.0,0.2962,53.0,0.4022,83.0,0.3129,71.0,0.2874,34.0,0.3028,39.0,0.3182,46.0,20271217.0,7.0,945.0
AAPU,,,,21.706300735473636,,0.5737,,0.3984,,0.6006,,0.5968,,0.5929,,0.7921,,0.6093,,0.4636,,0.5508,,0.6379,,20260116.0,35.0,245.0
AAPW,,,,36.525001525878906,,0.2894,,0.196,,,,,,0.5299,,0.0,,0.0,,,,,,0.6307,,20251219.0,35.0,217.0
AAPX,,,,18.649999618530277,,0.587,,0.3709,,0.5013,,0.5574,,0.6136,,0.8267,,0.5878,,0.544,,0.5732,,0.6024,,20251219.0,35.0,217.0
AAPY,,,,21.14559936523437,,0.2914,,0.1203,,,,,,0.3783,,0.3464,,0.1971,,,,,,0.3799,,20260116.0,35.0,245.0
AAT,114.0,,,20.25,,0.3501,87.0,0.2062,54.0,,,,,0.4801,89.0,0.3053,80.0,0.2775,82.0,,,,,0.4801,96.0,20260116.0,35.0,245.0
AAXJ,,,,78.56999969482422,,0.0484,1.0,0.0669,19.0,0.1236,10.0,0.1458,19.0,0.168,35.0,0.2237,81.0,0.1337,88.0,0.1583,31.0,0.1706,21.0,0.183,16.0,20251219.0,35.0,217.0
AB,112.0,,,39.76900100708008,,0.243,48.0,0.2417,44.0,0.2376,33.0,0.232,20.0,0.2263,14.0,0.3501,76.0,0.303,64.0,0.1138,1.0,0.2073,10.0,0.3008,40.0,20260116.0,35.0,245.0
ABAT,196.0,,,1.3691999912261963,,0.8028,70.0,0.6669,59.0,1.0152,,1.0697,,1.1241,,1.4915,91.0,1.3949,100.0,0.9608,,1.0425,,1.1241,,20251219.0,35.0,217.0
ABBV,118.0,,,184.47000122070312,,0.1823,46.0,0.1546,22.0,0.3026,86.0,0.3062,86.0,0.3099,85.0,0.2912,75.0,0.2828,85.0,0.2257,53.0,0.2854,86.0,0.345,84.0,20270115.0,7.0,609.0
ABCB,119.0,,,61.790000915527344,,0.2238,41.0,0.1778,11.0,0.4508,82.0,0.3319,49.0,0.213,2.0,0.3362,74.0,0.2852,57.0,0.2878,46.0,0.2873,39.0,0.2868,36.0,20260116.0,35.0,245.0
