symbol,ivmean10,ivmean10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,ivmean1080,ivmean1080_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
RNR,0.318,84.0,0.3065,81.0,0.3295,85.0,0.2946,81.0,0.2932,81.0,0.2961,80.0
RNST,,,0.2951,54.0,,,,,0.2951,64.0,,
RNW,0.4938,,0.48,,0.5076,,0.4262,,0.4222,,0.4302,
ROAD,0.4665,,0.4619,,0.4711,,0.438,,0.4406,,0.4353,
ROBO,0.2365,,0.244,,0.229,,0.2194,,0.2098,,0.229,
ROBT,0.2551,,0.2504,,0.2598,,0.259,,0.2538,,0.2643,
ROCK,0.491,65.0,0.4609,59.0,0.5212,71.0,0.3855,42.0,0.3747,34.0,0.3963,48.0
ROG,0.5414,90.0,0.3402,46.0,0.7426,98.0,0.3704,56.0,0.3736,57.0,0.3672,53.0
ROIV,0.5422,,0.7006,,0.3839,,0.448,,0.4629,,0.4332,
ROK,0.29,61.0,0.2995,67.0,0.2804,54.0,0.3122,71.0,0.2917,63.0,0.3327,77.0
ROKT,0.274,,0.3368,,0.2112,,0.2413,,0.2601,,0.2225,
ROKU,0.5402,,0.5421,,0.5384,,0.5921,,0.5857,,0.5986,
ROL,0.2236,37.0,0.2286,46.0,0.2187,30.0,0.2488,56.0,0.2413,60.0,0.2563,53.0
ROM,0.5124,79.0,0.5618,85.0,0.4629,71.0,0.4784,73.0,0.4665,74.0,0.4904,73.0
ROOT,0.888,,0.8952,,0.8808,,0.8722,,0.8594,,0.8849,
ROP,0.2016,37.0,0.2133,44.0,0.1898,30.0,0.2196,37.0,0.2256,43.0,0.2137,28.0
ROST,0.2506,37.0,0.2522,38.0,0.2489,36.0,0.2838,48.0,0.265,37.0,0.3026,62.0
RPAR,,,,,0.2316,,,,,,0.2316,
RPAY,0.6092,,0.5969,,0.6214,,0.5727,,0.5708,,0.5746,
RPD,0.4511,41.0,0.502,54.0,0.4002,26.0,0.4514,48.0,0.4523,53.0,0.4504,44.0
RPG,0.2494,80.0,0.2482,82.0,0.2505,78.0,0.2536,83.0,0.2349,80.0,0.2722,85.0
RPM,0.2842,71.0,0.2737,69.0,0.2947,71.0,0.2454,59.0,0.2234,49.0,0.2675,66.0
RPRX,0.2186,1.0,0.2131,2.0,0.2242,2.0,0.2317,2.0,0.2139,2.0,0.2495,3.0
RPV,0.1688,56.0,0.1607,55.0,0.1768,57.0,0.1841,61.0,0.1826,69.0,0.1856,49.0
RRC,0.3401,22.0,0.3312,20.0,0.349,24.0,0.3744,28.0,0.3618,25.0,0.3869,32.0
RRGB,,,0.9466,93.0,,,,,0.9106,97.0,,
RRR,0.3482,38.0,0.3417,38.0,0.3546,40.0,0.3474,46.0,0.3269,40.0,0.3679,49.0
RRX,0.4126,,0.4388,,0.3865,,0.4008,,0.413,,0.3885,
RS,0.2984,44.0,0.2539,27.0,0.3428,60.0,0.2838,36.0,0.2622,30.0,0.3053,41.0
RSG,0.1868,44.0,0.1908,50.0,0.1827,40.0,0.2062,61.0,0.2098,63.0,0.2026,57.0
RSI,0.7476,,0.6177,,0.8776,,0.5875,,0.6209,,0.5541,
RSKD,,,0.9,,,,,,0.9,,,
RSP,0.2023,70.0,0.1866,67.0,0.218,73.0,0.1683,46.0,0.1683,56.0,0.1683,31.0
RSPC,,,0.1622,,,,,,0.1622,,,
RSPD,0.2028,,0.1823,,0.2234,,0.1956,,0.1823,,0.209,
RSPF,0.2087,,0.196,,0.2214,,0.1982,,0.1741,,0.2224,
RSPG,0.2368,,0.1922,,0.2814,,0.2242,,0.1865,,0.2618,
RSPH,,,,,0.1979,,,,,,0.2895,
RSPM,,,0.1545,,,,,,0.1545,,,
RSPN,,,0.157,,,,,,0.1682,,,
RSPR,0.185,,0.1584,,0.2117,,0.1834,,0.1551,,0.2117,
RSPS,,,,,0.2209,,,,,,0.2209,
RSPT,0.2739,,0.2676,,0.2801,,0.277,,0.2707,,0.2833,
RSPU,0.1672,,0.1324,,0.2021,,0.164,,0.1212,,0.2068,
RSSL,0.2371,,0.2125,,0.2618,,0.2225,,0.2035,,0.2415,
RTH,0.1618,48.0,0.1502,43.0,0.1733,52.0,0.1572,30.0,0.1518,37.0,0.1626,18.0
RTO,0.3948,,0.3189,,0.4706,,0.3679,,0.3641,,0.3717,
RTX,0.1954,,0.1967,,0.1941,,0.243,,0.2112,,0.2748,
RUM,1.0074,,0.987,,1.0278,,0.9778,,0.8686,,1.087,
RUN,0.8522,77.0,0.8392,74.0,0.8653,79.0,0.8316,91.0,0.8072,89.0,0.8559,93.0
RUSHA,0.3033,23.0,0.2895,19.0,0.3171,36.0,0.3445,70.0,0.3477,71.0,0.3412,64.0
RVLV,0.6391,,0.7069,,0.5713,,0.6233,,0.6197,,0.6269,
RVMD,0.5332,,0.5076,,0.5587,,0.5014,,0.4903,,0.5126,
RVPH,1.3397,,1.4422,,1.2372,,1.093,,0.9487,,1.2372,
RVTY,0.4202,,0.5006,,0.3397,,0.3284,,0.3297,,0.327,
RWAY,,,,,0.6144,,,,,,0.4821,
RWJ,0.227,60.0,0.2151,61.0,0.2388,62.0,0.2246,64.0,0.2104,66.0,0.2388,62.0
RWK,0.1975,59.0,0.192,61.0,0.203,61.0,0.184,49.0,0.1695,49.0,0.1985,50.0
RWL,0.158,55.0,0.1461,51.0,0.1699,59.0,0.1635,49.0,0.1473,48.0,0.1798,47.0
RWM,0.2513,72.0,0.2003,46.0,0.3022,85.0,0.2366,57.0,0.2039,48.0,0.2694,67.0
RWR,0.1792,50.0,0.1711,52.0,0.1873,51.0,0.1846,51.0,0.1298,28.0,0.2395,63.0
RWT,0.3903,74.0,0.31,63.0,0.4706,81.0,0.3556,72.0,0.3094,72.0,0.4019,69.0
RXI,0.214,,0.1899,,0.2381,,0.1883,,0.1466,,0.23,
RXL,0.2777,44.0,0.2575,39.0,0.2979,51.0,0.2814,33.0,0.2534,28.0,0.3095,38.0
RXO,0.4555,,0.4577,,0.4533,,0.4317,,0.4366,,0.4268,
RXRX,0.8946,,0.9205,,0.8686,,0.9024,,0.8884,,0.9165,
RXST,0.5062,,0.4537,,0.5586,,0.5732,,0.6028,,0.5437,
RXT,1.0458,,1.0392,,1.0523,,0.9574,,0.9161,,0.9987,
RY,0.1974,62.0,0.1987,67.0,0.1961,56.0,0.2126,67.0,0.2146,78.0,0.2105,48.0
RYAAY,0.4084,75.0,0.4073,76.0,0.4094,74.0,0.381,72.0,0.3695,70.0,0.3925,74.0
RYAM,0.5634,38.0,0.567,39.0,0.5599,35.0,0.6215,45.0,0.6035,46.0,0.6395,46.0
RYAN,0.2361,,0.2308,,0.2414,,0.297,,0.2896,,0.3044,
RYI,0.5376,18.0,0.4765,9.0,0.5986,36.0,0.481,8.0,0.4225,2.0,0.5396,21.0
RYLD,0.1486,,0.0772,,0.2201,,0.1215,,0.0772,,0.1658,
RYN,0.228,47.0,0.2165,44.0,0.2395,50.0,0.2391,59.0,0.2171,42.0,0.2611,65.0
RYTM,0.6383,,0.6982,,0.5784,,0.6238,,0.6124,,0.6352,
RZG,,,,,0.2483,,,,,,0.2483,
RZV,0.2971,,0.3566,,0.2376,,0.2507,,0.2498,,0.2517,
S,0.4334,37.0,0.4474,41.0,0.4195,35.0,0.5057,48.0,0.5048,50.0,0.5066,46.0
SA,0.5079,52.0,0.4809,45.0,0.5349,57.0,0.5077,40.0,0.4921,37.0,0.5233,44.0
SAA,0.4211,66.0,0.4239,67.0,0.4183,63.0,0.4155,67.0,0.4135,68.0,0.4175,65.0
SABR,0.618,69.0,0.5995,67.0,0.6366,71.0,0.6658,67.0,0.6276,63.0,0.704,73.0
SAFE,0.4271,,0.3827,,0.4715,,0.4723,,0.4986,,0.446,
SAFT,0.2354,54.0,0.2047,40.0,0.266,69.0,0.2354,72.0,0.2047,54.0,0.266,77.0
SAGE,1.404,97.0,0.6921,59.0,2.1159,100.0,0.4,1.0,0.3239,1.0,0.4761,2.0
SAH,0.3911,44.0,0.3532,34.0,0.429,54.0,0.3658,38.0,0.3463,32.0,0.3853,45.0
SAIA,0.4244,55.0,0.4224,54.0,0.4265,55.0,0.5177,83.0,0.512,82.0,0.5234,83.0
SAIC,0.355,79.0,0.3633,81.0,0.3467,73.0,0.3585,93.0,0.3737,95.0,0.3433,87.0
SAIL,0.5527,,0.5877,,0.5177,,0.4945,,0.4712,,0.5177,
SAM,0.3344,53.0,0.336,55.0,0.3327,52.0,0.3892,70.0,0.3957,72.0,0.3827,67.0
SAN,0.3099,48.0,0.2529,25.0,0.3669,65.0,0.3018,34.0,0.3002,50.0,0.3034,23.0
SANA,1.214,,1.2105,,1.2174,,1.2348,,1.1018,,1.3678,
SAND,0.3415,10.0,0.3259,8.0,0.3571,15.0,0.3608,4.0,0.3486,4.0,0.3731,6.0
SANM,0.2851,16.0,0.3155,26.0,0.2547,6.0,0.3692,35.0,0.3686,34.0,0.3698,35.0
SAP,0.2849,68.0,0.2864,69.0,0.2834,65.0,0.2914,68.0,0.2745,70.0,0.3083,66.0
SAR,,,,,0.1313,,,,,,0.1313,
SARK,1.0478,,1.0291,,1.0664,,0.4404,,0.3999,,0.481,
SARO,0.3932,,0.4205,,0.3658,,0.3621,,0.3714,,0.3529,
SASR,,,,,0.4253,74.0,,,,,0.3753,72.0
SATL,1.8522,,1.0266,,2.6777,,1.542,,0.6944,,2.3895,
SATS,0.52,78.0,0.5155,78.0,0.5245,78.0,0.5898,90.0,0.5474,88.0,0.6322,92.0
SAVA,0.9992,,0.9588,,1.0395,,1.0762,,0.9932,,1.1593,
SB,,,0.4245,,,,,,0.4245,,,
SBAC,0.279,55.0,0.3177,68.0,0.2403,41.0,0.2747,51.0,0.2509,43.0,0.2985,56.0
SBCF,,,,,0.5645,,,,,,0.3862,
SBGI,0.4213,42.0,0.4837,57.0,0.3589,22.0,0.5277,74.0,0.4651,63.0,0.5903,81.0
SBH,0.5065,66.0,0.5229,70.0,0.49,63.0,0.4884,70.0,0.4939,71.0,0.4828,69.0
SBIO,,,0.257,,,,,,0.257,,,
SBIT,2.061,,1.2252,,2.8968,,1.118,,0.9201,,1.3159,
SBLK,0.327,10.0,0.3042,10.0,0.3498,10.0,0.4054,12.0,0.2496,15.0,0.5612,28.0
SBRA,0.2779,37.0,0.2148,26.0,0.341,53.0,0.2514,32.0,0.2053,41.0,0.2975,28.0
SBSI,,,,,0.5463,94.0,,,,,0.5463,99.0
SBSW,0.5613,,0.538,,0.5846,,0.65,,0.6262,,0.6739,
SBUX,0.272,61.0,0.2777,64.0,0.2662,59.0,0.2986,59.0,0.2605,34.0,0.3367,74.0
SCC,0.5512,,0.3533,,0.7492,,0.5512,,0.3533,,0.7492,
SCCO,0.3972,83.0,0.4258,92.0,0.3687,68.0,0.355,57.0,0.2847,43.0,0.4252,76.0
SCHA,0.2522,80.0,0.1946,62.0,0.3099,90.0,0.249,84.0,0.1882,63.0,0.3099,93.0
SCHB,0.2572,92.0,0.2223,87.0,0.2922,95.0,0.1756,65.0,0.1208,28.0,0.2305,81.0
SCHC,,,,,0.2644,82.0,,,,,0.2644,80.0
SCHD,0.1176,52.0,0.0957,38.0,0.1396,61.0,0.1483,65.0,0.0757,28.0,0.2209,82.0
SCHE,,,0.149,32.0,,,,,0.0861,2.0,,
SCHF,0.1921,67.0,0.1625,62.0,0.2217,70.0,0.1612,44.0,0.1215,35.0,0.2009,50.0
SCHG,0.2674,88.0,0.2852,90.0,0.2497,83.0,0.2459,83.0,0.2581,88.0,0.2337,76.0
SCHH,0.2032,70.0,0.1558,51.0,0.2505,82.0,0.183,56.0,0.1405,43.0,0.2255,65.0
SCHK,,,0.1374,,,,,,0.1496,,,
SCHL,1.2485,100.0,0.6309,95.0,1.8661,100.0,0.5763,99.0,0.6309,100.0,0.5217,96.0
SCHM,,,0.1809,72.0,,,,,0.1809,76.0,,
SCHP,,,,,0.1524,100.0,,,,,0.1587,100.0
SCHV,0.2812,94.0,0.1332,53.0,0.4291,98.0,0.232,91.0,0.1351,57.0,0.329,98.0
SCHW,0.2656,36.0,0.2672,39.0,0.264,33.0,0.2986,43.0,0.2756,33.0,0.3215,51.0
SCHX,,,0.25,91.0,,,,,0.2024,85.0,,
SCHY,,,,,0.1921,,,,,,0.2827,
SCHZ,,,,,0.0939,,,,,,0.0939,
SCI,0.2754,56.0,0.2753,59.0,0.2755,53.0,0.307,72.0,0.2933,70.0,0.3206,75.0
SCJ,0.2025,73.0,0.1653,66.0,0.2397,77.0,0.18,67.0,0.1369,56.0,0.2231,75.0
SCL,0.3765,89.0,0.4247,94.0,0.3283,74.0,0.2889,66.0,0.2742,60.0,0.3036,70.0
SCM,,,0.2586,,,,,,0.2586,,,
SCO,0.4621,20.0,0.4363,18.0,0.4879,25.0,0.5632,20.0,0.5115,21.0,0.6149,23.0
SCS,0.4203,67.0,0.3807,60.0,0.4599,74.0,0.407,68.0,0.3807,68.0,0.4332,70.0
SCSC,0.7288,98.0,1.0894,100.0,0.3683,45.0,0.3356,31.0,0.3307,28.0,0.3404,34.0
SCVL,1.0486,98.0,1.0739,99.0,1.0232,97.0,0.5228,71.0,0.5333,77.0,0.5123,65.0
SCZ,0.1837,69.0,0.1571,61.0,0.2103,75.0,0.1706,54.0,0.1457,51.0,0.1955,57.0
SD,0.3303,4.0,0.3249,6.0,0.3356,4.0,0.3406,4.0,0.3408,6.0,0.3405,2.0
SDD,0.42,,0.3791,,0.4608,,0.4167,,0.3791,,0.4543,
SDEM,,,,,0.3313,,,,,,0.3313,
SDGR,0.6216,,0.6339,,0.6094,,0.656,,0.6322,,0.6799,
SDIV,0.1564,52.0,0.1199,52.0,0.193,52.0,0.1564,45.0,0.1199,61.0,0.193,28.0
SDOG,0.1397,,0.0864,,0.193,,0.1437,,0.0864,,0.201,
SDOW,0.4865,69.0,0.4875,71.0,0.4855,68.0,0.4758,38.0,0.3377,7.0,0.6138,64.0
SDRL,0.4995,57.0,0.4872,59.0,0.5117,57.0,0.4895,62.0,0.4862,67.0,0.4928,57.0
SDS,0.4898,87.0,0.3625,69.0,0.6171,94.0,0.4012,51.0,0.2625,10.0,0.54,79.0
SDVY,,,0.1803,,,,,,0.1772,,,
SDY,0.1611,69.0,0.1521,70.0,0.17,67.0,0.1486,55.0,0.1421,65.0,0.1551,42.0
SE,0.4554,68.0,0.4466,67.0,0.4642,69.0,0.487,64.0,0.485,67.0,0.4889,62.0
SEAT,0.8178,,0.9129,,0.7226,,0.853,,0.9129,,0.793,
SEDG,0.9417,91.0,0.9895,94.0,0.8939,87.0,0.8951,95.0,0.8817,94.0,0.9085,94.0
SEE,0.304,63.0,0.3011,63.0,0.3069,62.0,0.2831,52.0,0.2881,59.0,0.2781,42.0
SEF,0.3984,86.0,0.4437,89.0,0.353,81.0,0.3984,89.0,0.4437,94.0,0.353,80.0
SEG,,,0.6499,,,,,,0.5877,,,
SEI,1.0772,,1.1094,,1.0451,,0.8174,,0.8263,,0.8085,
SEIC,0.383,82.0,0.2491,42.0,0.5168,94.0,0.2163,13.0,0.2008,11.0,0.2318,19.0
SEM,0.9186,99.0,1.2129,100.0,0.6242,90.0,0.5652,95.0,0.5426,94.0,0.5877,96.0
SEMR,,,0.5282,,,,,,0.5363,,,
SENS,1.1224,,1.0614,,1.1835,,1.1892,,1.14,,1.2385,
SEPN,1.3496,,1.8961,,0.803,,0.7808,,0.7664,,0.7953,
SERA,,,1.6937,,,,,,1.6937,,,
SERV,1.1576,,1.0894,,1.2258,,0.9918,,0.8915,,1.0921,
SES,1.9336,,2.1777,,1.6895,,1.6668,,1.8151,,1.5186,
SETH,0.6746,,0.6326,,0.7166,,0.6391,,0.5201,,0.7581,
SEVN,,,,,0.3967,,,,,,0.3967,
SF,0.2968,43.0,0.2972,46.0,0.2963,42.0,0.3128,48.0,0.2883,39.0,0.3374,60.0
SFBS,0.3508,55.0,0.3297,49.0,0.372,64.0,0.3324,59.0,0.337,68.0,0.3278,53.0
SFIX,0.902,,0.9888,,0.8153,,0.7556,,0.7272,,0.7841,
SFL,0.4026,73.0,0.3396,63.0,0.4655,78.0,0.332,55.0,0.1985,26.0,0.4655,79.0
SFM,0.4094,74.0,0.398,71.0,0.4208,77.0,0.4492,96.0,0.4431,95.0,0.4552,95.0
SFST,,,0.4702,,,,,,0.3659,,,
SFY,0.1758,,0.176,,0.1757,,0.1712,,0.1553,,0.187,
SFYF,0.3186,,0.3069,,0.3304,,0.2976,,0.2863,,0.3088,
SFYX,,,,,0.3012,,,,,,0.3012,
SG,0.6966,,0.6884,,0.7047,,0.7515,,0.7394,,0.7637,
SGC,0.4393,,0.4302,,0.4484,,0.4539,,0.4056,,0.5022,
SGDJ,0.346,,0.3469,,0.3452,,0.3438,,0.3366,,0.3511,
SGDM,0.2972,,0.2652,,0.3293,,0.2912,,0.2687,,0.3138,
SGHC,0.5167,,0.5935,,0.4399,,0.5272,,0.4851,,0.5693,
SGI,0.3886,,0.3565,,0.4207,,0.3469,,0.3262,,0.3676,
SGML,0.7082,,0.6813,,0.7351,,0.6586,,0.5911,,0.7262,
SGMO,1.3931,94.0,1.6437,96.0,1.1424,91.0,1.4014,95.0,1.6605,95.0,1.1424,91.0
SGMT,1.2462,,1.3272,,1.1652,,1.0764,,1.1264,,1.0265,
SGOL,0.1574,54.0,0.1506,52.0,0.1643,60.0,0.2212,90.0,0.1485,37.0,0.294,97.0
SGRY,0.5152,19.0,0.7039,65.0,0.3265,1.0,0.2899,1.0,0.2872,1.0,0.2926,1.0
SGU,0.3382,,0.2026,,0.4737,,0.3382,,0.2026,,0.4737,
SH,0.1839,65.0,0.1413,42.0,0.2264,81.0,0.1726,28.0,0.078,2.0,0.2673,76.0
SHAK,0.4271,51.0,0.3937,44.0,0.4605,57.0,0.4859,69.0,0.4838,73.0,0.488,63.0
SHC,,,0.647,,,,,,0.5936,,,
SHCO,0.6498,,0.633,,0.6665,,0.3692,,0.3271,,0.4112,
SHE,0.175,,0.1547,,0.1953,,0.1738,,0.159,,0.1885,
SHEL,0.2032,,0.1914,,0.2149,,0.1908,,0.1129,,0.2688,
SHEN,0.511,79.0,0.485,75.0,0.5369,81.0,0.5409,97.0,0.5448,96.0,0.5369,96.0
SHIP,0.5515,,0.5098,,0.5932,,0.5757,,0.5621,,0.5893,
SHLD,0.2268,3.0,0.2117,2.0,0.242,5.0,0.2444,1.0,0.2334,1.0,0.2553,1.0
SHLS,0.7628,,0.7033,,0.8222,,1.5602,,0.8409,,2.2796,
SHOO,0.427,68.0,0.4254,67.0,0.4286,68.0,0.42,73.0,0.4073,70.0,0.4328,75.0
SHOP,0.5057,57.0,0.507,57.0,0.5044,56.0,0.5206,65.0,0.5189,67.0,0.5222,63.0
SHW,0.2469,59.0,0.2396,56.0,0.2542,61.0,0.2665,61.0,0.2459,51.0,0.2871,70.0
SHY,,,,,0.048,79.0,,,,,0.048,54.0
SHYF,,,0.6957,,,,,,0.8834,,,
SIBN,0.5611,,0.5795,,0.5426,,0.5837,,0.5943,,0.5731,
SID,0.5133,50.0,0.3693,13.0,0.6573,73.0,0.4712,37.0,0.3693,13.0,0.573,62.0
SIEB,,,,,2.7451,,,,,,2.7451,
SIFY,1.3724,,1.3813,,1.3636,,1.3022,,1.2408,,1.3636,
SIG,0.5418,74.0,0.5488,75.0,0.5349,73.0,0.5638,76.0,0.5575,80.0,0.5701,74.0
SIGA,1.0418,80.0,0.8914,67.0,1.1921,89.0,1.0916,90.0,0.9852,82.0,1.1979,94.0
SIGI,0.286,56.0,0.2632,49.0,0.3088,63.0,0.2803,68.0,0.269,63.0,0.2916,70.0
SII,0.3418,35.0,0.3026,20.0,0.3809,50.0,0.354,48.0,0.3205,40.0,0.3875,50.0
SIJ,0.5375,,0.5776,,0.4974,,0.5375,,0.5776,,0.4974,
SIL,0.3748,54.0,0.373,55.0,0.3767,55.0,0.388,51.0,0.3673,46.0,0.4087,56.0
SILA,0.3389,,0.2929,,0.385,,0.3308,,0.2929,,0.3688,
SILJ,0.4446,47.0,0.4435,,0.4457,,0.4796,41.0,0.4611,,0.4982,
SIMO,0.472,57.0,0.5022,64.0,0.4419,46.0,0.4674,60.0,0.4679,60.0,0.4668,56.0
SIMS,,,0.2495,,,,,,0.2495,,,
SIRI,0.4308,47.0,0.4377,57.0,0.4239,51.0,0.4364,46.0,0.3326,42.0,0.5401,65.0
SITC,0.4752,,0.5859,,0.3646,,0.303,,0.2415,,0.3646,
SITE,0.385,,0.3752,,0.3948,,0.395,,0.3929,,0.3972,
SITM,0.6579,,0.6572,,0.6586,,0.7296,,0.7323,,0.7269,
SIVR,0.2888,63.0,0.3094,73.0,0.2681,52.0,0.2831,54.0,0.2519,33.0,0.3142,70.0
SIXG,0.2146,,0.1911,,0.238,,0.2218,,0.2041,,0.2394,
SIZE,0.181,,0.1448,,0.2173,,0.1698,,0.1505,,0.189,
SJB,,,0.0557,2.0,,,,,0.0557,1.0,,
SJM,0.2727,81.0,0.2984,89.0,0.247,67.0,0.2368,68.0,0.1696,26.0,0.3041,91.0
SJT,0.5374,80.0,0.5415,83.0,0.5334,68.0,0.537,85.0,0.5415,88.0,0.5325,67.0
SJW,0.2937,71.0,0.207,24.0,0.3804,90.0,0.2334,33.0,0.207,28.0,0.2597,46.0
SKE,0.5576,,0.5677,,0.5475,,0.5454,,0.5268,,0.5641,
SKF,0.3788,51.0,0.3079,36.0,0.4498,65.0,0.3449,38.0,0.303,33.0,0.3868,42.0
SKIN,1.0366,,1.0256,,1.0475,,0.9254,,0.8578,,0.9929,
SKLZ,0.9114,,0.7332,,1.0896,,0.8093,,0.7113,,0.9073,
SKM,,,,,0.3272,57.0,,,,,0.3272,59.0
SKRE,0.5832,,0.5863,,0.58,,0.5832,,0.5863,,0.58,
SKT,0.2525,42.0,0.2558,48.0,0.2492,39.0,0.2814,55.0,0.2516,56.0,0.3113,48.0
SKWD,0.5404,,0.6045,,0.4764,,0.4002,,0.3873,,0.4131,
SKX,0.3515,30.0,0.3532,31.0,0.3497,28.0,0.3764,13.0,0.3702,12.0,0.3827,16.0
SKY,0.3788,,0.4003,,0.3572,,0.4702,,0.4725,,0.468,
SKYH,0.9628,,0.8288,,1.0967,,0.7808,,0.465,,1.0967,
SKYT,0.8288,,0.8364,,0.8211,,0.803,,0.8004,,0.8056,
SKYU,0.4772,,0.4139,,0.5406,,0.429,,0.3959,,0.4622,
SKYW,0.4422,60.0,0.49,73.0,0.3945,40.0,0.4472,67.0,0.4421,66.0,0.4522,68.0
SKYY,0.3425,85.0,0.3824,91.0,0.3025,76.0,0.2875,70.0,0.2894,75.0,0.2856,65.0
SLAB,0.5496,91.0,0.6074,94.0,0.4919,83.0,0.4936,87.0,0.4903,87.0,0.4968,86.0
SLB,0.288,46.0,0.287,47.0,0.289,46.0,0.3144,48.0,0.2798,39.0,0.3491,57.0
SLDB,,,2.3989,,,,,,2.3989,,,
SLDP,1.2618,,1.1954,,1.3281,,1.2572,,1.1863,,1.3281,
SLF,0.2889,73.0,0.2493,65.0,0.3285,78.0,0.2796,79.0,0.2193,65.0,0.34,84.0
SLG,0.3974,68.0,0.3744,66.0,0.4203,71.0,0.3724,61.0,0.2847,52.0,0.46,74.0
SLGN,0.2529,50.0,0.2869,68.0,0.2189,28.0,0.2482,53.0,0.2373,49.0,0.2591,57.0
SLI,1.1782,,1.2537,,1.1026,,1.0174,,0.9496,,1.0851,
SLM,0.3774,69.0,0.4014,74.0,0.3535,64.0,0.4072,78.0,0.4281,81.0,0.3862,72.0
SLN,1.078,,1.0542,,1.1018,,1.0718,,1.0736,,1.0699,
SLNO,1.6146,,1.5551,,1.674,,0.662,,0.6423,,0.6818,
SLP,0.6439,,0.5725,67.0,0.7153,,0.4938,,0.4914,62.0,0.4963,
SLQT,1.0838,,1.3895,,0.778,,0.9204,,0.7804,,1.0605,
SLRC,,,0.1742,40.0,,,,,0.1383,23.0,,
SLRN,1.7667,,0.7706,,2.7628,,1.7667,,0.7706,,2.7628,
SLS,1.2266,,0.8428,,1.6105,,1.0976,,1.0654,,1.1299,
SLSR,,,0.8037,,,,,,0.8037,,,
SLV,0.2338,33.0,0.2193,26.0,0.2484,42.0,0.317,57.0,0.3024,48.0,0.3316,62.0
SLVM,0.4018,,0.3799,,0.4237,,0.4286,,0.4351,,0.422,
SLX,0.5254,93.0,0.3349,59.0,0.716,98.0,0.2544,21.0,0.2256,20.0,0.2833,23.0
SLYG,0.2056,,0.1728,,0.2384,,0.193,,0.1689,,0.217,
SLYV,0.2458,,0.2222,,0.2695,,0.2346,,0.2153,,0.254,
SM,0.4836,54.0,0.4673,53.0,0.5,57.0,0.4703,53.0,0.4378,49.0,0.5028,57.0
SMBC,0.347,,0.3262,,0.3677,,0.3516,,0.3355,,0.3677,
SMC,0.4568,,0.4224,,0.4913,,0.4742,,0.4675,,0.481,
SMCI,0.8492,93.0,0.85,93.0,0.8484,93.0,0.831,97.0,0.8295,97.0,0.8326,97.0
SMCX,1.5317,,1.4483,,1.6151,,1.7038,,1.6897,,1.718,
SMCY,0.6042,,0.5788,,0.6297,,0.8089,,0.1762,,1.4417,
SMDD,,,,,0.6744,,,,,,0.6744,
SMFG,0.2912,,0.2568,,0.3256,,0.2912,,0.2568,,0.3256,
SMG,0.3627,75.0,0.3943,81.0,0.3311,68.0,0.4172,84.0,0.3421,72.0,0.4922,90.0
SMH,0.3373,78.0,0.337,78.0,0.3376,77.0,0.3248,76.0,0.3072,76.0,0.3424,74.0
SMLF,0.1967,,0.1873,,0.2061,,0.1764,,0.147,,0.2059,
SMLL,,,,,0.3269,,,,,,0.2525,
SMLR,0.6873,,0.7328,,0.6418,,0.8528,,0.8599,,0.8457,
SMLV,0.1997,,0.1785,,0.221,,0.1892,,0.1554,,0.2231,
SMMT,0.9828,,0.8146,,1.1509,,0.9408,,0.9411,,0.9404,
SMN,,,0.6916,88.0,,,,,0.5078,65.0,,
SMOG,0.2486,,0.1984,,0.2987,,0.2333,,0.194,,0.2726,
SMP,,,0.4013,56.0,,,,,0.3143,44.0,,
SMPL,0.4344,,0.4478,,0.421,,0.3894,,0.3579,,0.421,
SMR,0.931,,0.9493,,0.9128,,1.0168,,0.9625,,1.071,
SMRT,,,1.5192,99.0,,,,,1.5192,100.0,,
SMSI,,,1.861,100.0,,,,,1.861,100.0,,
SMST,1.8036,,2.3138,,1.2934,,1.6224,,1.472,,1.7729,
SMTC,0.7021,94.0,0.7239,95.0,0.6802,94.0,0.6902,97.0,0.6832,97.0,0.6971,97.0
SMWB,0.6247,,0.6876,,0.5619,,0.6168,,0.6026,,0.631,
SN,0.4842,,0.4804,,0.488,,0.4674,,0.4663,,0.4684,
SNA,0.2888,74.0,0.2948,77.0,0.2828,69.0,0.2359,52.0,0.2114,41.0,0.2604,57.0
SNAP,0.5038,42.0,0.5131,47.0,0.4944,37.0,0.6196,67.0,0.6178,68.0,0.6214,62.0
SNBR,0.7183,,0.9257,,0.5108,,0.9857,,0.8347,,1.1367,
SNCR,0.9344,86.0,0.7802,72.0,1.0886,93.0,0.8632,86.0,0.8891,89.0,0.8373,84.0
SNCY,0.5868,,0.5659,,0.6076,,0.6096,,0.6898,,0.5293,
SNDK,0.6084,79.0,0.5377,70.0,0.6792,85.0,0.5379,78.0,0.5383,79.0,0.5375,77.0
SNDL,0.7688,,0.751,,0.7866,,1.3716,,1.4338,,1.3095,
SNDR,0.322,,0.3181,,0.3259,,0.3325,,0.3181,,0.3468,
SNDX,0.6867,,0.8541,,0.5193,,0.6484,,0.6513,,0.6454,
SNEX,0.4505,,0.3238,,0.5772,,0.2806,,0.2903,,0.2709,
SNN,,,0.4624,83.0,,,,,0.3403,79.0,,
SNOW,0.4411,,0.4493,,0.4329,,0.4898,,0.4837,,0.4958,
