symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
AEE,70.0,,,98.62999725341797,,0.2616,88.0,0.2163,84.0,0.2331,80.0,0.2189,70.0,0.2047,55.0,0.2176,81.0,0.2072,82.0,0.1746,51.0,0.1994,60.0,0.2241,65.0
AEG,805.0,,,6.360000133514404,,0.2268,36.0,0.1818,59.0,,,,,,,0.3562,63.0,0.2131,68.0,,,,,,
AEHR,101.0,,,8.119999885559082,,0.4928,,0.5971,,0.8299,,0.8309,,0.8319,,1.0065,,0.7733,,0.7367,,0.809,,0.8812,
AEIS,71.0,,,91.48999786376953,,0.4167,57.0,0.4241,64.0,0.7414,94.0,0.7189,93.0,0.6964,91.0,0.5549,77.0,0.4478,67.0,0.5065,71.0,0.5063,70.0,0.5061,70.0
AEM,70.0,,,118.23999786376953,,0.2823,28.0,0.3494,63.0,0.414,56.0,0.4096,54.0,0.4053,53.0,0.356,36.0,0.294,35.0,0.3789,42.0,0.3705,34.0,0.3621,27.0
AEO,43.0,,,10.970000267028809,,0.38,56.0,0.5255,88.0,0.5067,73.0,0.5292,77.0,0.5517,79.0,0.603,92.0,0.483,84.0,0.4347,70.0,0.4792,79.0,0.5236,82.0
AEP,70.0,,,107.0199966430664,,0.2696,86.0,0.2178,81.0,0.2062,73.0,0.2516,86.0,0.2969,91.0,0.2218,79.0,0.2045,74.0,0.1503,28.0,0.2123,65.0,0.2743,78.0
AER,57.0,,,100.0,,0.4107,74.0,0.3103,62.0,0.287,36.0,0.3291,46.0,0.3712,57.0,0.3075,47.0,0.2787,48.0,0.3199,44.0,0.3375,48.0,0.3551,51.0
AES,55.0,,,10.119999885559082,,0.4127,79.0,0.4013,83.0,0.5447,89.0,0.5352,88.0,0.5256,88.0,0.4834,88.0,0.4086,87.0,0.491,88.0,0.4717,85.0,0.4524,83.0
AESI,59.0,,,13.770000457763672,,0.3652,,0.471,,0.6292,,0.699,,0.7688,,0.5561,,0.4869,,0.4601,,0.5526,,0.6451,
AETH,,,,27.367000579833984,,0.0194,,0.0183,,0.5974,,0.637,,0.6765,,0.5376,,0.2241,,0.5728,,0.6129,,0.653,
AEVA,36.0,,,6.739999771118164,,1.3446,94.0,1.1475,94.0,1.0199,,1.0526,,1.0853,,0.9841,87.0,0.8813,77.0,0.8523,,0.864,,0.8757,
AEYE,43.0,,,11.489999771118164,,0.4474,,0.5749,,1.2781,,1.1683,,1.0585,,0.9216,,0.8093,,0.8644,,0.8829,,0.9014,
AFCG,42.0,,,5.210000038146973,,0.4559,,0.4572,,0.2216,,0.3753,,0.529,,0.5185,,0.4475,,0.2216,,0.3944,,0.5672,
AFG,79.0,,,128.47000122070312,,0.2946,81.0,0.2216,75.0,0.3138,82.0,0.3152,82.0,0.3165,82.0,0.2673,74.0,0.2245,71.0,0.2205,60.0,0.2409,65.0,0.2613,70.0
AFK,,,,17.399999618530273,,0.1211,,0.3024,,0.2799,,0.3069,,0.3339,,0.263,,0.2229,,0.2799,,0.3069,,0.3339,
AFL,78.0,,,108.43000030517578,,0.2747,77.0,0.2396,78.0,0.3044,82.0,0.3219,85.0,0.3394,86.0,0.2593,71.0,0.2237,70.0,0.1904,40.0,0.2304,55.0,0.2704,62.0
AFMD,161.0,,,0.7699999809265137,,1.6612,98.0,1.2975,96.0,,,,,,,0.9297,75.0,0.9175,84.0,,,,,,
AFRM,77.0,,,46.84000015258789,,0.6535,34.0,0.5151,14.0,0.8909,57.0,0.892,57.0,0.893,57.0,0.9009,51.0,0.7284,50.0,0.7267,31.0,0.7442,35.0,0.7616,38.0
AFYA,42.0,,,18.399999618530273,,0.1792,5.0,0.2721,12.0,0.3921,4.0,,,,,0.3616,30.0,0.3018,11.0,0.3921,8.0,,,,
AG,63.0,,,6.199999809265137,,0.5788,61.0,0.645,87.0,0.7195,89.0,0.6816,83.0,0.6436,76.0,0.6206,61.0,0.5223,64.0,0.6233,62.0,0.6209,61.0,0.6185,60.0
AGCO,77.0,,,82.33000183105469,,0.3705,75.0,0.3343,78.0,0.4304,88.0,0.5008,95.0,0.5711,97.0,0.4589,89.0,0.3946,91.0,0.3676,77.0,0.4078,86.0,0.4481,90.0
AGEN,44.0,,,2.8499999046325684,,1.822,98.0,2.0122,99.0,1.4422,91.0,1.4488,92.0,1.4554,94.0,1.0299,87.0,1.0136,92.0,1.3035,86.0,1.3267,87.0,1.3499,91.0
AGG,,,,97.69999694824219,,0.063,86.0,0.0491,89.0,0.056,78.0,0.0728,87.0,0.0897,90.0,0.0559,79.0,0.0451,83.0,0.0358,42.0,0.0748,88.0,0.1138,95.0
AGGY,,,,42.86000061035156,,0.0649,,0.0473,,,,,,,,0.0649,,0.0474,,,,,,,
AGI,64.0,,,27.860000610351562,,0.3634,41.0,0.3806,53.0,0.4384,37.0,0.4283,31.0,0.4182,27.0,0.3858,24.0,0.33,26.0,0.388,16.0,0.3867,11.0,0.3854,9.0
AGIO,70.0,,,28.3700008392334,,0.3146,21.0,0.376,24.0,0.6152,55.0,0.6128,53.0,0.6105,54.0,0.6467,70.0,0.5813,69.0,0.75,92.0,0.7657,94.0,0.7814,95.0
AGL,58.0,,,3.9200000762939453,,1.8499,100.0,1.577,100.0,1.023,93.0,1.0884,97.0,1.1539,99.0,1.1817,100.0,0.949,100.0,0.778,87.0,0.7523,83.0,0.7266,82.0
AGM,62.0,,,176.8800048828125,,0.2409,36.0,0.3024,59.0,0.3492,52.0,0.3714,56.0,0.3936,60.0,0.3198,46.0,0.2737,36.0,0.2913,28.0,0.3258,44.0,0.3604,54.0
AGNC,87.0,,,8.609999656677246,,0.3065,85.0,0.2485,80.0,0.2696,81.0,0.309,85.0,0.3484,87.0,0.2467,69.0,0.2494,75.0,0.3213,84.0,0.291,73.0,0.2607,36.0
AGNG,,,,30.200000762939453,,0.2098,,0.1064,,0.1877,,,,,,0.1747,,0.147,,0.1877,,,,,
AGO,56.0,,,85.31999969482422,,0.2342,45.0,0.1971,36.0,0.4237,68.0,0.3856,63.0,0.3475,56.0,0.2975,55.0,0.233,43.0,0.3135,51.0,0.3211,50.0,0.3287,48.0
AGQ,,,,42.349998474121094,,0.4433,45.0,0.3622,63.0,0.5864,65.0,0.8152,94.0,1.044,99.0,0.618,68.0,0.3491,48.0,0.589,56.0,0.6194,56.0,0.6497,57.0
AGRO,42.0,,,11.649999618530273,,0.1996,24.0,0.2038,11.0,,,,,0.8105,98.0,0.3006,32.0,0.2723,19.0,,,,,0.8105,100.0
AGS,49.0,,,12.0600004196167,,0.0769,13.0,0.0732,11.0,,,,,,,0.0559,6.0,0.0605,5.0,,,,,,
AGX,140.0,,,141.36000061035156,,0.8696,97.0,0.6751,98.0,0.6399,91.0,0.6477,93.0,0.6554,91.0,0.7642,100.0,0.6522,100.0,0.6454,99.0,0.6558,100.0,0.6662,99.0
AGYS,93.0,,,70.36000061035156,,0.2529,28.0,0.3553,44.0,0.7811,93.0,0.7936,94.0,0.806,94.0,0.5781,80.0,0.4581,61.0,0.5858,88.0,0.5874,89.0,0.589,89.0
AGZ,,,,109.08000183105469,,0.0292,,0.0311,,,,,,0.1055,,0.0352,,0.0326,,,,,,0.1055,
AHCO,58.0,,,7.730000019073486,,0.5613,74.0,0.5932,79.0,0.5376,34.0,0.644,63.0,0.7504,88.0,0.5939,50.0,0.5022,37.0,0.4537,10.0,0.4528,6.0,0.4518,4.0
AHH,64.0,,,6.800000190734863,,0.4989,96.0,0.3311,88.0,0.2545,35.0,,,,,0.327,89.0,0.2986,87.0,0.2545,42.0,,,,
AHR,56.0,,,30.40999984741211,,0.3028,61.0,0.2704,94.0,0.4769,,0.5096,,0.5423,,0.3197,62.0,0.3395,100.0,0.3305,,0.3533,,0.3761,
AI,57.0,,,20.389999389648438,,0.3853,62.0,0.4431,69.0,0.5786,57.0,0.5821,57.0,0.5857,63.0,0.7208,81.0,0.6624,82.0,0.6695,71.0,0.6802,63.0,0.6909,70.0
AIA,,,,68.91999816894531,,0.2596,74.0,0.1367,79.0,0.2689,76.0,0.2863,70.0,0.3037,65.0,0.2934,80.0,0.1657,89.0,0.2198,92.0,0.2366,69.0,0.2534,37.0
AIBU,,,,24.6299991607666,,0.8882,,0.4562,,0.8089,,0.7223,,0.6357,,0.7438,,0.4964,,0.6245,,0.6344,,0.6444,
AIEQ,,,,36.12799835205078,,0.2971,,0.2031,,0.2554,,0.2892,,0.3229,,0.3,,0.2116,,0.2416,,0.2722,,0.3027,
AIFU,,,,0.12999999523162842,,0.6722,,1.3213,,,,,,,,1.2847,,1.3164,,,,,,,
AIG,72.0,,,81.6500015258789,,0.2493,59.0,0.2317,59.0,0.3831,79.0,0.3949,79.0,0.4067,80.0,0.2565,48.0,0.2417,59.0,0.2403,42.0,0.2774,53.0,0.3144,59.0
AIN,57.0,,,62.91999816894531,,0.1155,6.0,0.3411,81.0,0.4623,78.0,0.4895,83.0,0.5167,86.0,0.3846,75.0,0.3291,73.0,0.2908,44.0,0.3188,53.0,0.3467,64.0
AIOT,73.0,,,4.75,,0.4672,,0.5458,,0.9517,,,,,,0.8403,,0.7456,,0.7508,,,,,
AIP,65.0,,,6.190000057220459,,0.389,,0.4528,,0.6022,,,,,,0.7276,,0.6429,,0.6022,,,,,
AIPI,,,,38.02000045776367,,0.2874,,0.2164,,0.35,,0.3496,,0.3493,,0.3143,,0.2428,,0.1262,,0.4294,,0.7326,
AIQ,,,,35.09000015258789,,0.3364,76.0,0.2299,68.0,0.3352,75.0,0.3373,,0.3394,,0.3194,66.0,0.2341,70.0,0.2867,70.0,0.3029,,0.3191,
AIR,107.0,,,51.7599983215332,,0.288,44.0,0.2842,44.0,0.4859,79.0,0.4474,71.0,0.409,60.0,0.4655,75.0,0.3576,64.0,0.3595,49.0,0.3642,49.0,0.3689,49.0
AIRG,261.0,,,3.890000104904175,,0.7037,81.0,0.9375,95.0,0.7257,71.0,,,,,0.7083,83.0,0.6954,86.0,0.7257,85.0,,,,
AIRR,,,,68.01000213623047,,0.3004,,0.2591,,0.393,,0.3323,,0.2715,,0.3231,,0.2566,,0.2832,,0.2913,,0.2994,
AIRS,41.0,,,1.7300000190734863,,0.6912,,0.9506,,,,,,,,0.9919,,1.0292,,,,,,,
AISP,55.0,,,3.7799999713897705,,0.6049,,0.5537,,0.8445,,2.1896,,3.5347,,1.3391,,1.3275,,0.6615,,2.0181,,3.3747,
AIT,85.0,,,228.8000030517578,,0.5227,93.0,0.3494,88.0,0.4458,89.0,0.4438,89.0,0.4417,86.0,0.4107,88.0,0.3156,84.0,0.3226,70.0,0.3324,73.0,0.3422,74.0
AIV,59.0,,,7.769999980926514,,0.2711,67.0,0.2442,64.0,0.354,64.0,0.3837,67.0,0.4134,72.0,0.2818,64.0,0.2822,68.0,0.354,69.0,0.3486,64.0,0.3431,62.0
AIVC,,,,41.10100173950195,,0.4239,,0.1895,,0.4181,,0.3839,,0.3496,,0.4017,,0.2093,,0.3201,,0.3322,,0.3443,
AIVI,,,,45.040000915527344,,0.1243,,0.0749,,0.2011,,0.1924,,0.1837,,0.1852,,0.0858,,0.1332,,0.1584,,0.1837,
AIVL,,,,103.87999725341797,,0.211,,0.1201,,0.1966,,0.1941,,0.1916,,0.191,,0.1185,,0.1504,,0.1658,,0.1811,
AIYY,,,,4.489999771118164,,0.2867,,0.3099,,0.3788,,0.5531,,0.7274,,0.6519,,0.5199,,0.3788,,0.8074,,1.2361,
AIZ,72.0,,,191.07000732421875,,0.3439,85.0,0.2565,80.0,0.3472,86.0,0.3467,86.0,0.3462,85.0,0.2858,72.0,0.2473,74.0,0.2684,73.0,0.2883,78.0,0.3082,82.0
AJG,84.0,,,331.7900085449219,,0.3826,94.0,0.2717,89.0,0.3216,92.0,0.3117,91.0,0.3018,87.0,0.2454,76.0,0.2296,79.0,0.2367,75.0,0.2512,81.0,0.2657,83.0
AKAM,63.0,,,75.87000274658203,,0.2858,52.0,0.2186,37.0,0.4055,62.0,0.4598,71.0,0.514,80.0,0.5372,81.0,0.3271,63.0,0.3882,57.0,0.3921,59.0,0.396,59.0
