symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,55.0,,,100.26000213623048,,0.5145,92.0,0.3983,91.0,0.4389,86.0,0.4218,84.0,0.4048,82.0,0.3218,71.0,0.2958,79.0,0.3181,67.0,0.3419,73.0,0.3658,79.0
AA,90.0,,,23.299999237060547,,0.7435,92.0,0.547,90.0,0.7637,96.0,0.7391,96.0,0.7145,95.0,0.5523,80.0,0.4755,83.0,0.5156,84.0,0.5449,87.0,0.5741,89.0
AAL,89.0,,,9.06999969482422,,0.9924,98.0,0.6107,94.0,0.7966,95.0,0.7906,95.0,0.7846,95.0,0.6163,91.0,0.4656,83.0,0.5553,86.0,0.555,86.0,0.5546,85.0
AAMI,75.0,,,25.420000076293945,,0.347,,0.3588,,0.4143,,0.442,,0.4696,,0.3736,,0.3526,,0.3046,,0.3871,,0.4696,
AAOI,55.0,,,10.050000190734863,,1.084,85.0,0.9402,89.0,0.9826,79.0,1.0219,81.0,1.0612,83.0,1.5054,98.0,1.1839,97.0,0.9265,83.0,1.0151,90.0,1.1037,95.0
AAON,54.0,,,77.91999816894531,,0.539,94.0,0.5127,96.0,0.6388,98.0,0.6302,99.0,0.6217,98.0,0.6727,99.0,0.4753,97.0,0.5455,100.0,0.5486,100.0,0.5518,100.0
AAP,55.0,,,32.63999938964844,,0.4986,92.0,0.5138,97.0,0.5964,96.0,0.5884,96.0,0.5805,95.0,0.588,94.0,0.5133,97.0,0.5478,97.0,0.5943,99.0,0.6408,100.0
AAPB,,,,18.36000061035156,,0.9941,,0.8502,,0.7919,,0.8796,,0.9674,,0.7512,,0.5772,,0.6511,,0.6822,,0.7132,
AAPD,,,,18.780000686645508,,0.4929,,0.4313,,0.3556,,,,,,0.3916,,0.3035,,0.3194,,,,,
AAPL,82.0,,,193.16000366210935,,0.5008,92.0,0.4427,95.0,0.5157,93.0,0.5172,93.0,0.5188,93.0,0.3804,78.0,0.3054,69.0,0.295,36.0,0.3199,44.0,0.3449,56.0
AAPU,,,,20.09000015258789,,0.9901,,0.88,,0.908,,0.9245,,0.941,,0.7613,,0.5944,,0.6213,,0.639,,0.6567,
AAT,77.0,,,18.770000457763672,,0.3272,85.0,0.3411,92.0,0.5905,94.0,0.5062,91.0,0.422,82.0,0.3033,80.0,0.2768,82.0,0.5905,100.0,0.5062,99.0,0.422,90.0
AAXJ,,,,70.56999969482422,,0.2912,91.0,0.154,92.0,0.2261,83.0,0.2362,84.0,0.2462,84.0,0.2258,82.0,0.1343,88.0,0.2126,83.0,0.2265,82.0,0.2404,78.0
AB,75.0,,,36.099998474121094,,0.3518,75.0,0.3235,73.0,0.2024,17.0,0.3497,73.0,0.497,90.0,0.3537,76.0,0.3003,64.0,0.1888,25.0,0.3204,70.0,0.4519,89.0
ABAT,159.0,,,1.1299999952316284,,0.6735,59.0,0.8338,72.0,0.9825,,1.1646,,1.3468,,1.4156,90.0,1.3197,100.0,0.7858,,1.0663,,1.3468,
ABBV,81.0,,,170.16000366210938,,0.3231,84.0,0.3931,96.0,0.4488,99.0,0.4338,99.0,0.4188,97.0,0.3357,88.0,0.2713,83.0,0.2259,53.0,0.2901,90.0,0.3542,86.0
ABCB,82.0,,,52.380001068115234,,0.4757,92.0,0.3304,76.0,0.4512,82.0,0.4396,78.0,0.428,80.0,0.3802,87.0,0.2902,62.0,0.3391,70.0,0.3566,74.0,0.3742,82.0
ABCL,54.0,,,2.450000047683716,,0.9802,94.0,0.813,91.0,1.4835,97.0,1.5742,,1.6648,,0.7365,86.0,0.6766,77.0,3.2242,100.0,1.9116,,0.599,
ABEO,33.0,,,4.920000076293945,,0.7945,68.0,0.7548,54.0,2.3639,93.0,2.4938,92.0,2.6236,92.0,0.4843,7.0,0.5396,7.0,1.4445,83.0,1.6294,87.0,1.8142,90.0
ABEV,55.0,,,2.4000000953674316,,0.2707,50.0,0.2908,76.0,0.3101,40.0,0.3266,37.0,0.3431,26.0,0.3439,71.0,0.2669,60.0,0.254,24.0,0.3293,39.0,0.4046,46.0
ABG,82.0,,,216.41000366210935,,0.3221,48.0,0.4041,72.0,0.5398,87.0,0.5336,85.0,0.5274,85.0,0.4029,59.0,0.3519,57.0,0.4459,73.0,0.446,72.0,0.446,73.0
ABL,166.0,,,8.0600004196167,,0.5938,,0.5001,,0.5371,,0.5776,,0.618,,0.5056,,0.529,,0.5371,,0.5776,,0.618,
ABM,41.0,,,45.43000030517578,,0.3431,78.0,0.3327,82.0,0.3925,77.0,0.4504,84.0,0.5084,88.0,0.3365,70.0,0.3038,73.0,0.3253,70.0,0.3289,66.0,0.3326,65.0
ABNB,68.0,,,111.61000061035156,,0.3943,54.0,0.4027,67.0,0.75,95.0,0.7474,95.0,0.7449,95.0,0.4699,61.0,0.3477,52.0,0.4219,33.0,0.4279,30.0,0.4339,25.0
ABNY,,,,11.270000457763672,,0.2918,,0.2292,,,,,,0.8601,,0.3992,,0.248,,,,,,0.8601,
ABOS,161.0,,,1.059999942779541,,1.4378,,1.2497,,,,,,,,0.7614,,0.8129,,,,,,,
ABR,60.0,,,10.84000015258789,,0.4662,90.0,0.4252,91.0,0.5213,90.0,0.5008,83.0,0.4803,79.0,0.3512,71.0,0.3604,88.0,0.1413,17.0,0.3924,68.0,0.6436,86.0
ABSI,35.0,,,3.069999933242798,,1.3344,,0.9235,,1.3476,,1.2114,,1.0753,,1.1243,,1.0165,,1.2652,,1.3402,,1.4152,
ABT,90.0,,,129.88999938964844,,0.2796,84.0,0.284,91.0,0.2811,87.0,0.2931,89.0,0.3051,90.0,0.2302,72.0,0.2178,80.0,0.2206,57.0,0.2502,70.0,0.2798,81.0
ABUS,167.0,,,3.2100000381469727,,0.4933,47.0,0.5278,40.0,0.5122,4.0,1.0846,73.0,1.657,96.0,0.4596,24.0,0.4848,19.0,2.5697,98.0,1.7106,95.0,0.8514,45.0
