symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
ADNT,74.0,,,10.399999618530273,,1.2856,98.0,1.0294,99.0,0.8202,92.0,0.8038,92.0,0.7874,91.0,0.5267,56.0,0.4904,70.0,0.6368,78.0,0.666,84.0,0.6953,89.0
ADP,73.0,,,299.5400085449219,,0.6273,99.0,0.5025,99.0,0.3006,89.0,0.309,89.0,0.3174,90.0,0.2143,67.0,0.1954,65.0,0.2661,85.0,0.2572,79.0,0.2484,64.0
ADPT,60.0,,,7.940000057220459,,0.9426,83.0,1.2907,98.0,0.9742,71.0,1.1155,87.0,1.2568,93.0,0.8165,69.0,0.846,100.0,0.8114,68.0,0.8222,72.0,0.833,72.0
ADSE,,,,12.1899995803833,,1.0706,,1.0358,,1.0791,,1.0738,,1.0685,,0.4167,,0.5742,,1.0791,,1.0738,,1.0685,
ADSK,44.0,,,258.45001220703125,,0.7792,96.0,0.6171,98.0,0.4466,79.0,0.44,78.0,0.4334,77.0,0.3179,38.0,0.2632,35.0,0.3475,40.0,0.355,43.0,0.3624,47.0
ADT,44.0,,,7.820000171661377,,0.5354,86.0,0.5803,95.0,0.5367,82.0,0.4913,69.0,0.4459,53.0,0.3838,40.0,0.2929,38.0,0.3388,38.0,0.3579,38.0,0.377,40.0
ADTN,156.0,,,7.619999885559082,,1.2177,99.0,0.9986,100.0,0.8106,98.0,0.7984,99.0,0.7861,98.0,0.6024,93.0,0.5562,97.0,0.6124,99.0,0.6378,99.0,0.6632,99.0
ADUS,47.0,,,100.8499984741211,,0.4028,77.0,0.4802,90.0,0.3993,55.0,0.4694,81.0,0.5394,92.0,0.3219,36.0,0.3018,18.0,0.364,45.0,0.3631,44.0,0.3623,43.0
ADV,36.0,,,1.2000000476837158,,1.5095,100.0,1.2055,99.0,,,,,,,0.7349,94.0,0.7153,99.0,,,,,,
ADVM,159.0,,,3.430000066757202,,0.8361,77.0,1.2005,95.0,1.0364,61.0,1.0974,66.0,1.1584,76.0,0.7623,56.0,0.8099,68.0,1.0364,70.0,0.9704,57.0,0.9045,52.0
AEE,58.0,,,97.52999877929688,,0.4242,98.0,0.4557,99.0,0.3077,94.0,0.3346,96.0,0.3614,96.0,0.2114,78.0,0.2027,79.0,0.18,56.0,0.2216,77.0,0.2633,89.0
AEG,793.0,,,5.96999979019165,,0.9172,96.0,0.6044,97.0,,,,,0.5009,73.0,0.3537,63.0,0.2105,68.0,,,,,0.5009,77.0
AEHR,89.0,,,8.520000457763672,,2.0314,,1.4251,,1.0169,,1.0402,,1.0636,,1.0128,,0.7818,,0.6913,,0.7932,,0.895,
AEIS,59.0,,,86.7699966430664,,1.6393,100.0,1.1037,100.0,0.9304,99.0,0.9172,99.0,0.904,98.0,0.5535,77.0,0.4433,66.0,0.5353,76.0,0.5432,77.0,0.5511,77.0
AEM,58.0,,,117.6500015258789,,0.7973,96.0,0.6308,97.0,0.4939,81.0,0.4882,80.0,0.4826,79.0,0.3585,36.0,0.2884,33.0,0.3654,34.0,0.3634,31.0,0.3614,27.0
AEO,31.0,,,10.640000343322754,,1.7115,100.0,1.2262,100.0,0.6678,90.0,0.6884,91.0,0.7089,92.0,0.6017,91.0,0.4716,83.0,0.7401,100.0,0.6461,96.0,0.5521,86.0
AEP,58.0,,,104.62999725341797,,0.3602,94.0,0.3912,96.0,0.2766,91.0,0.2606,88.0,0.2445,81.0,0.2154,77.0,0.1999,73.0,0.1803,55.0,0.2475,82.0,0.3147,92.0
AER,45.0,,,91.9800033569336,,0.8746,95.0,0.6594,93.0,0.4925,79.0,0.4885,78.0,0.4845,78.0,0.2956,44.0,0.2718,46.0,0.3436,50.0,0.363,54.0,0.3824,57.0
AES,43.0,,,10.300000190734863,,0.9652,97.0,0.7481,95.0,0.5517,90.0,0.5634,89.0,0.575,90.0,0.4803,88.0,0.4043,87.0,0.4772,87.0,0.468,85.0,0.4588,84.0
AESI,47.0,,,13.779999732971191,,1.5613,,1.1994,,0.9529,,0.9526,,0.9522,,0.5531,,0.4789,,0.4895,,0.5874,,0.6853,
AETH,,,,27.350000381469727,,0.0161,,0.0408,,0.599,,0.6687,,0.7384,,0.5488,,0.2324,,0.6289,,0.6653,,0.7017,
AEVA,24.0,,,7.329999923706055,,1.6319,98.0,1.338,98.0,1.1453,,1.106,,1.0666,,0.9631,84.0,0.8577,67.0,0.7498,,0.7972,,0.8447,
AEYE,31.0,,,11.119999885559082,,1.4744,,1.333,,0.9599,,1.0982,,1.2366,,0.9517,,0.825,,0.9376,,0.9503,,0.963,
AFCG,30.0,,,4.760000228881836,,1.0479,,0.9822,,0.432,,,,,,0.5097,,0.4374,,0.432,,,,,
AFG,67.0,,,125.72000122070312,,0.6675,96.0,0.52,97.0,0.4419,94.0,0.4148,93.0,0.3876,90.0,0.2642,73.0,0.2228,71.0,0.2636,75.0,0.267,74.0,0.2705,74.0
AFK,,,,16.8700008392334,,0.8406,,0.4863,,0.2696,,0.3773,,0.4851,,0.2641,,0.2163,,0.2696,,0.3773,,0.4851,
AFL,66.0,,,106.83000183105469,,0.7036,96.0,0.5665,97.0,0.3372,87.0,0.3368,87.0,0.3364,86.0,0.2534,70.0,0.2182,69.0,0.2145,54.0,0.2544,64.0,0.2944,71.0
AFMD,149.0,,,0.621999979019165,,1.1365,90.0,1.3025,96.0,,,,,,,0.8599,66.0,0.8754,75.0,,,,,,
AFRM,65.0,,,40.4900016784668,,1.9836,97.0,1.5084,99.0,0.9708,67.0,0.9876,68.0,1.0044,70.0,0.8986,50.0,0.7308,51.0,0.7827,43.0,0.7973,44.0,0.8119,45.0
AFYA,30.0,,,17.709999084472656,,0.5691,82.0,0.4995,70.0,0.6467,62.0,,,,,0.3616,30.0,0.2998,11.0,0.3606,3.0,,,,
AG,51.0,,,6.289999961853027,,1.3116,100.0,0.8961,99.0,0.7332,90.0,0.8376,98.0,0.9421,99.0,0.6481,65.0,0.5203,64.0,0.6807,79.0,0.6809,79.0,0.6812,80.0
AGCO,65.0,,,86.2300033569336,,1.1708,100.0,0.9173,100.0,0.611,99.0,0.5889,98.0,0.5668,97.0,0.454,89.0,0.3899,91.0,0.3164,57.0,0.3854,80.0,0.4545,91.0
AGEN,32.0,,,1.7000000476837158,,1.3079,94.0,1.3777,96.0,,,,,,,0.9029,83.0,0.903,86.0,,,,,,
AGG,,,,97.04000091552734,,0.0999,98.0,0.1036,99.0,0.1246,98.0,0.1274,98.0,0.1303,97.0,0.0557,79.0,0.0439,82.0,0.051,80.0,0.0908,94.0,0.1307,97.0
AGGY,,,,42.5099983215332,,0.1613,,0.1249,,,,,,,,0.0647,,0.0465,,,,,,,
AGI,52.0,,,29.219999313354492,,0.876,95.0,0.6814,95.0,0.5064,60.0,0.5161,61.0,0.5258,65.0,0.3831,23.0,0.3226,21.0,0.355,4.0,0.3916,12.0,0.4282,26.0
AGIO,58.0,,,26.700000762939453,,0.8558,89.0,0.9289,97.0,0.7577,82.0,0.7686,84.0,0.7795,84.0,0.6484,70.0,0.5804,69.0,0.802,97.0,0.8276,99.0,0.8532,99.0
AGL,46.0,,,5.679999828338623,,1.3899,99.0,1.0271,98.0,0.9545,89.0,0.9176,86.0,0.8806,86.0,1.1114,100.0,0.897,99.0,0.6343,67.0,0.7283,81.0,0.8223,89.0
AGM,50.0,,,167.08999633789062,,0.6165,90.0,0.6327,93.0,0.4778,77.0,0.4925,78.0,0.5072,78.0,0.3181,44.0,0.2684,33.0,0.3177,49.0,0.3508,57.0,0.3839,63.0
AGNC,75.0,,,8.350000381469727,,0.7151,98.0,0.7498,99.0,0.4611,97.0,0.4712,97.0,0.4812,96.0,0.2447,68.0,0.2455,73.0,0.4029,94.0,0.3661,90.0,0.3294,61.0
AGNG,,,,29.139999389648438,,0.5109,,0.4414,,0.2173,,,,,,0.1689,,0.1458,,0.2173,,,,,
AGO,44.0,,,80.79000091552734,,0.7026,91.0,0.5336,90.0,0.4368,70.0,0.4448,71.0,0.4527,71.0,0.2978,55.0,0.2319,42.0,0.3434,57.0,0.3514,57.0,0.3594,57.0
AGQ,,,,38.540000915527344,,1.5597,99.0,0.6662,97.0,0.7013,85.0,0.9126,97.0,1.1239,99.0,0.6374,72.0,0.3554,50.0,0.6179,61.0,0.6513,64.0,0.6847,67.0
AGRO,30.0,,,11.229999542236328,,0.5331,91.0,0.3948,79.0,0.2603,1.0,0.5377,81.0,0.8152,98.0,0.2994,32.0,0.2731,19.0,0.2603,1.0,0.5377,87.0,0.8152,100.0
AGS,37.0,,,11.949999809265137,,0.1079,15.0,0.1295,15.0,,,,,,,0.0533,6.0,0.0584,5.0,,,,,,
AGX,128.0,,,148.1699981689453,,1.0896,99.0,1.0677,100.0,0.7569,96.0,0.7524,96.0,0.7479,94.0,0.7516,100.0,0.6457,100.0,0.7,100.0,0.6972,100.0,0.6945,100.0
AGYS,81.0,,,68.72000122070312,,0.8187,92.0,0.7906,94.0,0.743,91.0,0.8011,94.0,0.8592,96.0,0.5938,80.0,0.4602,62.0,0.6311,91.0,0.6422,91.0,0.6533,91.0
AGZ,,,,108.31999969482422,,0.0746,,0.0723,,,,,,0.1238,,0.035,,0.0325,,,,,,0.1238,
AHCO,46.0,,,8.65999984741211,,0.885,89.0,0.7588,93.0,0.587,46.0,0.5777,46.0,0.5684,50.0,0.5863,47.0,0.4938,33.0,0.4593,11.0,0.4638,10.0,0.4683,10.0
AHH,52.0,,,6.71999979019165,,0.6849,98.0,0.6867,99.0,0.2919,48.0,0.3698,66.0,0.4476,84.0,0.313,87.0,0.2911,86.0,0.2919,55.0,0.3698,73.0,0.4476,85.0
AHR,44.0,,,29.270000457763672,,0.6145,82.0,0.6251,100.0,0.505,,0.4482,,0.3915,,0.3169,62.0,0.337,100.0,0.3897,,0.414,,0.4384,
AI,45.0,,,20.59000015258789,,1.2448,96.0,1.1098,97.0,0.6483,66.0,0.6549,66.0,0.6616,72.0,0.7199,81.0,0.6599,82.0,0.683,73.0,0.6938,66.0,0.7046,73.0
AIA,,,,67.30999755859375,,0.8524,100.0,0.5027,100.0,0.288,81.0,0.6205,99.0,0.9531,100.0,0.2924,80.0,0.1649,89.0,0.1984,80.0,0.2439,76.0,0.2894,74.0
AIBU,,,,24.784000396728516,,2.1827,,1.3807,,0.9974,,0.9526,,0.9079,,0.7191,,0.4869,,0.671,,0.6887,,0.7064,
AIEQ,,,,35.04800033569336,,1.0126,,0.6884,,0.3014,,0.3286,,0.3557,,0.2933,,0.2067,,0.2705,,0.2821,,0.2937,
AIFU,,,,0.14000000059604645,,0.7659,,1.726,,,,,,,,1.2915,,1.2903,,,,,,,
AIG,60.0,,,81.97000122070312,,0.7154,92.0,0.5601,92.0,0.3485,74.0,0.3471,72.0,0.3458,71.0,0.2548,48.0,0.2383,57.0,0.2638,51.0,0.2954,59.0,0.3271,63.0
AIN,45.0,,,65.18000030517578,,0.9713,99.0,0.7102,99.0,0.5986,94.0,0.6178,96.0,0.6371,96.0,0.3865,75.0,0.3244,73.0,0.3099,50.0,0.322,54.0,0.3342,62.0
AIOT,61.0,,,4.840000152587891,,1.7345,,1.5185,,0.9448,,0.8568,,0.7689,,0.8376,,0.7421,,0.7676,,0.7682,,0.7689,
AIP,53.0,,,5.960000038146973,,1.4192,,1.1112,,,,,,1.1292,,0.7249,,0.6381,,,,,,1.1292,
AIPI,,,,38.810001373291016,,0.9063,,0.6819,,0.4124,,0.4803,,0.5482,,0.3082,,0.238,,0.1601,,0.4376,,0.715,
AIQ,,,,34.45000076293945,,1.0074,99.0,0.6899,99.0,0.4164,82.0,0.4323,,0.4482,,0.3117,61.0,0.2288,68.0,0.3115,75.0,0.3184,,0.3252,
AIR,95.0,,,53.38999938964844,,0.9974,97.0,0.8084,98.0,0.6115,91.0,0.5449,86.0,0.4782,77.0,0.4642,75.0,0.3546,63.0,0.355,47.0,0.3823,56.0,0.4096,67.0
AIRG,249.0,,,3.4100000858306885,,0.9868,93.0,1.1083,98.0,1.414,99.0,1.0728,97.0,0.7317,81.0,0.6958,83.0,0.67,84.0,1.414,100.0,1.0728,100.0,0.7317,88.0
AIRR,,,,67.12000274658203,,0.8821,,0.6807,,0.3341,,0.4116,,0.4891,,0.3178,,0.2507,,0.2819,,0.3244,,0.3669,
AIRS,29.0,,,1.8200000524520874,,1.3422,,1.6334,,,,,,,,0.9877,,1.0233,,,,,,,
AISP,43.0,,,3.7200000286102295,,0.9495,,1.2776,,1.022,,2.0336,,3.0451,,1.3414,,1.3401,,0.6091,,1.3024,,1.9956,
AIT,73.0,,,225.7899932861328,,1.0313,100.0,0.7764,99.0,0.5444,94.0,0.5224,93.0,0.5004,91.0,0.3982,88.0,0.3071,83.0,0.3496,79.0,0.3591,79.0,0.3686,80.0
AIV,47.0,,,7.590000152587891,,0.6687,95.0,0.6722,96.0,0.4349,78.0,0.4334,76.0,0.432,75.0,0.2788,64.0,0.279,68.0,0.36,70.0,0.3667,68.0,0.3733,67.0
AIVC,,,,40.25199890136719,,1.1925,,0.6358,,0.4166,,0.4136,,0.4107,,0.3909,,0.2119,,0.3095,,0.3273,,0.3451,
AIVI,,,,42.709999084472656,,0.5985,,0.2846,,0.2219,,,,,,0.1826,,0.0843,,0.2219,,,,,
AIVL,,,,102.23999786376953,,0.6475,,0.3979,,0.2335,,0.264,,0.2945,,0.186,,0.1155,,0.1723,,0.2006,,0.2288,
AIYY,,,,4.46999979019165,,1.1169,,0.9691,,0.4369,,0.8986,,1.3602,,0.6509,,0.5196,,0.4369,,1.0593,,1.6817,
AIZ,60.0,,,189.55999755859375,,0.7457,97.0,0.5971,97.0,0.4485,94.0,0.4502,94.0,0.4519,94.0,0.2775,70.0,0.2425,73.0,0.2991,82.0,0.3272,87.0,0.3552,90.0
AJG,72.0,,,334.0199890136719,,0.5976,99.0,0.5336,99.0,0.376,96.0,0.3692,95.0,0.3625,94.0,0.2315,74.0,0.2233,77.0,0.2608,86.0,0.2664,86.0,0.2721,85.0
AKAM,51.0,,,74.05000305175781,,0.9843,96.0,0.701,97.0,0.4339,67.0,0.4194,64.0,0.4049,62.0,0.5343,81.0,0.325,62.0,0.3999,61.0,0.3924,59.0,0.385,56.0
