symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,77.0,,,115.41999816894533,,0.5499,93.0,0.3015,79.0,0.341,69.0,0.35,71.0,0.3591,74.0,0.3366,75.0,0.3027,80.0,0.3067,61.0,0.3176,62.0,0.3286,62.0
AA,112.0,,,28.649999618530273,,0.6032,85.0,0.3213,53.0,0.4773,71.0,0.47,70.0,0.4626,68.0,0.5749,83.0,0.4788,84.0,0.5073,83.0,0.4886,76.0,0.4699,71.0
AAAU,,,,32.099998474121094,,0.3599,,0.1272,,0.2134,,0.2166,,0.2199,,0.19,,0.0982,,0.164,,0.1859,,0.2078,
AAL,111.0,,,12.300000190734863,,0.432,67.0,0.4025,75.0,0.5265,81.0,0.5214,80.0,0.5162,80.0,0.6196,91.0,0.4705,84.0,0.4864,78.0,0.4899,79.0,0.4934,78.0
AAMI,97.0,,,30.440000534057617,,0.2111,,0.307,,0.2929,,0.3709,,0.4489,,0.0,,0.0,,0.2929,,0.3484,,0.4039,
AAOI,77.0,,,20.290000915527344,,1.4636,94.0,1.2134,96.0,0.9865,79.0,0.9928,79.0,0.9992,79.0,1.425,96.0,1.1613,97.0,0.9762,87.0,0.9842,87.0,0.9921,86.0
AAON,76.0,,,105.9499969482422,,0.3836,80.0,0.3182,67.0,0.4124,79.0,0.4494,85.0,0.4864,90.0,0.6324,97.0,0.4704,97.0,0.4672,98.0,0.4679,99.0,0.4686,98.0
AAP,77.0,,,33.22999954223633,,0.6111,95.0,0.3278,81.0,0.9864,100.0,0.9917,100.0,0.997,100.0,0.5825,94.0,0.5125,97.0,0.5265,96.0,0.5718,98.0,0.6171,99.0
AAPB,,,,22.09000015258789,,0.8832,,0.4362,,0.4376,,0.4544,,0.4713,,0.7865,,0.5895,,0.4712,,0.5101,,0.549,
AAPD,,,,16.93000030517578,,0.4742,,0.2228,,0.3248,,0.2933,,0.2618,,0.4085,,0.3098,,0.2352,,0.2485,,0.2618,
AAPL,104.0,,,212.92999267578125,,0.452,88.0,0.2295,52.0,0.2551,39.0,0.2572,41.0,0.2592,41.0,0.3986,82.0,0.3114,70.0,0.2755,31.0,0.2924,35.0,0.3092,43.0
AAPU,,,,24.149999618530273,,0.8872,,0.4471,,0.482,,0.4928,,0.5036,,0.7849,,0.6061,,0.4474,,0.504,,0.5605,
AAPW,,,,39.27629852294922,,0.5409,,0.2312,,0.4457,,0.4666,,0.4876,,0.0,,0.0,,0.4457,,0.5173,,0.5889,
AAPX,,,,20.84000015258789,,0.8978,,0.4145,,0.8111,,0.6552,,0.4993,,0.8197,,0.582,,0.3163,,0.7446,,1.1729,
AAPY,,,,22.47800064086914,,0.3719,,0.1312,,,,,,0.3418,,0.3421,,0.1962,,,,,,0.3915,
AAT,99.0,,,19.5,,0.1379,23.0,0.1893,42.0,,,,,,,0.2991,79.0,0.2782,82.0,,,,,,
AAXJ,,,,78.05000305175781,,0.2052,73.0,0.0756,28.0,0.1639,42.0,0.175,46.0,0.1861,52.0,0.2261,82.0,0.1341,88.0,0.1833,57.0,0.1911,46.0,0.199,32.0
AB,97.0,,,40.90999984741211,,0.1818,26.0,0.1818,17.0,0.2303,28.0,0.2216,16.0,0.2129,10.0,0.3517,76.0,0.3038,65.0,0.158,12.0,0.2216,15.0,0.2853,31.0
ABAT,181.0,,,1.399999976158142,,0.7165,62.0,0.9615,81.0,1.1062,,1.1536,,1.2011,,1.5033,91.0,1.3999,100.0,0.955,,1.078,,1.2011,
ABBV,103.0,,,188.0,,0.361,89.0,0.3645,95.0,0.3244,91.0,0.3373,93.0,0.3501,93.0,0.2835,72.0,0.2812,84.0,0.2185,47.0,0.2765,74.0,0.3345,79.0
ABCB,104.0,,,63.58000183105469,,0.2936,64.0,0.1998,19.0,0.2899,39.0,0.2912,35.0,0.2926,38.0,0.3379,75.0,0.2897,61.0,0.2723,36.0,0.2824,37.0,0.2926,40.0
ABCL,76.0,,,2.0999999046325684,,0.7387,79.0,0.7161,83.0,0.9977,88.0,0.8378,,0.6778,,0.7099,75.0,0.6697,76.0,0.9977,83.0,0.8643,,0.7309,
ABEO,55.0,,,5.630000114440918,,0.9959,82.0,0.7923,59.0,1.7083,85.0,1.9772,88.0,2.246,90.0,0.6229,13.0,0.6488,11.0,0.9344,47.0,0.873,37.0,0.8116,25.0
ABEV,77.0,,,2.5199999809265137,,0.1636,13.0,0.2318,48.0,0.26,21.0,0.285,20.0,0.31,13.0,0.327,61.0,0.2707,64.0,0.3099,45.0,0.317,33.0,0.3242,14.0
ABFL,,,,68.51080322265625,,0.1888,,0.0716,,0.1196,,0.1426,,0.1657,,0.0,,0.0,,0.1503,,0.1734,,0.1965,
ABG,104.0,,,239.82000732421875,,0.3663,57.0,0.2542,26.0,0.4043,64.0,0.3483,42.0,0.2923,19.0,0.3957,57.0,0.3606,59.0,0.3698,50.0,0.3677,47.0,0.3655,45.0
ABL,188.0,,,8.829999923706055,,0.3489,,0.4328,,0.4674,,0.4782,,0.4889,,0.482,,0.5218,,0.4921,,0.4905,,0.4889,
ABM,63.0,,,51.95000076293945,,0.1217,13.0,0.1834,30.0,0.271,46.0,0.3358,61.0,0.4005,77.0,0.3319,70.0,0.3062,74.0,0.2706,50.0,0.3256,65.0,0.3806,80.0
ABNB,90.0,,,138.0500030517578,,0.4101,56.0,0.2952,34.0,0.3146,19.0,0.3274,23.0,0.3401,27.0,0.4629,59.0,0.3544,53.0,0.3892,20.0,0.391,17.0,0.3928,9.0
ABNY,,,,12.687999725341797,,0.3101,,0.1601,,,,,,0.6929,,0.3727,,0.2566,,,,,,0.6929,
ABOS,183.0,,,1.0499999523162842,,0.5806,,0.617,,,,,,,,0.7712,,0.8228,,,,,,,
ABR,82.0,,,11.09000015258789,,0.4542,89.0,0.3482,85.0,0.1669,10.0,0.3423,57.0,0.5177,83.0,0.3702,78.0,0.373,90.0,0.1288,11.0,0.3852,66.0,0.6416,86.0
ABSI,57.0,,,2.9600000381469727,,0.8279,,0.6997,,1.6236,,1.42,,1.2165,,1.1296,,1.0242,,1.0957,,1.1287,,1.1617,
ABT,112.0,,,129.0500030517578,,0.1547,43.0,0.1796,59.0,0.2297,72.0,0.2308,71.0,0.2318,70.0,0.2188,67.0,0.2202,80.0,0.2096,47.0,0.2376,62.0,0.2656,70.0
ABUS,189.0,,,3.190000057220459,,0.4973,48.0,0.6024,53.0,0.66,16.0,0.772,26.0,0.8841,48.0,0.4709,26.0,0.4957,20.0,2.5312,98.0,1.7076,95.0,0.8841,52.0
ACA,76.0,,,90.5,,0.5305,89.0,0.397,84.0,0.3048,22.0,0.277,12.0,0.2491,6.0,0.3809,67.0,0.3299,61.0,0.3228,26.0,0.3276,26.0,0.3324,32.0
ACAD,77.0,,,17.200000762939453,,0.8798,85.0,0.7103,79.0,0.8576,75.0,1.0203,84.0,1.1829,91.0,0.4757,15.0,0.442,22.0,0.6464,52.0,0.6062,39.0,0.5661,25.0
ACB,98.0,,,5.159999847412109,,0.4303,20.0,0.3704,6.0,0.7272,26.0,0.7377,24.0,0.7482,23.0,0.7927,42.0,0.6341,38.0,0.7115,30.0,0.756,16.0,0.8004,15.0
ACCO,83.0,,,3.9200000762939458,,0.5693,90.0,0.4003,81.0,,,,,,,0.4889,89.0,0.3913,84.0,,,,,,
ACDC,69.0,,,5.690000057220459,,1.4908,,1.2308,,0.7616,,0.7904,,0.8192,,0.9748,,0.8244,,0.7627,,0.7816,,0.8006,
ACEL,196.0,,,11.829999923706056,,0.3191,50.0,0.3262,57.0,0.3339,10.0,0.3754,,0.4169,26.0,0.335,30.0,0.3134,39.0,0.3339,10.0,0.3754,,0.4169,26.0
ACES,,,,26.049999237060547,,0.3581,59.0,0.2278,31.0,0.2423,7.0,0.2692,8.0,0.2962,15.0,0.3424,36.0,0.2777,51.0,0.209,3.0,0.2438,4.0,0.2785,6.0
ACET,69.0,,,0.6679999828338623,,2.4752,99.0,1.4267,99.0,,,,,,,1.0052,84.0,0.8931,92.0,,,,,,
ACGL,93.0,,,93.41999816894533,,0.1566,46.0,0.2055,69.0,0.3244,88.0,0.2936,82.0,0.2627,73.0,0.2709,86.0,0.237,82.0,0.2722,81.0,0.2594,74.0,0.2466,65.0
ACHC,76.0,,,26.940000534057617,,0.5794,91.0,0.599,95.0,0.6988,96.0,0.7505,97.0,0.8021,98.0,0.6132,95.0,0.4739,87.0,0.6392,99.0,0.64,99.0,0.6408,99.0
ACHR,76.0,,,11.15999984741211,,1.3599,,0.8306,,0.7891,,0.8109,,0.8326,,1.1921,,1.0637,,0.7629,,0.7676,,0.7723,
ACHV,64.0,,,2.6500000953674316,,0.7972,,0.7075,,1.0971,,,,,,0.6921,,0.709,,1.0971,,,,,
ACI,126.0,,,21.719999313354492,,0.2484,24.0,0.2134,14.0,0.2499,7.0,0.2808,6.0,0.3117,10.0,0.2952,15.0,0.2811,20.0,0.1985,4.0,0.2426,1.0,0.2867,2.0
ACIC,76.0,,,11.170000076293944,,0.4478,,0.427,,0.2779,,0.2862,,0.2944,,0.3441,,0.3994,,0.4096,,0.4214,,0.4333,
ACIO,,,,39.9900016784668,,0.1617,,0.0839,,,,,,,,0.1484,,0.1179,,,,,,,
ACIU,62.0,,,1.5700000524520874,,0.4502,35.0,0.6207,52.0,,,,,,,0.5201,4.0,0.6064,12.0,,,,,,
ACIW,76.0,,,49.15999984741211,,0.8614,97.0,0.4511,87.0,0.4439,73.0,0.4019,64.0,0.3599,55.0,0.411,75.0,0.3478,69.0,0.3632,69.0,0.3452,62.0,0.3273,49.0
ACLS,93.0,,,62.86000061035156,,0.5623,66.0,0.609,77.0,0.4649,32.0,0.4688,32.0,0.4727,34.0,0.5706,61.0,0.4994,57.0,0.5267,57.0,0.5279,57.0,0.5292,57.0
ACLX,76.0,,,58.25,,1.3744,,1.2508,,0.9094,,0.8315,,0.7536,,0.6264,,0.6287,,0.6208,,0.6092,,0.5976,
ACM,100.0,,,106.68000030517578,,0.2106,38.0,0.2001,32.0,0.2724,33.0,0.2351,13.0,0.1979,4.0,0.2685,37.0,0.2643,54.0,0.2573,14.0,0.2688,20.0,0.2803,28.0
ACMR,77.0,,,25.13999938964844,,0.8484,82.0,0.6493,69.0,0.6147,54.0,0.6434,57.0,0.672,64.0,0.8167,66.0,0.6269,72.0,0.6069,47.0,0.6257,46.0,0.6445,49.0
ACN,55.0,,,322.5299987792969,,0.288,75.0,0.1567,34.0,0.2373,52.0,0.2348,49.0,0.2322,46.0,0.3011,75.0,0.2409,72.0,0.2512,60.0,0.2782,67.0,0.3053,71.0
ACNB,111.0,,,43.9900016784668,,0.1776,,0.2104,,0.324,,0.3093,,0.2945,,0.3001,,0.3248,,0.324,,0.3093,,0.2945,
ACNT,371.0,,,11.899999618530272,,0.4505,,0.355,,1.1018,,,,,,0.2784,,0.3094,,1.1018,,,,,
ACR,70.0,,,18.59000015258789,,0.1246,6.0,0.3336,63.0,0.4785,,,,,,0.4018,66.0,0.3977,81.0,0.4785,,,,,
ACRE,91.0,,,4.940000057220459,,0.747,98.0,0.4283,94.0,0.3552,66.0,0.3348,59.0,0.3143,60.0,0.4692,94.0,0.3941,94.0,0.3552,75.0,0.3348,65.0,0.3143,61.0
ACRS,76.0,,,1.2200000286102295,,0.7904,76.0,0.7812,72.0,0.9672,56.0,,,,,1.1079,76.0,0.9172,76.0,0.9672,65.0,,,,
ACT,99.0,,,36.119998931884766,,0.1478,22.0,0.2636,73.0,0.2964,51.0,0.28,40.0,0.2636,35.0,0.2179,34.0,0.222,39.0,0.2964,52.0,0.28,25.0,0.2636,15.0
ACTG,62.0,,,3.880000114440918,,0.9183,94.0,0.5284,70.0,0.6129,52.0,,,,,0.4546,38.0,0.3966,25.0,0.3837,2.0,,,,
ACVA,84.0,,,16.920000076293945,,0.2042,5.0,0.3883,31.0,0.5881,41.0,0.5353,,0.4825,,0.524,57.0,0.5093,56.0,0.5263,22.0,0.5254,,0.5245,
ACWI,,,,122.68000030517578,,0.1525,62.0,0.088,46.0,0.1737,78.0,0.1733,74.0,0.1728,69.0,0.2207,80.0,0.1692,85.0,0.1201,39.0,0.159,52.0,0.1978,59.0
ACWV,,,,116.13999938964844,,0.0762,41.0,0.067,49.0,0.1477,86.0,0.1494,82.0,0.1511,78.0,0.1361,78.0,0.1133,82.0,0.0868,51.0,0.1111,45.0,0.1354,33.0
