symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ACES,,,,23.479999542236328,,0.2631,27.0,0.2383,39.0,0.484,84.0,0.4095,59.0,0.2853,10.0,0.2253,16.0,0.301,40.0,0.3751,62.0
ACET,28.0,,,0.7239999771118164,,0.5334,64.0,0.8245,88.0,,,,,0.7074,72.0,0.7583,84.0,,,,
ACGL,52.0,,,96.81999969482422,,0.1826,57.0,0.1934,64.0,0.2281,60.0,0.291,81.0,0.2651,85.0,0.214,68.0,0.2559,73.0,0.2792,83.0
ACHC,35.0,,,29.209999084472656,,0.2821,48.0,0.3884,76.0,0.5435,87.0,0.632,93.0,0.6321,96.0,0.4255,83.0,0.533,93.0,0.5612,95.0
ACHR,35.0,,,7.199999809265137,,0.6217,39.0,0.7042,50.0,0.8561,57.0,0.9257,59.0,1.1534,100.0,1.0256,100.0,0.8764,77.0,0.8087,27.0
ACHV,23.0,,,2.549999952316284,,0.5048,56.0,0.5942,54.0,1.1223,51.0,1.2175,63.0,0.5676,51.0,0.5732,21.0,1.1223,53.0,1.2175,66.0
ACI,85.0,,,22.43000030517578,,0.1483,11.0,0.199,12.0,0.3089,12.0,0.3584,22.0,0.2503,14.0,0.2513,15.0,0.192,3.0,0.2876,2.0
ACIC,35.0,,,11.390000343322754,,0.2908,45.0,0.3167,32.0,0.4595,25.0,0.6483,60.0,0.546,40.0,0.4448,30.0,0.5153,24.0,0.5291,5.0
ACIU,21.0,,,1.8799999952316284,,0.6429,63.0,0.575,41.0,,,,,0.5119,2.0,0.5634,2.0,,,,
ACIW,35.0,,,57.16999816894531,,0.2567,47.0,0.3307,67.0,0.3092,36.0,0.2987,30.0,0.3398,57.0,0.2905,46.0,0.3854,75.0,0.3804,72.0
ACLS,52.0,,,50.959999084472656,,0.5101,59.0,0.4649,51.0,0.4656,33.0,0.5152,48.0,0.4414,24.0,0.4083,20.0,0.4978,45.0,0.5031,44.0
ACLX,35.0,,,67.2300033569336,,0.878,97.0,0.6978,85.0,0.4393,5.0,0.499,14.0,0.5495,52.0,0.5413,52.0,0.6111,17.0,0.6759,47.0
ACM,59.0,,,95.83999633789062,,0.2199,42.0,0.2601,61.0,0.282,38.0,0.2818,36.0,0.2275,15.0,0.2268,31.0,0.2766,26.0,0.276,26.0
ACMR,36.0,,,23.38999938964844,,0.6647,67.0,0.5496,57.0,0.6501,61.0,0.6551,61.0,0.776,61.0,0.5586,63.0,0.6591,53.0,0.6671,53.0
ACN,14.0,,,316.3299865722656,,0.1995,51.0,0.2295,70.0,0.2647,63.0,0.2709,61.0,0.2613,68.0,0.2042,57.0,0.2765,73.0,0.2691,42.0
ACNB,70.0,,,41.470001220703125,,0.1697,,0.2632,,0.2712,,0.3879,,0.3787,,0.3261,,0.2712,,0.3433,
ACNT,330.0,,,12.920000076293944,,0.1438,5.0,0.2302,5.0,,,,,0.2752,1.0,0.332,1.0,,,,
ACR,29.0,,,21.5,,0.3352,64.0,0.3743,75.0,0.34,16.0,,,0.3074,27.0,0.3044,28.0,0.34,16.0,,
ACRE,50.0,,,4.460000038146973,,0.1469,38.0,0.2963,80.0,0.3377,62.0,,,0.3781,85.0,0.3225,85.0,0.3377,70.0,,
ACRS,35.0,,,1.5399999618530271,,0.4278,30.0,0.6047,47.0,,,,,1.1585,80.0,0.9442,79.0,,,,
ACT,58.0,,,35.40999984741211,,0.1705,33.0,0.1965,43.0,0.2729,40.0,0.2573,31.0,0.1959,28.0,0.1853,20.0,0.2729,25.0,0.2443,8.0
ACTG,21.0,,,3.3499999046325684,,0.4066,54.0,0.3849,38.0,0.4926,24.0,,,0.369,18.0,0.3349,11.0,0.4315,10.0,,
ACVA,43.0,,,15.130000114440918,,0.6648,80.0,0.6577,84.0,0.6961,69.0,0.6732,59.0,0.4846,44.0,0.4521,52.0,0.6103,63.0,0.6066,51.0
ACWI,,,,117.4000015258789,,0.1318,52.0,0.1405,77.0,0.1668,75.0,0.1744,70.0,0.1302,41.0,0.1038,50.0,0.1208,40.0,0.1951,56.0
ACWX,,,,55.77000045776367,,0.1119,33.0,0.0938,57.0,0.1844,81.0,0.1746,63.0,0.1313,32.0,0.0874,41.0,0.1232,37.0,0.1746,40.0
ACXP,17.0,,,0.3589999973773956,,0.403,16.0,0.4934,9.0,,,,,1.1712,85.0,0.9902,82.0,,,,
ADAP,141.0,,,0.3050000071525574,,2.2503,100.0,1.732,100.0,,,,,1.0698,91.0,0.97,82.0,,,,
ADBE,22.0,,,385.7799987792969,,0.2491,48.0,0.2482,56.0,0.2764,42.0,0.2815,44.0,0.3891,78.0,0.2424,45.0,0.3487,70.0,0.354,68.0
ADC,51.0,,,76.48999786376953,,0.1118,18.0,0.1517,26.0,0.2093,39.0,0.2296,43.0,0.1774,33.0,0.1811,33.0,0.1558,16.0,0.2243,40.0
ADCT,147.0,,,1.3300000429153442,,0.2405,11.0,0.79,79.0,,,,,1.26,97.0,1.0069,95.0,,,,
ADEA,44.0,,,13.43000030517578,,0.3967,73.0,0.3602,62.0,0.4604,34.0,,,0.55,100.0,0.379,67.0,0.5519,86.0,,
ADI,43.0,,,199.58999633789065,,0.2247,40.0,0.2674,66.0,0.3533,75.0,0.3644,76.0,0.3173,63.0,0.2643,63.0,0.2875,60.0,0.355,77.0
ADM,58.0,,,47.970001220703125,,0.2034,46.0,0.2021,50.0,0.2671,61.0,0.265,57.0,0.2675,65.0,0.2415,69.0,0.1994,19.0,0.3347,82.0
ADMA,31.0,,,20.229999542236328,,0.4155,35.0,0.5635,54.0,0.4719,3.0,0.4914,4.0,0.6326,49.0,0.5626,32.0,0.5515,8.0,0.5651,9.0
ADNT,65.0,,,12.81999969482422,,0.856,92.0,0.6068,89.0,0.5714,62.0,0.5524,61.0,0.4417,46.0,0.4315,56.0,0.499,50.0,0.5373,57.0
ADP,64.0,,,307.2300109863281,,0.1562,46.0,0.1794,63.0,0.1559,28.0,0.2083,62.0,0.165,34.0,0.1569,38.0,0.1923,40.0,0.2496,65.0
ADPT,51.0,,,7.940000057220459,,0.6179,47.0,0.6917,60.0,0.9417,68.0,1.0534,82.0,0.8052,66.0,0.8031,91.0,0.8492,72.0,0.8416,73.0
ADSE,,,,14.300000190734863,,0.4504,,0.6183,,,,1.0548,,0.3363,,0.5311,,,,1.0817,
ADSK,35.0,,,267.92999267578125,,0.2505,39.0,0.2408,38.0,0.2533,14.0,0.3156,41.0,0.2722,15.0,0.2229,8.0,0.3272,15.0,0.3323,16.0
ADT,35.0,,,8.380000114440918,,0.2182,26.0,0.2431,31.0,0.3243,30.0,0.3489,32.0,0.3722,35.0,0.2643,28.0,0.2987,28.0,0.285,12.0
ADTN,147.0,,,8.670000076293945,,0.2632,36.0,0.3893,69.0,0.5212,80.0,0.5786,86.0,0.5365,86.0,0.5089,95.0,0.5704,97.0,0.5992,97.0
ADUS,38.0,,,99.87999725341795,,0.2465,36.0,0.3014,50.0,0.3039,18.0,0.3172,22.0,0.3167,32.0,0.2851,17.0,0.3217,17.0,0.3133,15.0
ADV,27.0,,,1.4500000476837158,,0.6341,73.0,0.6478,78.0,,,,,0.6584,83.0,0.6656,90.0,,,,
ADVM,150.0,,,4.260000228881836,,1.2622,95.0,1.164,94.0,0.9482,49.0,1.0369,67.0,0.7448,53.0,0.7761,59.0,1.1851,89.0,1.0369,74.0
AEE,49.0,,,100.83999633789062,,0.1715,61.0,0.1653,60.0,0.1905,57.0,0.1943,47.0,0.1897,62.0,0.1737,56.0,0.1742,51.0,0.2134,57.0
AEG,784.0,,,6.679999828338623,,0.1511,13.0,0.1766,56.0,,,,,0.2872,45.0,0.1563,39.0,,,,
AEHR,80.0,,,7.840000152587891,,0.8585,56.0,0.6124,28.0,1.1845,91.0,1.2699,94.0,0.9511,53.0,0.7344,41.0,0.6977,2.0,0.8685,48.0
AEIS,50.0,,,96.5199966430664,,0.4526,63.0,0.4927,78.0,0.4323,46.0,0.4253,41.0,0.4188,44.0,0.3623,41.0,0.4221,45.0,0.4399,50.0
AEM,49.0,,,107.52999877929688,,0.2097,12.0,0.2677,34.0,0.3128,21.0,0.3141,20.0,0.3136,25.0,0.2493,16.0,0.3448,23.0,0.3389,16.0
AEO,22.0,,,12.649999618530272,,0.5703,84.0,0.4797,84.0,0.4714,67.0,0.5774,82.0,0.4721,76.0,0.3815,68.0,0.5006,87.0,0.499,76.0
AEP,49.0,,,107.75,,0.2317,79.0,0.1497,43.0,0.1977,69.0,0.197,60.0,0.2036,71.0,0.1796,62.0,0.1491,28.0,0.2684,76.0
AER,36.0,,,103.95999908447266,,0.1247,11.0,0.2142,33.0,0.2657,30.0,0.2645,30.0,0.2159,21.0,0.2246,28.0,0.2907,34.0,0.3115,39.0
AES,34.0,,,12.479999542236328,,0.1388,10.0,0.2799,60.0,0.3431,67.0,0.3621,70.0,0.4276,84.0,0.3691,84.0,0.3887,77.0,0.3929,71.0
AESI,38.0,,,18.399999618530273,,0.2089,,0.349,,0.4056,,0.4055,,0.4161,,0.3975,,0.3792,,0.4965,
AETH,,,,27.344999313354492,,0.4196,,0.0745,,0.5733,,0.739,,0.5548,,0.238,,0.5677,,0.6252,
AEVA,15.0,,,7.170000076293945,,0.68,40.0,1.0333,91.0,0.9759,69.0,0.9431,63.0,0.9004,57.0,0.8081,48.0,0.8704,60.0,0.9925,74.0
AEYE,22.0,,,11.880000114440918,,0.4712,15.0,0.6799,31.0,0.8053,16.0,0.856,23.0,0.9093,75.0,0.7761,33.0,0.8556,28.0,0.8991,21.0
AFCG,21.0,,,5.71999979019165,,0.5931,96.0,0.4355,95.0,0.4375,70.0,0.4261,16.0,0.4503,85.0,0.3732,100.0,0.4375,90.0,0.4261,18.0
AFG,58.0,,,132.1199951171875,,0.1119,22.0,0.1936,67.0,0.2288,57.0,0.2555,65.0,0.226,62.0,0.1918,62.0,0.2188,59.0,0.2328,61.0
AFK,,,,17.34000015258789,,0.13,22.0,0.1894,60.0,,,,,0.1924,37.0,0.1879,49.0,,,,
AFL,57.0,,,112.2699966430664,,0.1193,25.0,0.1837,57.0,0.1997,50.0,0.2049,48.0,0.2066,51.0,0.1767,48.0,0.1816,33.0,0.2576,56.0
AFMD,140.0,,,0.7120000123977661,,0.5102,34.0,0.8147,74.0,,,,,0.8231,59.0,0.8246,67.0,,,,
AFRM,56.0,,,47.75,,0.5144,17.0,0.6243,31.0,0.7727,40.0,0.7419,36.0,0.807,33.0,0.6524,31.0,0.7291,32.0,0.7403,32.0
AFYA,21.0,,,18.40999984741211,,0.1531,3.0,0.2106,1.0,0.3734,2.0,,,0.344,20.0,0.2797,7.0,0.3734,4.0,,
AG,42.0,,,6.690000057220459,,0.2886,9.0,0.4482,51.0,0.5692,57.0,0.582,62.0,0.5856,48.0,0.4851,52.0,0.5623,32.0,0.5764,38.0
AGCO,56.0,,,92.5199966430664,,0.4059,80.0,0.3291,76.0,0.4086,85.0,0.3712,74.0,0.3763,75.0,0.3275,77.0,0.2953,49.0,0.3591,60.0
AGEN,23.0,,,1.6299999952316284,,0.6334,59.0,0.7339,68.0,3.0237,99.0,,,0.8806,82.0,0.8564,83.0,3.0237,99.0,,
AGG,,,,98.8499984741211,,0.0421,63.0,0.0371,76.0,0.0654,87.0,0.0635,66.0,0.0518,77.0,0.0368,74.0,0.0359,42.0,0.0814,78.0
AGGY,,,,43.59000015258789,,0.0614,60.0,0.0308,36.0,,,,,0.0539,22.0,0.0362,45.0,,,,
AGI,43.0,,,26.510000228881836,,0.2712,17.0,0.2586,11.0,0.3358,8.0,0.3409,8.0,0.3326,10.0,0.2835,4.0,0.4187,25.0,0.3921,11.0
AGIO,49.0,,,28.440000534057617,,0.5701,66.0,0.537,65.0,0.6154,55.0,0.5472,38.0,0.6245,63.0,0.5427,60.0,0.7054,86.0,0.7074,85.0
AGL,37.0,,,4.070000171661377,,0.4446,61.0,0.5736,72.0,0.6996,64.0,0.796,78.0,1.0754,97.0,0.8823,99.0,0.7038,80.0,0.8057,88.0
AGM,41.0,,,190.33999633789065,,0.2374,34.0,0.2496,39.0,0.2835,26.0,0.2645,12.0,0.282,24.0,0.2244,4.0,0.2611,11.0,0.2962,17.0
AGNC,66.0,,,9.479999542236328,,0.1853,60.0,0.2414,79.0,0.2024,63.0,0.216,54.0,0.1788,51.0,0.172,53.0,0.1452,37.0,0.4957,94.0
AGNG,,,,30.959999084472656,,0.0988,28.0,0.0858,57.0,0.1508,,,,0.1253,48.0,0.1028,38.0,0.1508,,,
AGO,35.0,,,87.69999694824219,,0.1447,19.0,0.2277,47.0,0.2828,45.0,0.273,39.0,0.2598,44.0,0.2,28.0,0.2756,38.0,0.2914,35.0
AGQ,,,,45.7400016784668,,0.5702,67.0,0.3279,52.0,0.6304,73.0,0.6669,78.0,0.5433,54.0,0.3364,44.0,0.5545,48.0,0.6605,59.0
AGRO,21.0,,,11.359999656677246,,0.2076,26.0,0.2231,18.0,,,1.1106,100.0,0.2781,13.0,0.2604,11.0,,,0.6366,93.0
AGS,28.0,,,12.130000114440918,,0.0259,3.0,0.0278,1.0,,,,,0.049,3.0,0.0533,1.0,,,,
AGX,119.0,,,138.02000427246094,,1.3219,100.0,0.7047,99.0,0.6521,92.0,0.6851,93.0,0.7169,100.0,0.5999,100.0,0.6206,98.0,0.6435,99.0
AGYS,72.0,,,74.63999938964844,,0.3249,45.0,0.3507,42.0,0.4506,57.0,0.5556,80.0,0.5705,79.0,0.424,53.0,0.5486,85.0,0.5555,85.0
AGZ,,,,109.10099792480467,,0.0329,55.0,0.0202,36.0,,,0.1014,,0.0317,40.0,0.0288,70.0,,,0.1014,
AHCO,37.0,,,10.8100004196167,,0.1815,3.0,0.3465,12.0,0.4804,15.0,0.4701,15.0,0.5457,22.0,0.4655,24.0,0.4508,9.0,0.4581,7.0
AHH,43.0,,,7.360000133514404,,0.1548,28.0,0.3021,82.0,0.257,36.0,,,0.2732,77.0,0.2435,71.0,0.2551,42.0,,
AHR,35.0,,,30.790000915527344,,0.1829,27.0,0.29,95.0,0.4825,,0.4016,,0.2871,57.0,0.3061,98.0,0.2902,,0.3845,
AI,36.0,,,21.979999542236328,,0.3853,62.0,0.4409,68.0,0.556,56.0,0.5675,61.0,0.6775,77.0,0.6139,80.0,0.6603,69.0,0.6891,70.0
AIA,,,,72.68000030517578,,0.1847,40.0,0.1105,57.0,0.1785,32.0,0.2562,44.0,0.2333,63.0,0.1195,61.0,0.1646,36.0,0.2322,9.0
AIBU,,,,28.213499069213867,,0.6072,,0.4884,,0.5611,,0.6037,,0.5374,,0.3631,,0.5165,,0.5675,
AIEQ,,,,38.04999923706055,,0.2251,55.0,0.2105,78.0,0.1946,33.0,0.2528,35.0,0.1881,44.0,0.1279,30.0,0.1875,41.0,0.2313,34.0
AIFU,,,,0.2099000066518783,,1.1825,,1.5533,,,,,,1.3238,,1.2831,,,,,
AIG,51.0,,,87.72000122070312,,0.2516,59.0,0.2218,56.0,0.2307,46.0,0.2266,42.0,0.2156,34.0,0.2059,46.0,0.2296,37.0,0.2957,52.0
AIN,36.0,,,70.94000244140625,,0.2964,62.0,0.2991,72.0,0.3198,41.0,0.5198,86.0,0.3704,71.0,0.2938,65.0,0.3051,49.0,0.3154,57.0
AIOT,52.0,,,5.639999866485596,,0.4302,,0.5722,,0.6681,,0.8132,,0.7705,,0.677,,0.6946,,0.7082,
AIP,44.0,,,7.21999979019165,,0.4916,37.0,0.4789,22.0,0.5244,3.0,0.6677,36.0,0.6529,16.0,0.5879,12.0,0.5244,3.0,0.6677,38.0
AIPI,,,,40.880001068115234,,0.3488,,0.2406,,0.2865,,0.4141,,0.2355,,0.1753,,0.1075,,0.6249,
AIQ,,,,36.9900016784668,,0.2265,51.0,0.2224,66.0,0.2578,61.0,0.261,51.0,0.217,46.0,0.1616,48.0,0.2477,59.0,0.2247,14.0
AIR,86.0,,,57.61000061035156,,1.1077,98.0,0.6354,94.0,0.3923,56.0,0.2315,2.0,0.4179,67.0,0.3045,42.0,0.3133,24.0,0.3447,37.0
AIRG,240.0,,,3.650000095367432,,0.9386,92.0,0.6851,83.0,0.7521,75.0,,,0.6817,83.0,0.6313,78.0,0.7521,88.0,,
AIRR,,,,70.5199966430664,,0.2476,65.0,0.2592,95.0,0.2409,51.0,0.3215,92.0,0.2538,68.0,0.1944,78.0,0.2383,57.0,0.2639,59.0
AIRS,20.0,,,2.0999999046325684,,0.581,42.0,0.8942,75.0,0.9983,77.0,,,0.9594,86.0,0.9666,100.0,0.9845,94.0,,
AISP,34.0,,,4.050000190734863,,0.896,,1.0654,,0.8246,,5.0073,,1.3315,,1.3235,,0.76,,1.4898,
AIT,64.0,,,236.32000732421875,,0.3284,76.0,0.3449,87.0,0.3294,66.0,0.2843,43.0,0.3286,74.0,0.2485,57.0,0.3132,66.0,0.3161,61.0
AIV,38.0,,,8.84000015258789,,0.1582,30.0,0.2027,49.0,0.3744,68.0,0.4865,83.0,0.2275,52.0,0.2337,61.0,0.3421,67.0,0.3476,62.0
AIVC,,,,43.986698150634766,,0.3198,,0.0977,,0.2642,,0.2535,,0.2901,,0.1769,,0.2274,,0.2895,
AIVI,,,,44.060001373291016,,0.0941,27.0,0.0483,55.0,,,0.1924,,0.1272,56.0,0.0505,43.0,,,0.1883,
AIVL,,,,110.58100128173828,,0.1028,35.0,0.0903,62.0,0.1338,40.0,0.1478,30.0,0.1142,30.0,0.0675,30.0,0.1178,40.0,0.1463,16.0
AIYY,,,,4.980000019073486,,0.3474,,0.3711,,0.3845,,1.4928,,0.6099,,0.4718,,0.5159,,1.4928,
AIZ,51.0,,,210.77000427246097,,0.2134,59.0,0.2083,65.0,0.2414,55.0,0.217,38.0,0.2334,57.0,0.2057,55.0,0.2081,32.0,0.2492,47.0
AJG,63.0,,,344.07000732421875,,0.1123,25.0,0.1489,46.0,0.2085,57.0,0.2028,45.0,0.1985,64.0,0.1915,65.0,0.2241,68.0,0.2399,72.0
AKAM,42.0,,,81.62999725341797,,0.167,19.0,0.241,44.0,0.2724,33.0,0.3271,46.0,0.4875,73.0,0.2805,53.0,0.3616,51.0,0.3622,49.0
AKBA,21.0,,,1.9299999475479128,,0.2995,11.0,0.4405,20.0,0.766,32.0,,,0.8766,69.0,0.6294,34.0,0.6888,16.0,,
AKR,51.0,,,21.18000030517578,,0.1757,38.0,0.2129,56.0,0.3061,45.0,,,0.2274,51.0,0.2237,54.0,0.3061,49.0,,
AKRO,34.0,,,41.95000076293945,,0.7523,81.0,0.639,69.0,0.5134,13.0,0.5277,16.0,1.1119,72.0,0.5493,30.0,0.5422,7.0,0.5301,6.0
AKYA,17.0,,,1.3600000143051147,,0.5909,42.0,0.8174,67.0,,,,,0.8502,82.0,0.8494,90.0,,,,
AL,49.0,,,49.959999084472656,,0.2429,49.0,0.3229,77.0,0.3001,46.0,0.4147,78.0,0.2979,59.0,0.266,57.0,0.3329,66.0,0.3619,71.0
ALAB,52.0,,,64.08000183105469,,0.6915,,0.6522,,0.7626,,0.7653,,0.9793,,0.7152,,0.7298,,0.7448,
ALB,50.0,,,72.25,,0.2392,38.0,0.4003,82.0,0.518,91.0,0.5429,93.0,0.4738,77.0,0.4137,83.0,0.4534,86.0,0.5264,95.0
ALC,37.0,,,92.58999633789062,,0.4316,92.0,0.2034,78.0,0.257,47.0,0.2562,45.0,0.23,30.0,0.1539,62.0,0.2562,45.0,0.268,51.0
ALDX,34.0,,,5.324999809265137,,1.0477,88.0,1.0265,91.0,2.5431,98.0,2.6735,98.0,0.7308,43.0,0.7076,50.0,0.7731,9.0,1.0183,59.0
ALE,49.0,,,65.66999816894531,,0.0843,10.0,0.0615,3.0,,,,,0.0502,2.0,0.0506,1.0,,,,
ALEC,36.0,,,1.1799999475479126,,0.5776,39.0,0.6547,56.0,0.9182,49.0,,,0.9799,80.0,0.795,88.0,0.9182,50.0,,
ALEX,35.0,,,17.579999923706055,,0.1194,10.0,0.1441,6.0,,,0.2948,38.0,0.1711,5.0,0.1771,8.0,,,0.2948,46.0
ALG,35.0,,,181.6000061035156,,0.2154,45.0,0.2169,39.0,0.2671,31.0,0.2282,11.0,0.2793,51.0,0.2346,14.0,0.2546,15.0,0.2476,7.0
ALGM,63.0,,,25.90999984741211,,0.4553,63.0,0.5224,87.0,0.8558,99.0,0.8571,98.0,0.5455,93.0,0.4973,95.0,0.3775,3.0,0.3944,4.0
ALGN,57.0,,,163.97999572753906,,0.341,49.0,0.3515,54.0,0.467,56.0,0.3964,41.0,0.3596,24.0,0.3446,41.0,0.4702,56.0,0.4906,60.0
ALGT,58.0,,,55.45000076293945,,0.664,92.0,0.4657,83.0,0.6515,95.0,0.6512,94.0,0.5821,89.0,0.5382,90.0,0.5753,93.0,0.5791,92.0
ALHC,35.0,,,17.850000381469727,,0.3097,11.0,0.37,3.0,0.5595,6.0,0.563,6.0,0.5554,15.0,0.5192,19.0,0.6072,17.0,0.6034,12.0
ALIT,42.0,,,5.889999866485596,,0.3162,48.0,0.3068,47.0,0.4729,54.0,0.4516,39.0,0.356,43.0,0.3101,45.0,0.3612,16.0,0.4571,43.0
