symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,56.0,,,102.80999755859376,,0.3383,75.0,0.2767,72.0,0.383,79.0,0.3822,79.0,0.3815,78.0,0.3237,71.0,0.2962,79.0,0.3177,66.0,0.342,73.0,0.3664,79.0
AA,91.0,,,24.31999969482422,,0.6224,86.0,0.4733,83.0,0.585,87.0,0.583,86.0,0.5811,86.0,0.5564,81.0,0.4777,83.0,0.5099,83.0,0.537,86.0,0.5642,88.0
AAL,90.0,,,9.3100004196167,,0.4823,76.0,0.4406,80.0,0.7615,94.0,0.759,94.0,0.7565,94.0,0.6177,91.0,0.4659,83.0,0.5245,83.0,0.5297,83.0,0.5349,84.0
AAMI,76.0,,,26.420000076293945,,0.4193,,0.3339,,0.4152,,0.4439,,0.4726,,0.3745,,0.3524,,0.3413,,0.407,,0.4726,
AAOI,56.0,,,10.949999809265137,,0.9421,79.0,0.8183,81.0,1.3012,92.0,1.2948,92.0,1.2883,91.0,1.511,98.0,1.1852,97.0,1.182,98.0,1.2232,100.0,1.2644,100.0
AAON,55.0,,,79.9000015258789,,0.5598,95.0,0.4706,95.0,0.6409,98.0,0.6193,99.0,0.5976,97.0,0.6738,99.0,0.4758,97.0,0.5436,100.0,0.5386,100.0,0.5337,100.0
AAP,56.0,,,32.939998626708984,,0.432,88.0,0.4811,96.0,0.5347,93.0,0.5074,92.0,0.4802,89.0,0.5866,94.0,0.5131,97.0,0.5287,96.0,0.5801,98.0,0.6315,99.0
AAPB,,,,19.649999618530273,,0.9203,,0.7392,,0.796,,0.8307,,0.8654,,0.7578,,0.5786,,0.5939,,0.6355,,0.677,
AAPD,,,,18.13999938964844,,0.4571,,0.3959,,,,,,0.3888,,0.3947,,0.3044,,,,,,0.3492,
AAPL,83.0,,,199.7400054931641,,0.4588,89.0,0.3947,91.0,0.476,90.0,0.4823,91.0,0.4886,91.0,0.3835,78.0,0.3062,69.0,0.2865,33.0,0.3084,40.0,0.3304,51.0
AAPU,,,,21.5,,0.928,,0.7682,,0.7693,,0.8196,,0.87,,0.768,,0.596,,0.5784,,0.6304,,0.6824,
AAT,78.0,,,18.940000534057617,,0.2274,60.0,0.2924,83.0,0.5809,94.0,0.527,93.0,0.473,88.0,0.3022,80.0,0.2766,82.0,0.5809,99.0,0.5359,99.0,0.491,96.0
AAXJ,,,,71.66999816894531,,0.2449,84.0,0.1246,82.0,0.2431,87.0,0.2361,84.0,0.2291,80.0,0.2267,82.0,0.1344,88.0,0.1906,65.0,0.2062,66.0,0.2217,61.0
AB,76.0,,,37.0,,0.3751,79.0,0.2854,61.0,0.1809,10.0,0.2964,52.0,0.4119,80.0,0.354,76.0,0.2999,64.0,0.1809,21.0,0.2894,56.0,0.3979,80.0
ABAT,160.0,,,1.0700000524520874,,0.7598,66.0,0.9022,78.0,1.0121,,1.1475,,1.2829,,1.4177,90.0,1.3224,100.0,1.1029,,1.1929,,1.2829,
ABBV,82.0,,,173.77999877929688,,0.3141,82.0,0.2925,88.0,0.4466,99.0,0.4386,99.0,0.4306,98.0,0.3367,88.0,0.2714,83.0,0.2355,59.0,0.2956,93.0,0.3556,87.0
ABCB,83.0,,,54.0099983215332,,0.2169,39.0,0.2583,49.0,0.3702,66.0,0.3855,66.0,0.4009,75.0,0.3793,87.0,0.2898,61.0,0.3246,62.0,0.3427,67.0,0.3608,77.0
ABCL,55.0,,,2.5199999809265137,,0.8699,90.0,0.7754,88.0,0.8421,69.0,0.8812,,0.9202,,0.7361,86.0,0.674,77.0,0.8421,57.0,0.8671,,0.8921,
ABEO,34.0,,,5.28000020980835,,0.7173,57.0,0.7443,53.0,2.6009,95.0,2.654,93.0,2.7072,92.0,0.4948,8.0,0.5434,7.0,1.7097,88.0,1.6952,88.0,1.6807,89.0
ABEV,56.0,,,2.430000066757202,,0.2148,30.0,0.3002,79.0,,,,,0.3288,20.0,0.3443,71.0,0.2686,62.0,,,,,0.3809,36.0
ABG,83.0,,,223.0,,0.3202,48.0,0.3892,69.0,0.523,85.0,0.5109,83.0,0.4988,82.0,0.4043,59.0,0.3522,57.0,0.4297,69.0,0.4337,69.0,0.4377,71.0
ABL,167.0,,,8.135000228881836,,0.5896,,0.4838,,0.4133,,0.4859,,0.5585,,0.5057,,0.5292,,0.5882,,0.6547,,0.7213,
ABM,42.0,,,47.27000045776367,,0.3767,83.0,0.2912,72.0,0.4124,80.0,0.4074,80.0,0.4023,77.0,0.3411,71.0,0.3049,74.0,0.3258,70.0,0.3434,69.0,0.3611,74.0
ABNB,69.0,,,114.91000366210938,,0.2562,21.0,0.3246,43.0,0.7344,94.0,0.733,93.0,0.7316,93.0,0.4719,62.0,0.3484,52.0,0.4205,33.0,0.4256,28.0,0.4306,23.0
ABNY,,,,11.463600158691406,,0.166,,0.2047,,,,,,0.8403,,0.4002,,0.2482,,,,,,0.8403,
ABOS,162.0,,,0.9821000099182128,,1.4971,,1.3575,,,,,,,,0.7643,,0.8193,,,,,,,
ABR,61.0,,,11.220000267028809,,0.3004,73.0,0.3348,83.0,0.3743,75.0,0.4542,77.0,0.5342,83.0,0.3539,72.0,0.3604,88.0,0.2605,73.0,0.4616,83.0,0.6626,87.0
ABSI,36.0,,,3.2100000381469727,,1.229,,0.8508,,1.2576,,1.2978,,1.338,,1.1249,,1.0165,,0.797,,1.0225,,1.248,
ABT,91.0,,,131.72999572753906,,0.2306,73.0,0.2543,86.0,0.274,86.0,0.2669,83.0,0.2597,80.0,0.229,71.0,0.2176,79.0,0.2098,47.0,0.2431,66.0,0.2764,79.0
ABUS,168.0,,,3.190000057220459,,0.482,45.0,0.5258,39.0,0.7666,28.0,0.8012,31.0,0.8358,39.0,0.459,24.0,0.4848,19.0,2.0083,94.0,1.5582,91.0,1.1081,78.0
ACA,55.0,,,76.7300033569336,,0.3062,55.0,0.3043,59.0,0.481,84.0,0.4983,89.0,0.5156,89.0,0.3669,60.0,0.3228,57.0,0.377,72.0,0.3876,78.0,0.3981,82.0
ACAD,56.0,,,14.350000381469728,,0.3538,28.0,0.3966,30.0,1.1475,90.0,1.0104,83.0,0.8733,75.0,0.4574,12.0,0.4244,17.0,0.8265,85.0,0.8288,85.0,0.8311,85.0
ACB,77.0,,,4.260000228881836,,0.5019,28.0,0.5062,23.0,0.6755,20.0,0.6824,17.0,0.6894,16.0,0.8507,48.0,0.6721,41.0,0.637,18.0,0.7184,14.0,0.7999,15.0
ACCO,62.0,,,3.7699999809265137,,0.3719,68.0,0.3994,80.0,,,,,,,0.5027,90.0,0.3903,84.0,,,,,,
ACDC,48.0,,,4.769999980926514,,0.7856,,0.792,,1.0746,,1.0134,,0.9522,,0.9231,,0.7793,,0.823,,0.8318,,0.8405,
ACEL,175.0,,,11.300000190734863,,0.2432,28.0,0.242,28.0,0.4173,30.0,,,,,0.3161,21.0,0.3046,38.0,0.4173,38.0,,,,
ACES,,,,21.8799991607666,,0.3411,55.0,0.2495,45.0,0.452,76.0,0.454,78.0,0.456,75.0,0.3379,32.0,0.2753,49.0,0.2674,12.0,0.3044,18.0,0.3413,35.0
ACET,48.0,,,0.5817000269889832,,1.3456,97.0,1.0042,94.0,,,,,,,0.8341,79.0,0.8377,91.0,,,,,,
ACGL,72.0,,,92.9499969482422,,0.318,89.0,0.2727,87.0,0.3491,91.0,0.3412,90.0,0.3334,88.0,0.2954,88.0,0.2349,82.0,0.2878,86.0,0.2904,87.0,0.2929,87.0
ACHC,55.0,,,20.600000381469727,,0.6272,93.0,0.7517,98.0,0.9424,99.0,0.933,99.0,0.9236,99.0,0.645,96.0,0.4516,86.0,0.6605,100.0,0.6646,100.0,0.6686,100.0
ACHR,55.0,,,7.340000152587891,,0.3335,,0.5381,,0.7242,,0.705,,0.6859,,1.1791,,1.07,,0.8268,,0.8196,,0.8125,
ACHV,43.0,,,2.4800000190734863,,1.0483,,0.9159,,,,,,,,0.6693,,0.6844,,,,,,,
ACI,105.0,,,22.520000457763672,,0.6822,83.0,0.4106,59.0,0.253,7.0,0.4094,42.0,0.5659,72.0,0.2999,15.0,0.2813,20.0,0.2577,9.0,0.2327,1.0,0.2077,1.0
ACIC,55.0,,,11.18000030517578,,0.2629,,0.3295,,0.5658,,0.5354,,0.505,,0.4731,,0.4267,,0.4947,,0.4883,,0.4819,
ACIU,41.0,,,1.5,,0.4031,27.0,0.4941,23.0,,,,,,,0.5342,5.0,0.5938,10.0,,,,,,
ACIW,55.0,,,51.060001373291016,,0.29,56.0,0.2699,47.0,0.5606,87.0,0.5632,89.0,0.5657,89.0,0.3952,73.0,0.3428,68.0,0.3821,74.0,0.3836,74.0,0.3851,73.0
ACLS,72.0,,,45.099998474121094,,0.454,49.0,0.4675,52.0,0.7411,91.0,0.7345,91.0,0.7278,90.0,0.5338,53.0,0.4847,52.0,0.592,81.0,0.5951,81.0,0.5982,82.0
