symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,86.0,,,109.68000030517578,,0.3409,75.0,0.2569,67.0,0.4216,85.0,0.3816,78.0,0.3416,69.0,0.3394,76.0,0.3039,80.0,0.3446,76.0,0.3327,69.0,0.3208,59.0,20270115.0,35.0,609.0
AA,121.0,,,27.979999542236328,,0.3873,57.0,0.3595,62.0,0.4746,71.0,0.4692,70.0,0.4638,68.0,0.5631,82.0,0.4787,84.0,0.4708,75.0,0.4958,77.0,0.5207,80.0,20270115.0,7.0,609.0
AAAU,,,,32.494998931884766,,0.248,,0.1091,,0.2179,,0.2634,,0.3089,,0.1944,,0.0997,,0.1897,,0.189,,0.1883,,20251219.0,35.0,217.0
AAL,120.0,,,11.399999618530272,,0.3271,42.0,0.3446,60.0,0.4475,70.0,0.4474,70.0,0.4474,70.0,0.6232,91.0,0.4717,84.0,0.4952,79.0,0.5014,81.0,0.5075,79.0,20271217.0,7.0,945.0
AAMI,106.0,,,29.450000762939453,,0.1192,,0.1529,,0.5654,,0.4512,,0.337,,0.0,,0.0,,0.2796,,0.3083,,0.337,,20260116.0,35.0,245.0
AAOI,86.0,,,17.610000610351562,,0.7483,66.0,0.8505,84.0,0.9316,75.0,0.9223,74.0,0.913,74.0,1.4064,96.0,1.1614,97.0,0.9795,87.0,0.9844,87.0,0.9894,85.0,20270115.0,7.0,609.0
AAON,85.0,,,99.94000244140624,,0.3072,63.0,0.2577,39.0,0.481,89.0,0.4454,84.0,0.4099,78.0,0.6346,98.0,0.4684,97.0,0.4909,99.0,0.4802,99.0,0.4696,98.0,20260116.0,35.0,245.0
AAP,86.0,,,49.16999816894531,,2.8462,100.0,0.7683,100.0,0.8041,99.0,0.823,99.0,0.8419,99.0,0.8658,100.0,0.5244,98.0,0.5895,99.0,0.5692,98.0,0.5488,96.0,20270115.0,7.0,609.0
AAPB,,,,19.739999771118164,,0.2523,,0.3634,,0.5308,,0.5796,,0.6285,,0.787,,0.5927,,0.4054,,0.599,,0.7926,,20260116.0,35.0,245.0
AAPD,,,,17.93000030517578,,0.1187,,0.1788,,0.2811,,0.3184,,0.3557,,0.4088,,0.3108,,0.2371,,0.298,,0.359,,20260116.0,35.0,245.0
