symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,51.0,,,100.26000213623047,,0.7087,97.0,0.5439,97.0,0.3711,77.0,0.3753,77.0,0.3796,78.0,0.3211,71.0,0.2951,79.0,0.3238,69.0,0.3399,72.0,0.356,75.0
AA,86.0,,,23.299999237060547,,1.1787,99.0,0.9359,99.0,0.6112,89.0,0.6,88.0,0.5888,87.0,0.5549,81.0,0.4752,83.0,0.5023,82.0,0.5294,85.0,0.5566,87.0
AAL,85.0,,,9.069999694824219,,1.7009,100.0,0.9676,99.0,0.6923,92.0,0.6866,92.0,0.6808,92.0,0.6147,91.0,0.4655,83.0,0.53,84.0,0.5505,86.0,0.571,87.0
AAMI,71.0,,,25.420000076293945,,0.6711,,0.5771,,0.4703,,0.4831,,0.4959,,0.3677,,0.3491,,0.3006,,0.3883,,0.476,
AAOI,51.0,,,10.050000190734863,,2.1166,98.0,1.5196,99.0,1.0849,85.0,1.1064,86.0,1.128,85.0,1.5037,98.0,1.1859,97.0,1.0094,89.0,1.0278,90.0,1.0463,90.0
AAON,50.0,,,77.91999816894531,,0.8235,99.0,0.6673,99.0,0.5907,96.0,0.5905,98.0,0.5903,97.0,0.6686,99.0,0.473,97.0,0.534,100.0,0.5337,100.0,0.5334,100.0
AAP,51.0,,,32.63999938964844,,0.7915,97.0,0.779,100.0,0.5078,92.0,0.5108,92.0,0.5138,92.0,0.5872,94.0,0.5115,97.0,0.5493,97.0,0.5816,98.0,0.6139,99.0
AAPB,,,,18.360000610351562,,1.8642,,1.3279,,0.8695,,0.8519,,0.8343,,0.75,,0.5764,,0.6281,,0.6532,,0.6782,
AAPD,,,,18.780000686645508,,1.1048,,0.7761,,0.2311,,,,,,0.3911,,0.3032,,0.2311,,,,,
AAPL,78.0,,,193.16000366210938,,0.9938,100.0,0.7073,100.0,0.396,78.0,0.3987,78.0,0.4014,79.0,0.38,78.0,0.305,69.0,0.2979,37.0,0.3167,43.0,0.3355,52.0
AAPU,,,,20.09000015258789,,1.8448,,1.3505,,0.6441,,0.7344,,0.8246,,0.7605,,0.5935,,0.6069,,0.6417,,0.6764,
AAT,73.0,,,18.770000457763672,,0.4939,95.0,0.5104,98.0,0.5673,93.0,,,,,0.3036,80.0,0.2758,82.0,0.5673,99.0,,,,
AAXJ,,,,70.56999969482422,,0.4944,99.0,0.3086,100.0,0.2482,89.0,0.2552,89.0,0.2621,88.0,0.2265,82.0,0.1338,88.0,0.2216,86.0,0.2378,87.0,0.254,86.0
AB,71.0,,,36.099998474121094,,0.5717,93.0,0.5161,94.0,0.2483,39.0,0.3216,63.0,0.3948,76.0,0.3525,76.0,0.2992,63.0,0.184,22.0,0.2352,21.0,0.2864,32.0
ABAT,155.0,,,1.1299999952316284,,0.6339,56.0,0.7646,68.0,1.077,,1.1138,,1.1506,,1.4154,90.0,1.3164,100.0,1.3989,,1.3893,,1.3796,
ABBV,77.0,,,170.16000366210938,,0.3647,90.0,0.5053,99.0,0.3956,97.0,0.3981,97.0,0.4006,97.0,0.335,88.0,0.2699,82.0,0.228,54.0,0.289,89.0,0.3499,85.0
ABCB,78.0,,,52.380001068115234,,0.6948,97.0,0.5114,96.0,0.3799,69.0,0.392,68.0,0.404,76.0,0.381,87.0,0.2908,62.0,0.3399,70.0,0.3476,70.0,0.3554,75.0
ABCL,50.0,,,2.450000047683716,,1.1457,97.0,0.954,97.0,0.9473,83.0,0.9861,,1.0249,,0.743,89.0,0.6763,77.0,1.6709,99.0,1.3176,,0.9642,
ABEO,29.0,,,4.920000076293945,,0.7952,68.0,0.8409,65.0,1.9107,88.0,2.0252,89.0,2.1396,89.0,0.4837,7.0,0.5365,7.0,1.5851,86.0,1.8624,90.0,2.1396,93.0
ABEV,51.0,,,2.4000000953674316,,0.4501,88.0,0.4013,95.0,0.2139,5.0,0.3066,28.0,0.3992,53.0,0.3442,71.0,0.2665,60.0,0.2139,11.0,0.3556,45.0,0.4974,74.0
ABG,78.0,,,216.41000366210938,,0.7431,93.0,0.6024,93.0,0.5001,83.0,0.4852,80.0,0.4702,78.0,0.4027,59.0,0.3512,57.0,0.4309,70.0,0.4333,69.0,0.4357,70.0
ABL,162.0,,,8.0600004196167,,0.6168,,0.6886,,0.4728,,0.5191,,0.5654,,0.5069,,0.53,,0.4728,,0.5191,,0.5654,
ABM,37.0,,,45.43000030517578,,0.5234,93.0,0.4983,96.0,0.355,68.0,0.3736,70.0,0.3921,76.0,0.3367,70.0,0.3032,73.0,0.3179,68.0,0.3333,67.0,0.3486,71.0
ABNB,64.0,,,111.61000061035156,,0.9836,98.0,0.6843,96.0,0.3744,38.0,0.4008,44.0,0.4271,51.0,0.4698,61.0,0.3468,52.0,0.4201,33.0,0.4292,31.0,0.4382,27.0
ABNY,,,,11.270000457763672,,0.6838,,0.4127,,,,,,0.8405,,0.3993,,0.2473,,,,,,0.8405,
ABOS,157.0,,,1.059999942779541,,1.1033,,1.2135,,,,,,,,0.7301,,0.7927,,,,,,,
ABR,56.0,,,10.84000015258789,,0.6992,97.0,0.6666,98.0,0.3472,69.0,0.4342,75.0,0.5213,83.0,0.3514,71.0,0.3598,88.0,0.1183,7.0,0.3767,62.0,0.6352,85.0
ABSI,31.0,,,3.069999933242798,,1.4415,,1.1858,,0.6844,,0.9525,,1.2206,,1.1264,,1.0147,,3.5968,,2.7194,,1.8419,
ABT,86.0,,,129.88999938964844,,0.2922,86.0,0.3342,95.0,0.2459,78.0,0.25,78.0,0.254,79.0,0.2304,72.0,0.2172,79.0,0.2189,56.0,0.2496,70.0,0.2802,81.0
ABUS,163.0,,,3.2100000381469727,,0.7535,75.0,0.7811,76.0,2.4679,99.0,3.2431,100.0,4.0182,100.0,0.4588,24.0,0.481,19.0,1.4044,81.0,2.7113,100.0,4.0182,100.0
ACA,50.0,,,74.98999786376953,,0.6883,94.0,0.5628,96.0,0.5296,92.0,0.506,90.0,0.4823,84.0,0.3635,56.0,0.3207,56.0,0.3812,74.0,0.3826,76.0,0.3839,75.0
ACAD,51.0,,,14.380000114440918,,0.618,69.0,0.6354,73.0,0.9228,79.0,0.9184,78.0,0.914,77.0,0.4592,12.0,0.4253,18.0,0.6716,57.0,0.6955,65.0,0.7194,72.0
ACB,72.0,,,4.199999809265137,,0.6581,50.0,0.6358,47.0,0.6695,19.0,0.6884,18.0,0.7072,18.0,0.8475,48.0,0.6699,41.0,0.5875,14.0,0.6981,12.0,0.8086,16.0
ACCO,57.0,,,3.5899999141693115,,0.777,96.0,0.6332,98.0,,,,,,,0.4985,90.0,0.3884,84.0,,,,,,
ACDC,43.0,,,4.650000095367432,,1.7308,,1.4134,,0.8174,,0.92,,1.0225,,0.9277,,0.7792,,0.8217,,0.8384,,0.8551,
ACEL,170.0,,,11.010000228881836,,0.4334,77.0,0.4229,79.0,0.4037,26.0,0.4716,,0.5396,55.0,0.3162,21.0,0.3047,38.0,0.4037,34.0,0.4716,,0.5396,57.0
ACES,,,,21.239999771118164,,0.6527,98.0,0.4648,97.0,0.3976,59.0,0.4376,72.0,0.4775,80.0,0.3333,27.0,0.2737,48.0,0.6745,100.0,0.7203,100.0,0.7661,100.0
ACET,43.0,,,0.5684000253677368,,1.9138,99.0,1.3509,99.0,,,,,,,0.8255,79.0,0.8329,91.0,,,,,,
ACGL,67.0,,,89.79000091552734,,0.3571,92.0,0.3776,95.0,0.3916,94.0,0.3531,91.0,0.3147,86.0,0.288,87.0,0.2317,80.0,0.304,90.0,0.3037,90.0,0.3034,89.0
ACHC,50.0,,,21.489999771118164,,0.7871,96.0,0.7042,98.0,0.8516,98.0,0.7922,98.0,0.7327,96.0,0.653,96.0,0.4528,86.0,0.6166,99.0,0.6249,99.0,0.6332,99.0
