symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ABNY,,,,13.137999534606934,,0.1588,,0.1436,,,,0.505,,0.322,,0.2076,,,,0.8021,
ABOS,135.0,,,1.159999966621399,71494973.94275665,0.5808,32.0,0.9614,85.0,,,,,0.68,3.0,0.7216,20.0,,,,
ABR,34.0,,,12.109999656677246,2294905388.0586243,0.0926,8.0,0.1746,34.0,0.3469,69.0,0.3102,42.0,0.2959,60.0,0.2981,65.0,0.1662,32.0,0.601,80.0
ABSI,9.0,,,2.9000000953674316,390914212.85533905,0.5032,8.0,0.5972,7.0,1.1391,44.0,1.1526,,1.0655,99.0,0.9568,33.0,1.2026,57.0,1.1468,
ABT,64.0,,,126.61000061035156,219582256258.54492,0.1436,37.0,0.1937,67.0,0.3035,91.0,0.2152,63.0,0.2006,54.0,0.186,59.0,0.2305,64.0,0.2228,27.0
ABUS,141.0,,,3.3499999046325684,638587058.6207733,0.3508,23.0,0.3174,5.0,0.6052,10.0,0.6769,15.0,0.3984,12.0,0.4222,13.0,0.7774,25.0,0.5479,2.0
ACA,28.0,,,81.36000061035156,4018167030.143738,0.2842,50.0,0.2248,25.0,0.3888,55.0,0.3984,57.0,0.2966,27.0,0.2677,25.0,0.3562,57.0,0.3548,54.0
ACAD,29.0,,,17.030000686645508,2853751275.062561,0.2351,8.0,0.2755,4.0,0.6897,56.0,0.5785,34.0,0.427,5.0,0.3854,9.0,0.4905,13.0,0.4963,12.0
ACB,50.0,,,4.409999847412109,242038872.62535095,0.4517,22.0,0.6389,48.0,0.5888,9.0,0.4519,1.0,0.8311,47.0,0.6381,38.0,0.7274,33.0,0.7671,10.0
ACCD,69.0,,,6.989999771118164,570934793.3052063,0.0242,1.0,0.0265,1.0,,,,,1.0782,85.0,0.4026,7.0,,,,
ACCO,35.0,,,4.400000095367432,408676408.8578224,0.4168,77.0,0.2965,50.0,,,,,0.4455,83.0,0.3318,62.0,,,,
ACDC,21.0,,,8.0600004196167,1291034747.2133636,0.4127,18.0,0.5383,44.0,0.6897,56.0,0.7095,61.0,0.6768,57.0,0.6479,89.0,0.7231,82.0,0.7565,84.0
ACEL,148.0,,,10.220000267028809,884130179.1006088,0.2127,20.0,0.1988,12.0,0.3243,8.0,0.3267,5.0,0.2802,5.0,0.2679,19.0,0.3339,10.0,0.355,10.0
ACES,,,,23.520000457763672,,0.2234,12.0,0.1814,8.0,0.4694,81.0,0.3258,23.0,0.2881,11.0,0.2233,15.0,0.3307,64.0,0.3225,20.0
ACET,21.0,,,0.8960000276565552,74086479.08680439,1.14,95.0,0.8122,87.0,,,,,0.6994,72.0,0.7518,82.0,,,,
ACGL,45.0,,,95.93000030517578,36042435994.659424,0.2281,73.0,0.1818,57.0,0.2108,50.0,0.213,47.0,0.2643,85.0,0.2134,68.0,0.2367,62.0,0.2589,72.0
ACHC,28.0,,,29.65999984741211,2755799565.8226013,0.2286,31.0,0.3304,60.0,0.6092,91.0,0.5048,80.0,0.6813,96.0,0.4634,87.0,0.5339,93.0,0.5424,94.0
ACHR,28.0,,,8.130000114440918,4768310367.280518,0.6837,47.0,0.5907,28.0,0.7914,37.0,0.7715,22.0,1.1498,100.0,1.0223,100.0,0.8591,72.0,0.8498,48.0
ACHV,16.0,,,2.9200000762939453,101280494.64626312,0.6473,74.0,0.7095,76.0,0.9824,33.0,,,0.5705,51.0,0.5672,21.0,0.9824,32.0,,
ACI,78.0,,,21.15999984741211,12259659720.87378,0.2064,18.0,0.1922,12.0,0.2429,7.0,0.3163,11.0,0.2466,14.0,0.2491,15.0,0.2141,5.0,0.3169,6.0
ACIC,28.0,,,11.869999885559082,572710876.4783859,0.2833,43.0,0.3249,35.0,0.4195,18.0,0.4654,9.0,0.5518,44.0,0.4479,34.0,0.5361,32.0,0.5365,6.0
ACIU,14.0,,,1.9900000095367432,199815900.95758438,0.4591,37.0,0.5986,47.0,,,,,0.5092,2.0,0.5674,2.0,,,,
ACIW,28.0,,,55.08000183105469,5820854593.505859,0.2404,41.0,0.197,15.0,0.3099,36.0,0.312,36.0,0.3365,57.0,0.2842,42.0,0.3456,64.0,0.346,61.0
ACLS,45.0,,,55.56999969482422,1805452619.0849304,0.2859,17.0,0.2776,7.0,0.4638,32.0,0.46,28.0,0.4377,22.0,0.4025,18.0,0.5112,51.0,0.5133,50.0
ACLX,28.0,,,70.11000061035156,3964762600.515747,0.4827,49.0,0.3847,9.0,0.5546,19.0,0.4512,6.0,0.5245,44.0,0.525,39.0,0.6322,27.0,0.6367,25.0
ACM,52.0,,,94.5999984741211,12573664197.189331,0.1771,25.0,0.1737,17.0,0.2648,28.0,0.3531,65.0,0.2251,14.0,0.2221,25.0,0.3022,48.0,0.275,25.0
ACMR,29.0,,,27.809999465942383,1755636923.2851028,0.5179,50.0,0.4236,39.0,0.597,52.0,0.5921,50.0,0.7743,61.0,0.564,64.0,0.6279,49.0,0.6372,48.0
ACN,7.0,,,311.1600036621094,194931157875.62695,0.4912,94.0,0.2624,79.0,0.2266,48.0,0.2172,41.0,0.2713,71.0,0.2036,57.0,0.2755,72.0,0.2609,36.0
ACNB,63.0,,,41.52000045776367,437732908.82606506,0.204,,0.2217,,0.4871,,0.3248,,0.3871,,0.3262,,0.2799,,0.3248,
ACNT,323.0,,,12.850000381469727,129508728.84464264,0.1777,13.0,0.3071,22.0,,,,,0.2898,1.0,0.3409,1.0,,,,
ACR,22.0,,,21.190000534057617,163289720.31543732,0.4616,82.0,0.3761,75.0,0.3709,27.0,,,0.3032,23.0,0.296,24.0,0.3709,30.0,,
ACRE,43.0,,,4.769999980926514,261667888.95368576,0.122,26.0,0.2424,67.0,,,,,0.3795,85.0,0.3197,85.0,,,,
ACRS,28.0,,,1.6200000047683716,180607320.53160667,0.49,41.0,0.6325,52.0,0.9483,54.0,,,1.1575,80.0,0.9396,79.0,1.4181,87.0,,
ACT,51.0,,,34.720001220703125,5273343225.402832,0.1543,25.0,0.1654,23.0,0.2274,22.0,,,0.1929,25.0,0.182,17.0,0.2274,8.0,,
ACTG,14.0,,,3.3399999141693115,322849067.7034855,0.1518,4.0,0.2404,5.0,0.4657,18.0,,,0.3641,17.0,0.3295,10.0,0.4657,18.0,,
ACVA,36.0,,,15.279999732971191,2914186391.3125305,0.8112,92.0,0.5423,64.0,0.851,90.0,0.4965,24.0,0.474,34.0,0.4333,52.0,0.6038,59.0,0.5816,42.0
ACWI,,,,118.44999694824219,,0.1412,57.0,0.0985,54.0,0.1689,76.0,0.1387,49.0,0.1289,40.0,0.1003,48.0,0.1329,55.0,0.1904,52.0
ACWX,,,,56.369998931884766,,0.0926,23.0,0.067,28.0,0.152,64.0,0.1678,60.0,0.1345,34.0,0.0866,40.0,0.1403,57.0,0.1678,33.0
ACXP,10.0,,,0.4350000023841858,9588487.552553415,1.0155,80.0,0.8104,54.0,,,,,1.1861,86.0,0.9959,82.0,,,,
ADAP,134.0,,,0.23000000417232513,59163361.07325554,2.7295,100.0,2.0864,100.0,,,,,0.9645,85.0,0.9058,71.0,,,,
ADBE,15.0,,,397.80999755859375,175542018615.1582,0.2609,52.0,0.2266,45.0,0.2614,35.0,0.2537,31.0,0.3896,78.0,0.2397,44.0,0.3451,67.0,0.3491,63.0
ADC,44.0,,,75.83000183105469,8132691866.378784,0.131,28.0,0.1372,14.0,0.1917,28.0,0.1875,15.0,0.1772,33.0,0.1801,32.0,0.2347,67.0,0.1914,13.0
ADCT,140.0,,,1.5800000429153442,156637260.5745201,0.5743,57.0,0.64,65.0,,,,,1.2578,96.0,0.9989,94.0,,,,
ADEA,37.0,,,14.010000228881836,1529849994.9932098,0.3012,46.0,0.2544,20.0,,,,,0.5459,98.0,0.3742,63.0,,,,
ADI,36.0,,,210.52999877929688,105930691877.3086,0.3097,65.0,0.1883,27.0,0.3142,62.0,0.3152,60.0,0.3187,64.0,0.2634,63.0,0.269,47.0,0.3308,60.0
ADM,51.0,,,47.06999969482422,22579808720.16504,0.1944,42.0,0.22,60.0,0.2367,46.0,0.2365,42.0,0.2673,65.0,0.2413,69.0,0.1959,18.0,0.3302,80.0
ADMA,24.0,,,19.700000762939453,4804574243.6710205,0.7291,78.0,0.4892,40.0,0.4762,3.0,0.4694,2.0,0.6292,48.0,0.553,32.0,0.5507,8.0,0.5591,8.0
ADNT,58.0,,,15.09000015258789,1266544516.1671143,0.3211,31.0,0.4724,69.0,0.5114,52.0,0.4267,37.0,0.4202,44.0,0.4167,51.0,0.4886,49.0,0.4996,49.0
ADP,57.0,,,302.4100036621094,123041863019.28613,0.1238,30.0,0.1475,45.0,0.1616,34.0,0.1836,48.0,0.1646,33.0,0.157,38.0,0.1789,28.0,0.2404,56.0
ADPT,44.0,,,8.239999771118164,1251062685.2493286,0.6352,50.0,0.7401,70.0,0.8716,57.0,0.9525,73.0,0.8443,77.0,0.8407,100.0,0.8346,71.0,0.8213,70.0
ADSE,,,,14.329999923706055,780668302.8436661,0.2611,,0.5161,,,,1.0911,,0.3388,,0.5373,,,,0.9868,
ADSK,28.0,,,271.2099914550781,58166133487.69922,0.2142,26.0,0.1839,12.0,0.2818,28.0,0.2732,23.0,0.2734,16.0,0.219,6.0,0.324,12.0,0.3296,13.0
ADT,28.0,,,8.170000076293945,7031894751.745972,0.3657,65.0,0.2799,44.0,0.2461,12.0,0.2683,16.0,0.3742,36.0,0.2614,27.0,0.4359,71.0,0.3421,34.0
ADTN,140.0,,,9.239999771118164,755476278.2462769,0.2722,38.0,0.3471,57.0,0.5071,78.0,0.4886,71.0,0.5329,85.0,0.5052,94.0,0.5505,95.0,0.541,90.0
ADUS,31.0,,,96.1500015258789,1747324362.7296448,0.3483,68.0,0.2796,41.0,0.3217,24.0,0.4693,81.0,0.3184,34.0,0.2823,16.0,0.274,10.0,0.3271,20.0
ADV,20.0,,,1.5800000429153442,507826221.15337753,1.0994,98.0,0.7897,90.0,,,,,0.648,83.0,0.6541,85.0,,,,
ADVM,143.0,,,5.039999961853027,104844599.2064476,1.1676,93.0,1.0618,90.0,1.0398,61.0,1.3731,87.0,0.7048,49.0,0.7417,48.0,1.1056,80.0,0.9728,65.0
AEE,42.0,,,98.87999725341797,27135933495.207275,0.1745,62.0,0.1658,60.0,0.1823,51.0,0.1767,33.0,0.1897,62.0,0.1738,56.0,0.1716,48.0,0.2152,59.0
AEG,777.0,,,6.710000038146973,10881003054.499512,0.2025,28.0,0.1497,41.0,,,,,0.2904,47.0,0.155,38.0,,,,
AEHR,73.0,,,8.890000343322754,268297543.36137772,0.302,2.0,0.4069,1.0,1.0304,77.0,1.0654,81.0,0.9419,51.0,0.7298,40.0,0.6675,1.0,0.8513,33.0
AEIS,43.0,,,105.12000274658203,4096095515.023041,0.2528,20.0,0.2975,30.0,0.3469,18.0,0.3692,24.0,0.4111,42.0,0.3507,38.0,0.3941,33.0,0.3816,26.0
AEM,42.0,,,104.75,52941591912.0,0.1179,1.0,0.1752,2.0,0.2992,15.0,0.3075,17.0,0.3152,26.0,0.245,14.0,0.3634,32.0,0.3349,13.0
AEO,15.0,,,11.979999542236328,2111570759.3154907,0.4662,72.0,0.4504,80.0,0.4778,68.0,0.4902,70.0,0.4661,75.0,0.3753,67.0,0.4988,87.0,0.4651,60.0
AEP,42.0,,,103.9000015258789,55481354014.801025,0.1589,51.0,0.1358,32.0,0.1851,62.0,0.188,53.0,0.1998,70.0,0.1781,60.0,0.14,24.0,0.2588,72.0
AER,29.0,,,103.31999969482422,19298420329.55835,0.2007,31.0,0.1605,12.0,0.2516,26.0,0.2322,19.0,0.216,21.0,0.2242,28.0,0.2996,37.0,0.3182,42.0
AES,27.0,,,12.489999771118164,9012659134.681152,0.1785,22.0,0.2641,55.0,0.3786,74.0,0.3653,70.0,0.4298,84.0,0.3681,84.0,0.3595,70.0,0.4063,75.0
AESI,31.0,,,18.280000686645508,3072136915.397644,0.2216,,0.2791,,0.4125,,0.3993,,0.4258,,0.3968,,0.3711,,0.501,
AETH,,,,29.989999771118164,,0.2247,,0.0688,,0.592,,0.5523,,0.5575,,0.2485,,0.6018,,0.5571,
AEVA,8.0,,,5.800000190734863,317339470.4358101,1.7502,99.0,1.485,99.0,0.738,24.0,0.8916,52.0,0.9016,59.0,0.793,43.0,0.9497,70.0,0.8358,55.0
AEYE,15.0,,,11.770000457763672,146095130.68199158,0.9334,70.0,0.7671,46.0,0.7942,14.0,1.1079,53.0,0.9061,74.0,0.7825,35.0,1.1218,97.0,0.8268,12.0
AFCG,14.0,,,6.239999771118164,142129098.78673553,0.2258,34.0,0.3295,78.0,0.361,50.0,0.5852,60.0,0.4323,85.0,0.3622,99.0,0.361,71.0,0.5852,71.0
AFG,51.0,,,127.87999725341797,10754746644.531616,0.1728,51.0,0.1672,55.0,0.1841,34.0,0.2403,60.0,0.2248,62.0,0.1898,62.0,0.1873,39.0,0.233,61.0
AFK,,,,17.780000686645508,,0.1854,48.0,0.1535,30.0,,,0.2496,,0.2011,43.0,0.1873,49.0,,,0.2496,
AFL,50.0,,,110.44000244140625,60279807281.99609,0.1263,28.0,0.1708,50.0,0.1624,26.0,0.1896,39.0,0.2067,51.0,0.1753,47.0,0.1822,34.0,0.2455,51.0
AFMD,133.0,,,0.8289999961853027,14466796.0334301,0.4091,18.0,0.4983,13.0,,,,,0.8181,57.0,0.8091,60.0,,,,
AFRM,49.0,,,48.31999969482422,16302540123.597656,1.0115,69.0,0.6422,34.0,0.6954,27.0,0.7018,28.0,0.8091,34.0,0.647,31.0,0.6815,16.0,0.7193,23.0
AFYA,14.0,,,17.940000534057617,1631129964.5572662,0.1054,1.0,0.2265,2.0,0.4194,7.0,0.3373,1.0,0.3464,22.0,0.2817,8.0,0.4194,13.0,0.3373,2.0
AG,35.0,,,6.789999961853027,3327032189.9483643,0.2575,7.0,0.3903,33.0,0.5273,44.0,0.5372,49.0,0.5928,50.0,0.483,52.0,0.5479,25.0,0.5032,7.0
AGCO,49.0,,,97.27999877929688,7255336868.95752,0.2247,35.0,0.2234,40.0,0.3211,57.0,0.3283,59.0,0.3694,74.0,0.3222,75.0,0.2911,46.0,0.3599,60.0
AGEN,16.0,,,1.6699999570846558,42265694.913864136,0.3826,23.0,0.6282,54.0,1.5435,93.0,1.5061,94.0,0.8814,82.0,0.8533,83.0,1.3657,87.0,1.5061,94.0
AGG,,,,98.20999908447266,,0.037,53.0,0.0336,68.0,0.0406,48.0,0.0754,80.0,0.0515,77.0,0.0363,74.0,0.0154,2.0,0.0963,87.0
AGGY,,,,43.130001068115234,,0.0657,69.0,0.0357,57.0,,,,,0.0537,21.0,0.0359,44.0,,,,
AGI,36.0,,,25.829999923706055,10988159664.184326,0.2086,6.0,0.258,11.0,0.3349,8.0,0.3273,5.0,0.3319,9.0,0.281,3.0,0.3629,7.0,0.3791,7.0
AGIO,42.0,,,30.399999618530273,1762430857.884407,0.5429,63.0,0.4065,34.0,0.5104,28.0,0.5254,32.0,0.6211,63.0,0.5496,63.0,0.7793,95.0,0.7086,85.0
AGL,30.0,,,4.519999980926514,1863609588.2959442,0.8067,87.0,0.5878,73.0,0.7391,68.0,0.7556,74.0,1.0775,97.0,0.8997,100.0,0.5667,54.0,0.8301,90.0
AGM,34.0,,,192.9600067138672,2042250119.0582275,0.1721,16.0,0.1621,6.0,0.2252,6.0,0.2314,4.0,0.2822,24.0,0.2212,3.0,0.2561,8.0,0.3039,21.0
AGNC,59.0,,,9.760000228881836,9090552287.422607,0.1338,38.0,0.1784,62.0,0.2185,68.0,0.2209,57.0,0.1776,50.0,0.1684,51.0,0.2457,65.0,0.1895,17.0
AGNG,,,,31.139999389648438,,0.1066,33.0,0.0623,23.0,0.1614,,,,0.1245,47.0,0.1022,37.0,0.1614,,,
AGO,28.0,,,88.30000305175781,4409596192.401123,0.2354,45.0,0.2099,41.0,0.2555,36.0,0.2509,31.0,0.2608,45.0,0.1975,27.0,0.2875,43.0,0.2637,24.0
AGQ,,,,44.470001220703125,,0.3908,36.0,0.2256,18.0,0.5234,49.0,0.5543,56.0,0.5367,53.0,0.3381,45.0,0.5485,46.0,0.6376,53.0
AGRO,14.0,,,11.149999618530273,1115602061.832428,0.1437,9.0,0.1837,5.0,,,,,0.2858,20.0,0.2657,12.0,,,,
AGS,21.0,,,12.130000114440918,500878029.7255516,0.0223,3.0,0.0313,3.0,,,,,0.0489,3.0,0.0534,1.0,,,,
AGX,112.0,,,119.5199966430664,1725940463.5238647,0.6854,94.0,0.4258,87.0,0.7596,96.0,0.7514,95.0,0.6626,100.0,0.5842,100.0,0.6215,98.0,0.6197,97.0
AGYS,65.0,,,76.80000305175781,2176719446.495056,0.3853,57.0,0.3004,28.0,0.5604,79.0,0.4089,44.0,0.5689,79.0,0.4201,52.0,0.5394,83.0,0.5254,80.0
AGZ,,,,108.9000015258789,,0.0232,25.0,0.0228,48.0,,,0.1011,,0.0315,37.0,0.029,71.0,,,0.1011,
AHCO,30.0,,,10.479999542236328,1413406182.1027832,0.2601,11.0,0.3661,18.0,0.4251,5.0,0.4222,6.0,0.5574,25.0,0.4673,24.0,0.4466,7.0,0.455,6.0
AHH,36.0,,,7.550000190734863,779771569.6992874,0.3137,81.0,0.2984,82.0,,,0.2671,35.0,0.3033,84.0,0.2419,70.0,,,0.3036,50.0
AHR,28.0,,,29.84000015258789,4775802743.141235,0.2855,57.0,0.2691,94.0,0.3266,,0.39,,0.2897,59.0,0.3033,97.0,0.361,,0.3603,
AI,29.0,,,23.030000686645508,3119367533.0047607,0.3262,56.0,0.3891,63.0,0.5601,57.0,0.5673,61.0,0.6796,77.0,0.6127,80.0,0.6507,67.0,0.6842,69.0
AIA,,,,74.30999755859375,,0.0975,6.0,0.0731,17.0,0.2394,68.0,0.2195,19.0,0.2511,68.0,0.1215,63.0,0.1707,45.0,0.2271,6.0
AIBU,,,,30.086999893188477,,0.6571,,0.314,,0.7135,,0.4755,,0.5279,,0.3499,,0.5279,,0.5319,
AIEQ,,,,37.854000091552734,,0.2261,55.0,0.1256,40.0,0.243,56.0,0.2006,6.0,0.1843,43.0,0.1207,26.0,0.1995,51.0,0.2174,16.0
AIFU,,,,0.25999999046325684,14743403.459215164,1.3932,,1.4133,,,,,,1.3417,,1.2789,,,,,
AIG,44.0,,,84.19000244140625,49952706045.046875,0.0988,10.0,0.161,31.0,0.2692,57.0,0.289,61.0,0.2083,32.0,0.202,45.0,0.2395,41.0,0.3155,60.0
AIN,29.0,,,73.41999816894531,2268677943.42041,0.3245,68.0,0.2099,31.0,0.4528,77.0,0.3163,40.0,0.3667,70.0,0.2894,65.0,0.2844,42.0,0.3163,57.0
AIOT,45.0,,,6.010000228881836,796379120.3289032,0.6665,,0.5482,,0.7289,,0.7702,,0.7753,,0.6812,,0.609,,0.7133,
AIP,37.0,,,7.730000019073486,328404412.8103256,0.3387,9.0,0.3543,3.0,0.6896,40.0,0.5902,8.0,0.6565,19.0,0.5918,13.0,0.6896,53.0,0.5902,6.0
AIPI,,,,41.88999938964844,,0.3845,,0.1808,,0.2533,,0.2765,,0.2332,,0.1698,,0.1368,,0.5606,
AIQ,,,,37.91999816894531,,0.2348,54.0,0.1626,44.0,0.261,62.0,0.2607,51.0,0.2152,45.0,0.1567,47.0,0.2388,54.0,0.2593,49.0
AIR,79.0,,,69.69999694824219,2503247510.397339,0.2289,27.0,0.2248,21.0,0.4553,74.0,0.4093,60.0,0.3233,28.0,0.2687,21.0,0.3127,24.0,0.313,16.0
AIRG,233.0,,,4.050000190734863,46813547.20468521,0.4393,54.0,0.679,83.0,0.7282,72.0,0.681,73.0,0.661,82.0,0.6213,77.0,0.7282,86.0,0.681,80.0
AIRR,,,,70.62999725341797,,0.2841,79.0,0.1752,57.0,0.2492,59.0,0.2525,50.0,0.2491,62.0,0.1879,62.0,0.2275,46.0,0.2513,44.0
AIRS,13.0,,,2.569999933242798,154636638.98322582,1.153,91.0,0.9682,84.0,0.9195,64.0,0.9988,60.0,0.9561,83.0,0.9705,100.0,0.9195,87.0,0.9988,74.0
AISP,27.0,,,4.639999866485596,150830155.65991402,1.1011,,1.1927,,0.7608,,1.209,,1.3245,,1.3264,,0.9504,,1.8771,
AIT,57.0,,,232.88999938964844,9111145845.121765,0.3845,84.0,0.226,55.0,0.288,50.0,0.2722,37.0,0.3225,72.0,0.2391,50.0,0.3088,64.0,0.3143,60.0
AIV,31.0,,,8.640000343322754,1226603568.7408447,0.1656,33.0,0.1745,36.0,0.3629,66.0,0.3946,68.0,0.2285,52.0,0.2338,61.0,0.3281,64.0,0.2305,40.0
AIVC,,,,45.45100021362305,,0.2734,,0.0703,,0.2818,,0.232,,0.2843,,0.1759,,0.2611,,0.2582,
AIVI,,,,44.13999938964844,,0.0922,26.0,0.0341,21.0,0.1347,,0.1686,,0.1287,62.0,0.0499,39.0,0.1347,,0.1686,
AIVL,,,,110.55999755859375,,0.0931,27.0,0.0543,23.0,0.1387,43.0,0.1256,9.0,0.113,28.0,0.0647,22.0,0.113,33.0,0.1386,8.0
AIYY,,,,5.190000057220459,,0.2137,,0.2526,,0.1872,,0.9624,,0.6108,,0.4701,,0.3436,,1.8634,
AIZ,44.0,,,212.30999755859375,10783628164.996338,0.2082,57.0,0.2092,65.0,0.1951,26.0,0.2004,26.0,0.2298,55.0,0.2035,54.0,0.2117,35.0,0.2349,34.0
AJG,56.0,,,336.7300109863281,86274603611.0,0.1993,68.0,0.181,65.0,0.1963,49.0,0.1911,35.0,0.1992,64.0,0.1908,65.0,0.2143,64.0,0.2274,64.0
AKAM,35.0,,,81.47000122070312,12303518766.109375,0.1835,24.0,0.1695,18.0,0.2665,31.0,0.261,30.0,0.4875,73.0,0.2771,52.0,0.3594,50.0,0.3691,52.0
AKBA,14.0,,,1.9199999570846558,509400933.2540016,2.2787,99.0,1.0555,90.0,0.8671,46.0,,,0.8799,69.0,0.6313,34.0,0.7885,28.0,,
AKR,44.0,,,21.31999969482422,2750216000.6332397,0.2327,61.0,0.1853,41.0,0.3787,61.0,0.6119,91.0,0.2289,51.0,0.2223,54.0,0.3787,68.0,0.6119,95.0
AKRO,27.0,,,43.290000915527344,3602013790.1779175,0.3893,26.0,0.4408,20.0,0.4776,9.0,0.4619,7.0,1.1039,72.0,0.5409,24.0,0.5181,4.0,0.531,6.0
AKYA,10.0,,,1.4500000476837158,76717182.52286911,0.7284,61.0,0.9029,83.0,,,,,0.8571,85.0,0.8475,90.0,,,,
AL,42.0,,,49.02000045776367,5478426231.15921,0.3453,74.0,0.2648,61.0,0.3375,60.0,0.3456,59.0,0.2971,57.0,0.2599,56.0,0.3404,68.0,0.3519,68.0
ALAB,45.0,,,66.94999694824219,11705871680.81543,0.638,,0.5623,,0.7844,,0.755,,0.9755,,0.7099,,0.7127,,0.7375,
