symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ALGT,60.0,,,46.54999923706055,,1.0038,99.0,0.6113,94.0,0.9456,99.0,0.9487,100.0,0.6095,91.0,0.5428,90.0,0.6871,99.0,0.6969,97.0
ALHC,37.0,,,18.11000061035156,,0.4087,28.0,0.5154,42.0,0.8284,81.0,0.8383,85.0,0.5557,15.0,0.5236,20.0,0.6853,63.0,0.6675,44.0
ALIT,44.0,,,4.78000020980835,,0.793,97.0,0.4469,81.0,0.5923,81.0,0.546,62.0,0.4106,57.0,0.3205,55.0,0.389,28.0,0.5013,57.0
ALK,73.0,,,44.45000076293945,,0.7107,93.0,0.4862,88.0,0.8929,98.0,0.9017,98.0,0.4534,79.0,0.3518,68.0,0.4892,84.0,0.4864,84.0
ALKS,52.0,,,30.059999465942383,,0.3016,36.0,0.3333,40.0,0.7162,91.0,0.5374,68.0,0.335,15.0,0.3135,16.0,0.6542,91.0,0.6318,87.0
ALKT,37.0,,,23.489999771118164,,0.5398,72.0,0.3488,32.0,0.9688,98.0,0.7363,57.0,0.4591,60.0,0.4093,44.0,0.5591,56.0,0.6288,52.0
ALL,59.0,,,186.57000732421875,,0.5645,96.0,0.3718,95.0,0.4793,97.0,0.4796,97.0,0.2844,84.0,0.2453,82.0,0.2646,76.0,0.3321,88.0
ALLE,46.0,,,123.63999938964844,,0.3209,85.0,0.2924,86.0,0.477,98.0,0.4181,95.0,0.2257,52.0,0.2004,36.0,0.2952,84.0,0.3237,89.0
ALLK,150.0,,,0.3199999928474426,,2.4554,98.0,0.5364,32.0,,,,,2.69,92.0,1.1374,98.0,,,,
ALLO,23.0,,,1.440000057220459,,0.7317,71.0,0.9082,90.0,2.0447,98.0,2.096,100.0,1.0653,94.0,1.0296,100.0,2.0447,100.0,2.096,100.0
ALLT,39.0,,,4.849999904632568,,0.7332,90.0,0.8075,97.0,1.007,97.0,0.8462,90.0,0.8029,100.0,0.7578,100.0,0.8553,96.0,0.8462,96.0
ALLY,73.0,,,32.119998931884766,,0.7207,96.0,0.4648,94.0,0.8046,99.0,0.8526,99.0,0.3502,63.0,0.3081,65.0,0.3297,66.0,0.4869,86.0
ALNT,31.0,,,20.36000061035156,,0.4611,,0.4865,,1.3178,,,,0.453,,0.3743,,0.5419,,,
ALNY,51.0,,,235.7400054931641,,0.7664,92.0,0.551,82.0,0.5769,74.0,0.5407,63.0,0.4534,34.0,0.3709,21.0,0.4476,20.0,0.4532,19.0
ALRM,44.0,,,50.93000030517578,,0.3713,70.0,0.2777,42.0,0.5372,81.0,0.4659,66.0,0.2964,18.0,0.245,9.0,0.392,47.0,0.4017,54.0
ALRS,67.0,,,16.600000381469727,,0.446,84.0,0.3812,83.0,,,,,0.3533,71.0,0.3192,45.0,,,,
ALSN,53.0,,,85.94000244140625,,0.6179,99.0,0.3742,92.0,0.7251,100.0,0.5923,99.0,0.3702,93.0,0.2624,75.0,0.3868,95.0,0.4161,92.0
