symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ADAP,142.0,,,0.3240000009536743,,2.1057,100.0,1.7961,100.0,,,,,1.0733,91.0,0.9858,83.0,,,,
ADBE,23.0,,,367.25,,0.3018,63.0,0.245,55.0,0.3462,69.0,0.3525,70.0,0.3949,79.0,0.2427,45.0,0.3534,74.0,0.3602,72.0
ADC,52.0,,,76.79000091552734,,0.0918,9.0,0.158,30.0,0.2567,62.0,0.2632,63.0,0.1775,33.0,0.182,35.0,0.1742,28.0,0.2501,63.0
ADCT,148.0,,,1.2300000190734863,,0.3523,27.0,0.7809,78.0,,,,,1.264,97.0,1.0069,95.0,,,,
ADEA,45.0,,,12.15999984741211,,0.6356,91.0,0.4006,72.0,0.7732,95.0,,,0.5678,100.0,0.3816,71.0,0.5733,90.0,,
ADI,44.0,,,180.8800048828125,,0.5598,95.0,0.3587,87.0,0.4672,92.0,0.4634,91.0,0.3463,76.0,0.2702,66.0,0.2928,63.0,0.366,82.0
ADM,59.0,,,47.56999969482422,,0.2214,53.0,0.2071,53.0,0.3113,79.0,0.3091,76.0,0.2676,65.0,0.2418,69.0,0.2,19.0,0.3329,82.0
ADMA,32.0,,,19.450000762939453,,0.4771,46.0,0.5568,53.0,0.5638,9.0,0.5539,9.0,0.6351,50.0,0.5627,32.0,0.5606,9.0,0.5805,10.0
ADNT,66.0,,,11.970000267028809,,0.8106,90.0,0.6117,89.0,0.6374,74.0,0.6627,79.0,0.4507,46.0,0.4347,57.0,0.5695,64.0,0.585,65.0
ADP,65.0,,,305.3900146484375,,0.1673,51.0,0.1904,69.0,0.2294,73.0,0.2348,73.0,0.1652,34.0,0.1574,39.0,0.1976,44.0,0.2658,78.0
ADPT,52.0,,,7.409999847412109,,0.7045,59.0,0.7512,72.0,0.9451,68.0,0.963,74.0,0.8114,68.0,0.8064,92.0,0.8507,72.0,0.8416,73.0
ADSE,,,,13.65999984741211,,0.5208,,0.6095,,,,1.0978,,0.3427,,0.5308,,,,1.0271,
ADSK,36.0,,,257.1499938964844,,0.3216,61.0,0.2534,44.0,0.355,56.0,0.3588,57.0,0.2783,19.0,0.2237,8.0,0.3356,24.0,0.3473,30.0
ADT,36.0,,,8.079999923706055,,0.3149,54.0,0.2502,34.0,0.2836,21.0,0.363,35.0,0.376,37.0,0.2646,28.0,0.3047,31.0,0.3618,37.0
ADTN,148.0,,,7.789999961853027,,0.6049,88.0,0.4816,85.0,0.6252,92.0,0.6511,93.0,0.5583,87.0,0.5132,95.0,0.6021,99.0,0.7282,100.0
ADUS,39.0,,,101.33000183105467,,0.134,5.0,0.3314,61.0,0.3606,40.0,0.4316,71.0,0.3174,33.0,0.2888,17.0,0.3597,41.0,0.3484,33.0
ADV,28.0,,,1.309999942779541,,0.7875,87.0,0.7039,84.0,,,,,0.6694,83.0,0.6659,90.0,,,,
ADVM,151.0,,,3.940000057220459,,1.2398,94.0,1.1435,93.0,1.214,76.0,1.3789,87.0,0.7456,53.0,0.7742,59.0,3.0076,100.0,0.9915,68.0
AEE,50.0,,,101.68000030517578,,0.1042,20.0,0.1582,54.0,0.2019,65.0,0.242,76.0,0.1898,62.0,0.1743,57.0,0.1825,57.0,0.2295,69.0
AEG,785.0,,,6.28000020980835,,0.3868,71.0,0.203,69.0,,,0.441,66.0,0.3002,50.0,0.1582,40.0,,,0.279,21.0
AEHR,81.0,,,6.849999904632568,,1.0841,79.0,0.6727,39.0,1.3136,95.0,1.3552,96.0,0.9695,59.0,0.7373,41.0,0.6952,2.0,0.8808,54.0
AEIS,51.0,,,83.87000274658203,,0.8423,94.0,0.5678,87.0,0.6179,84.0,0.5908,78.0,0.4635,57.0,0.3689,44.0,0.4454,55.0,0.4603,57.0
AEM,50.0,,,108.48999786376952,,0.2057,11.0,0.3978,75.0,0.3535,37.0,0.3546,37.0,0.312,24.0,0.2588,21.0,0.3503,25.0,0.3493,20.0
AEO,23.0,,,10.4399995803833,,1.2884,100.0,0.6286,95.0,0.7036,92.0,0.8001,96.0,0.5421,84.0,0.3969,72.0,0.5601,93.0,0.5391,84.0
AEP,50.0,,,109.11000061035156,,0.1805,62.0,0.1705,57.0,0.2326,82.0,0.2308,76.0,0.2042,72.0,0.1805,62.0,0.1602,37.0,0.2701,77.0
AER,37.0,,,98.6500015258789,,0.3439,65.0,0.2274,38.0,0.3425,50.0,0.3521,52.0,0.2287,23.0,0.2256,28.0,0.3055,39.0,0.3368,47.0
AES,35.0,,,11.899999618530272,,0.2913,57.0,0.2802,60.0,0.4296,81.0,0.4295,80.0,0.4293,84.0,0.3682,84.0,0.4251,82.0,0.4116,76.0
AESI,39.0,,,15.8100004196167,,0.9265,,0.5438,,0.5618,,0.5656,,0.4677,,0.4067,,0.399,,0.56,
AETH,,,,27.344999313354492,,0.429,,0.068,,0.5399,,0.7729,,0.5546,,0.2377,,0.6048,,0.6174,
AEVA,16.0,,,7.309999942779541,,0.6756,39.0,1.1055,93.0,1.0822,84.0,1.0142,76.0,0.8996,57.0,0.8168,55.0,0.871,60.0,0.8934,60.0
AEYE,23.0,,,11.109999656677246,,0.5842,30.0,0.6857,32.0,0.9308,43.0,0.9112,30.0,0.9129,77.0,0.7776,33.0,0.7741,11.0,0.9201,28.0
AFCG,22.0,,,5.429999828338623,,0.6304,97.0,0.4328,95.0,0.5771,90.0,,,0.4554,85.0,0.3739,100.0,0.5771,98.0,,
AFG,59.0,,,130.27999877929688,,0.1588,45.0,0.1974,68.0,0.2671,72.0,0.2598,67.0,0.2269,63.0,0.1923,62.0,0.2443,67.0,0.2381,62.0
AFK,,,,16.709999084472656,,0.2126,63.0,0.1988,69.0,0.7609,,0.3391,,0.1996,41.0,0.188,49.0,0.2738,,0.3391,
AFL,58.0,,,111.75,,0.1283,28.0,0.2308,76.0,0.2573,70.0,0.2522,67.0,0.2065,51.0,0.18,51.0,0.1984,45.0,0.2692,61.0
AFMD,141.0,,,0.6320000290870667,,0.6569,57.0,0.9511,84.0,,,,,0.8371,63.0,0.8331,69.0,,,,
AFRM,57.0,,,38.90999984741211,,1.2666,85.0,0.7959,57.0,0.9283,61.0,0.9538,64.0,0.8587,40.0,0.6641,31.0,0.789,43.0,0.7812,41.0
AFYA,22.0,,,17.969999313354492,,0.2165,10.0,0.23,2.0,0.5282,32.0,,,0.3441,20.0,0.2804,7.0,0.5282,41.0,,
AG,43.0,,,6.440000057220459,,0.3492,18.0,0.4934,62.0,0.608,68.0,0.6016,67.0,0.5881,49.0,0.4897,54.0,0.5711,37.0,0.591,47.0
AGCO,57.0,,,82.12999725341797,,0.7982,100.0,0.4387,93.0,0.485,94.0,0.4569,89.0,0.4118,84.0,0.3346,79.0,0.3146,57.0,0.403,80.0
AGEN,24.0,,,1.600000023841858,,0.6254,57.0,0.7297,68.0,2.5855,99.0,2.3434,100.0,0.8774,82.0,0.8554,83.0,1.3883,88.0,2.3434,100.0
AGG,,,,99.37000274658203,,0.0502,75.0,0.0438,84.0,0.0857,94.0,0.1108,95.0,0.052,77.0,0.0372,75.0,0.0393,51.0,0.0821,79.0
AGGY,,,,43.69499969482422,,0.0621,62.0,0.0327,43.0,,,,,0.0536,21.0,0.0362,45.0,,,,
AGI,44.0,,,26.8700008392334,,0.257,15.0,0.4455,70.0,0.3887,21.0,0.3738,16.0,0.3312,9.0,0.2963,13.0,0.3783,13.0,0.394,12.0
AGIO,50.0,,,27.709999084472656,,0.533,61.0,0.5201,62.0,0.6061,53.0,0.6109,54.0,0.6242,63.0,0.5426,60.0,0.7254,89.0,0.7574,93.0
AGL,38.0,,,4.0,,0.4342,60.0,0.6005,75.0,0.8407,79.0,0.9407,90.0,1.0605,96.0,0.8779,99.0,0.6426,70.0,0.8328,90.0
AGM,42.0,,,178.6199951171875,,0.4335,77.0,0.2903,55.0,0.3157,40.0,0.2933,22.0,0.2963,32.0,0.2276,6.0,0.2833,23.0,0.3244,31.0
AGNC,67.0,,,9.34000015258789,,0.1755,56.0,0.227,76.0,0.3206,87.0,0.2769,75.0,0.1799,52.0,0.1724,53.0,0.125,31.0,0.4696,92.0
AGNG,,,,30.68000030517578,,0.1049,32.0,0.0866,57.0,0.1953,,,,0.1251,48.0,0.1034,40.0,0.1953,,,
AGO,36.0,,,84.08000183105469,,0.2881,57.0,0.2429,52.0,0.3988,65.0,0.2701,38.0,0.2668,46.0,0.2013,28.0,0.3183,52.0,0.2979,37.0
AGQ,,,,38.310001373291016,,1.2072,98.0,0.3761,67.0,0.6091,69.0,0.66,76.0,0.5992,62.0,0.3378,45.0,0.5667,51.0,0.6205,49.0
AGRO,22.0,,,11.420000076293944,,0.2057,25.0,0.2297,20.0,,,0.6246,87.0,0.2773,13.0,0.2607,11.0,,,0.4027,53.0
AGS,29.0,,,12.109999656677246,,0.0271,4.0,0.0302,2.0,,,,,0.0484,2.0,0.0526,1.0,,,,
AGX,120.0,,,128.75,,1.4014,100.0,0.7292,99.0,0.731,95.0,0.7038,93.0,0.7242,100.0,0.6016,100.0,0.647,99.0,0.6477,99.0
AGYS,73.0,,,71.38999938964844,,0.3888,57.0,0.3609,45.0,0.6211,85.0,0.671,89.0,0.5736,79.0,0.4246,53.0,0.5809,88.0,0.5807,88.0
AGZ,,,,109.66000366210938,,0.0445,79.0,0.0207,38.0,,,,,0.0325,44.0,0.0288,70.0,,,,
AHCO,38.0,,,10.329999923706056,,0.3536,30.0,0.3529,14.0,0.5032,21.0,0.4528,10.0,0.5467,22.0,0.4647,23.0,0.456,10.0,0.4635,8.0
AHH,44.0,,,6.920000076293945,,0.3482,86.0,0.3508,91.0,0.3545,65.0,0.4646,87.0,0.2857,81.0,0.2493,75.0,0.3547,73.0,0.4646,88.0
AHR,36.0,,,30.399999618530273,,0.2002,34.0,0.3253,97.0,0.4368,,0.5704,,0.2878,57.0,0.3082,99.0,0.3487,,0.4021,
AI,37.0,,,20.290000915527344,,0.5607,77.0,0.4514,69.0,0.6988,71.0,0.6976,76.0,0.6869,78.0,0.6145,80.0,0.6665,70.0,0.7005,72.0
AIA,,,,70.66000366210938,,0.2309,62.0,0.1148,62.0,0.1875,38.0,,,0.2362,64.0,0.1188,60.0,0.1875,67.0,,
AIBU,,,,24.38999938964844,,0.9469,,0.5378,,0.8302,,,,0.5756,,0.3669,,0.8302,,,
AIEQ,,,,35.209999084472656,,0.5086,100.0,0.2332,88.0,0.4872,100.0,0.2617,40.0,0.2183,53.0,0.1301,33.0,0.2336,69.0,0.2617,53.0
AIFU,,,,0.1899999976158142,,1.1812,,1.7215,,,,,,1.326,,1.295,,,,,
AIG,52.0,,,86.19999694824219,,0.2853,65.0,0.2247,57.0,0.2348,48.0,0.2756,57.0,0.2172,35.0,0.2063,46.0,0.2327,38.0,0.3041,56.0
AIN,37.0,,,65.19000244140625,,0.5597,92.0,0.3423,81.0,,,0.328,43.0,0.3522,68.0,0.2881,65.0,,,0.328,60.0
AIOT,53.0,,,4.800000190734863,,0.9686,,0.6301,,0.8635,,,,0.7998,,0.6777,,0.7638,,,
AIP,45.0,,,6.599999904632568,,0.6503,67.0,0.5089,27.0,1.009,92.0,,,0.6653,24.0,0.5892,12.0,0.6682,44.0,,
AIPI,,,,38.400001525878906,,0.4486,,0.2586,,0.4566,,0.4291,,0.2511,,0.1766,,0.2763,,0.6405,
AIQ,,,,34.83000183105469,,0.3844,82.0,0.2363,69.0,0.3442,76.0,0.3685,76.0,0.2333,52.0,0.1625,48.0,0.2729,67.0,0.2887,66.0
AIR,87.0,,,53.58000183105469,,1.1234,98.0,0.6521,94.0,0.3173,24.0,0.4789,77.0,0.4301,68.0,0.3069,43.0,0.3433,41.0,0.3341,32.0
AIRG,241.0,,,3.440000057220459,,0.975,93.0,0.7214,87.0,0.7506,75.0,0.7864,87.0,0.6838,83.0,0.6332,78.0,0.7506,88.0,0.7548,90.0
AIRR,,,,65.29000091552734,,0.5093,100.0,0.287,98.0,0.3122,93.0,0.4129,100.0,0.2762,94.0,0.1965,83.0,0.2731,83.0,0.2908,82.0
AIRS,21.0,,,1.975000023841858,,0.5975,44.0,0.9064,76.0,0.9588,70.0,,,0.962,87.0,0.9694,100.0,1.1389,99.0,,
AISP,35.0,,,3.880000114440918,,0.7844,,0.8652,,1.1012,,2.0788,,1.3327,,1.3226,,0.6042,,2.0788,
AIT,65.0,,,216.6699981689453,,0.6071,95.0,0.3737,90.0,0.423,86.0,0.3906,79.0,0.3513,81.0,0.2513,60.0,0.3383,77.0,0.3488,76.0
AIV,39.0,,,8.430000305175781,,0.3283,77.0,0.2586,68.0,0.3739,68.0,0.4208,73.0,0.2354,55.0,0.2374,62.0,0.3458,67.0,0.3631,65.0
AIVC,,,,40.29199981689453,,0.5563,,0.1358,,0.2952,,,,0.3152,,0.1731,,0.3639,,,
AIVI,,,,43.68000030517578,,0.0873,22.0,0.0652,89.0,,,0.2558,,0.1269,55.0,0.0517,56.0,,,0.2558,
AIVL,,,,106.16999816894533,,0.2638,95.0,0.1071,75.0,0.1433,47.0,0.1771,55.0,0.1276,52.0,0.0688,31.0,0.1325,53.0,0.1731,50.0
AIYY,,,,4.630000114440918,,0.5109,,0.3938,,0.5424,,1.9993,,0.6174,,0.4729,,0.5198,,1.9993,
AIZ,52.0,,,203.4199981689453,,0.2986,80.0,0.2189,69.0,0.2866,73.0,0.2565,60.0,0.2378,59.0,0.2062,55.0,0.2446,61.0,0.2693,63.0
AJG,64.0,,,344.3999938964844,,0.1103,24.0,0.1705,60.0,0.2527,79.0,0.2213,57.0,0.1985,64.0,0.1929,65.0,0.2377,76.0,0.2497,77.0
AKAM,43.0,,,78.77999877929688,,0.2609,46.0,0.2521,47.0,0.3636,54.0,0.3684,55.0,0.4899,74.0,0.2814,53.0,0.3723,55.0,0.3762,54.0
AKBA,22.0,,,1.8799999952316284,,0.2087,4.0,0.3938,13.0,1.0333,64.0,,,0.8772,69.0,0.6299,34.0,0.7665,24.0,,
AKR,52.0,,,19.469999313354492,,0.5271,94.0,0.3226,82.0,0.4846,77.0,,,0.2567,59.0,0.2312,57.0,0.4846,85.0,,
AKRO,35.0,,,39.9900016784668,,0.7755,82.0,0.6429,70.0,0.6073,26.0,0.5902,27.0,1.1112,72.0,0.5469,28.0,0.541,7.0,0.5483,7.0
AKYA,18.0,,,1.2200000286102295,,0.7045,57.0,0.8218,69.0,,,,,0.8608,85.0,0.8527,90.0,,,,
AL,50.0,,,45.130001068115234,,0.6699,96.0,0.3811,86.0,0.4499,86.0,0.461,85.0,0.3306,65.0,0.2707,59.0,0.3686,76.0,0.3991,81.0
ALAB,53.0,,,55.68000030517578,,1.0011,,0.7008,,0.8626,,0.8814,,0.9987,,0.7176,,0.754,,0.7738,
ALB,51.0,,,66.5,,0.481,83.0,0.4249,85.0,0.6128,96.0,0.5756,95.0,0.4875,79.0,0.4152,83.0,0.4759,90.0,0.551,97.0
ALC,38.0,,,89.61000061035156,,0.4722,94.0,0.2354,87.0,0.3429,78.0,0.2789,56.0,0.2341,33.0,0.1563,64.0,0.2796,61.0,0.287,63.0
ALDX,35.0,,,1.4199999570846558,,7.7693,100.0,1.8978,99.0,,,,,2.0211,100.0,0.803,79.0,,,,
ALE,50.0,,,65.29000091552734,,0.0882,12.0,0.0627,3.0,,,0.1267,2.0,0.0509,2.0,0.0506,1.0,,,0.1267,2.0
ALEC,37.0,,,1.090000033378601,,0.6398,50.0,0.6318,50.0,5.5719,100.0,,,0.9818,81.0,0.7944,88.0,5.5719,100.0,,
ALEX,36.0,,,17.139999389648438,,0.2033,43.0,0.1657,15.0,,,,,0.1745,5.0,0.1785,9.0,,,,
ALG,36.0,,,171.05999755859375,,0.3928,87.0,0.2528,60.0,0.3261,61.0,0.3237,57.0,0.2916,59.0,0.2369,17.0,0.2816,36.0,0.2793,26.0
ALGM,64.0,,,22.88999938964844,,0.8319,98.0,0.6151,94.0,0.6925,92.0,0.7353,94.0,0.5725,99.0,0.5029,96.0,0.387,5.0,0.4195,13.0
ALGN,58.0,,,154.24000549316406,,0.4749,74.0,0.4098,70.0,0.5402,70.0,0.5432,70.0,0.369,26.0,0.3484,44.0,0.4879,62.0,0.4915,60.0
ALGT,59.0,,,48.709999084472656,,1.0194,99.0,0.5291,89.0,0.7532,98.0,0.7466,98.0,0.6107,91.0,0.5419,90.0,0.6502,98.0,0.6217,95.0
ALHC,36.0,,,18.510000228881836,,0.3692,21.0,0.4548,24.0,0.6336,23.0,0.6397,28.0,0.5544,15.0,0.5218,20.0,0.6167,21.0,0.6173,16.0
ALIT,43.0,,,5.28000020980835,,0.6837,93.0,0.3716,66.0,0.5132,63.0,0.4962,50.0,0.3877,54.0,0.3148,47.0,0.3547,13.0,0.4873,53.0
ALK,72.0,,,45.939998626708984,,0.7265,94.0,0.4396,84.0,0.7133,95.0,0.6912,94.0,0.451,78.0,0.3504,68.0,0.4175,75.0,0.4495,79.0
