symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,76.0,,,115.55000305175781,,0.5488,93.0,0.3096,81.0,0.3451,70.0,0.3435,70.0,0.3419,69.0,0.3377,75.0,0.3035,80.0,0.2939,54.0,0.3167,62.0,0.3395,67.0
AA,111.0,,,28.1200008392334,,0.6192,86.0,0.3519,60.0,0.4709,70.0,0.4838,73.0,0.4967,75.0,0.5752,83.0,0.479,84.0,0.5254,86.0,0.5096,80.0,0.4939,75.0
AAAU,,,,31.959999084472656,,0.3597,,0.1304,,0.2289,,0.2368,,0.2446,,0.1935,,0.098,,0.169,,0.189,,0.2089,
AAL,110.0,,,11.670000076293945,,0.4185,64.0,0.3845,71.0,0.5278,81.0,0.5208,80.0,0.5137,80.0,0.6159,91.0,0.4686,83.0,0.4888,78.0,0.4959,80.0,0.503,79.0
AAMI,96.0,,,30.079999923706055,,0.2615,,0.3302,,0.306,,0.3576,,0.4091,,0.0,,0.0,,0.306,,0.3498,,0.3935,
AAOI,76.0,,,18.239999771118164,,1.3991,93.0,1.0837,93.0,0.9682,78.0,0.9794,78.0,0.9907,78.0,1.4167,96.0,1.1559,97.0,0.9741,87.0,0.9886,88.0,1.003,87.0
AAON,75.0,,,104.62999725341797,,0.4033,83.0,0.3388,75.0,0.4868,90.0,0.4569,86.0,0.427,82.0,0.6327,97.0,0.4709,97.0,0.4555,98.0,0.46,96.0,0.4644,98.0
AAP,76.0,,,33.380001068115234,,0.6158,95.0,0.3301,81.0,1.006,100.0,1.0119,100.0,1.0178,100.0,0.5907,94.0,0.5149,98.0,0.5398,97.0,0.5824,98.0,0.625,99.0
AAPB,,,,21.649999618530273,,1.0138,,0.4491,,0.6222,,0.6542,,0.6862,,0.7867,,0.5894,,0.5131,,0.5458,,0.5786,
AAPD,,,,17.09000015258789,,0.5322,,0.2243,,0.2396,,0.2748,,0.3099,,0.4087,,0.3096,,0.2396,,0.2748,,0.3099,
AAPL,103.0,,,210.7899932861328,,0.5121,92.0,0.2329,53.0,0.2615,42.0,0.2616,42.0,0.2616,42.0,0.3983,82.0,0.3114,70.0,0.2906,35.0,0.2882,33.0,0.2857,28.0
AAPU,,,,23.709999084472656,,1.0207,,0.4578,,0.5364,,0.5074,,0.4784,,0.7851,,0.6059,,0.4833,,0.5426,,0.6018,
AAPW,,,,38.75,,0.3783,,0.1916,,1.1732,,0.7689,,0.3646,,0.0,,0.0,,0.2593,,0.3729,,0.4865,
AAPX,,,,20.450000762939453,,0.9441,,0.4262,,0.7373,,0.6337,,0.53,,0.8157,,0.5816,,0.3618,,0.6909,,1.02,
AAPY,,,,22.273399353027344,,0.2014,,0.1429,,,,,,,,0.3338,,0.1964,,,,,,,
