symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,101.0,,,115.8000030517578,,0.2368,50.0,0.2098,46.0,0.2897,52.0,0.2921,53.0,0.2944,53.0,0.3399,76.0,0.2973,79.0,0.3179,66.0,0.3138,60.0,0.3097,53.0,20270115.0,35.0,609.0
AA,136.0,,,28.01000022888184,,0.3614,53.0,0.3882,69.0,0.4498,66.0,0.4247,60.0,0.3996,54.0,0.5624,82.0,0.4835,84.0,0.491,79.0,0.5005,78.0,0.51,78.0,20270115.0,7.0,609.0
AAAU,,,,32.720001220703125,,0.2124,,0.0991,,0.1685,,0.183,,0.1974,,0.1964,,0.101,,0.1843,,0.1856,,0.1869,,20251219.0,35.0,217.0
AACT,,,,11.420000076293944,,0.1038,,0.0866,,,,,,,,0.0309,,0.032,,,,,,,,,,
AAL,135.0,,,11.779999732971191,,0.2969,34.0,0.271,30.0,0.39,55.0,0.4018,57.0,0.4135,61.0,0.5831,88.0,0.4641,83.0,0.4798,77.0,0.4932,79.0,0.5066,79.0,20271217.0,7.0,945.0
AAMI,121.0,,,30.489999771118164,,0.1387,,0.1434,,0.2763,,0.3644,,0.4526,,0.0,,0.0,,0.2763,,0.329,,0.3817,,20260116.0,35.0,245.0
AAOI,101.0,,,16.829999923706055,,0.9244,78.0,0.8122,80.0,0.8781,72.0,0.8808,72.0,0.8835,72.0,1.3608,95.0,1.1308,96.0,0.9437,84.0,0.972,86.0,1.0004,86.0,20270115.0,7.0,609.0
AAON,100.0,,,96.68000030517578,,0.2356,37.0,0.2491,34.0,0.4227,81.0,0.4553,86.0,0.4879,90.0,0.632,97.0,0.4662,97.0,0.4524,98.0,0.45,95.0,0.4476,96.0,20260116.0,35.0,245.0
AAP,101.0,,,52.5,,0.6794,96.0,0.5543,98.0,0.4209,82.0,0.4174,81.0,0.4139,80.0,0.8672,100.0,0.5345,98.0,0.5282,96.0,0.5302,96.0,0.5322,95.0,20270115.0,7.0,609.0
AAPB,,,,20.09000015258789,,0.2825,,0.3677,,0.6666,,0.6067,,0.5468,,0.7943,,0.5974,,0.4874,,0.5425,,0.5976,,20260116.0,35.0,245.0
AAPD,,,,17.719999313354492,,0.1292,,0.1898,,0.2225,,,,,,0.412,,0.3133,,0.2225,,,,,,20260116.0,35.0,245.0
AAPL,128.0,,,203.9199981689453,,0.1372,14.0,0.1944,40.0,0.2791,48.0,0.2794,48.0,0.2796,48.0,0.4022,83.0,0.3149,72.0,0.2839,33.0,0.3012,38.0,0.3185,46.0,20271217.0,7.0,945.0
AAPU,,,,21.959999084472656,,0.2821,,0.3811,,0.5178,,0.5197,,0.5216,,0.7921,,0.6135,,0.4707,,0.5741,,0.6775,,20260116.0,35.0,245.0
AAPW,,,,36.61299896240234,,0.1391,,0.2045,,,,,,0.4951,,0.0,,0.0,,,,,,0.6022,,20251219.0,35.0,217.0
AAPX,,,,18.88999938964844,,0.217,,0.3428,,0.6388,,0.5496,,0.4603,,0.8252,,0.5917,,0.5678,,0.5655,,0.5632,,20251219.0,35.0,217.0
AAPY,,,,21.530000686645508,,0.0947,,0.1377,,0.1482,,0.2394,,0.3305,,0.3456,,0.1995,,0.1482,,0.248,,0.3479,,20260116.0,35.0,245.0
AAT,123.0,,,20.15999984741211,,0.2992,80.0,0.2077,55.0,,,,,0.5452,93.0,0.3112,81.0,0.278,82.0,,,,,0.4044,87.0,20260116.0,35.0,245.0
AAXJ,,,,80.20999908447266,,0.1371,38.0,0.0701,23.0,0.1471,28.0,0.1668,38.0,0.1865,52.0,0.2256,82.0,0.1333,87.0,0.1592,32.0,0.1728,23.0,0.1865,20.0,20251219.0,35.0,217.0
AB,121.0,,,40.09000015258789,,0.1649,20.0,0.1604,8.0,0.1921,14.0,0.2005,8.0,0.2089,9.0,0.3487,75.0,0.3024,64.0,0.1624,14.0,0.237,22.0,0.3117,45.0,20260116.0,35.0,245.0
ABAT,205.0,,,1.4600000381469729,,0.6146,55.0,0.6296,55.0,1.0953,,1.1118,,1.1282,,1.4834,90.0,1.3876,100.0,1.0084,,1.0683,,1.1282,,20251219.0,35.0,217.0
ABBV,127.0,,,189.8300018310547,,0.0893,6.0,0.1794,39.0,0.2473,68.0,0.251,68.0,0.2547,66.0,0.2872,74.0,0.2826,85.0,0.2236,51.0,0.2785,78.0,0.3334,78.0,20270115.0,7.0,609.0
ABCB,128.0,,,62.06999969482422,,0.1965,31.0,0.1459,3.0,0.2885,39.0,0.289,35.0,0.2895,36.0,0.337,74.0,0.284,55.0,0.2851,44.0,0.2844,38.0,0.2836,34.0,20260116.0,35.0,245.0
