symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
ACCO,71.0,,,3.6700000762939453,,0.3092,49.0,0.3645,72.0,,,,,,,0.5009,90.0,0.3933,84.0,,,,,,
ACDC,57.0,,,4.889999866485596,,1.013,,0.892,,1.2545,,1.1197,,0.9849,,0.938,,0.7941,,0.8252,,0.8415,,0.8578,
ACEL,184.0,,,10.649999618530273,,0.4813,83.0,0.3391,61.0,0.5027,52.0,0.4483,,0.3939,20.0,0.3337,28.0,0.3125,39.0,0.5027,61.0,0.4483,,0.3939,21.0
ACES,,,,23.040000915527344,,0.282,34.0,0.2195,25.0,0.5122,88.0,0.4306,70.0,0.3491,33.0,0.3402,34.0,0.2775,51.0,0.2702,14.0,0.2866,10.0,0.303,10.0
ACET,57.0,,,0.6700000166893005,,0.7312,80.0,0.6956,78.0,,,,,,,0.8466,80.0,0.8466,91.0,,,,,,
ACGL,81.0,,,92.4800033569336,,0.1805,57.0,0.2607,85.0,0.2615,74.0,0.2726,77.0,0.2837,78.0,0.2971,88.0,0.2401,84.0,0.271,81.0,0.276,82.0,0.281,83.0
ACHC,64.0,,,23.309999465942383,,0.4255,81.0,0.4993,91.0,1.0061,100.0,1.1488,100.0,1.2915,100.0,0.6545,96.0,0.4622,87.0,0.6809,100.0,0.6906,100.0,0.7004,100.0
ACHR,64.0,,,9.289999961853027,,0.8761,,0.5754,,0.8187,,0.8291,,0.8395,,1.1803,,1.0626,,0.7763,,0.7984,,0.8204,
ACHV,52.0,,,2.569999933242798,,0.6434,,0.7142,,,,,,,,0.681,,0.6987,,,,,,,
ACI,114.0,,,21.93000030517578,,0.1595,12.0,0.2002,13.0,0.2313,6.0,0.2627,5.0,0.2941,7.0,0.297,15.0,0.2816,20.0,0.1945,3.0,0.236,1.0,0.2775,2.0
ACIC,64.0,,,11.6899995803833,,0.2206,,0.2568,,0.6441,,0.6177,,0.5913,,0.3696,,0.4044,,0.5358,,0.5072,,0.4785,
ACIU,50.0,,,1.7200000286102295,,0.5218,48.0,0.6951,66.0,,,,,,,0.5493,5.0,0.6051,12.0,,,,,,
ACIW,64.0,,,54.84000015258789,,0.0857,2.0,0.2223,26.0,0.4823,78.0,0.4906,81.0,0.4988,83.0,0.3957,73.0,0.3448,69.0,0.3706,72.0,0.3646,69.0,0.3586,66.0
ACLS,81.0,,,52.29999923706055,,0.4565,50.0,0.4706,53.0,0.7447,92.0,0.7538,92.0,0.763,92.0,0.5452,56.0,0.4937,55.0,0.5878,80.0,0.59,80.0,0.5923,80.0
ACLX,64.0,,,65.55000305175781,,0.0869,,0.4217,,0.5891,,0.5682,,0.5474,,0.5712,,0.5853,,0.6047,,0.6108,,0.6169,
ACM,88.0,,,102.3499984741211,,0.1539,17.0,0.2393,53.0,0.3052,49.0,0.3214,55.0,0.3376,60.0,0.2729,38.0,0.2662,55.0,0.2753,25.0,0.2788,27.0,0.2823,31.0
ACMR,65.0,,,19.93000030517578,,1.0553,89.0,0.8491,88.0,0.9375,93.0,0.9494,93.0,0.9613,94.0,0.8029,65.0,0.6278,72.0,0.6885,59.0,0.6946,60.0,0.7007,64.0
ACN,43.0,,,305.3299865722656,,0.1056,13.0,0.2231,67.0,0.2765,66.0,0.2931,70.0,0.3097,74.0,0.298,75.0,0.2408,72.0,0.2626,66.0,0.2928,75.0,0.3231,79.0
ACNB,99.0,,,42.970001220703125,,0.2037,,0.2639,,0.3343,,0.3312,,0.3282,,0.3977,,0.3523,,0.3343,,0.3312,,0.3282,
ACNT,359.0,,,13.100000381469727,,0.1237,,0.2176,,,,,,0.5188,,0.2569,,0.3155,,,,,,0.423,
ACR,58.0,,,18.799999237060547,,0.4277,79.0,0.5,92.0,0.4297,,,,,,0.4052,67.0,0.394,76.0,0.4297,,,,,
ACRE,79.0,,,4.139999866485596,,0.3019,76.0,0.4129,93.0,0.3459,64.0,0.4502,80.0,0.5544,91.0,0.4512,94.0,0.4007,94.0,0.3459,72.0,0.4502,88.0,0.5544,94.0
ACRS,64.0,,,1.440000057220459,,0.5807,55.0,0.8471,79.0,1.079,68.0,,,,,1.125,76.0,0.9518,79.0,1.079,73.0,,,,
ACT,87.0,,,37.31999969482422,,0.196,46.0,0.2597,72.0,0.2853,47.0,0.3717,69.0,0.458,75.0,0.2372,41.0,0.2219,39.0,0.2853,40.0,0.2964,44.0,0.3075,49.0
ACTG,50.0,,,3.1600000858306885,,0.2788,27.0,0.3709,35.0,0.5938,49.0,0.5375,34.0,0.4812,21.0,0.4077,30.0,0.3838,20.0,0.5938,51.0,0.5375,35.0,0.4812,20.0
ACVA,72.0,,,15.229999542236328,,0.2487,9.0,0.4074,36.0,0.879,92.0,0.88,,0.881,,0.5404,64.0,0.5151,57.0,0.5853,52.0,0.5924,,0.5994,
ACWI,,,,119.41000366210938,,0.1004,33.0,0.1414,78.0,0.2145,90.0,0.1971,83.0,0.1797,72.0,0.2201,80.0,0.1689,85.0,0.1418,62.0,0.1778,69.0,0.2138,71.0
ACWX,,,,58.029998779296875,,0.0752,13.0,0.0929,56.0,0.1445,57.0,0.1612,64.0,0.1778,65.0,0.1986,72.0,0.1336,78.0,0.1377,55.0,0.1616,57.0,0.1856,53.0
ACXP,46.0,,,0.4129999876022339,,0.4233,,0.4604,,,,,,,,1.2043,,1.0118,,,,,,,
ADAP,170.0,,,0.28600001335144043,,0.5616,39.0,0.9472,78.0,,,,,,,1.1534,91.0,1.0903,91.0,,,,,,
ADBE,51.0,,,380.8699951171875,,0.1465,15.0,0.2441,55.0,0.2859,46.0,0.2934,49.0,0.3009,51.0,0.4154,81.0,0.2744,64.0,0.3554,75.0,0.3638,79.0,0.3722,80.0
ADC,80.0,,,76.36000061035156,,0.207,64.0,0.2097,65.0,0.2327,52.0,0.2356,46.0,0.2386,49.0,0.1991,54.0,0.2057,61.0,0.1824,34.0,0.2134,46.0,0.2445,59.0
ADCT,176.0,,,1.440000057220459,,0.705,70.0,0.6454,65.0,,,,,,,1.266,97.0,1.0237,95.0,,,,,,
ADEA,73.0,,,12.609999656677246,,0.215,,0.2625,,0.6695,,,,,,0.5973,,0.4218,,0.495,,,,,
ADI,72.0,,,198.58999633789062,,0.4115,84.0,0.292,74.0,0.4243,88.0,0.4202,88.0,0.4162,87.0,0.4738,91.0,0.3745,89.0,0.3096,71.0,0.3496,82.0,0.3896,90.0
ADM,87.0,,,47.849998474121094,,0.1273,15.0,0.1945,46.0,0.3603,89.0,0.3903,92.0,0.4204,94.0,0.3132,75.0,0.2721,82.0,0.2027,21.0,0.2793,63.0,0.3559,89.0
ADMA,60.0,,,23.520000457763672,,0.7795,82.0,0.5551,52.0,0.8682,49.0,0.8502,48.0,0.8323,49.0,0.661,57.0,0.5872,38.0,0.5804,13.0,0.5835,11.0,0.5866,12.0
ADNT,94.0,,,12.75,,0.4069,47.0,0.3755,48.0,0.7934,91.0,0.9199,97.0,1.0464,98.0,0.5374,57.0,0.5015,71.0,0.6042,69.0,0.6022,68.0,0.6002,67.0
ADP,93.0,,,303.57000732421875,,0.1374,37.0,0.2257,82.0,0.216,68.0,0.2158,67.0,0.2157,66.0,0.2236,74.0,0.2061,73.0,0.257,82.0,0.2456,71.0,0.2341,50.0
ADPT,80.0,,,9.84000015258789,,0.6009,45.0,0.5907,39.0,1.5611,96.0,1.3258,95.0,1.0906,85.0,0.8205,71.0,0.8498,100.0,0.7929,65.0,0.7238,51.0,0.6547,25.0
ADSE,,,,13.550000190734863,,0.4803,,0.6093,,,,,,1.3711,,0.4128,,0.5692,,,,,,1.1846,
ADSK,64.0,,,279.989990234375,,0.1743,15.0,0.2028,20.0,0.2894,31.0,0.2753,24.0,0.2612,18.0,0.3251,41.0,0.2685,38.0,0.3261,14.0,0.3306,16.0,0.335,18.0
ADT,64.0,,,8.149999618530273,,0.1813,17.0,0.2811,45.0,0.3679,41.0,0.4026,45.0,0.4374,51.0,0.2943,26.0,0.2766,34.0,0.3679,47.0,0.3493,37.0,0.3307,31.0
ADTN,176.0,,,7.880000114440918,,0.2185,24.0,0.3848,68.0,0.8815,99.0,0.845,99.0,0.8085,99.0,0.6064,93.0,0.5622,97.0,0.5963,98.0,0.5796,97.0,0.5628,93.0
ADUS,67.0,,,105.0,,0.127,4.0,0.2731,38.0,0.4578,75.0,0.4316,69.0,0.4053,60.0,0.3291,39.0,0.3099,21.0,0.3783,55.0,0.3761,53.0,0.3739,51.0
ADV,56.0,,,1.3799999952316284,,0.2072,6.0,0.5975,67.0,,,,,,,0.7361,95.0,0.7331,100.0,,,,,,
ADVM,179.0,,,3.490000009536743,,0.8034,73.0,0.9774,87.0,2.7665,97.0,,,,,0.8012,66.0,0.869,77.0,3.5396,100.0,,,,
AEE,78.0,,,99.4800033569336,,0.1018,19.0,0.1657,60.0,0.2119,71.0,0.2488,83.0,0.2857,88.0,0.2134,80.0,0.2082,82.0,0.1915,65.0,0.2187,75.0,0.2459,80.0
AEG,813.0,,,6.570000171661377,,0.175,20.0,0.1837,60.0,0.2926,37.0,0.3548,52.0,0.4169,62.0,0.3562,63.0,0.2155,69.0,0.2926,40.0,0.3548,54.0,0.4169,64.0
AEHR,109.0,,,8.710000038146973,,0.5755,,0.5643,,0.765,,0.8024,,0.8398,,0.994,,0.7661,,0.7532,,0.7865,,0.8198,
AEIS,79.0,,,111.29000091552734,,0.7086,89.0,0.4895,77.0,0.5562,75.0,0.5208,68.0,0.4854,60.0,0.5819,79.0,0.457,69.0,0.4868,67.0,0.4766,65.0,0.4663,60.0
AEM,78.0,,,111.12000274658203,,0.3284,42.0,0.2643,33.0,0.4071,54.0,0.3664,42.0,0.3256,25.0,0.362,37.0,0.2941,35.0,0.353,27.0,0.3516,25.0,0.3502,21.0
AEO,51.0,,,11.100000381469727,,0.2899,35.0,0.4324,76.0,0.4254,55.0,0.4673,66.0,0.5092,73.0,0.6044,92.0,0.486,84.0,0.4483,75.0,0.5171,85.0,0.5859,90.0
AEP,78.0,,,107.69000244140625,,0.1229,30.0,0.1867,68.0,0.2321,82.0,0.2415,84.0,0.2509,83.0,0.2188,78.0,0.2056,74.0,0.2254,79.0,0.2244,73.0,0.2233,48.0
AER,65.0,,,106.75,,0.1758,24.0,0.258,50.0,0.2561,28.0,0.2814,34.0,0.3068,40.0,0.3086,47.0,0.2746,47.0,0.3272,46.0,0.3144,42.0,0.3016,36.0
AES,63.0,,,10.180000305175781,,0.2959,59.0,0.2964,65.0,0.569,90.0,0.5861,90.0,0.6032,91.0,0.4853,88.0,0.4105,87.0,0.4932,89.0,0.515,89.0,0.5369,92.0
AESI,67.0,,,14.460000038146973,,0.4759,,0.3981,,0.6561,,0.74,,0.8238,,0.5626,,0.4828,,0.4234,,0.5125,,0.6016,
AETH,,,,28.10300064086914,,0.2935,,0.1319,,0.6143,,0.6427,,0.6711,,0.531,,0.2199,,0.6406,,0.6928,,0.7451,
AEVA,44.0,,,7.679999828338623,,0.862,64.0,0.8079,62.0,1.2274,,1.3302,,1.4331,,0.9795,87.0,0.8766,76.0,0.7979,,0.8167,,0.8355,
AEYE,51.0,,,11.899999618530273,,0.7899,,1.1626,,0.9483,,0.9142,,0.88,,0.931,,0.8432,,0.858,,0.8623,,0.8666,
AFCG,50.0,,,5.829999923706055,,0.391,,0.4308,,0.3454,,0.496,,0.6466,,0.5241,,0.4545,,0.3454,,0.496,,0.6466,
AFG,87.0,,,129.69000244140625,,0.1627,47.0,0.2171,74.0,0.3517,88.0,0.3281,85.0,0.3045,79.0,0.2664,73.0,0.2268,72.0,0.2125,56.0,0.2302,62.0,0.2478,66.0
AFK,,,,18.09000015258789,,0.1485,,0.2734,,0.2488,,,,,,0.2598,,0.2284,,0.2488,,,,,
AFL,86.0,,,105.52999877929688,,0.3086,82.0,0.213,71.0,0.1952,47.0,0.1823,37.0,0.1694,25.0,0.2675,71.0,0.2263,71.0,0.2283,60.0,0.2344,57.0,0.2405,48.0
AFMD,169.0,,,0.9599999785423279,,0.7732,71.0,1.022,88.0,,,,,,,0.975,80.0,0.9405,86.0,,,,,,
AFRM,85.0,,,52.34000015258789,,0.4135,7.0,0.5277,16.0,1.1933,86.0,1.2011,87.0,1.2089,88.0,0.8939,49.0,0.7275,50.0,0.7397,35.0,0.7509,37.0,0.7621,38.0
AFYA,50.0,,,19.1200008392334,,0.2429,17.0,0.2677,11.0,0.3952,5.0,,,,,0.3626,30.0,0.3027,11.0,0.3916,8.0,,,,
AG,71.0,,,5.909999847412109,,0.4221,32.0,0.3817,30.0,0.6208,71.0,0.6083,69.0,0.5959,66.0,0.6223,61.0,0.5213,64.0,0.5887,47.0,0.5904,48.0,0.5921,48.0
AGCO,85.0,,,95.18000030517578,,0.6244,96.0,0.4122,91.0,0.4514,91.0,0.4204,86.0,0.3895,78.0,0.4835,91.0,0.4026,91.0,0.3515,70.0,0.357,67.0,0.3624,61.0
AGEN,52.0,,,3.109999895095825,,1.0979,90.0,1.1835,94.0,1.2978,88.0,1.288,90.0,1.2781,90.0,1.0571,89.0,1.037,92.0,1.9156,95.0,1.5968,93.0,1.2781,89.0
AGG,,,,97.94999694824219,,0.06,85.0,0.0452,86.0,0.0708,89.0,0.072,87.0,0.0732,78.0,0.0573,80.0,0.0449,83.0,0.0408,56.0,0.0719,87.0,0.103,91.0
AGGY,,,,42.97999954223633,,0.0482,,0.0452,,,,,,,,0.0656,,0.0469,,,,,,,
AGI,72.0,,,24.719999313354492,,0.6748,86.0,0.397,57.0,0.3952,22.0,0.386,18.0,0.3768,17.0,0.4126,33.0,0.3373,28.0,0.3767,13.0,0.3771,8.0,0.3775,6.0
AGIO,78.0,,,30.100000381469727,,0.3036,19.0,0.6118,77.0,0.5902,48.0,0.6063,51.0,0.6225,57.0,0.6502,71.0,0.5954,73.0,0.731,90.0,0.725,89.0,0.7189,87.0
AGL,66.0,,,4.159999847412109,,0.957,93.0,0.8685,93.0,0.9327,87.0,0.8772,82.0,0.8216,81.0,1.1893,100.0,0.9576,100.0,0.6848,77.0,0.739,82.0,0.7932,86.0
AGM,70.0,,,178.6199951171875,,0.1103,4.0,0.2445,37.0,0.4192,70.0,0.388,62.0,0.3568,48.0,0.3193,45.0,0.2739,36.0,0.2986,34.0,0.3238,43.0,0.349,49.0
AGNC,95.0,,,8.789999961853027,,0.2592,79.0,0.2107,73.0,0.2274,70.0,0.2293,67.0,0.2312,60.0,0.2487,69.0,0.2491,75.0,0.1701,45.0,0.3356,84.0,0.5012,94.0
AGNG,,,,31.649999618530273,,0.1593,,0.1509,,0.1605,,,,,,0.178,,0.1503,,0.1605,,,,,
AGO,64.0,,,90.18000030517578,,0.1479,20.0,0.2115,42.0,0.4021,66.0,0.4254,68.0,0.4487,71.0,0.295,54.0,0.234,44.0,0.2984,47.0,0.3135,48.0,0.3286,48.0
AGQ,,,,38.150001525878906,,0.5396,63.0,0.3344,54.0,0.5635,60.0,0.6376,74.0,0.7117,85.0,0.6088,66.0,0.3444,47.0,0.5536,47.0,0.5836,47.0,0.6136,47.0
AGRO,50.0,,,8.819999694824219,,1.0049,100.0,0.6121,98.0,,,,,,,0.3926,73.0,0.3057,40.0,,,,,,
AGS,57.0,,,12.130000114440918,,0.0278,4.0,0.0366,4.0,,,,,,,0.0559,6.0,0.0608,5.0,,,,,,
AGX,148.0,,,163.77000427246094,,0.3593,72.0,0.4783,91.0,0.5995,89.0,0.61,91.0,0.6206,89.0,0.7636,100.0,0.6548,100.0,0.6239,98.0,0.6344,99.0,0.645,98.0
AGYS,101.0,,,75.69000244140625,,0.2897,36.0,0.3981,55.0,0.8807,97.0,0.8566,96.0,0.8326,95.0,0.5674,79.0,0.4326,55.0,0.5779,88.0,0.5718,88.0,0.5657,87.0
AGZ,,,,109.22000122070312,,0.0424,,0.0249,,,,,,0.1036,,0.0362,,0.0326,,,,,,0.1036,
AHCO,66.0,,,8.779999732971191,,0.4261,49.0,0.594,79.0,1.0032,98.0,0.9859,100.0,0.9686,99.0,0.6018,51.0,0.5149,44.0,0.481,16.0,0.4886,13.0,0.4961,16.0
AHH,72.0,,,6.920000076293945,,0.1836,41.0,0.2706,76.0,0.3381,61.0,,,,,0.3278,89.0,0.3016,87.0,0.3381,70.0,,,,
AHR,64.0,,,32.54999923706055,,0.1858,28.0,0.2751,94.0,0.4138,,0.4516,,0.4895,,0.3178,62.0,0.341,100.0,0.315,,0.3367,,0.3584,
AI,65.0,,,22.479999542236328,,0.5251,75.0,0.446,69.0,0.598,60.0,0.5639,56.0,0.5298,57.0,0.726,81.0,0.6654,82.0,0.6659,70.0,0.6831,63.0,0.7003,72.0
AIA,,,,73.54000091552734,,0.1388,20.0,0.0975,46.0,0.2703,77.0,0.2859,70.0,0.3015,64.0,0.2931,80.0,0.1659,89.0,0.205,86.0,0.2311,65.0,0.2573,43.0
AIBU,,,,29.989999771118164,,0.5506,,0.5012,,0.6808,,0.6225,,0.5642,,0.7522,,0.5064,,0.613,,0.612,,0.6111,
AIEQ,,,,38.279998779296875,,0.2171,,0.1588,,0.2762,,0.2758,,0.2753,,0.3036,,0.2133,,0.2556,,0.265,,0.2745,
AIFU,,,,0.14000000059604645,,1.5098,,1.7706,,,,,,,,1.3347,,1.3713,,,,,,,
AIG,80.0,,,83.66000366210938,,0.1432,26.0,0.1636,33.0,0.359,75.0,0.3603,75.0,0.3616,74.0,0.2571,48.0,0.2425,60.0,0.2272,35.0,0.2672,49.0,0.3073,57.0
AIN,65.0,,,63.439998626708984,,0.4553,87.0,0.6057,98.0,0.3206,41.0,0.353,48.0,0.3853,60.0,0.3941,76.0,0.3516,79.0,0.2642,32.0,0.302,48.0,0.3399,63.0
AIOT,81.0,,,5.150000095367432,,0.5208,,0.4875,,0.8885,,0.8256,,0.7628,,0.8444,,0.746,,0.7114,,0.7016,,0.6918,
AIP,73.0,,,6.71999979019165,,0.5395,,0.5552,,0.5791,,,,,,0.7325,,0.6505,,0.5791,,,,,
AIPI,,,,40.900001525878906,,0.189,,0.1699,,0.2932,,0.3372,,0.3812,,0.3169,,0.2434,,0.058,,0.3588,,0.6595,
AIQ,,,,38.15999984741211,,0.2099,44.0,0.2088,63.0,0.2806,66.0,0.2796,,0.2787,,0.3222,66.0,0.2372,71.0,0.283,69.0,0.2904,,0.2979,
AIR,115.0,,,56.7599983215332,,0.1892,15.0,0.2573,34.0,0.2343,2.0,0.2702,6.0,0.3062,19.0,0.4689,76.0,0.3599,65.0,0.3178,28.0,0.35,43.0,0.3822,56.0
AIRG,269.0,,,4.03000020980835,,0.6569,78.0,0.7778,90.0,0.6426,53.0,0.7012,73.0,0.7599,84.0,0.7149,83.0,0.7088,87.0,0.6426,67.0,0.7012,85.0,0.7599,91.0
AIRJ,,,,5.199999809265137,,0.7828,,0.872,,,,,,,,0.898,,0.9924,,,,,,,
AIRR,,,,73.05000305175781,,0.2135,,0.2522,,0.2684,,0.2769,,0.2854,,0.3259,,0.2599,,0.2624,,0.2747,,0.287,
AIRS,49.0,,,3.0199999809265137,,0.5874,,1.0342,,1.1249,,1.2277,,1.3305,,1.0008,,1.0401,,1.1249,,1.0376,,0.9504,
AISP,63.0,,,3.9200000762939453,,0.6202,,0.6268,,1.0287,,2.2626,,3.4966,,1.3349,,1.3287,,0.5798,,1.8524,,3.1251,
AIT,93.0,,,227.4499969482422,,0.5363,93.0,0.4046,92.0,0.3315,67.0,0.3305,65.0,0.3295,62.0,0.4217,89.0,0.3246,85.0,0.3335,75.0,0.3296,72.0,0.3258,67.0
AIV,67.0,,,8.25,,0.1427,24.0,0.2418,64.0,0.3408,63.0,0.3762,66.0,0.4117,72.0,0.2828,64.0,0.2855,69.0,0.3377,66.0,0.3388,62.0,0.34,61.0
AIVC,,,,44.6879997253418,,0.2777,,0.1357,,0.2992,,0.3024,,0.3057,,0.4049,,0.209,,0.2952,,0.3078,,0.3204,
AIVI,,,,46.529998779296875,,0.0856,,0.0501,,,,,,0.1912,,0.1846,,0.0864,,,,,,0.2049,
AIVL,,,,107.62000274658203,,0.0758,,0.1076,,0.1552,,0.1601,,0.165,,0.1916,,0.1196,,0.1341,,0.1542,,0.1742,
AIYY,,,,4.849999904632568,,0.3514,,0.2566,,0.2377,,0.7898,,1.3418,,0.6507,,0.5196,,0.2377,,0.7898,,1.3418,
AIZ,80.0,,,197.02000427246094,,0.1597,35.0,0.1917,56.0,0.3239,83.0,0.3156,81.0,0.3072,78.0,0.2858,72.0,0.2487,75.0,0.261,70.0,0.2799,75.0,0.2988,78.0
AJG,92.0,,,331.0799865722656,,0.2285,77.0,0.2386,84.0,0.3135,91.0,0.307,90.0,0.3005,87.0,0.2499,77.0,0.2328,80.0,0.2529,83.0,0.253,82.0,0.2531,78.0
