symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,70.0,,,105.23999786376953,,0.2454,53.0,0.2713,71.0,0.3261,65.0,0.3462,70.0,0.3663,75.0,0.3182,70.0,0.3016,80.0,0.3034,60.0,0.3251,66.0,0.3468,71.0
AA,105.0,,,24.850000381469727,,0.3404,48.0,0.295,45.0,0.5658,85.0,0.5614,84.0,0.557,84.0,0.5685,82.0,0.4814,84.0,0.4934,80.0,0.5228,84.0,0.5522,86.0
AAAU,,,,33.81999969482422,,0.3045,,0.1151,,0.2211,,0.3086,,0.396,,0.1915,,0.0956,,0.1824,,0.196,,0.2097,
AAL,104.0,,,10.430000305175781,,0.3237,41.0,0.369,68.0,0.5428,82.0,0.5421,82.0,0.5415,83.0,0.616,91.0,0.4658,83.0,0.5063,81.0,0.5154,82.0,0.5244,82.0
AAMI,90.0,,,28.940000534057617,,0.3358,,0.3907,,0.3391,,0.3923,,0.4456,,0.0,,0.0,,0.3424,,0.394,,0.4456,
AAOI,70.0,,,13.9399995803833,,0.9775,81.0,0.6995,68.0,1.7537,98.0,1.7474,99.0,1.7411,98.0,1.5237,99.0,1.1912,98.0,0.9375,84.0,0.9949,88.0,1.0523,91.0
AAON,69.0,,,97.44000244140625,,0.376,78.0,0.3935,87.0,0.5407,94.0,0.4908,90.0,0.4408,84.0,0.6688,99.0,0.4807,97.0,0.4975,99.0,0.5038,100.0,0.5101,100.0
AAP,70.0,,,31.450000762939453,,0.3718,81.0,0.3568,86.0,0.6576,97.0,0.6438,97.0,0.6301,97.0,0.582,94.0,0.5149,98.0,0.5341,97.0,0.5844,98.0,0.6347,99.0
AAPB,,,,19.25,,0.6046,,0.4481,,0.7464,,0.6926,,0.6387,,0.7698,,0.5852,,0.6328,,0.617,,0.6013,
AAPD,,,,18.25,,0.2854,,0.2194,,0.3432,,0.4326,,0.5221,,0.3987,,0.3077,,0.193,,0.2748,,0.3566,
AAPL,97.0,,,198.50999450683594,,0.302,63.0,0.2351,54.0,0.3422,65.0,0.345,65.0,0.3479,65.0,0.3896,80.0,0.3096,69.0,0.3015,38.0,0.2999,38.0,0.2983,37.0
AAPU,,,,21.09000015258789,,0.6059,,0.4602,,0.6646,,0.7428,,0.8209,,0.7677,,0.6023,,0.5659,,0.6103,,0.6547,
AAPW,,,,36.400001525878906,,0.3882,,0.2216,,,,,,0.4316,,0.0,,0.0,,,,,,0.6425,
AAPX,,,,18.200000762939453,,0.5922,,0.4341,,0.9073,,0.7607,,0.614,,0.803,,0.5775,,0.4038,,0.838,,1.2722,
AAPY,,,,21.204099655151367,,0.2079,,0.1466,,0.1481,,0.2992,,0.4504,,0.3345,,0.1961,,0.1481,,0.2992,,0.4504,
AAT,92.0,,,18.90999984741211,,0.2426,65.0,0.2864,82.0,0.6052,95.0,0.473,89.0,0.3407,69.0,0.3,79.0,0.2804,83.0,0.6052,100.0,0.473,97.0,0.3407,75.0
AAXJ,,,,76.69999694824219,,0.1917,68.0,0.062,14.0,0.1904,63.0,0.1933,63.0,0.1962,61.0,0.2312,83.0,0.1345,88.0,0.1958,70.0,0.2047,64.0,0.2136,52.0
AB,90.0,,,40.16999816894531,,0.3506,74.0,0.2684,55.0,0.2716,52.0,0.2456,26.0,0.2197,12.0,0.3608,77.0,0.3062,65.0,0.2037,31.0,0.2642,39.0,0.3248,52.0
ABAT,174.0,,,1.409999966621399,,2.0672,97.0,1.7897,97.0,1.1967,,1.193,,1.1893,,1.4988,91.0,1.391,100.0,1.0242,,1.1067,,1.1893,
ABBV,96.0,,,187.14999389648438,,0.4242,94.0,0.2941,88.0,0.3446,94.0,0.3442,93.0,0.3437,91.0,0.3393,88.0,0.2752,83.0,0.2333,57.0,0.2878,88.0,0.3423,83.0
ABCB,97.0,,,59.650001525878906,,0.2748,59.0,0.2968,66.0,0.3351,56.0,0.323,47.0,0.311,47.0,0.383,88.0,0.2928,63.0,0.3484,73.0,0.3297,59.0,0.311,51.0
ABCL,69.0,,,2.0299999713897705,,0.6827,71.0,0.6858,77.0,1.0559,92.0,1.0078,,0.9597,,0.7485,91.0,0.6843,78.0,0.9785,81.0,0.8763,,0.7741,
ABEO,48.0,,,5.755000114440918,,1.5994,97.0,1.4015,97.0,1.1899,63.0,1.1764,59.0,1.163,60.0,0.5998,10.0,0.6314,11.0,0.9435,48.0,1.0532,55.0,1.163,71.0
ABEV,70.0,,,2.490000009536743,,0.2064,27.0,0.2417,54.0,,,,,0.3441,27.0,0.3292,62.0,0.2707,64.0,,,,,0.4824,71.0
ABFL,,,,65.76000213623047,,0.1248,,0.118,,0.2244,,0.2152,,0.2061,,0.0,,0.0,,0.2004,,0.2104,,0.2204,
ABG,97.0,,,220.27000427246094,,0.277,36.0,0.3922,70.0,0.3745,54.0,0.3786,55.0,0.3827,57.0,0.3999,59.0,0.3597,59.0,0.398,61.0,0.4034,62.0,0.4089,64.0
ABL,181.0,,,8.199999809265137,,0.0771,,0.3173,,0.4981,,0.5172,,0.5364,,0.4826,,0.5244,,0.4981,,0.5172,,0.5364,
ABM,56.0,,,49.790000915527344,,0.0791,3.0,0.1987,38.0,0.3711,72.0,0.4294,82.0,0.4876,87.0,0.3386,71.0,0.3063,74.0,0.3153,67.0,0.333,67.0,0.3506,71.0
ABNB,83.0,,,121.66999816894531,,0.308,32.0,0.3246,43.0,0.3976,43.0,0.4042,45.0,0.4107,47.0,0.4768,63.0,0.356,53.0,0.4098,31.0,0.414,23.0,0.4181,21.0
ABNY,,,,11.522000312805176,,0.4067,,0.3025,,,,,,,,0.3837,,0.2578,,,,,,,
ABOS,176.0,,,1.0,,0.7442,,0.8659,,,,,,,,0.7749,,0.8291,,,,,,,
ABR,75.0,,,10.319999694824219,,0.4294,87.0,0.4831,94.0,0.3605,72.0,0.5018,84.0,0.6431,90.0,0.366,77.0,0.3747,91.0,0.1772,39.0,0.4202,74.0,0.6632,87.0
ABSI,50.0,,,2.6500000953674316,,0.6044,,0.585,,0.9598,,1.0216,,1.0833,,1.1265,,1.0204,,3.8335,,2.4514,,1.0694,
ABT,105.0,,,133.05999755859375,,0.0849,8.0,0.2275,80.0,0.2347,74.0,0.2348,73.0,0.2348,72.0,0.2177,66.0,0.2233,82.0,0.2167,54.0,0.2449,67.0,0.2731,76.0
ABUS,182.0,,,3.319999933242798,,0.5095,49.0,0.5035,35.0,2.1266,98.0,1.882,97.0,1.6374,95.0,0.4685,26.0,0.4937,20.0,3.1315,100.0,1.9932,98.0,0.8548,46.0
ACA,69.0,,,85.97000122070312,,0.2099,24.0,0.2699,45.0,0.6871,98.0,0.6398,98.0,0.5926,95.0,0.3713,63.0,0.327,59.0,0.3646,63.0,0.3688,68.0,0.373,68.0
ACAD,70.0,,,14.539999961853027,,0.3424,25.0,0.3732,25.0,0.9776,83.0,0.8123,70.0,0.647,47.0,0.4604,12.0,0.4297,19.0,0.5839,32.0,0.5726,27.0,0.5612,24.0
ACB,91.0,,,4.610000133514404,,0.3339,10.0,0.5309,28.0,0.8397,38.0,0.833,34.0,0.8263,31.0,0.8311,47.0,0.659,40.0,0.5936,14.0,0.7209,14.0,0.8482,23.0
ACCO,76.0,,,3.569999933242798,,0.5506,90.0,0.4477,89.0,,,,,,,0.4941,90.0,0.3949,84.0,,,,,,
ACDC,62.0,,,4.559999942779541,,1.1084,,0.7823,,1.1036,,1.0734,,1.0433,,0.9422,,0.7942,,0.7676,,0.8061,,0.8447,
ACEL,189.0,,,11.260000228881836,,0.5887,91.0,0.3956,76.0,0.4667,43.0,,,,,0.3389,31.0,0.3157,39.0,0.3639,20.0,,,,
ACES,,,,22.649999618530273,,0.2498,21.0,0.1603,3.0,0.5631,94.0,0.4656,81.0,0.3682,41.0,0.3383,32.0,0.2765,50.0,0.2638,11.0,0.2881,10.0,0.3124,14.0
ACET,62.0,,,0.6028000116348267,,0.9962,92.0,0.7893,86.0,,,,,,,0.8587,80.0,0.8459,91.0,,,,,,
ACGL,86.0,,,93.0,,0.2559,80.0,0.2698,86.0,0.2636,75.0,0.2532,70.0,0.2427,64.0,0.2833,87.0,0.2368,82.0,0.2738,82.0,0.2761,83.0,0.2784,82.0
ACHC,69.0,,,23.799999237060547,,0.4551,84.0,0.515,92.0,1.4711,100.0,1.2454,100.0,1.0196,100.0,0.5986,95.0,0.4616,87.0,0.7104,100.0,0.7037,100.0,0.697,100.0
ACHR,69.0,,,8.529999732971191,,0.9625,,0.6598,,1.063,,1.0615,,1.06,,1.1884,,1.0662,,0.7954,,0.805,,0.8146,
ACHV,57.0,,,2.4749999046325684,,0.8166,,0.7693,,,,,,,,0.6915,,0.7072,,,,,,,
ACI,119.0,,,21.93000030517578,,0.1411,10.0,0.1666,9.0,0.2314,6.0,0.2454,4.0,0.2594,5.0,0.2937,15.0,0.2803,20.0,0.2498,8.0,0.2821,5.0,0.3144,6.0
