symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ACIC,27.0,,,11.479999542236328,553893905.9135437,0.1119,19.0,0.279,26.0,0.4201,18.0,0.3762,1.0,0.5506,43.0,0.4462,32.0,0.5024,21.0,0.5476,8.0
ACIU,13.0,,,1.9800000190734863,198811801.91516876,0.4493,35.0,0.6168,51.0,,,,,0.509,2.0,0.5683,3.0,,,,
ACIW,27.0,,,55.2599983215332,5820867183.1970215,0.2336,39.0,0.199,16.0,0.3194,40.0,0.2993,30.0,0.3379,57.0,0.2851,43.0,0.3311,55.0,0.3368,55.0
ACLS,44.0,,,56.150001525878906,1805452764.063263,0.2852,16.0,0.2734,6.0,0.4557,28.0,0.4404,22.0,0.438,22.0,0.4022,18.0,0.5069,50.0,0.5034,44.0
ACLX,27.0,,,72.16000366210938,3964759241.2109375,0.4637,44.0,0.3812,8.0,0.5011,12.0,0.4703,8.0,0.5231,43.0,0.524,39.0,0.5933,9.0,0.6154,17.0
ACM,51.0,,,94.76000213623047,12714328526.626587,0.1817,27.0,0.1882,25.0,0.2557,24.0,0.2607,25.0,0.2257,14.0,0.2227,26.0,0.2797,28.0,0.2686,19.0
ACMR,28.0,,,28.55500030517578,1751218203.2157898,0.5483,53.0,0.426,40.0,0.5556,47.0,0.5463,46.0,0.7742,61.0,0.5632,64.0,0.6273,49.0,0.638,49.0
ACN,6.0,,,308.8999938964844,193515338633.95508,0.5145,95.0,0.2708,81.0,0.2138,43.0,0.2075,37.0,0.2712,71.0,0.2039,57.0,0.2709,70.0,0.2606,35.0
ACNB,62.0,,,41.349998474121094,435940628.91311646,0.2029,,0.2134,,0.2919,,0.2889,,0.3876,,0.3265,,0.2919,,0.2889,
ACNT,322.0,,,12.800000190734863,129004801.92232132,0.2817,39.0,0.3879,48.0,,,,,0.2899,1.0,0.3416,1.0,,,,
ACR,21.0,,,21.899999618530273,163289682.1557045,0.4613,82.0,0.3628,72.0,0.3395,16.0,,,0.2992,20.0,0.2947,24.0,0.3395,16.0,,
ACRE,42.0,,,4.760000228881836,261119332.55577087,0.207,59.0,0.2574,71.0,0.5034,87.0,,,0.3808,85.0,0.3201,85.0,0.5034,92.0,,
ACRS,27.0,,,1.6699999570846558,183851965.27540684,0.429,31.0,0.6326,52.0,,,,,1.1578,80.0,0.9381,79.0,,,,
ACT,50.0,,,34.40999984741211,5266588116.645813,0.1534,25.0,0.1675,25.0,0.2299,23.0,,,0.1925,24.0,0.1819,17.0,0.2885,43.0,,
ACTG,13.0,,,3.359999895095825,322848949.92017746,0.1691,5.0,0.2597,8.0,0.459,16.0,,,0.3641,17.0,0.3293,10.0,0.45,14.0,,
ACVA,35.0,,,16.360000610351562,2914190417.8413086,0.6286,75.0,0.5067,57.0,0.6676,62.0,0.5523,35.0,0.4646,30.0,0.4283,52.0,0.5562,37.0,0.5837,43.0
ACWI,,,,119.7699966430664,,0.1289,50.0,0.0971,53.0,0.1748,79.0,0.1358,46.0,0.128,39.0,0.0998,48.0,0.1223,42.0,0.1886,50.0
ACWX,,,,56.9900016784668,,0.1135,34.0,0.0742,36.0,0.1567,67.0,0.1553,51.0,0.134,33.0,0.0865,39.0,0.1329,50.0,0.1731,38.0
ACXP,9.0,,,0.4259999990463257,9390104.978978634,1.0211,80.0,0.831,57.0,,,,,1.186,86.0,0.9958,82.0,,,,
ADAP,133.0,,,0.25,64308000.0,2.8128,100.0,2.0316,100.0,,,,,0.961,84.0,0.9003,70.0,,,,
ADBE,14.0,,,403.6400146484375,175541828221.4414,0.2488,48.0,0.2461,55.0,0.2397,26.0,0.2361,24.0,0.3894,78.0,0.2397,44.0,0.3441,66.0,0.3495,64.0
ADC,43.0,,,75.12999725341797,8083687184.47876,0.1129,19.0,0.1362,14.0,0.1719,17.0,0.2073,28.0,0.1768,33.0,0.18,32.0,0.2161,57.0,0.1826,8.0
ADCT,139.0,,,1.6200000047683716,156637152.46105194,0.5804,57.0,0.621,63.0,,,,,1.2575,96.0,0.9966,94.0,,,,
ADEA,36.0,,,14.229999542236328,1529853020.7862854,0.2864,39.0,0.2329,13.0,,,,,0.5457,98.0,0.3738,62.0,,,,
ADI,35.0,,,213.5800018310547,105930554988.15918,0.304,63.0,0.1954,31.0,0.2937,54.0,0.2816,47.0,0.3181,64.0,0.2629,62.0,0.2708,48.0,0.3297,59.0
ADM,50.0,,,46.04999923706055,22291792267.477783,0.1689,31.0,0.2178,57.0,0.2396,47.0,0.2288,37.0,0.2717,66.0,0.2435,70.0,0.1929,16.0,0.3362,83.0
ADMA,23.0,,,20.219999313354492,4804575298.602722,0.6898,75.0,0.4948,41.0,0.4613,3.0,0.4531,2.0,0.6282,48.0,0.5525,32.0,0.5573,9.0,0.5577,8.0
ADNT,57.0,,,14.59000015258789,1224578164.1671143,0.2984,27.0,0.4889,71.0,0.3417,25.0,0.7032,85.0,0.4174,43.0,0.4165,51.0,0.4359,40.0,0.4946,48.0
ADP,56.0,,,299.3800048828125,121809044361.71484,0.1436,40.0,0.137,36.0,0.1715,43.0,0.1593,27.0,0.1642,33.0,0.1553,37.0,0.1785,28.0,0.243,57.0
ADPT,43.0,,,8.420000076293945,1286719084.2990112,0.5966,44.0,0.7727,76.0,0.8591,55.0,0.8781,61.0,0.8461,78.0,0.8407,100.0,0.7538,59.0,0.8347,73.0
ADSE,,,,14.489999771118164,780667574.6686935,0.2644,,0.4961,,,,1.1311,,0.3577,,0.5421,,,,1.0013,
ADSK,27.0,,,273.0799865722656,58166037139.89258,0.2183,28.0,0.2304,32.0,0.2626,18.0,0.2586,16.0,0.2734,16.0,0.2189,6.0,0.3226,11.0,0.3296,13.0
ADT,27.0,,,8.210000038146973,7031889465.632996,0.3489,61.0,0.2841,45.0,0.3623,40.0,0.273,18.0,0.3748,36.0,0.2619,27.0,0.3014,30.0,0.346,34.0
ADTN,139.0,,,9.460000038146973,755475603.0464172,0.2128,22.0,0.3468,57.0,0.4944,75.0,0.4797,69.0,0.535,85.0,0.5057,95.0,0.5615,96.0,0.5693,94.0
ADUS,30.0,,,95.01000213623047,1726607267.8215027,0.3911,76.0,0.3047,51.0,0.3363,30.0,0.4679,81.0,0.3177,33.0,0.2819,16.0,0.2846,11.0,0.2892,11.0
ADV,19.0,,,1.559999942779541,530325100.5477905,1.1759,98.0,0.8892,92.0,,,,,0.6496,83.0,0.6546,86.0,,,,
ADVM,142.0,,,4.929999828338623,112333497.08857536,1.1695,93.0,1.0594,90.0,0.9397,47.0,0.9786,57.0,0.7075,50.0,0.7411,48.0,1.0284,69.0,0.937,57.0
AEE,41.0,,,97.18000030517578,26669398246.310303,0.1687,60.0,0.1577,54.0,0.1747,46.0,0.1778,34.0,0.1888,61.0,0.1733,55.0,0.1693,46.0,0.217,60.0
AEG,776.0,,,6.739999771118164,10910913505.959229,0.2214,34.0,0.1448,37.0,,,,,0.2911,47.0,0.1547,38.0,,,,
AEHR,72.0,,,9.029999732971191,268297546.06609344,0.4611,9.0,0.4482,3.0,1.0626,79.0,1.0693,81.0,0.9422,51.0,0.7295,40.0,0.7147,3.0,0.8196,16.0
AEIS,42.0,,,108.11000061035156,4096093325.125122,0.1923,9.0,0.2758,22.0,0.3239,12.0,0.3783,27.0,0.4099,41.0,0.3489,37.0,0.3771,26.0,0.3849,28.0
AEM,41.0,,,105.44999694824219,52959728480.12793,0.1455,3.0,0.1726,2.0,0.3031,17.0,0.3033,16.0,0.315,26.0,0.245,14.0,0.3469,24.0,0.3341,13.0
AEO,14.0,,,12.239999771118164,2111571320.514679,0.6582,89.0,0.4795,84.0,0.4499,63.0,0.4657,65.0,0.4659,75.0,0.3748,67.0,0.5157,89.0,0.4665,60.0
AEP,41.0,,,102.5,55599995040.0,0.1216,28.0,0.1345,31.0,0.1896,64.0,0.1926,57.0,0.199,69.0,0.1778,60.0,0.1452,26.0,0.2643,74.0
AER,28.0,,,102.94000244140625,19227443299.533203,0.2122,35.0,0.1553,10.0,0.2433,23.0,0.2397,21.0,0.2163,21.0,0.2237,28.0,0.288,33.0,0.32,43.0
AES,26.0,,,12.65999984741211,9169283409.484863,0.4173,79.0,0.3534,77.0,0.3601,71.0,0.3699,71.0,0.4311,84.0,0.3678,84.0,0.4178,81.0,0.3871,68.0
AESI,30.0,,,18.540000915527344,3072133920.025635,0.2037,,0.2734,,0.3929,,0.3811,,0.4261,,0.3955,,0.3163,,0.4913,
AETH,,,,31.14699935913086,,0.0359,,0.0312,,0.5275,,0.5822,,0.5566,,0.2486,,0.6217,,0.6195,
AEVA,7.0,,,5.190000057220459,283964106.130743,1.8048,100.0,1.4181,98.0,0.5833,2.0,0.8693,50.0,0.8915,55.0,0.7869,40.0,0.8004,52.0,0.8666,59.0
AEYE,14.0,,,11.75,145846875.0,1.1652,89.0,0.8424,63.0,0.8246,20.0,0.778,8.0,0.906,74.0,0.7818,35.0,0.9882,80.0,1.0688,55.0
AFCG,13.0,,,6.289999961853027,142128839.138031,0.3691,76.0,0.4289,95.0,0.3081,34.0,,,0.4323,85.0,0.3617,99.0,0.3081,52.0,,
AFG,50.0,,,128.05999755859375,10754747008.725586,0.1779,53.0,0.1643,53.0,0.188,37.0,0.2529,64.0,0.2249,62.0,0.1896,61.0,0.1718,26.0,0.2191,54.0
AFK,,,,17.860000610351562,,0.185,48.0,0.1458,25.0,,,,,0.2014,44.0,0.1871,49.0,,,,
AFL,49.0,,,109.7300033569336,59892279148.74463,0.1339,31.0,0.1791,55.0,0.2339,63.0,0.1596,20.0,0.2066,51.0,0.1749,46.0,0.1796,31.0,0.255,55.0
AFMD,132.0,,,0.8820000290870667,14458009.076803923,0.2492,2.0,0.5658,25.0,,,,,0.815,57.0,0.8074,59.0,,,,
AFRM,48.0,,,50.93000030517578,16302539900.24585,0.992,67.0,0.7679,54.0,0.6799,24.0,0.6747,22.0,0.8068,33.0,0.6471,31.0,0.7093,25.0,0.7236,25.0
AFYA,13.0,,,18.06999969482422,1610367726.083252,0.0986,1.0,0.2252,2.0,0.4543,14.0,0.3427,2.0,0.3462,22.0,0.2819,8.0,0.4543,22.0,0.3427,2.0
AG,34.0,,,6.889999866485596,3335379925.127014,0.4602,39.0,0.4336,47.0,0.5399,48.0,0.5503,53.0,0.5927,50.0,0.4826,51.0,0.5625,32.0,0.5537,21.0
AGCO,48.0,,,95.01000213623047,7086035979.324341,0.1964,26.0,0.2308,43.0,0.3253,60.0,0.3416,64.0,0.369,74.0,0.322,75.0,0.305,54.0,0.357,59.0
AGEN,15.0,,,1.6699999570846558,42265694.913864136,0.4269,28.0,0.7224,67.0,,,1.5012,94.0,0.8817,82.0,0.8535,83.0,,,1.3948,92.0
AGG,,,,98.44999694824219,,0.0346,48.0,0.0347,71.0,,,0.1401,98.0,0.0516,77.0,0.0363,74.0,,,0.0815,78.0
AGGY,,,,43.43000030517578,,0.0506,40.0,0.0364,61.0,,,,,0.053,19.0,0.0359,44.0,,,,
AGI,35.0,,,26.200000762939453,11015057139.956543,0.2343,10.0,0.2617,12.0,0.3395,9.0,0.3319,6.0,0.3316,9.0,0.2812,3.0,0.3702,10.0,0.3857,9.0
AGIO,41.0,,,30.760000228881836,1851238321.7748642,0.5933,69.0,0.4229,39.0,0.4631,17.0,0.5834,47.0,0.6259,63.0,0.5524,64.0,0.7131,88.0,0.7109,86.0
AGL,29.0,,,4.480000019073486,1847117483.7040558,0.8212,88.0,0.6147,76.0,1.3018,99.0,0.6527,65.0,1.0809,97.0,0.9009,100.0,0.705,80.0,0.8242,90.0
AGM,33.0,,,193.80999755859375,2042253468.2739258,0.1725,16.0,0.152,4.0,0.2475,13.0,0.2206,2.0,0.2826,24.0,0.2209,3.0,0.2571,9.0,0.3009,19.0
AGNC,58.0,,,9.930000305175781,9273647303.884277,0.1586,48.0,0.1579,53.0,0.2024,63.0,0.1895,43.0,0.1765,50.0,0.1673,51.0,0.2227,59.0,0.1869,16.0
AGNG,,,,31.540000915527344,,0.1167,43.0,0.0813,53.0,0.1544,,,,0.1239,46.0,0.1053,50.0,0.1544,,,
AGO,27.0,,,87.9800033569336,4393615791.641235,0.2417,47.0,0.2088,41.0,0.2161,22.0,0.217,19.0,0.2608,45.0,0.1963,26.0,0.2732,38.0,0.2883,34.0
AGQ,,,,44.63999938964844,,0.3935,36.0,0.237,21.0,0.5355,52.0,0.5399,52.0,0.5379,54.0,0.3398,46.0,0.5803,54.0,0.6338,53.0
AGRO,13.0,,,11.039999961853027,1104596156.1832428,0.204,25.0,0.2362,23.0,0.6818,94.0,,,0.2863,21.0,0.267,13.0,0.6241,93.0,,
AGS,20.0,,,12.140000343322754,500876990.1649475,0.032,4.0,0.0341,3.0,,,,,0.0489,3.0,0.0535,1.0,,,,
AGX,111.0,,,127.13999938964844,1754582847.5769043,0.5415,89.0,0.3557,75.0,0.6872,94.0,0.7023,93.0,0.6572,100.0,0.5816,100.0,0.605,97.0,0.6256,98.0
AGYS,64.0,,,77.83999633789062,2176717657.5927734,0.3665,53.0,0.3072,30.0,0.431,53.0,0.4711,63.0,0.5687,79.0,0.4199,52.0,0.5261,81.0,0.5089,76.0
AGZ,,,,109.05999755859375,,0.0211,18.0,0.0234,52.0,,,0.1001,,0.0315,37.0,0.029,71.0,,,0.1001,
AHCO,29.0,,,10.289999961853027,1387781507.175232,0.2562,10.0,0.3653,17.0,0.4744,13.0,0.3838,2.0,0.5598,26.0,0.4682,24.0,0.4501,8.0,0.4523,4.0
AHH,35.0,,,7.75,800427750.0,0.2659,71.0,0.312,84.0,,,0.4023,76.0,0.3018,83.0,0.2417,70.0,,,0.3573,70.0
AHR,27.0,,,30.309999465942383,4775794823.371216,0.2634,53.0,0.2552,94.0,0.316,,0.4256,,0.2889,57.0,0.3025,97.0,0.3659,,0.353,
AI,28.0,,,23.5,3118027000.0,0.2661,49.0,0.3812,63.0,0.5486,56.0,0.5394,57.0,0.6814,77.0,0.6133,80.0,0.6387,65.0,0.6759,67.0
AIA,,,,74.93000030517578,,0.202,49.0,0.0993,48.0,0.1066,2.0,0.2335,28.0,0.2518,68.0,0.1216,63.0,0.1714,46.0,0.232,9.0
AIBU,,,,32.143001556396484,,0.4906,,0.2794,,0.4981,,0.5243,,0.5193,,0.3474,,0.5078,,0.5538,
AIEQ,,,,38.380001068115234,,0.2087,50.0,0.1192,37.0,0.1956,34.0,0.2079,7.0,0.1837,43.0,0.1197,26.0,0.1813,34.0,0.2166,16.0
AIFU,,,,0.3199999928474426,18145727.594411373,1.477,,1.36,,,,,,1.3148,,1.2513,,,,,
AIG,43.0,,,83.91999816894531,49958667884.0293,0.1115,15.0,0.167,34.0,0.2888,62.0,0.2732,57.0,0.2085,32.0,0.2022,45.0,0.2447,44.0,0.3221,62.0
AIN,28.0,,,73.08000183105469,2258172056.57959,0.3223,68.0,0.2296,42.0,0.2764,27.0,,,0.3666,70.0,0.2892,65.0,0.2764,39.0,,
AIOT,44.0,,,6.199999809265137,821555774.725914,0.628,,0.4715,,0.7297,,0.7241,,0.7738,,0.6779,,0.7392,,0.7074,
AIP,36.0,,,8.020000457763672,328404582.7445984,0.2855,5.0,0.3176,1.0,0.698,42.0,0.5118,2.0,0.6543,18.0,0.5907,12.0,0.698,55.0,0.5118,2.0
AIPI,,,,44.20000076293945,,0.1822,,0.1582,,0.0589,,0.3756,,0.2206,,0.168,,0.0589,,0.671,
AIQ,,,,38.689998626708984,,0.2126,46.0,0.1511,38.0,0.2219,46.0,0.2222,30.0,0.2133,44.0,0.1553,46.0,0.2675,66.0,0.2468,36.0
AIR,78.0,,,69.62000274658203,2500374550.642395,0.2317,28.0,0.2241,21.0,0.3883,55.0,0.4329,67.0,0.3275,31.0,0.2729,24.0,0.2958,11.0,0.3075,11.0
AIRG,232.0,,,4.0,46929200.0,0.4157,49.0,0.7642,90.0,0.9437,92.0,0.7053,77.0,0.6606,82.0,0.6219,77.0,0.7421,88.0,0.6583,75.0
AIRR,,,,71.75,,0.2652,72.0,0.1755,57.0,0.2327,45.0,0.2028,7.0,0.2484,61.0,0.1872,61.0,0.225,43.0,0.2461,37.0
AIRS,12.0,,,2.640000104904175,154636686.1447096,1.2486,93.0,1.0873,89.0,0.8509,47.0,,,0.9609,86.0,0.9731,100.0,0.8509,72.0,,
AISP,26.0,,,4.75,150830550.0,1.114,,1.1939,,0.9046,,1.2488,,1.3248,,1.3256,,0.698,,1.4943,
AIT,56.0,,,237.41000366210938,9111154933.54187,0.3512,80.0,0.2174,50.0,0.2912,52.0,0.2811,42.0,0.3216,72.0,0.238,50.0,0.3015,60.0,0.3042,54.0
AIV,30.0,,,8.539999961853027,1212406714.5843506,0.141,23.0,0.1644,31.0,0.3363,62.0,0.3735,65.0,0.228,52.0,0.2334,61.0,0.3299,64.0,0.3325,60.0
AIVC,,,,47.01599884033203,,0.2077,,0.0612,,0.2314,,0.2465,,0.2805,,0.1756,,0.2851,,0.3161,
AIVI,,,,44.54999923706055,,0.1169,50.0,0.0351,25.0,,,0.1957,,0.1282,60.0,0.0499,39.0,,,0.1957,
AIVL,,,,110.68000030517578,,0.1137,44.0,0.0497,17.0,0.11,20.0,0.1216,7.0,0.1134,28.0,0.0647,22.0,0.1071,24.0,0.1412,10.0
AIYY,,,,5.260000228881836,,0.1531,,0.2285,,0.1786,,1.4572,,0.6123,,0.4696,,0.239,,1.9719,
AIZ,43.0,,,210.8300018310547,10708456370.002747,0.2309,65.0,0.2232,71.0,0.1601,6.0,0.2061,30.0,0.2298,55.0,0.2032,53.0,0.1923,17.0,0.2422,41.0
AJG,55.0,,,337.3599853515625,86004530505.61523,0.2016,69.0,0.1951,71.0,0.1891,43.0,0.1918,36.0,0.1992,64.0,0.1908,65.0,0.211,62.0,0.2276,64.0
AKAM,34.0,,,81.8499984741211,12441773372.855713,0.2446,41.0,0.2142,36.0,0.2538,27.0,0.3175,44.0,0.4883,73.0,0.2773,52.0,0.3568,49.0,0.3612,49.0
AKBA,13.0,,,1.9500000476837158,509400478.05646515,2.3457,99.0,1.0982,91.0,0.7635,32.0,,,0.8803,69.0,0.6305,34.0,0.7849,27.0,,
AKR,43.0,,,21.309999465942383,2750204601.076126,0.2522,66.0,0.1906,45.0,0.3779,61.0,0.7874,98.0,0.2289,51.0,0.222,54.0,0.3779,68.0,0.7874,99.0
AKRO,26.0,,,45.2400016784668,3602013276.6796875,0.2884,12.0,0.3641,4.0,0.5283,15.0,0.474,8.0,1.1018,71.0,0.5374,21.0,0.5068,2.0,0.5211,5.0
AKYA,9.0,,,1.5399999618530273,76717254.09965515,0.6862,55.0,0.8667,77.0,,,,,0.8546,84.0,0.8441,89.0,,,,
AL,41.0,,,48.90999984741211,5466132672.94693,0.3481,75.0,0.2722,64.0,0.364,69.0,0.3073,47.0,0.2971,57.0,0.2594,56.0,0.3423,68.0,0.3471,66.0
ALAB,44.0,,,72.19000244140625,11705824888.361328,0.4483,,0.5082,,0.6555,,0.6549,,0.9694,,0.7065,,0.7037,,0.7178,
ALB,42.0,,,77.66999816894531,9131894694.717407,0.4095,74.0,0.3074,65.0,0.483,87.0,0.4906,87.0,0.4938,80.0,0.4127,83.0,0.4453,84.0,0.5192,93.0
ALC,29.0,,,92.80000305175781,45900366309.44824,0.1445,25.0,0.106,18.0,0.2458,42.0,0.2501,43.0,0.2103,21.0,0.1489,59.0,0.2365,26.0,0.2284,15.0
