symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,63.0,,,107.45999908447266,,0.2676,59.0,0.2954,77.0,0.3631,75.0,0.373,77.0,0.3829,78.0,0.3244,71.0,0.3003,80.0,0.3148,65.0,0.3335,69.0,0.3522,73.0
AA,98.0,,,25.190000534057617,,0.4939,74.0,0.4064,73.0,0.5415,82.0,0.5339,81.0,0.5263,79.0,0.5645,82.0,0.4806,84.0,0.497,80.0,0.5252,84.0,0.5533,86.0
AAL,97.0,,,9.899999618530272,,0.38,56.0,0.425,78.0,0.5269,81.0,0.5258,81.0,0.5247,81.0,0.6165,91.0,0.4639,83.0,0.4932,79.0,0.5109,82.0,0.5286,83.0
AAMI,83.0,,,26.690000534057617,,0.4123,,0.3468,,0.3383,,,,,,0.3719,,0.3529,,0.2654,,,,,
AAOI,63.0,,,12.81999969482422,,0.9336,79.0,0.8111,80.0,1.7702,98.0,1.7819,99.0,1.7936,99.0,1.5176,98.0,1.1909,98.0,0.9646,86.0,1.0217,90.0,1.0788,93.0
AAON,62.0,,,89.11000061035156,,0.5187,93.0,0.4091,90.0,0.551,95.0,0.5812,98.0,0.6115,98.0,0.6633,99.0,0.4763,97.0,0.5053,99.0,0.5079,100.0,0.5105,100.0
AAP,63.0,,,33.310001373291016,,0.1983,36.0,0.4394,94.0,0.5341,93.0,0.5244,93.0,0.5146,92.0,0.5807,94.0,0.516,98.0,0.5304,96.0,0.5847,98.0,0.639,100.0
AAPB,,,,21.940000534057617,,0.5673,,0.4066,,0.7597,,0.7592,,0.7588,,0.7608,,0.5802,,0.5679,,0.5918,,0.6158,
AAPD,,,,17.170000076293945,,0.2808,,0.2154,,0.3919,,,,,,0.396,,0.3055,,0.2696,,,,,
AAPL,90.0,,,211.2100067138672,,0.2737,56.0,0.219,49.0,0.3943,77.0,0.3961,78.0,0.3979,78.0,0.385,79.0,0.3071,69.0,0.2742,31.0,0.295,36.0,0.3157,46.0
AAPU,,,,23.989999771118164,,0.5637,,0.4219,,0.7902,,0.7477,,0.7052,,0.7712,,0.5973,,0.5264,,0.5716,,0.6168,
AAT,85.0,,,18.520000457763672,,0.2596,70.0,0.2462,72.0,,,,,0.3903,77.0,0.3057,80.0,0.2786,82.0,,,,,0.3903,85.0
AAXJ,,,,73.44000244140625,,0.1141,24.0,0.0968,57.0,0.1994,70.0,0.2024,69.0,0.2053,68.0,0.228,82.0,0.1346,88.0,0.1897,64.0,0.202,61.0,0.2144,53.0
AB,83.0,,,39.22999954223633,,0.3063,65.0,0.2898,63.0,0.2653,48.0,0.2458,26.0,0.2264,14.0,0.3573,77.0,0.3038,65.0,0.2567,57.0,0.2386,23.0,0.2204,7.0
ABAT,167.0,,,1.5299999713897705,,1.8856,97.0,1.4067,95.0,1.2026,,1.2982,,1.3938,,1.4805,90.0,1.3554,100.0,1.3569,,1.6292,,1.9015,
ABBV,89.0,,,193.5099945068359,,0.2685,74.0,0.2934,88.0,0.2621,75.0,0.257,72.0,0.252,65.0,0.344,89.0,0.2771,83.0,0.223,51.0,0.2775,76.0,0.332,77.0
ABCB,90.0,,,59.0,,0.3327,74.0,0.29,63.0,0.5779,93.0,0.4504,79.0,0.3229,52.0,0.3826,88.0,0.292,63.0,0.3412,71.0,0.332,61.0,0.3229,57.0
ABCL,62.0,,,2.549999952316284,,0.2713,5.0,0.491,30.0,1.0919,93.0,1.4012,,1.7105,,0.7298,82.0,0.6727,77.0,0.7208,26.0,0.6907,,0.6606,
ABEO,41.0,,,5.300000190734863,,0.479,25.0,0.8274,63.0,1.1115,57.0,1.0261,45.0,0.9408,37.0,0.4904,8.0,0.5628,8.0,1.0257,55.0,0.934,43.0,0.8423,28.0
ABEV,63.0,,,2.5399999618530273,,0.1036,2.0,0.265,65.0,0.2517,18.0,0.2952,24.0,0.3387,24.0,0.3444,71.0,0.2711,65.0,0.2046,8.0,0.2901,21.0,0.3756,34.0
ABG,90.0,,,216.2599945068359,,0.3454,53.0,0.3969,71.0,0.4423,74.0,0.4362,72.0,0.4301,72.0,0.4057,59.0,0.3592,59.0,0.422,68.0,0.425,67.0,0.4281,68.0
ABL,174.0,,,8.199999809265137,,0.1661,,0.3115,,0.7856,,0.661,,0.5364,,0.4866,,0.526,,0.7856,,0.661,,0.5364,
ABM,49.0,,,48.75,,0.2776,65.0,0.2274,51.0,0.522,90.0,0.398,79.0,0.274,43.0,0.3412,71.0,0.3053,74.0,0.3274,71.0,0.3296,66.0,0.3319,65.0
ABNB,76.0,,,125.48999786376952,,0.2372,16.0,0.2988,36.0,0.6758,88.0,0.671,88.0,0.6663,88.0,0.4742,62.0,0.3512,53.0,0.4112,31.0,0.4172,24.0,0.4231,22.0
ABNY,,,,12.329999923706056,,0.2119,,0.2006,,,,,,0.8167,,0.4032,,0.2494,,,,,,0.8167,
ABOS,169.0,,,1.0499999523162842,,1.2806,,1.2122,,,,,,,,0.7691,,0.8217,,,,,,,
ABR,68.0,,,11.579999923706056,,0.282,70.0,0.2722,72.0,0.5815,93.0,0.6162,91.0,0.6509,90.0,0.3544,72.0,0.3622,89.0,0.2597,73.0,0.4514,82.0,0.6432,86.0
ABSI,43.0,,,3.0299999713897705,,0.4984,,0.6154,,1.3448,,1.2692,,1.1936,,1.1248,,1.0184,,4.7198,,2.876,,1.0322,
ABT,98.0,,,130.5,,0.1571,44.0,0.229,80.0,0.2637,83.0,0.254,80.0,0.2444,76.0,0.2279,71.0,0.2207,81.0,0.2167,54.0,0.245,67.0,0.2732,77.0
