symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
CLB,58.0,,,15.520000457763672,726751957.4356079,0.1448,7.0,0.2392,24.0,0.5193,78.0,0.5072,77.0,0.4643,73.0,0.4161,76.0,0.5507,84.0,0.476,73.0
CLBK,59.0,,,15.479999542236328,1621220352.0584106,0.2477,60.0,0.2099,41.0,,,0.5613,93.0,0.3045,57.0,0.2927,65.0,,,0.5613,99.0
CLBR,,,,10.6899995803833,227162491.08314514,0.0758,,0.0856,,,,,,0.1432,,0.187,,,,,
CLBT,43.0,,,19.610000610351562,4777427568.695068,0.4138,53.0,0.3545,34.0,0.4355,22.0,0.4455,10.0,0.4316,57.0,0.4159,51.0,0.4988,46.0,0.5335,34.0
CLDL,,,,11.979999542236328,,0.5794,63.0,0.248,14.0,0.5937,67.0,0.4491,12.0,0.5565,64.0,0.4169,62.0,0.5763,63.0,0.5615,51.0
CLDT,30.0,,,7.300000190734863,373711099.7643471,0.2341,54.0,0.2434,59.0,0.4586,75.0,,,0.2929,62.0,0.2671,65.0,0.4407,77.0,,
CLDX,29.0,,,19.979999542236328,1365656944.7113037,0.4841,43.0,0.4041,15.0,0.6187,22.0,0.79,54.0,0.5049,17.0,0.5414,28.0,0.6545,23.0,0.6349,17.0
CLF,32.0,,,9.329999923706055,4613507617.634094,0.2631,9.0,0.5303,68.0,0.6128,71.0,0.6364,74.0,0.6536,73.0,0.5192,67.0,0.5966,71.0,0.6125,71.0
CLFD,50.0,,,30.530000686645508,441894282.93857574,0.2975,30.0,0.287,16.0,0.4688,35.0,0.5376,63.0,0.455,41.0,0.4354,37.0,0.5021,47.0,0.493,41.0
CLGN,121.0,,,2.6500000953674316,30984331.115055084,0.5882,57.0,1.3552,99.0,,,,,0.5241,22.0,0.6899,57.0,,,,
CLH,37.0,,,199.42999267578125,10740661229.541016,0.1495,18.0,0.1966,33.0,0.3045,57.0,0.3005,54.0,0.307,61.0,0.2435,45.0,0.3287,70.0,0.3235,67.0
CLIR,134.0,,,0.7900000214576721,39836620.08202672,0.3956,14.0,0.4362,6.0,,,,,0.859,67.0,0.9706,63.0,,,,
CLIX,,,,47.56999969482422,,0.191,,0.0382,,0.2769,,0.2501,,0.1994,,0.0929,,0.276,,0.2707,
CLLS,14.0,,,1.2999999523162842,150536094.47836876,0.3246,21.0,0.3673,27.0,,,,,0.7423,66.0,0.6788,77.0,,,,
CLMT,28.0,,,13.449999809265137,1159485532.3572998,0.754,87.0,0.6388,77.0,0.6877,75.0,0.5354,57.0,0.6795,78.0,0.6831,80.0,0.7333,83.0,0.7395,87.0
CLNE,32.0,,,1.7400000095367432,411376036.1747055,0.8323,84.0,0.6082,71.0,0.7677,77.0,,,0.7102,74.0,0.6527,72.0,0.6759,65.0,,
CLOU,,,,21.940000534057617,,0.2385,47.0,0.1669,30.0,0.2473,35.0,0.2348,21.0,0.2495,43.0,0.196,39.0,0.2318,17.0,0.2479,12.0
CLOV,29.0,,,3.700000047683716,1905681294.9594498,0.3707,11.0,0.4089,3.0,0.8792,31.0,0.6085,3.0,0.676,10.0,0.6608,16.0,0.7757,3.0,0.7599,4.0
CLPR,512.0,,,3.9800000190734863,171554318.82214546,1.0713,100.0,0.7908,99.0,0.5318,65.0,0.6854,90.0,0.8161,100.0,0.6858,100.0,0.5406,84.0,0.6854,96.0
CLPS,,,,1.2070000171661377,33779343.88041496,0.6814,76.0,0.354,7.0,,,,,0.5877,54.0,0.7035,57.0,,,,
CLPT,30.0,,,12.420000076293945,344298548.11496735,0.5169,37.0,0.4018,4.0,0.6196,14.0,0.6093,11.0,0.7568,67.0,0.6716,61.0,0.586,5.0,0.6569,19.0
CLRB,15.0,,,0.36000001430511475,16754544.665765762,0.584,,0.7762,,,,,,2.1817,,0.9384,,,,,
CLS,57.0,,,84.38999938964844,10178362216.384888,0.8873,95.0,0.6575,95.0,0.7114,94.0,0.6985,93.0,0.8516,96.0,0.602,92.0,0.6662,94.0,0.6948,95.0
CLSD,136.0,,,1.0299999713897705,79273230.9180336,0.2957,6.0,0.5083,14.0,,,,,0.6805,21.0,0.7345,23.0,,,,
CLSK,50.0,,,7.84499979019165,2280157096.7789917,1.2927,83.0,0.8002,35.0,0.7591,2.0,0.7608,2.0,1.0654,62.0,0.8911,35.0,0.9214,3.0,0.9477,5.0
CLVT,37.0,,,4.090000152587891,2892607519.7561035,0.4161,60.0,0.4909,81.0,0.7256,93.0,,,0.6121,94.0,0.4629,90.0,0.5303,73.0,,
CLW,43.0,,,25.90999984741211,428953002.4738312,0.3527,63.0,0.3711,68.0,0.7134,89.0,0.6602,85.0,0.5204,74.0,0.436,76.0,0.5491,79.0,0.6096,90.0
CLX,53.0,,,145.6300048828125,17940160301.51367,0.1705,60.0,0.1755,64.0,0.2025,64.0,0.1871,49.0,0.2093,60.0,0.1847,65.0,0.2227,72.0,0.2139,52.0
CM,29.0,,,57.290000915527344,54649388360.04883,0.1393,41.0,0.111,26.0,0.2126,65.0,0.1906,46.0,0.1877,49.0,0.1597,57.0,0.2347,79.0,0.2009,36.0
CMA,65.0,,,59.61000061035156,7821189740.081787,0.1935,35.0,0.2435,57.0,0.3208,63.0,0.3181,57.0,0.3181,57.0,0.2774,61.0,0.2399,36.0,0.3885,75.0
CMBM,141.0,,,0.7680000066757202,22227840.193212032,1.0817,88.0,0.8805,84.0,,,,,1.1716,100.0,1.1682,100.0,,,,
CMBS,,,,47.869998931884766,,0.0339,17.0,0.066,68.0,,,0.2079,95.0,0.0512,44.0,0.061,35.0,,,0.1171,20.0
CMBT,29.0,,,9.619999885559082,1980584816.438675,0.4729,,0.3833,,0.9155,,,,0.4172,,0.3663,,0.9155,,,
CMC,8.0,,,48.380001068115234,5516674761.795044,0.3195,45.0,0.2982,41.0,0.342,36.0,0.3718,45.0,0.3797,52.0,0.316,35.0,0.4118,71.0,0.3818,47.0
CMCL,1467.0,,,11.84000015258789,227500866.93191528,0.4371,52.0,0.3347,19.0,0.6923,83.0,0.4759,16.0,0.4309,17.0,0.395,13.0,0.4198,19.0,0.4759,16.0
CMCM,1585.0,,,4.860000133514404,146428402.02269554,0.1857,2.0,0.3627,14.0,0.8723,67.0,,,0.875,85.0,0.8067,81.0,0.7772,66.0,,
CMCO,46.0,,,17.860000610351562,518745503.72772217,0.3431,56.0,0.3696,62.0,0.4575,64.0,0.5314,78.0,0.8362,97.0,0.4225,77.0,0.4665,79.0,0.4313,69.0
CMCSA,57.0,,,37.369998931884766,140943936983.99805,0.0959,6.0,0.1898,43.0,0.1807,19.0,0.2316,47.0,0.3095,77.0,0.2314,59.0,0.2733,59.0,0.2889,54.0
CMCT,140.0,,,0.2199999988079071,4223779.9771130085,0.5496,76.0,1.1348,91.0,,,,,5.8818,96.0,1.6974,99.0,,,,
CMDY,,,,51.529998779296875,,0.0619,8.0,0.0792,50.0,0.1059,,,,0.1279,33.0,0.0674,4.0,0.1059,,,
CME,44.0,,,261.8500061035156,94365505199.58496,0.0827,4.0,0.1236,6.0,0.1778,21.0,0.1728,15.0,0.1701,12.0,0.1702,18.0,0.1503,13.0,0.2586,20.0
CMF,,,,55.93000030517578,,0.0271,35.0,0.0315,74.0,,,,,0.0443,62.0,0.0295,72.0,,,,
CMG,52.0,,,50.91999816894531,69139170254.91406,0.2072,33.0,0.2224,39.0,0.3018,52.0,0.3033,50.0,0.2989,33.0,0.2489,34.0,0.3471,60.0,0.3569,57.0
CMI,52.0,,,323.44000244140625,44466852388.12695,0.2392,49.0,0.1939,36.0,0.2596,47.0,0.2534,41.0,0.2626,46.0,0.2135,32.0,0.2362,28.0,0.2997,44.0
CMLS,29.0,,,0.5080000162124634,8594191.874277592,0.6147,70.0,1.4923,94.0,,,,,0.942,84.0,1.1596,86.0,,,,
CMP,46.0,,,9.510000228881836,401344833.6593628,0.3657,71.0,0.4001,80.0,0.6811,94.0,0.6866,94.0,0.5941,89.0,0.6307,95.0,0.5664,94.0,0.5351,90.0
CMPO,23.0,,,11.289999961853027,1161244236.076355,0.331,,0.2926,,0.6103,,0.7143,,0.5013,,0.4694,,0.4772,,0.4852,
CMPR,58.0,,,45.29999923706055,1124368631.0634613,0.501,76.0,0.4418,68.0,0.4624,60.0,0.468,60.0,0.4404,61.0,0.4414,73.0,0.4965,75.0,0.5106,77.0
CMPS,29.0,,,3.0899999141693115,286359883.4058037,0.569,40.0,0.6857,52.0,0.9864,83.0,1.0155,85.0,0.8272,85.0,0.8033,82.0,1.1335,86.0,1.1069,77.0
CMPX,29.0,,,2.0999999046325684,290392186.8124008,0.7509,,0.6695,,3.9319,,3.9381,,1.0118,,1.0369,,3.9319,,1.877,
CMRE,51.0,,,10.029999732971191,1208013167.8390503,0.3439,60.0,0.2552,24.0,0.3142,36.0,0.4141,60.0,0.3142,32.0,0.2804,10.0,0.2847,34.0,0.392,45.0
CMRX,141.0,,,8.5,799209100.0,0.03,1.0,0.0285,1.0,,,0.1784,1.0,1.8945,95.0,0.854,86.0,,,0.1784,1.0
CMS,50.0,,,73.1500015258789,21928102222.21118,0.1555,44.0,0.1569,38.0,0.1613,21.0,0.2508,62.0,0.1688,35.0,0.1653,36.0,0.1166,4.0,0.2106,37.0
CMTG,37.0,,,3.9100000858306885,564467131.1109467,0.3347,39.0,0.5663,89.0,0.6489,,0.7178,83.0,0.7736,100.0,0.6565,100.0,0.6489,,0.6621,87.0
CMTL,16.0,,,1.7999999523162842,52823878.600645065,0.5334,78.0,0.5385,84.0,,,,,1.3623,99.0,1.1431,100.0,,,,
CNA,46.0,,,51.0,13778261184.0,0.1656,42.0,0.155,36.0,0.1671,6.0,0.3042,57.0,0.2052,49.0,0.1802,43.0,0.1998,26.0,0.2375,27.0
CNBS,,,,17.441999435424805,,0.251,17.0,0.1192,1.0,0.5134,23.0,0.5627,33.0,3.6396,100.0,0.4399,60.0,0.5601,39.0,0.6327,54.0
CNC,52.0,,,60.22999954223633,30030496599.92041,0.2125,26.0,0.2683,46.0,0.3675,55.0,0.3638,53.0,0.3411,47.0,0.2957,46.0,0.3475,39.0,0.345,37.0
CNDT,44.0,,,2.880000114440918,469307538.64860535,0.2628,28.0,0.3542,46.0,0.6857,67.0,,,0.4693,42.0,0.5053,75.0,0.6857,78.0,,
CNH,52.0,,,12.75,15912509184.0,0.3308,43.0,0.2839,42.0,0.3875,43.0,0.327,11.0,0.3457,24.0,0.2927,100.0,0.2896,8.0,0.4139,42.0
CNI,57.0,,,99.76000213623047,62771585508.01172,0.1736,41.0,0.1696,45.0,0.2135,48.0,0.2429,65.0,0.2094,47.0,0.1835,50.0,0.218,41.0,0.2501,71.0
CNK,37.0,,,25.739999771118164,3187229731.6589355,0.3734,72.0,0.3245,62.0,0.3295,50.0,0.2341,13.0,0.3549,65.0,0.3334,60.0,0.3508,55.0,0.396,57.0
CNM,115.0,,,49.93000030517578,9800709430.462646,0.2402,28.0,0.3556,65.0,0.3475,30.0,0.4144,38.0,0.3492,44.0,0.3032,49.0,0.4275,55.0,0.4407,47.0
CNMD,51.0,,,59.849998474121094,1865350887.4427795,0.2772,60.0,0.3162,68.0,0.5403,93.0,0.4595,84.0,0.3747,75.0,0.3822,89.0,0.4245,88.0,0.4586,93.0
CNNE,32.0,,,18.84000015258789,1193091993.663025,0.4894,90.0,0.5297,97.0,,,0.3744,53.0,0.2863,42.0,0.2712,49.0,,,0.6997,99.0
CNO,50.0,,,42.27000045776367,4271172196.25473,0.192,32.0,0.1986,35.0,0.2599,33.0,0.2591,28.0,0.2757,47.0,0.2111,27.0,0.2928,51.0,0.2317,2.0
CNOB,57.0,,,24.510000228881836,942470783.8010788,0.3126,63.0,0.2697,47.0,0.3617,36.0,0.3883,34.0,0.3839,74.0,0.3159,62.0,0.3617,48.0,0.3883,46.0
CNP,36.0,,,35.66999816894531,23606582852.838867,0.1212,19.0,0.1449,23.0,0.1883,28.0,0.1924,21.0,0.1875,36.0,0.1943,49.0,0.1986,37.0,0.2325,38.0
CNQ,22.0,,,30.950000762939453,65743371630.2207,0.2227,24.0,0.1954,15.0,0.306,41.0,0.393,69.0,0.2636,13.0,0.2582,36.0,0.1887,1.0,0.3475,33.0
CNR,36.0,,,78.52999877929688,4197012225.7598877,0.2424,15.0,0.4171,38.0,0.3948,8.0,0.3671,3.0,0.0,1.0,0.0,1.0,0.4015,11.0,0.4332,10.0
CNS,65.0,,,79.97000122070312,4112929135.7818604,0.1833,23.0,0.1864,15.0,0.305,41.0,0.3092,36.0,0.2853,42.0,0.281,61.0,0.2572,37.0,0.3092,43.0
CNTA,136.0,,,14.510000228881836,2101294587.065979,0.7208,63.0,0.6795,27.0,1.0492,56.0,1.0117,,0.5761,1.0,0.6541,6.0,0.9817,63.0,1.0117,
CNTB,,,,0.7599999904632568,43098155.459189415,0.3778,7.0,0.5752,6.0,,,,,0.7812,5.0,0.9065,1.0,,,,
CNTY,15.0,,,1.8300000429153442,56149159.31675434,0.3787,48.0,0.4587,59.0,,,,,0.6868,89.0,0.7057,94.0,,,,
CNVS,43.0,,,3.3399999141693115,53371862.62845993,0.4523,,0.5587,,0.9259,,0.9607,,0.9972,,1.0417,,0.9259,,0.9989,
CNX,57.0,,,31.479999542236328,4680037343.785645,0.2017,9.0,0.2136,5.0,0.3991,47.0,0.3821,40.0,0.3911,37.0,0.3646,39.0,0.3749,27.0,0.3721,24.0
CNXC,72.0,,,65.04000091552734,4200380819.126129,2.1492,100.0,0.9556,100.0,0.5416,88.0,0.5431,88.0,0.6652,100.0,0.4713,100.0,0.476,84.0,0.5603,92.0
CNXN,51.0,,,62.83000183105469,1643632847.9003906,0.2293,46.0,0.1897,9.0,0.2141,10.0,0.2053,7.0,0.3209,52.0,0.2794,30.0,0.271,28.0,0.2747,22.0
CNXT,,,,28.06999969482422,,0.1532,17.0,0.0526,25.0,0.2491,48.0,0.3193,60.0,0.6992,92.0,0.2668,95.0,0.2636,73.0,0.3357,43.0
COCO,30.0,,,29.93000030517578,1705596983.390808,0.7846,88.0,0.6251,80.0,0.5644,54.0,0.5666,55.0,0.4267,36.0,0.4004,33.0,0.503,46.0,0.5019,45.0
CODI,29.0,,,19.09000015258789,1445282836.1922607,0.2767,72.0,0.2163,54.0,0.5762,98.0,0.3861,82.0,0.2887,67.0,0.2372,51.0,0.2422,54.0,0.3509,74.0
CODX,141.0,,,0.3919999897480011,13318905.251669884,0.9774,77.0,1.575,95.0,,,,,0.7734,42.0,0.9448,71.0,,,,
COF,66.0,,,178.14999389648438,68574208250.61035,0.2695,54.0,0.3003,71.0,0.3939,74.0,0.3894,73.0,0.3734,69.0,0.2629,61.0,0.3145,59.0,0.3592,64.0
COGT,31.0,,,6.610000133514404,802566386.2109184,0.6542,66.0,0.5778,40.0,1.0166,63.0,0.9876,57.0,0.6155,48.0,0.6756,57.0,1.0074,86.0,0.9876,76.0
COHR,51.0,,,67.9000015258789,10522260079.660889,1.0045,99.0,0.557,93.0,0.7485,98.0,0.6928,96.0,0.6891,96.0,0.5456,95.0,0.6047,99.0,0.6159,100.0
COHU,43.0,,,16.360000610351562,773985084.8754883,0.4149,59.0,0.3335,37.0,0.4748,57.0,0.4681,54.0,0.4516,56.0,0.4202,62.0,0.4748,67.0,0.4681,61.0
COIN,43.0,,,188.5800018310547,49239934189.46484,0.6461,37.0,0.4649,14.0,0.6187,24.0,0.6046,21.0,0.929,69.0,0.6853,59.0,0.6876,30.0,0.6764,28.0
COLB,64.0,,,25.31999969482422,5373309055.236816,0.2761,54.0,0.2196,33.0,0.2918,41.0,0.5094,83.0,0.3296,56.0,0.2715,48.0,0.3238,59.0,0.3734,61.0
COLD,36.0,,,21.8700008392334,6219696668.75293,0.2241,49.0,0.2415,55.0,0.3406,59.0,0.3222,47.0,0.2923,68.0,0.2686,71.0,0.3058,67.0,0.269,20.0
COLL,29.0,,,29.559999465942383,943306878.957367,0.1714,4.0,0.2848,10.0,0.5906,33.0,,,0.3934,16.0,0.392,27.0,0.4548,24.0,,
COLM,52.0,,,76.76000213623047,4248113446.2249756,0.2395,49.0,0.2503,56.0,0.2909,48.0,0.3263,59.0,0.2955,57.0,0.2621,60.0,0.2838,40.0,0.3239,61.0
COM,,,,29.270000457763672,,0.0511,35.0,0.0418,33.0,,,0.24,,0.0706,43.0,0.0459,14.0,,,0.24,
COMB,,,,21.510000228881836,,0.0841,16.0,0.0947,63.0,,,,,0.1191,27.0,0.104,62.0,,,,
COMM,30.0,,,5.539999961853027,1199747887.4188538,0.5106,66.0,0.4272,57.0,0.5744,63.0,0.5846,64.0,0.8536,85.0,0.7185,84.0,0.5861,67.0,0.6817,78.0
COMP,38.0,,,9.34000015258789,5143061968.182373,0.2983,4.0,0.4634,18.0,0.568,13.0,0.5069,3.0,0.6489,33.0,0.5307,14.0,0.5027,2.0,0.6445,27.0
COMT,,,,26.209999084472656,,0.0531,2.0,0.0815,13.0,0.3677,93.0,0.3856,53.0,0.1626,30.0,0.0955,4.0,0.1491,5.0,0.2919,22.0
CON,25.0,,,21.780000686645508,2791586248.008728,0.3109,,0.2419,,0.4109,,0.3811,,0.3371,,0.3616,,0.3527,,0.372,
CONI,,,,13.78499984741211,,0.6578,,0.4367,,1.372,,1.07,,0.9944,,0.6582,,1.1452,,1.2561,
CONL,,,,16.780000686645508,,1.2672,48.0,0.9189,25.0,1.208,22.0,1.1801,10.0,1.846,100.0,1.3764,97.0,1.2004,30.0,1.3145,17.0
CONY,,,,8.34000015258789,,0.4924,,0.3744,,0.3341,,0.8401,,0.8237,,0.5618,,0.1751,,1.6604,
COO,22.0,,,84.9800033569336,17067468174.369873,0.1804,37.0,0.28,77.0,0.2585,41.0,0.1988,13.0,0.2592,48.0,0.2312,50.0,0.3175,75.0,0.3037,62.0
COOK,22.0,,,1.6799999475479126,223409753.0248165,0.3525,13.0,0.638,59.0,0.672,19.0,,,0.4758,15.0,0.5333,16.0,0.672,31.0,,
COOP,44.0,,,107.05000305175781,6865041760.707092,0.2363,35.0,0.2058,16.0,0.3105,28.0,0.2814,23.0,0.2689,27.0,0.261,28.0,0.3233,23.0,0.3361,28.0
COP,50.0,,,102.81999969482422,130826114501.94043,0.0846,3.0,0.1752,28.0,0.2438,45.0,0.241,42.0,0.2788,53.0,0.2307,43.0,0.2183,23.0,0.3201,60.0
COPX,,,,41.22999954223633,,0.3238,55.0,0.2056,47.0,0.3364,56.0,0.3739,69.0,0.3217,37.0,0.205,27.0,0.3302,49.0,0.3897,55.0
COR,51.0,,,273.9700012207031,53071548654.706055,0.0734,3.0,0.1497,13.0,0.1849,18.0,0.1939,16.0,0.1844,12.0,0.1799,12.0,0.21,41.0,0.2356,23.0
CORN,,,,18.510000228881836,,0.0954,10.0,0.0911,9.0,0.2499,63.0,0.2245,47.0,0.153,17.0,0.1265,15.0,0.2592,65.0,0.2257,28.0
CORT,30.0,,,56.68000030517578,6106646552.8793335,0.2998,25.0,0.3825,34.0,0.8249,75.0,0.9337,84.0,0.5038,38.0,0.4967,43.0,0.6163,49.0,0.6506,57.0
CORZ,30.0,,,7.880000114440918,2317689336.699707,1.2431,75.0,0.915,48.0,1.2737,,1.3597,,0.9029,44.0,0.7485,35.0,0.8022,,0.7904,
COSM,134.0,,,0.4779999852180481,11292654.050779343,0.5405,,0.5425,,,,,,0.8123,,1.0015,,,,,
COST,22.0,,,938.75,416736478760.0,0.1506,39.0,0.1628,48.0,0.2135,59.0,0.2045,53.0,0.2188,66.0,0.1923,60.0,0.2427,65.0,0.255,64.0
COTY,46.0,,,5.550000190734863,4839561449.51947,0.1869,20.0,0.2702,42.0,0.405,61.0,0.4588,67.0,0.3881,56.0,0.3512,57.0,0.433,73.0,0.4445,57.0
COUR,57.0,,,6.929999828338623,1164697351.149559,0.4232,50.0,0.2635,7.0,0.4811,22.0,0.568,46.0,0.4975,36.0,0.4674,54.0,0.5562,46.0,0.5644,47.0
COWS,,,,28.5,,0.1546,,0.0825,,,,,,0.1523,,0.1054,,,,,
CP,58.0,,,71.55000305175781,68497178499.14844,0.2583,64.0,0.2027,54.0,0.2757,64.0,0.3155,78.0,0.248,51.0,0.2139,54.0,0.2568,49.0,0.2358,27.0
CPA,44.0,,,95.52999877929688,3951369127.508545,0.1618,13.0,0.1779,7.0,0.3014,34.0,0.2755,22.0,0.3292,43.0,0.2857,46.0,0.2744,12.0,0.3718,52.0
CPAY,51.0,,,355.239990234375,25106623254.773438,0.2533,,0.1822,,0.2781,,0.2537,,0.2673,,0.2316,,0.2773,,0.2865,
CPB,23.0,,,39.58000183105469,11802044739.267578,0.1997,67.0,0.1876,67.0,0.2326,72.0,0.3129,89.0,0.2602,82.0,0.2274,80.0,0.2758,93.0,0.2328,49.0
CPER,,,,31.959999084472656,,0.2667,74.0,0.1432,68.0,0.2722,56.0,0.1707,4.0,0.2285,37.0,0.1156,28.0,0.2383,37.0,0.2828,39.0
CPF,58.0,,,27.479999542236328,745686275.5783081,0.1847,26.0,0.1903,23.0,0.3978,65.0,,,0.3719,64.0,0.2807,57.0,0.3978,76.0,,
CPII,,,,19.594999313354492,,0.0249,7.0,0.0137,73.0,,,,,0.055,43.0,0.0095,41.0,,,,
CPIX,1417.0,,,4.130000114440918,60483025.675964355,0.3456,52.0,0.7737,88.0,,,,,1.6672,100.0,1.4181,100.0,,,,
CPK,30.0,,,125.62000274658203,2890767503.2043457,0.1593,28.0,0.2066,45.0,0.202,23.0,0.2204,25.0,0.2083,30.0,0.2127,31.0,0.1934,15.0,0.2296,31.0
CPNG,31.0,,,23.520000457763672,42465126755.447754,0.2135,15.0,0.267,24.0,0.334,26.0,0.2891,8.0,0.3455,20.0,0.2909,22.0,0.3734,5.0,0.3986,16.0
CPRI,51.0,,,20.59000015258789,2427766917.991638,0.3989,53.0,0.3275,44.0,0.7929,87.0,0.7296,83.0,1.0734,93.0,0.4278,66.0,0.4588,47.0,0.4561,42.0
CPRT,36.0,,,55.63999938964844,53753413485.22363,0.2008,50.0,0.1852,41.0,0.2112,20.0,0.2511,38.0,0.2414,49.0,0.1876,26.0,0.2482,31.0,0.2568,30.0
CPRX,30.0,,,24.84000015258789,3016818018.5317993,0.4811,51.0,0.4133,27.0,0.5066,18.0,0.5371,22.0,0.4154,9.0,0.3947,10.0,0.4508,16.0,0.4118,10.0
CPS,43.0,,,16.040000915527344,304253153.36608887,1.1167,90.0,0.7891,83.0,0.4239,31.0,0.5802,41.0,0.6541,53.0,0.5815,57.0,0.6804,50.0,0.6549,47.0
CPSH,,,,1.600000023841858,24403680.36364317,0.7549,79.0,0.708,70.0,,,,,0.542,56.0,0.6239,56.0,,,,
CPSS,31.0,,,9.029999732971191,193632090.27404785,0.5204,69.0,0.5344,61.0,,,,,0.37,17.0,0.4355,24.0,,,,
CPT,50.0,,,121.94000244140625,13296337866.210938,0.143,31.0,0.1731,41.0,0.2447,57.0,0.1755,16.0,0.2024,47.0,0.1977,54.0,0.2387,69.0,0.228,46.0
CQP,36.0,,,63.689998626708984,30829016455.26123,0.3125,64.0,0.2579,38.0,0.2344,27.0,0.2833,33.0,0.3153,56.0,0.2933,41.0,0.1524,5.0,0.3603,52.0
CQQQ,,,,45.900001525878906,,0.2771,59.0,0.1387,44.0,0.2976,43.0,0.3956,62.0,0.4503,91.0,0.188,74.0,0.362,80.0,0.4022,84.0
CR,60.0,,,155.91000366210938,8971654068.73169,0.3427,79.0,0.2305,59.0,0.3826,85.0,0.3523,78.0,0.3342,76.0,0.2782,73.0,0.3354,79.0,0.3432,79.0
CRAI,36.0,,,176.11000061035156,1203123646.7697144,0.2103,30.0,0.239,22.0,0.2987,27.0,0.2712,11.0,0.3958,79.0,0.3559,65.0,0.3239,45.0,0.341,46.0
CRAK,,,,29.347000122070312,,0.1045,11.0,0.0791,9.0,0.1588,11.0,,,0.1684,30.0,0.1044,15.0,0.1588,15.0,,
CRBG,44.0,,,32.22999954223633,18231092621.063232,0.2092,28.0,0.2492,45.0,0.3183,40.0,0.315,30.0,0.3407,78.0,0.2679,63.0,0.2496,19.0,0.3798,62.0
CRBN,,,,194.45700073242188,,0.1297,50.0,0.0691,36.0,0.1358,53.0,0.1621,56.0,0.1264,45.0,0.0832,57.0,0.1394,60.0,0.1694,41.0
CRBP,17.0,,,5.789999961853027,72414950.52289963,0.5133,36.0,0.5327,24.0,0.9668,55.0,0.9758,56.0,0.6697,32.0,0.6599,25.0,0.8614,40.0,0.9758,57.0
CRBU,18.0,,,0.9890000224113464,91981551.48435831,1.0951,90.0,0.8901,83.0,1.7088,90.0,,,0.7423,28.0,0.799,69.0,3.434,100.0,,
CRC,25.0,,,44.2400016784668,4034683906.0360107,0.2348,9.0,0.2527,8.0,0.2709,3.0,0.3498,11.0,0.3617,16.0,0.3279,21.0,0.3409,16.0,0.421,19.0
CRCT,24.0,,,5.21999979019165,1113733976.9954987,0.3226,19.0,0.3823,16.0,0.6616,45.0,0.6874,11.0,0.4686,16.0,0.4351,8.0,0.6616,52.0,0.6874,5.0
CRDF,29.0,,,3.440000057220459,235495854.15720367,0.4693,16.0,0.517,8.0,1.2644,48.0,1.4503,68.0,1.2517,92.0,0.9806,65.0,2.4107,97.0,1.38,63.0
CRDL,134.0,,,0.9940000176429749,81206819.44137812,0.6908,45.0,0.6676,25.0,,,,,0.603,13.0,0.7256,13.0,,,,
CRDO,24.0,,,42.43000030517578,7632563034.896851,0.9833,90.0,0.6345,76.0,0.7938,83.0,0.802,82.0,1.1403,100.0,0.7577,100.0,0.8184,95.0,0.8798,99.0
CRESY,3122.0,,,11.550000190734863,840769605.0843353,0.2275,15.0,0.3398,20.0,0.4392,32.0,0.5424,43.0,0.4556,52.0,0.4823,50.0,0.4392,38.0,0.6516,73.0
CRGX,136.0,,,4.170000076293945,192038511.5135193,0.6092,,0.6119,,1.318,,,,2.0677,,0.7687,,1.3129,,,
CRGY,30.0,,,11.270000457763672,2964686320.4193115,0.3611,35.0,0.317,23.0,0.3805,20.0,0.4198,25.0,0.4018,20.0,0.3452,22.0,0.3629,19.0,0.457,28.0
CRH,30.0,,,92.13999938964844,62402921740.87207,0.4716,92.0,0.3009,95.0,0.3095,62.0,0.3119,50.0,0.2843,53.0,0.2254,84.0,0.3108,74.0,0.3485,72.0
CRI,31.0,,,41.279998779296875,1502369043.572998,0.3289,67.0,0.3456,76.0,0.4038,78.0,0.3944,74.0,0.4576,87.0,0.3597,85.0,0.3272,52.0,0.4746,90.0
CRK,38.0,,,19.829999923706055,5834937817.550659,0.2535,11.0,0.3546,28.0,0.5239,48.0,0.5252,47.0,0.5571,56.0,0.4799,52.0,0.5032,46.0,0.5412,45.0
CRL,37.0,,,158.05999755859375,8093161860.992432,0.3372,77.0,0.3107,78.0,0.3891,82.0,0.3585,73.0,0.3908,84.0,0.3187,82.0,0.4023,92.0,0.3865,87.0
CRM,30.0,,,277.80999755859375,270031317626.95312,0.2358,33.0,0.2096,27.0,0.2909,32.0,0.3026,35.0,0.3248,35.0,0.2554,31.0,0.3485,40.0,0.3713,50.0
CRMD,149.0,,,6.710000038146973,466701330.49324036,2.3085,99.0,1.1843,87.0,1.1282,74.0,0.8247,35.0,0.9602,59.0,0.6631,21.0,0.9184,38.0,0.8667,27.0
CRNC,50.0,,,8.510000228881836,409526741.0144806,0.7005,65.0,0.585,56.0,0.7727,66.0,0.8911,79.0,1.9686,97.0,1.3052,97.0,0.8993,88.0,1.048,97.0
CRNT,45.0,,,2.4200000762939453,213817422.42089844,0.4539,56.0,0.4113,42.0,0.7058,65.0,0.6595,57.0,0.799,90.0,0.6443,83.0,0.704,66.0,0.6376,53.0
