symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,66.0,,,108.62999725341795,,0.1851,31.0,0.2758,72.0,0.3277,65.0,0.3353,67.0,0.3429,69.0,0.3256,72.0,0.3026,80.0,0.3048,60.0,0.3222,65.0,0.3396,67.0
AA,101.0,,,25.530000686645508,,0.5143,77.0,0.3498,60.0,0.4963,75.0,0.497,75.0,0.4978,75.0,0.5689,82.0,0.4818,84.0,0.494,80.0,0.5226,84.0,0.5511,86.0
AAAU,,,,31.950000762939453,,0.2107,,0.1197,,0.2242,,0.2012,,0.1783,,0.1839,,0.095,,0.2077,,0.1988,,0.19,
AAL,100.0,,,10.520000457763672,,0.2501,23.0,0.376,69.0,0.4927,77.0,0.4924,77.0,0.492,77.0,0.6177,91.0,0.4648,83.0,0.5059,81.0,0.5158,82.0,0.5258,82.0
AAMI,86.0,,,27.84000015258789,,0.326,,0.3624,,0.3091,,,,,,0.0,,0.0,,0.3058,,,,,
AAOI,66.0,,,14.960000038146973,,0.9563,80.0,0.8202,81.0,1.7375,98.0,1.7462,98.0,1.7548,99.0,1.5265,99.0,1.1924,98.0,1.0266,91.0,1.0356,91.0,1.0446,90.0
AAON,65.0,,,99.37000274658205,,0.2908,57.0,0.4319,92.0,0.4214,81.0,0.4306,81.0,0.4399,84.0,0.6688,99.0,0.4805,97.0,0.4712,99.0,0.4823,99.0,0.4934,99.0
AAP,66.0,,,33.40999984741211,,0.2039,38.0,0.3564,85.0,0.5604,95.0,0.5702,95.0,0.5801,95.0,0.5801,94.0,0.5165,98.0,0.5602,98.0,0.5834,98.0,0.6067,99.0
AAPB,,,,20.649999618530273,,0.5794,,0.4393,,0.5799,,0.6448,,0.7097,,0.7658,,0.5841,,0.5877,,0.613,,0.6383,
AAPD,,,,17.639999389648438,,0.2774,,0.2181,,0.398,,0.4458,,0.4937,,0.3968,,0.3072,,0.2541,,0.3032,,0.3522,
AAPL,93.0,,,205.3500061035156,,0.2922,60.0,0.2328,53.0,0.2985,53.0,0.3018,54.0,0.3051,55.0,0.3878,79.0,0.309,69.0,0.2979,37.0,0.2926,35.0,0.2874,30.0
AAPU,,,,22.59000015258789,,0.5744,,0.4532,,0.6777,,0.5881,,0.4985,,0.7637,,0.6013,,0.5093,,0.5372,,0.565,
AAPW,,,,38.04199981689453,,0.1137,,0.1763,,,,,,0.8195,,0.0,,0.0,,,,,,0.7361,
AAPX,,,,19.450000762939453,,0.7126,,0.4083,,0.8426,,0.7129,,0.5832,,0.805,,0.5759,,0.6648,,0.7174,,0.7701,
AAPY,,,,21.760000228881836,,0.1752,,0.0829,,0.1342,,0.2766,,0.4189,,0.3331,,0.1937,,0.1342,,0.2766,,0.4189,
AAT,88.0,,,19.11000061035156,,0.2638,71.0,0.2903,83.0,0.6803,97.0,0.5774,95.0,0.4746,88.0,0.3012,79.0,0.2815,83.0,0.6803,100.0,0.5774,100.0,0.4746,95.0
AAXJ,,,,76.22000122070312,,0.1896,67.0,0.0733,26.0,0.1858,60.0,0.1918,62.0,0.1978,62.0,0.2309,83.0,0.1347,88.0,0.1839,59.0,0.197,56.0,0.2102,47.0
AB,86.0,,,41.77000045776367,,0.2253,42.0,0.2865,61.0,0.2103,21.0,0.3085,57.0,0.4067,79.0,0.3593,77.0,0.3064,65.0,0.2043,31.0,0.2386,23.0,0.2728,25.0
ABAT,170.0,,,1.5,,2.0677,97.0,1.7325,97.0,1.022,,1.0332,,1.0444,,1.4972,91.0,1.3837,100.0,0.9912,,1.0808,,1.1704,
