symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ADTN,152.0,,,7.239999771118164,,0.625,90.0,0.6549,97.0,0.8822,99.0,0.7927,98.0,0.562,88.0,0.5235,96.0,0.6316,99.0,0.6531,99.0
ADUS,43.0,,,96.31999969482422,,0.2755,47.0,0.3851,77.0,0.635,95.0,0.5652,93.0,0.3205,35.0,0.2934,17.0,0.3909,64.0,0.3878,60.0
ADV,32.0,,,1.1399999856948853,,0.7172,82.0,0.7265,86.0,,,,,0.6706,83.0,0.6711,93.0,,,,
ADVM,155.0,,,3.4000000953674316,,1.1827,93.0,1.2074,95.0,6.742,100.0,1.0337,66.0,0.7481,54.0,0.778,60.0,3.0686,100.0,1.0337,74.0
AEE,54.0,,,94.2300033569336,,0.3971,97.0,0.3418,97.0,0.3712,97.0,0.3666,96.0,0.2096,77.0,0.1892,69.0,0.2369,87.0,0.2824,93.0
AEG,789.0,,,5.510000228881836,,0.5796,87.0,0.3506,90.0,,,0.5885,83.0,0.327,57.0,0.1725,50.0,,,0.6853,92.0
AEHR,85.0,,,6.78000020980835,,1.242,86.0,1.0332,88.0,1.639,100.0,1.7708,100.0,0.9719,60.0,0.7604,47.0,0.7681,15.0,0.9162,72.0
AEIS,55.0,,,80.16999816894531,,0.961,97.0,0.7888,96.0,0.9933,99.0,1.0336,100.0,0.4724,59.0,0.3949,54.0,0.5205,74.0,0.5616,79.0
AEM,54.0,,,100.12999725341797,,0.5369,81.0,0.5678,95.0,0.6568,96.0,0.6826,96.0,0.3359,31.0,0.2767,28.0,0.3738,38.0,0.361,26.0
AEO,27.0,,,9.649999618530273,,1.3761,100.0,0.8986,99.0,0.8352,97.0,0.9949,99.0,0.5456,84.0,0.4225,76.0,0.5735,94.0,0.572,89.0
AEP,54.0,,,101.27999877929688,,0.3841,95.0,0.3018,93.0,0.3585,95.0,0.3293,93.0,0.2145,77.0,0.1899,68.0,0.1702,46.0,0.3057,91.0
AER,41.0,,,88.97000122070312,,0.6462,89.0,0.4391,80.0,0.5692,86.0,0.5771,86.0,0.2675,34.0,0.2428,35.0,0.3538,52.0,0.3865,59.0
AES,39.0,,,10.229999542236328,,0.6133,91.0,0.4916,89.0,0.6009,91.0,0.6059,91.0,0.4499,87.0,0.3804,85.0,0.4965,89.0,0.4208,78.0
AESI,43.0,,,12.930000305175781,,1.1589,,0.8794,,0.8953,,1.0564,,0.5043,,0.4386,,0.4756,,0.6635,
AETH,,,,27.344999313354492,,0.4153,,0.0267,,0.5635,,0.6592,,0.5526,,0.2352,,0.601,,0.666,
AEVA,20.0,,,5.909999847412109,,0.8897,68.0,1.0791,92.0,0.9815,69.0,1.3478,98.0,0.91,62.0,0.8236,57.0,0.788,49.0,1.004,75.0
AEYE,27.0,,,9.949999809265137,,0.8874,67.0,1.0851,91.0,1.2492,88.0,1.4081,67.0,0.9186,78.0,0.8029,42.0,1.2305,100.0,1.1102,57.0
AFCG,26.0,,,4.559999942779541,,0.6464,97.0,0.6131,99.0,1.0943,100.0,,,0.4658,85.0,0.3884,100.0,1.0943,100.0,,
AFG,63.0,,,117.12999725341797,,0.4902,94.0,0.3622,93.0,0.5478,96.0,0.513,95.0,0.2465,67.0,0.2035,66.0,0.3037,85.0,0.3101,86.0
AFK,,,,15.140000343322754,,0.4637,100.0,0.3291,99.0,0.3335,,0.4324,,0.2281,76.0,0.1976,60.0,0.3335,,0.4324,
AFL,62.0,,,99.7699966430664,,0.5667,95.0,0.4055,94.0,0.4334,93.0,0.4588,94.0,0.241,67.0,0.1949,59.0,0.2352,62.0,0.3215,79.0
AFMD,145.0,,,0.5699999928474426,,0.7942,73.0,1.3023,96.0,,,,,0.8471,65.0,0.8618,73.0,,,,
AFRM,61.0,,,36.45000076293945,,1.4102,90.0,1.2169,96.0,1.2694,91.0,1.2599,91.0,0.8691,43.0,0.6996,40.0,0.8282,53.0,0.8162,45.0
AFYA,26.0,,,16.610000610351562,,0.366,46.0,0.3693,34.0,0.5658,42.0,0.4734,21.0,0.3514,24.0,0.2881,9.0,0.5658,57.0,0.4734,21.0
AG,47.0,,,5.239999771118164,,0.7957,86.0,0.74,94.0,0.8379,97.0,0.7044,86.0,0.6225,61.0,0.5055,59.0,0.6868,81.0,0.625,63.0
AGCO,61.0,,,75.7699966430664,,0.6787,97.0,0.6222,100.0,0.6948,100.0,0.6571,99.0,0.4143,84.0,0.3528,84.0,0.384,82.0,0.5085,96.0
AGEN,28.0,,,1.7000000476837158,,1.2282,93.0,1.2716,96.0,0.8998,59.0,,,0.9043,83.0,0.8906,85.0,0.8998,59.0,,
AGG,,,,97.69000244140625,,0.0982,97.0,0.0754,97.0,0.1212,98.0,0.1161,96.0,0.0541,78.0,0.0399,78.0,0.0611,90.0,0.0933,85.0
AGGY,,,,42.720001220703125,,0.1125,100.0,0.058,99.0,,,,,0.0573,36.0,0.038,56.0,,,,
AGI,48.0,,,24.5,,0.5679,76.0,0.5996,90.0,0.6138,82.0,0.6065,80.0,0.3568,18.0,0.3116,17.0,0.3618,6.0,0.3627,4.0
AGIO,54.0,,,24.530000686645508,,0.6141,71.0,0.7195,89.0,0.777,85.0,0.6053,52.0,0.6311,65.0,0.5553,65.0,0.7277,90.0,0.7794,94.0
AGL,42.0,,,5.360000133514404,,0.5357,68.0,0.772,89.0,0.9508,89.0,1.0536,97.0,1.0615,96.0,0.8849,99.0,0.8793,93.0,0.8296,90.0
AGM,46.0,,,165.4499969482422,,0.4268,76.0,0.4159,80.0,0.5283,80.0,0.5143,78.0,0.3008,34.0,0.2382,13.0,0.3215,51.0,0.3685,57.0
AGNC,71.0,,,8.539999961853027,,0.2742,81.0,0.3887,93.0,0.5984,99.0,0.4953,96.0,0.1936,57.0,0.1886,59.0,0.0836,17.0,0.4955,94.0
AGNG,,,,28.229999542236328,,0.3014,98.0,0.2712,100.0,0.2612,,,,0.1484,64.0,0.1198,85.0,0.2612,,,
AGO,40.0,,,77.30999755859375,,0.4043,75.0,0.3866,79.0,0.5499,82.0,0.5491,81.0,0.2784,49.0,0.2124,37.0,0.3546,60.0,0.376,62.0
AGQ,,,,33.36000061035156,,1.2479,99.0,0.596,95.0,0.7086,86.0,0.9552,97.0,0.6333,71.0,0.3521,49.0,0.5735,53.0,0.6473,56.0
AGRO,26.0,,,10.460000038146973,,0.4222,80.0,0.2957,50.0,,,0.992,100.0,0.2942,28.0,0.2656,12.0,,,0.992,100.0
AGS,33.0,,,11.829999923706055,,0.0698,12.0,0.0681,10.0,,,,,0.051,4.0,0.0539,1.0,,,,
AGX,124.0,,,127.4800033569336,,1.4025,100.0,0.9759,100.0,0.9444,99.0,0.9709,99.0,0.73,100.0,0.6234,100.0,0.693,100.0,0.7193,100.0
AGYS,77.0,,,65.76000213623047,,0.4146,62.0,0.5084,74.0,0.9369,98.0,0.7725,93.0,0.5754,79.0,0.4335,55.0,0.623,90.0,0.617,90.0
AGZ,,,,109.0999984741211,,0.0739,99.0,0.0446,96.0,,,0.1463,,0.0342,55.0,0.03,73.0,,,0.1463,
AHCO,42.0,,,9.0,,0.4252,49.0,0.41,34.0,0.5573,39.0,0.4497,10.0,0.5521,23.0,0.4678,24.0,0.4457,7.0,0.4659,8.0
AHH,48.0,,,6.369999885559082,,0.37,88.0,0.4651,97.0,0.8441,98.0,0.4893,89.0,0.2905,82.0,0.2611,79.0,0.2853,53.0,0.4893,90.0
AHR,40.0,,,27.31999969482422,,0.4472,76.0,0.4593,100.0,0.7145,,0.5673,,0.3053,60.0,0.3189,100.0,0.3747,,0.4339,
AI,41.0,,,18.239999771118164,,0.6585,83.0,0.8194,92.0,0.8279,83.0,0.873,87.0,0.6901,79.0,0.6355,81.0,0.683,73.0,0.7084,74.0
AIA,,,,60.66999816894531,,0.4588,98.0,0.287,99.0,,,,,0.2649,75.0,0.1339,75.0,,,,
AIBU,,,,20.889999389648438,,1.1695,,0.951,,0.8349,,,,0.6043,,0.4133,,0.8004,,,
AIEQ,,,,32.209999084472656,,0.5855,100.0,0.4547,100.0,0.3484,92.0,,,0.233,56.0,0.1609,49.0,0.2866,94.0,,
AIFU,,,,0.17000000178813934,,0.9636,,1.3928,,,,,,1.3031,,1.3005,,,,,
AIG,56.0,,,77.66999816894531,,0.6159,90.0,0.4125,86.0,0.5651,92.0,0.5781,91.0,0.2385,44.0,0.2181,47.0,0.2878,59.0,0.3285,64.0
AIN,41.0,,,59.75,,0.5848,93.0,0.513,95.0,0.6124,95.0,1.186,100.0,0.3561,68.0,0.2992,66.0,0.3314,55.0,0.359,66.0
AIOT,57.0,,,4.380000114440918,,1.2315,,1.1123,,1.361,,,,0.8204,,0.7129,,0.7994,,,
AIP,49.0,,,5.590000152587891,,0.7819,83.0,0.6993,74.0,1.1925,98.0,,,0.6795,28.0,0.6005,17.0,1.1925,100.0,,
AIPI,,,,35.689998626708984,,0.5584,,0.4929,,0.7981,,0.5891,,0.2709,,0.2045,,0.1453,,0.7394,
AIQ,,,,31.5,,0.5189,94.0,0.4395,92.0,0.6173,96.0,0.605,89.0,0.2537,55.0,0.1861,54.0,0.3247,76.0,0.3503,76.0
AIR,91.0,,,48.560001373291016,,1.097,98.0,0.7742,97.0,0.5876,90.0,0.6282,92.0,0.4405,70.0,0.3231,49.0,0.4068,67.0,0.4358,75.0
AIRG,245.0,,,3.390000104904175,,1.0301,94.0,0.9305,95.0,,,2.1029,100.0,0.6828,83.0,0.6464,81.0,,,2.1029,100.0
AIRR,,,,61.91999816894531,,0.5487,100.0,0.4775,100.0,0.4558,100.0,0.703,100.0,0.2816,95.0,0.2171,100.0,0.3159,96.0,0.3406,99.0
AIRS,25.0,,,1.7999999523162842,,0.6544,53.0,1.3563,97.0,,,,,0.9577,85.0,0.9981,100.0,,,,
AISP,39.0,,,3.430000066757202,,0.9116,,1.0528,,1.8437,,4.1327,,1.339,,1.3346,,0.7129,,2.9376,
AIT,69.0,,,206.02999877929688,,0.6076,95.0,0.5259,97.0,0.6173,97.0,0.6289,97.0,0.3537,82.0,0.2674,68.0,0.3801,85.0,0.3919,85.0
AIV,43.0,,,7.239999771118164,,0.5154,91.0,0.4013,89.0,0.4717,83.0,0.6558,94.0,0.259,62.0,0.2487,63.0,0.3791,73.0,0.3431,62.0
AIVC,,,,36.45800018310547,,0.6551,,0.3376,,0.3672,,0.41,,0.3284,,0.1681,,0.3895,,0.4736,
AIVI,,,,39.720001220703125,,0.3721,100.0,0.1364,100.0,,,,,0.1589,90.0,0.0592,84.0,,,,
AIVL,,,,97.18000030517578,,0.4255,100.0,0.2603,100.0,0.2871,92.0,0.2343,79.0,0.1563,68.0,0.0891,57.0,0.175,86.0,0.2014,75.0
AIYY,,,,4.230000019073486,,0.596,,0.7177,,0.8721,,1.6073,,0.6203,,0.4949,,0.6246,,3.5128,
AIZ,56.0,,,179.72999572753906,,0.5373,94.0,0.4105,94.0,0.5343,96.0,0.4935,95.0,0.2574,66.0,0.2174,61.0,0.3029,83.0,0.334,87.0
AJG,68.0,,,311.5299987792969,,0.4773,97.0,0.3992,96.0,0.4343,98.0,0.4389,97.0,0.2294,74.0,0.2107,74.0,0.2924,93.0,0.3118,93.0
AKAM,47.0,,,68.20999908447266,,0.4555,77.0,0.396,78.0,0.7808,97.0,0.7764,96.0,0.5008,75.0,0.2914,54.0,0.4212,68.0,0.4179,62.0
AKBA,26.0,,,1.6799999475479126,,0.3848,23.0,0.5971,48.0,1.349,87.0,0.9011,54.0,0.8817,69.0,0.6368,35.0,1.2821,80.0,0.838,39.0
AKR,56.0,,,17.489999771118164,,0.5833,95.0,0.4605,94.0,0.5685,86.0,,,0.2692,60.0,0.2437,62.0,0.5685,94.0,,
AKRO,39.0,,,34.040000915527344,,0.8428,86.0,0.7984,86.0,0.7464,52.0,0.7291,55.0,1.1155,72.0,0.5585,39.0,0.6123,18.0,0.6847,30.0
AKYA,22.0,,,1.0299999713897705,,0.6011,44.0,1.0086,90.0,,,,,0.8245,73.0,0.8545,90.0,,,,
AL,54.0,,,40.459999084472656,,0.7376,97.0,0.5794,98.0,0.7597,98.0,0.7749,98.0,0.3453,70.0,0.2912,67.0,0.4785,92.0,0.4422,86.0
ALAB,57.0,,,53.709999084472656,,1.0356,,1.0642,,1.084,,1.4703,,0.998,,0.745,,0.7846,,0.7665,
ALB,55.0,,,50.7599983215332,,0.807,97.0,0.7785,100.0,0.9533,100.0,0.9402,100.0,0.5038,82.0,0.4426,90.0,0.5316,97.0,0.6047,99.0
ALC,42.0,,,82.87999725341797,,0.3551,85.0,0.2883,93.0,0.6325,97.0,0.5229,93.0,0.2511,47.0,0.1645,67.0,0.3668,94.0,0.3583,93.0
ALDX,39.0,,,1.9199999570846558,,8.3615,100.0,2.4304,100.0,,,,,2.0652,100.0,0.882,85.0,,,,
ALE,54.0,,,64.55000305175781,,0.0981,16.0,0.0958,5.0,,,,,0.0527,2.0,0.0532,2.0,,,,
ALEC,41.0,,,0.9419999718666077,,0.5384,34.0,0.7942,82.0,,,,,0.974,79.0,0.8011,89.0,,,,
ALEX,40.0,,,16.190000534057617,,0.3264,81.0,0.2972,81.0,,,,,0.1856,6.0,0.1873,13.0,,,,
ALG,40.0,,,158.47000122070312,,0.388,86.0,0.3057,78.0,0.519,97.0,0.5016,96.0,0.2959,63.0,0.241,23.0,0.3237,65.0,0.3181,59.0
ALGM,68.0,,,18.93000030517578,,0.8664,99.0,0.8123,100.0,0.9447,100.0,1.061,100.0,0.5807,99.0,0.5187,96.0,0.4756,60.0,0.4623,47.0
ALGN,62.0,,,144.32000732421875,,0.4786,75.0,0.642,94.0,0.7222,90.0,0.6893,88.0,0.3662,25.0,0.367,53.0,0.507,68.0,0.5035,64.0
ALGT,63.0,,,42.33000183105469,,1.0058,99.0,0.8955,100.0,1.0691,100.0,1.0629,100.0,0.6098,91.0,0.5642,92.0,0.6824,98.0,0.7049,98.0
ALHC,40.0,,,18.950000762939453,,0.3796,24.0,0.5685,55.0,0.9168,89.0,0.9626,94.0,0.5562,15.0,0.5259,21.0,0.6297,26.0,0.6662,44.0
ALIT,47.0,,,4.690000057220459,,0.8176,97.0,0.6188,98.0,0.6791,92.0,0.5535,64.0,0.4109,57.0,0.3362,62.0,0.387,28.0,0.5535,71.0
ALK,76.0,,,41.0099983215332,,0.7159,94.0,0.6222,94.0,1.1007,100.0,1.1378,100.0,0.4538,79.0,0.3638,72.0,0.467,83.0,0.5073,86.0
ALKS,55.0,,,28.190000534057617,,0.2906,32.0,0.4059,63.0,0.8245,95.0,0.6563,86.0,0.3308,14.0,0.3159,18.0,0.6444,90.0,0.6834,93.0
