symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,91.0,,,111.26000213623047,,0.331,74.0,0.2076,45.0,0.3893,80.0,0.3846,79.0,0.3798,78.0,0.3387,76.0,0.3034,80.0,0.3231,69.0,0.3204,64.0,0.3177,57.0,20270115.0,35.0,609.0
AA,126.0,,,28.25,,0.2547,28.0,0.3733,66.0,0.5152,78.0,0.5177,78.0,0.5202,78.0,0.5622,82.0,0.4804,84.0,0.5002,81.0,0.5096,80.0,0.519,80.0,20270115.0,7.0,609.0
AAAU,,,,32.64500045776367,,0.2456,,0.0989,,0.2061,,0.269,,0.3318,,0.1972,,0.0997,,0.1837,,0.1936,,0.2036,,20251219.0,35.0,217.0
AAL,125.0,,,11.640000343322754,,0.3974,60.0,0.306,46.0,0.4748,75.0,0.4704,74.0,0.466,73.0,0.6256,91.0,0.4721,84.0,0.493,79.0,0.4958,80.0,0.4985,78.0,20271217.0,7.0,945.0
AAMI,111.0,,,30.34000015258789,,0.2827,,0.1787,,0.3483,,0.607,,0.8656,,0.0,,0.0,,0.3483,,0.3549,,0.3615,,20260116.0,35.0,245.0
AAOI,91.0,,,18.559999465942383,,0.7678,67.0,0.7353,73.0,1.0014,80.0,1.0121,81.0,1.0228,81.0,1.4026,96.0,1.1577,97.0,0.9357,84.0,0.9662,86.0,0.9968,86.0,20270115.0,7.0,609.0
AAON,90.0,,,100.19000244140625,,0.3278,69.0,0.276,49.0,0.4167,80.0,0.4382,83.0,0.4598,87.0,0.6332,97.0,0.4679,97.0,0.4677,98.0,0.468,99.0,0.4682,98.0,20260116.0,35.0,245.0
AAP,91.0,,,49.599998474121094,,2.85,100.0,0.8041,100.0,0.519,93.0,0.5196,93.0,0.5202,92.0,0.8632,100.0,0.528,98.0,0.5566,98.0,0.5538,97.0,0.5511,96.0,20270115.0,7.0,609.0
AAPB,,,,19.450000762939453,,0.5836,,0.3797,,0.6296,,0.6518,,0.6739,,0.7955,,0.5932,,0.5105,,0.5717,,0.6329,,20260116.0,35.0,245.0
AAPD,,,,18.020000457763672,,0.2846,,0.1879,,0.3034,,0.3066,,0.3097,,0.4126,,0.3112,,0.2393,,0.2956,,0.352,,20260116.0,35.0,245.0
AAPL,118.0,,,200.2100067138672,,0.2843,59.0,0.1983,41.0,0.2955,52.0,0.2946,52.0,0.2937,52.0,0.4027,83.0,0.3129,71.0,0.2819,32.0,0.3024,39.0,0.323,48.0,20271217.0,7.0,945.0
AAPU,,,,21.239999771118164,,0.569,,0.3961,,0.596,,0.615,,0.6339,,0.7933,,0.6094,,0.501,,0.5683,,0.6356,,20260116.0,35.0,245.0
AAPW,,,,35.900001525878906,,0.2178,,0.1808,,,,,,0.4088,,0.0,,0.0,,,,,,0.6101,,20251219.0,35.0,217.0
AAPX,,,,18.276500701904297,,0.5157,,0.3567,,0.5956,,0.6002,,0.6049,,0.8262,,0.5874,,0.5679,,0.5834,,0.5989,,20251219.0,35.0,217.0
AAPY,,,,21.105300903320312,,0.205,,0.1234,,,,,,0.3266,,0.3451,,0.1982,,,,,,0.3391,,20260116.0,35.0,245.0
AAT,113.0,,,19.84000015258789,,0.3599,88.0,0.2094,56.0,,,,,,,0.3054,80.0,0.2776,82.0,,,,,,,20260116.0,35.0,245.0
AAXJ,,,,78.47000122070312,,0.0368,1.0,0.0673,19.0,0.1491,28.0,0.1693,41.0,0.1895,55.0,0.2235,81.0,0.1338,88.0,0.147,20.0,0.1682,19.0,0.1895,23.0,20251219.0,35.0,217.0
AB,111.0,,,39.84000015258789,,0.2513,50.0,0.2423,44.0,0.2209,25.0,0.215,14.0,0.209,9.0,0.3503,76.0,0.3038,65.0,0.1419,7.0,0.2516,30.0,0.3614,67.0,20260116.0,35.0,245.0
ABAT,195.0,,,1.3799999952316284,,0.8023,70.0,1.0013,84.0,0.9967,,1.081,,1.1652,,1.4935,91.0,1.4008,100.0,0.9227,,1.044,,1.1652,,20251219.0,35.0,217.0
ABBV,117.0,,,185.72000122070312,,0.1698,41.0,0.1533,22.0,0.2764,80.0,0.2823,80.0,0.2882,78.0,0.2904,75.0,0.2828,85.0,0.2166,46.0,0.2762,74.0,0.3357,80.0,20270115.0,7.0,609.0
ABCB,118.0,,,62.65999984741211,,0.2065,35.0,0.175,10.0,0.3283,54.0,0.3238,47.0,0.3193,50.0,0.3357,74.0,0.286,57.0,0.2674,30.0,0.2862,39.0,0.305,47.0,20260116.0,35.0,245.0
ABCL,90.0,,,1.9800000190734863,,0.4013,19.0,0.4386,16.0,0.9673,86.0,,,,,0.7026,72.0,0.6691,76.0,0.9673,80.0,,,,,20260116.0,35.0,245.0
ABEO,69.0,,,6.119999885559082,,0.5401,33.0,0.77,56.0,1.1752,62.0,1.5962,81.0,2.0173,88.0,0.638,16.0,0.6644,13.0,0.797,33.0,0.896,39.0,0.9951,50.0,20251219.0,35.0,217.0
ABEV,91.0,,,2.509999990463257,,0.0876,1.0,0.211,35.0,0.2634,22.0,0.282,19.0,0.3005,9.0,0.3255,60.0,0.2708,64.0,0.2675,31.0,0.3098,30.0,0.3522,25.0,20270115.0,35.0,609.0
ABFL,,,,68.51490020751953,,0.1744,,0.096,,0.1531,,0.167,,0.181,,0.0,,0.0,,0.1602,,0.1831,,0.206,,20251219.0,35.0,217.0
ABG,118.0,,,229.7100067138672,,0.2341,23.0,0.2006,8.0,0.3304,36.0,0.3418,39.0,0.3531,45.0,0.3919,57.0,0.3595,59.0,0.3642,47.0,0.3712,49.0,0.3782,52.0,20260116.0,35.0,245.0
ABL,202.0,,,8.119999885559082,,0.2348,,0.4034,,,,,,0.4856,,0.4199,,0.5015,,,,,,0.4736,,20270115.0,35.0,609.0
ABM,77.0,,,52.70000076293945,,0.2513,57.0,0.1675,21.0,0.3023,56.0,0.3518,64.0,0.4013,77.0,0.3328,70.0,0.3034,73.0,0.2423,33.0,0.2955,53.0,0.3487,71.0,20260116.0,35.0,245.0
ABNB,104.0,,,129.39999389648438,,0.3306,37.0,0.1968,6.0,0.3216,21.0,0.3289,24.0,0.3363,26.0,0.4622,59.0,0.3501,52.0,0.3963,24.0,0.405,20.0,0.4138,20.0,20270115.0,7.0,609.0
ABNY,,,,12.319999694824219,,0.3749,,0.2025,,,,,,0.8031,,0.3784,,0.2556,,,,,,0.8584,,20260116.0,35.0,245.0
ABOS,197.0,,,1.0199999809265137,,0.4076,,0.6145,,,,,,,,0.7135,,0.7954,,,,,,,,20260116.0,35.0,245.0
ABR,96.0,,,9.859999656677246,,0.8241,98.0,0.6047,97.0,0.3377,67.0,0.3516,61.0,0.3656,62.0,0.4142,87.0,0.3975,94.0,0.3348,86.0,0.5142,91.0,0.6935,90.0,20270115.0,7.0,609.0
ABSI,71.0,,,2.7200000286102295,,0.3604,,0.5386,,1.1459,,1.2088,,1.2716,,1.0822,,1.0191,,1.1103,,1.086,,1.0616,,20251121.0,35.0,189.0
ABT,126.0,,,132.94000244140625,,0.1719,51.0,0.1504,39.0,0.231,72.0,0.2243,68.0,0.2176,64.0,0.2256,71.0,0.222,82.0,0.2114,49.0,0.2401,65.0,0.2688,73.0,20270115.0,7.0,609.0
