symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,58.0,,,107.0199966430664,,0.3102,69.0,0.3004,78.0,0.4482,87.0,0.4,82.0,0.3518,72.0,0.3252,72.0,0.2993,80.0,0.3103,63.0,0.3299,68.0,0.3495,72.0
AA,93.0,,,26.440000534057617,,0.6749,89.0,0.4852,84.0,0.6031,89.0,0.6466,92.0,0.6901,94.0,0.5641,82.0,0.4811,84.0,0.5059,82.0,0.5245,84.0,0.5431,84.0
AAL,92.0,,,9.609999656677246,,0.5093,79.0,0.4848,85.0,0.5585,84.0,0.557,84.0,0.5555,84.0,0.6194,91.0,0.4707,84.0,0.5132,82.0,0.51,82.0,0.5067,79.0
AAMI,78.0,,,26.959999084472656,,0.4098,,0.3459,,0.2912,,0.3942,,0.4971,,0.374,,0.3534,,0.3007,,0.3989,,0.4971,
AAOI,58.0,,,12.789999961853027,,1.1313,87.0,0.8229,82.0,1.3298,93.0,1.326,93.0,1.3221,92.0,1.518,98.0,1.1908,98.0,1.0355,92.0,1.1222,98.0,1.2088,99.0
AAON,57.0,,,85.83999633789062,,0.5823,95.0,0.4332,92.0,0.5726,96.0,0.5876,98.0,0.6025,98.0,0.6777,99.0,0.4786,97.0,0.5104,100.0,0.5194,100.0,0.5285,100.0
AAP,58.0,,,32.939998626708984,,0.4214,87.0,0.5009,97.0,0.5667,95.0,0.5255,93.0,0.4843,89.0,0.5807,94.0,0.5151,98.0,0.5636,98.0,0.5846,98.0,0.6055,99.0
AAPB,,,,21.34000015258789,,0.8412,,0.502,,0.6394,,0.7594,,0.8795,,0.7609,,0.579,,0.5588,,0.6104,,0.662,
AAPD,,,,17.3799991607666,,0.4094,,0.2552,,0.3056,,,,,,0.3961,,0.3049,,0.3056,,,,,
AAPL,85.0,,,208.3699951171875,,0.4136,83.0,0.2631,63.0,0.4268,85.0,0.4294,85.0,0.4321,85.0,0.385,79.0,0.3065,69.0,0.2779,32.0,0.2999,38.0,0.3219,47.0
AAPU,,,,23.350000381469727,,0.8423,,0.5193,,0.7464,,0.7159,,0.6854,,0.7713,,0.5962,,0.5468,,0.5921,,0.6374,
AAT,80.0,,,18.63999938964844,,0.1907,47.0,0.2346,68.0,,,,,0.3857,76.0,0.3031,80.0,0.2778,82.0,,,,,0.3857,84.0
AAXJ,,,,73.3499984741211,,0.1662,56.0,0.112,73.0,0.2012,71.0,0.2276,81.0,0.2539,86.0,0.2279,82.0,0.1348,88.0,0.1858,61.0,0.2015,61.0,0.2172,56.0
AB,78.0,,,37.81999969482422,,0.2966,63.0,0.2976,65.0,0.1741,8.0,0.303,55.0,0.4319,83.0,0.3559,76.0,0.3037,65.0,0.1725,17.0,0.2619,38.0,0.3512,63.0
ABAT,162.0,,,1.2000000476837158,,0.8546,73.0,0.9463,80.0,1.1069,,1.1394,,1.172,,1.4228,90.0,1.3253,100.0,0.7805,,0.9762,,1.172,
ABBV,84.0,,,180.3699951171875,,0.3233,84.0,0.2672,83.0,0.4258,98.0,0.426,98.0,0.4263,98.0,0.3384,88.0,0.2728,83.0,0.2298,55.0,0.2882,88.0,0.3466,85.0
ABCB,85.0,,,56.79999923706055,,0.2507,51.0,0.2345,36.0,0.3417,57.0,0.3501,55.0,0.3585,64.0,0.3828,88.0,0.2909,62.0,0.3014,53.0,0.3302,59.0,0.3589,76.0
ABCL,57.0,,,2.5999999046325684,,0.2574,4.0,0.5653,49.0,0.7849,56.0,0.8576,,0.9304,,0.7357,86.0,0.6755,77.0,1.5715,98.0,1.2199,,0.8684,
ABEO,36.0,,,5.389999866485596,,0.486,26.0,0.6797,44.0,2.4101,94.0,2.5035,92.0,2.5969,92.0,0.4925,8.0,0.5513,7.0,1.3301,79.0,1.4646,84.0,1.5991,88.0
ABEV,58.0,,,2.4600000381469727,,0.1913,21.0,0.3006,80.0,0.2906,33.0,0.3367,42.0,0.3828,45.0,0.344,71.0,0.269,62.0,0.1798,3.0,0.2754,16.0,0.371,33.0
ABG,85.0,,,221.52999877929688,,0.3053,44.0,0.3839,68.0,0.4642,78.0,0.4756,79.0,0.4871,81.0,0.4037,59.0,0.3572,57.0,0.4209,68.0,0.424,67.0,0.4272,68.0
ABL,169.0,,,8.300000190734863,,0.1953,,0.2832,,0.5494,,0.5508,,0.5521,,0.4892,,0.5257,,0.5153,,0.5337,,0.5521,
ABM,44.0,,,48.310001373291016,,0.3298,76.0,0.2308,53.0,0.3876,76.0,0.3782,71.0,0.3689,70.0,0.3423,71.0,0.3051,74.0,0.3246,70.0,0.3306,66.0,0.3367,67.0
ABNB,71.0,,,121.70999908447266,,0.3118,33.0,0.3171,41.0,0.69,90.0,0.6924,91.0,0.6947,90.0,0.474,62.0,0.3503,52.0,0.4143,31.0,0.419,25.0,0.4238,22.0
ABNY,,,,12.09000015258789,,0.2537,,0.2067,,,,,,0.6836,,0.4032,,0.2481,,,,,,0.8325,
ABOS,164.0,,,1.100000023841858,,1.4986,,1.3709,,,,,,,,0.7723,,0.8241,,,,,,,
ABR,63.0,,,11.170000076293944,,0.3211,78.0,0.2818,75.0,0.5458,92.0,0.5312,86.0,0.5165,83.0,0.3537,72.0,0.3616,89.0,0.1655,32.0,0.4028,70.0,0.6402,85.0
ABSI,38.0,,,3.2200000286102295,,0.3363,,0.7345,,1.1875,,1.3732,,1.5589,,1.1244,,1.0198,,3.4326,,2.3236,,1.2145,
ABT,93.0,,,129.3800048828125,,0.2506,78.0,0.2743,90.0,0.2611,82.0,0.2603,82.0,0.2595,80.0,0.2296,72.0,0.2209,81.0,0.2118,49.0,0.2396,64.0,0.2674,72.0
