symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,72.0,,,108.69999694824219,,0.2859,64.0,0.29,76.0,0.3479,71.0,0.3496,71.0,0.3512,72.0,0.3194,70.0,0.3012,80.0,0.3194,67.0,0.3338,70.0,0.3481,71.0
AA,107.0,,,25.719999313354492,,0.4904,74.0,0.3612,63.0,0.5451,83.0,0.5569,84.0,0.5687,85.0,0.5624,82.0,0.4785,84.0,0.4913,79.0,0.5196,83.0,0.5479,85.0
AAAU,,,,32.65999984741211,,0.3383,,0.1259,,0.2417,,0.2484,,0.2552,,0.1901,,0.0976,,0.1766,,0.1868,,0.1969,
AAL,106.0,,,11.029999732971191,,0.3777,56.0,0.3828,71.0,0.5549,84.0,0.5481,83.0,0.5413,83.0,0.613,91.0,0.4671,83.0,0.4939,79.0,0.5085,82.0,0.523,82.0
AAMI,92.0,,,29.5,,0.3173,,0.4169,,0.314,,0.3803,,0.4467,,0.0,,0.0,,0.3602,,0.3864,,0.4126,
AAOI,72.0,,,14.760000228881836,,0.9713,80.0,0.7449,74.0,1.6457,98.0,1.6464,98.0,1.6471,98.0,1.5255,99.0,1.1897,98.0,0.9579,86.0,0.9945,88.0,1.0311,89.0
AAON,71.0,,,99.43000030517578,,0.4501,88.0,0.4139,91.0,0.5628,96.0,0.5063,91.0,0.4498,86.0,0.6654,99.0,0.482,97.0,0.4559,98.0,0.4712,99.0,0.4865,99.0
AAP,72.0,,,31.389999389648438,,0.3302,74.0,0.3368,82.0,0.7227,98.0,0.7281,98.0,0.7335,98.0,0.5807,94.0,0.5147,98.0,0.5354,97.0,0.5875,98.0,0.6396,100.0
AAPB,,,,19.059999465942383,,0.58,,0.503,,0.7816,,0.7353,,0.6891,,0.7702,,0.5885,,0.6097,,0.6114,,0.6131,
AAPD,,,,18.34000015258789,,0.2779,,0.248,,0.2043,,0.3256,,0.447,,0.3989,,0.3091,,0.2043,,0.2838,,0.3634,
AAPL,99.0,,,197.49000549316406,,0.2937,61.0,0.2618,63.0,0.349,66.0,0.3452,65.0,0.3414,64.0,0.3899,80.0,0.3109,70.0,0.3039,39.0,0.3056,40.0,0.3073,42.0
AAPU,,,,20.850000381469727,,0.5846,,0.5152,,0.7574,,0.7655,,0.7736,,0.7682,,0.6051,,0.5469,,0.6242,,0.7016,
AAPW,,,,36.00170135498047,,0.3792,,0.2262,,,,,,0.554,,0.0,,0.0,,,,,,0.6434,
AAPX,,,,17.90999984741211,,0.5596,,0.4734,,0.8373,,0.7123,,0.5872,,0.8034,,0.5802,,0.4003,,0.8261,,1.2519,
AAPY,,,,21.04290008544922,,0.1987,,0.142,,,,,,0.4231,,0.3349,,0.1958,,,,,,0.4465,
AAT,94.0,,,19.270000457763672,,0.1317,20.0,0.2755,80.0,0.6821,97.0,0.5378,94.0,0.3934,78.0,0.2981,79.0,0.2777,82.0,0.6821,100.0,0.5378,99.0,0.3934,86.0
AAXJ,,,,75.55000305175781,,0.2274,81.0,0.0685,20.0,0.1804,56.0,0.1884,59.0,0.1965,61.0,0.2296,83.0,0.1345,88.0,0.1895,64.0,0.1991,57.0,0.2087,45.0
AB,92.0,,,40.900001525878906,,0.3463,74.0,0.2576,50.0,0.2097,20.0,0.2815,44.0,0.3533,65.0,0.3561,76.0,0.3058,65.0,0.172,17.0,0.2576,35.0,0.3431,60.0
ABAT,176.0,,,1.409999966621399,,1.1299,86.0,1.4255,95.0,1.3185,,1.2466,,1.1748,,1.502,91.0,1.3953,100.0,1.0289,,1.1018,,1.1748,
ABBV,98.0,,,185.5800018310547,,0.3612,89.0,0.2848,87.0,0.3553,95.0,0.3543,94.0,0.3533,93.0,0.3397,88.0,0.2752,83.0,0.2258,53.0,0.2821,83.0,0.3384,81.0
ABCB,99.0,,,60.68000030517578,,0.2226,41.0,0.2378,37.0,0.3031,46.0,0.3377,51.0,0.3723,68.0,0.3354,73.0,0.2904,62.0,0.3031,53.0,0.315,51.0,0.3269,60.0
ABCL,71.0,,,2.009999990463257,,0.672,69.0,0.6639,73.0,2.7372,100.0,1.7434,,0.7495,,0.7436,89.0,0.6776,78.0,2.7372,100.0,1.7506,,0.7639,
ABEO,50.0,,,5.489999771118164,,1.7286,98.0,1.3697,96.0,1.7647,86.0,1.239,63.0,0.7133,9.0,0.6144,12.0,0.6391,11.0,1.0217,54.0,0.8675,36.0,0.7133,3.0
ABEV,72.0,,,2.5299999713897705,,0.1738,16.0,0.2621,64.0,0.2357,12.0,0.2887,21.0,0.3417,26.0,0.3295,62.0,0.2724,66.0,0.1927,5.0,0.2839,19.0,0.3751,34.0
ABFL,,,,66.31999969482422,,0.1176,,0.1159,,0.1902,,0.199,,0.2077,,0.0,,0.0,,0.1891,,0.205,,0.2208,
ABG,99.0,,,225.86000061035156,,0.2609,32.0,0.364,64.0,0.3821,57.0,0.3753,54.0,0.3685,51.0,0.39,57.0,0.3599,59.0,0.4044,63.0,0.4008,61.0,0.3972,60.0
ABL,183.0,,,8.380000114440918,,0.1176,,0.2862,,1.4509,,0.9994,,0.548,,0.4826,,0.5234,,1.4509,,0.9994,,0.548,
ABM,58.0,,,50.77000045776367,,0.1191,12.0,0.192,34.0,0.3096,57.0,0.3756,70.0,0.4416,82.0,0.3323,70.0,0.3059,74.0,0.3148,67.0,0.3088,57.0,0.3027,53.0
ABNB,85.0,,,126.38999938964844,,0.3388,39.0,0.3358,47.0,0.3763,39.0,0.3732,38.0,0.3701,37.0,0.4775,63.0,0.3563,53.0,0.4063,28.0,0.4096,22.0,0.4129,20.0
ABNY,,,,11.866499900817871,,0.4306,,0.2965,,,,,,,,0.3849,,0.2582,,,,,,,
ABOS,178.0,,,1.0,,0.6829,,0.8177,,,,,,,,0.7651,,0.8218,,,,,,,
ABR,77.0,,,10.390000343322754,,0.3894,85.0,0.4773,94.0,0.3196,62.0,0.5125,85.0,0.7054,93.0,0.3654,77.0,0.3716,90.0,0.1616,28.0,0.4064,71.0,0.6513,87.0
ABSI,52.0,,,2.799999952316284,,0.692,,0.6882,,1.1989,,1.1997,,1.2004,,1.1285,,1.0237,,1.1606,,1.1553,,1.1501,
ABT,107.0,,,134.0,,0.087,8.0,0.2265,79.0,0.2287,71.0,0.225,68.0,0.2214,66.0,0.2175,66.0,0.22,80.0,0.2142,52.0,0.2427,66.0,0.2712,75.0
ABUS,184.0,,,3.299999952316284,,0.4795,45.0,0.5923,51.0,0.6892,18.0,0.7321,20.0,0.7749,28.0,0.4672,26.0,0.4926,20.0,1.9198,92.0,1.2068,78.0,0.4937,1.0
ACA,71.0,,,86.80999755859375,,0.5089,87.0,0.4205,87.0,0.4326,71.0,0.3591,39.0,0.2857,16.0,0.3775,66.0,0.331,62.0,0.3458,48.0,0.3436,42.0,0.3415,40.0
ACAD,72.0,,,16.93000030517578,,0.8483,84.0,0.6623,76.0,0.5075,21.0,0.6104,40.0,0.7134,59.0,0.4924,19.0,0.4485,23.0,0.5326,21.0,0.5659,25.0,0.5993,36.0
ACB,93.0,,,4.75,,0.3667,13.0,0.465,17.0,0.7438,28.0,0.7708,28.0,0.7978,28.0,0.7932,42.0,0.6364,38.0,0.7117,30.0,0.7614,17.0,0.8112,16.0
ACCO,78.0,,,3.7200000286102295,,0.617,92.0,0.4539,90.0,,,,,,,0.4903,89.0,0.3942,84.0,,,,,,
ACDC,64.0,,,3.9749999046325684,,1.1925,,1.1516,,1.0369,,0.9516,,0.8664,,0.9321,,0.8084,,0.8497,,0.8456,,0.8415,
