symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
ABCL,61.0,,,2.5899999141693115,,0.2182,1.0,0.5029,32.0,7.2289,100.0,5.041,,2.853,,0.7347,86.0,0.6739,77.0,1.2438,95.0,1.0604,,0.8771,
ABEO,40.0,,,5.349999904632568,,0.4665,23.0,0.6881,45.0,2.3721,93.0,2.4018,92.0,2.4314,91.0,0.4908,8.0,0.5534,7.0,1.1369,66.0,1.3174,77.0,1.4979,86.0
ABEV,62.0,,,2.490000009536743,,0.1541,10.0,0.2704,68.0,0.351,56.0,0.3752,54.0,0.3995,53.0,0.3437,71.0,0.2691,62.0,0.351,57.0,0.342,43.0,0.333,18.0
ABG,89.0,,,224.4499969482422,,0.2397,25.0,0.3661,64.0,0.4983,82.0,0.4829,80.0,0.4675,78.0,0.4026,59.0,0.3567,57.0,0.4293,69.0,0.4249,67.0,0.4205,67.0
ABL,173.0,,,8.239999771118164,,0.1824,,0.278,,0.528,,0.5185,,0.509,,0.4866,,0.5253,,0.528,,0.5137,,0.4994,
ABM,48.0,,,48.5099983215332,,0.2845,67.0,0.2149,45.0,0.5069,89.0,0.4484,84.0,0.3898,75.0,0.3422,71.0,0.3048,73.0,0.3166,68.0,0.337,68.0,0.3574,73.0
ABNB,75.0,,,123.30000305175781,,0.2521,21.0,0.2953,34.0,0.6706,88.0,0.6744,89.0,0.6782,89.0,0.4736,62.0,0.3508,52.0,0.4104,31.0,0.4139,23.0,0.4174,21.0
ABNY,,,,12.180000305175781,,0.2244,,0.1865,,,,,,0.8312,,0.4033,,0.2487,,,,,,0.8312,
ABOS,168.0,,,1.0299999713897705,,1.4313,,1.3215,,,,,,,,0.7681,,0.8233,,,,,,,
ABR,67.0,,,11.510000228881836,,0.3075,75.0,0.2761,73.0,0.4887,88.0,0.5547,88.0,0.6206,89.0,0.3543,72.0,0.3617,89.0,0.1551,26.0,0.394,68.0,0.6328,84.0
ABSI,42.0,,,3.190000057220459,,0.3668,,0.6048,,1.0024,,1.1367,,1.271,,1.1253,,1.0194,,2.9787,,2.265,,1.5514,
ABT,97.0,,,129.52999877929688,,0.1627,46.0,0.234,81.0,0.2658,83.0,0.2611,82.0,0.2564,80.0,0.2277,71.0,0.2203,80.0,0.2247,60.0,0.251,70.0,0.2774,80.0
ABUS,174.0,,,3.3399999141693115,,0.272,12.0,0.4145,18.0,1.165,77.0,0.9904,60.0,0.8159,36.0,0.4619,24.0,0.4836,19.0,1.0794,63.0,1.0351,61.0,0.9908,65.0
ACA,61.0,,,80.16999816894531,,0.3246,60.0,0.29,53.0,0.3278,31.0,0.3892,54.0,0.4507,78.0,0.3695,62.0,0.3252,57.0,0.364,63.0,0.3703,69.0,0.3767,71.0
ACAD,62.0,,,14.65999984741211,,0.2351,8.0,0.3575,21.0,1.5108,97.0,1.1041,88.0,0.6974,56.0,0.457,12.0,0.4265,18.0,0.775,81.0,0.7362,75.0,0.6974,66.0
ACB,83.0,,,4.679999828338623,,0.6438,49.0,0.553,32.0,0.6455,16.0,0.7662,27.0,0.8868,38.0,0.8409,48.0,0.6598,40.0,0.7641,40.0,0.7979,23.0,0.8317,20.0
ACCO,68.0,,,3.819999933242798,,0.3767,70.0,0.4066,82.0,0.6635,94.0,,,,,0.5019,90.0,0.3945,84.0,0.6635,97.0,,,,
ACDC,54.0,,,4.550000190734863,,0.7712,,0.8016,,1.2333,,1.1624,,1.0915,,0.9166,,0.782,,0.793,,0.8148,,0.8366,
ACEL,181.0,,,11.109999656677246,,0.2296,25.0,0.2419,28.0,0.3937,24.0,,,,,0.3166,22.0,0.3065,38.0,0.3855,28.0,,,,
ACES,,,,23.270000457763672,,0.3266,50.0,0.2486,45.0,0.4467,75.0,0.4543,78.0,0.4619,77.0,0.3403,34.0,0.2775,51.0,0.2545,9.0,0.2871,10.0,0.3196,18.0
ACET,54.0,,,0.6198999881744385,,0.9058,89.0,0.859,90.0,,,,,,,0.8403,79.0,0.8404,91.0,,,,,,
ACGL,78.0,,,91.19000244140625,,0.3189,89.0,0.2376,80.0,0.4256,95.0,0.3822,93.0,0.3388,89.0,0.2953,88.0,0.2355,82.0,0.2782,84.0,0.2931,88.0,0.308,89.0
ACHC,61.0,,,22.18000030517578,,0.8019,96.0,0.7135,98.0,1.0185,100.0,0.9288,99.0,0.8391,98.0,0.6503,96.0,0.4553,86.0,0.6636,100.0,0.6744,100.0,0.6851,100.0
ACHR,61.0,,,8.529999732971191,,0.6055,,0.5831,,0.8261,,0.8242,,0.8223,,1.1803,,1.0647,,0.7657,,0.7738,,0.7819,
ACHV,49.0,,,2.380000114440918,,1.0616,,0.8462,,,,,,,,0.6691,,0.6881,,,,,,,
ACI,111.0,,,21.690000534057617,,0.2832,30.0,0.2402,19.0,0.2404,7.0,0.3126,10.0,0.3848,32.0,0.2984,15.0,0.2815,20.0,0.147,1.0,0.231,1.0,0.3149,6.0
ACIC,61.0,,,11.510000228881836,,0.2771,,0.2743,,0.6041,,0.587,,0.5698,,0.3729,,0.4056,,0.4453,,0.4671,,0.4889,
ACIU,47.0,,,1.7000000476837158,,0.4443,34.0,0.5152,28.0,,,,,,,0.5472,5.0,0.5943,10.0,,,,,,
ACIW,61.0,,,52.779998779296875,,0.2511,45.0,0.2282,28.0,0.6386,93.0,0.5903,91.0,0.542,87.0,0.3957,73.0,0.3439,68.0,0.3752,73.0,0.373,72.0,0.3708,69.0
ACLS,78.0,,,48.599998474121094,,0.4257,43.0,0.4774,55.0,0.7421,91.0,0.7334,91.0,0.7247,90.0,0.5454,56.0,0.4916,54.0,0.5872,79.0,0.5894,80.0,0.5916,80.0
ACLX,61.0,,,64.55000305175781,,0.2726,,0.4241,,0.57,,0.5688,,0.5676,,0.5725,,0.5838,,0.6366,,0.6452,,0.6538,
ACM,85.0,,,97.44000244140625,,0.255,54.0,0.2295,49.0,0.3619,69.0,0.3526,66.0,0.3432,62.0,0.2748,39.0,0.2659,55.0,0.2604,15.0,0.2722,22.0,0.284,32.0
ACMR,62.0,,,20.799999237060547,,0.6784,68.0,0.6254,66.0,0.9774,94.0,0.9766,94.0,0.9758,94.0,0.7798,63.0,0.6116,70.0,0.6916,60.0,0.6955,60.0,0.6994,63.0
ACN,40.0,,,293.25,,0.1818,44.0,0.2168,65.0,0.254,59.0,0.2779,65.0,0.3018,71.0,0.3037,76.0,0.2419,72.0,0.2598,64.0,0.292,74.0,0.3243,79.0
ACNB,96.0,,,41.4900016784668,,0.2243,,0.2279,,0.3358,,0.3731,,0.4104,,0.397,,0.35,,0.3358,,0.3276,,0.3195,
ACNT,356.0,,,12.899999618530273,,0.0855,,0.2462,,,,,,,,0.2579,,0.3169,,,,,,,
ACR,55.0,,,18.510000228881836,,0.388,72.0,0.4866,91.0,0.4876,,,,,,0.4002,65.0,0.3871,70.0,0.4231,,,,,
ACRE,76.0,,,3.9200000762939453,,0.6025,96.0,0.461,95.0,0.5409,90.0,,,,,0.4491,94.0,0.3955,94.0,0.5409,93.0,,,,
ACRS,61.0,,,1.3600000143051147,,0.6314,62.0,0.7078,64.0,0.8746,45.0,,,,,1.1313,77.0,0.957,79.0,0.8746,55.0,,,,
ACT,84.0,,,35.15999984741211,,0.2556,70.0,0.2212,57.0,0.2807,45.0,0.2995,48.0,0.3183,54.0,0.2349,41.0,0.2193,39.0,0.2807,33.0,0.3118,54.0,0.343,65.0
ACTG,47.0,,,3.0799999237060547,,0.2818,27.0,0.383,38.0,0.5556,40.0,0.5345,33.0,0.5134,30.0,0.4072,30.0,0.3827,20.0,0.5556,41.0,0.5345,35.0,0.5134,28.0
ACVA,69.0,,,14.75,,0.3172,18.0,0.3851,30.0,0.8678,91.0,0.8668,,0.8658,,0.5389,64.0,0.5132,56.0,0.5797,49.0,0.5826,,0.5855,
ACWI,,,,116.4000015258789,,0.2009,78.0,0.1513,81.0,0.2272,92.0,0.2268,90.0,0.2265,87.0,0.2201,80.0,0.1676,84.0,0.133,55.0,0.1741,65.0,0.2152,72.0
ACWX,,,,56.84000015258789,,0.1184,36.0,0.1087,67.0,0.1518,63.0,0.1704,70.0,0.189,70.0,0.1992,72.0,0.1332,78.0,0.1239,38.0,0.1558,48.0,0.1876,55.0
ACXP,43.0,,,0.4189999997615814,,0.4079,,0.5653,,,,,,,,1.205,,1.0126,,,,,,,
ADAP,167.0,,,0.27709999680519104,,0.5148,31.0,0.8082,61.0,,,,,,,1.15,91.0,1.0829,90.0,,,,,,
ADBE,48.0,,,368.6199951171875,,0.2205,39.0,0.2345,49.0,0.291,48.0,0.2904,47.0,0.2898,47.0,0.4152,81.0,0.2733,64.0,0.3532,74.0,0.3614,78.0,0.3697,78.0
ADC,77.0,,,76.43000030517578,,0.2134,67.0,0.2077,64.0,0.2112,40.0,0.2094,28.0,0.2077,28.0,0.1998,54.0,0.2047,60.0,0.2172,57.0,0.2186,51.0,0.2201,36.0
ADCT,173.0,,,1.4600000381469727,,0.6061,61.0,0.5911,59.0,,,,,,,1.2672,97.0,1.0198,95.0,,,,,,
ADEA,70.0,,,12.369999885559082,,0.2462,,0.2642,,0.6036,,,,,,0.5992,,0.4223,,0.4904,,,,,
ADI,69.0,,,193.72000122070312,,0.4055,83.0,0.2681,66.0,0.4315,89.0,0.4167,87.0,0.4019,85.0,0.4754,91.0,0.3729,89.0,0.3115,72.0,0.3476,81.0,0.3838,88.0
ADM,84.0,,,48.04999923706055,,0.257,64.0,0.2215,60.0,0.4073,93.0,0.4028,93.0,0.3982,92.0,0.3149,75.0,0.2733,82.0,0.2109,26.0,0.281,64.0,0.3511,88.0
ADMA,57.0,,,24.510000228881836,,1.0358,91.0,0.7179,78.0,0.7778,33.0,0.7699,32.0,0.762,36.0,0.6614,57.0,0.5832,38.0,0.5661,10.0,0.5723,9.0,0.5785,11.0
ADNT,91.0,,,12.539999961853027,,0.4196,50.0,0.4047,56.0,0.7386,87.0,0.7368,87.0,0.7349,87.0,0.539,57.0,0.5007,71.0,0.6133,72.0,0.6232,73.0,0.6332,75.0
ADP,90.0,,,293.57000732421875,,0.2733,83.0,0.2381,85.0,0.3286,92.0,0.3351,92.0,0.3416,92.0,0.2235,74.0,0.2034,71.0,0.2552,82.0,0.248,73.0,0.2407,56.0
ADPT,77.0,,,7.769999980926514,,0.7482,64.0,0.6159,44.0,1.8826,99.0,1.3622,96.0,0.8417,54.0,0.8263,72.0,0.8515,100.0,1.1402,93.0,0.9848,89.0,0.8295,71.0
ADSE,,,,13.5,,0.5862,,0.792,,,,,,1.2395,,0.4129,,0.5682,,,,,,1.2353,
ADSK,61.0,,,271.4700012207031,,0.2778,48.0,0.2145,25.0,0.281,27.0,0.2893,31.0,0.2976,34.0,0.3253,41.0,0.2676,38.0,0.3313,19.0,0.3349,21.0,0.3385,22.0
ADT,61.0,,,7.949999809265137,,0.28,45.0,0.3,50.0,0.3375,34.0,0.3125,26.0,0.2875,21.0,0.3096,27.0,0.2762,34.0,0.2564,12.0,0.2934,25.0,0.3304,31.0
ADTN,173.0,,,7.800000190734863,,0.3763,62.0,0.4,72.0,0.8176,99.0,0.7318,97.0,0.646,93.0,0.6063,93.0,0.5611,97.0,0.4502,74.0,0.5167,88.0,0.5832,96.0
ADUS,64.0,,,101.02999877929688,,0.2833,49.0,0.2403,23.0,0.4387,69.0,0.4335,69.0,0.4283,70.0,0.3303,39.0,0.3066,19.0,0.3765,54.0,0.3778,54.0,0.3792,55.0
ADV,53.0,,,1.340000033378601,,0.3612,31.0,0.6371,76.0,,,,,,,0.7378,95.0,0.7295,100.0,,,,,,
ADVM,176.0,,,2.880000114440918,,0.8022,73.0,0.9004,81.0,3.752,99.0,2.469,98.0,1.186,78.0,0.7813,59.0,0.854,77.0,1.3687,94.0,1.2774,93.0,1.186,90.0
AEE,75.0,,,98.88999938964844,,0.2415,85.0,0.2029,79.0,0.2055,67.0,0.2396,80.0,0.2736,86.0,0.2159,81.0,0.2072,82.0,0.1744,51.0,0.2094,69.0,0.2445,79.0
AEG,810.0,,,6.53000020980835,,0.1843,23.0,0.1658,50.0,,,,,,,0.3561,63.0,0.2133,68.0,,,,,,
AEHR,106.0,,,8.699999809265137,,0.5303,,0.5456,,0.4901,,0.641,,0.7919,,1.0009,,0.7674,,0.719,,0.7929,,0.8667,
AEIS,76.0,,,98.88999938964844,,0.4275,59.0,0.4201,63.0,0.6353,86.0,0.6699,90.0,0.7044,92.0,0.5641,78.0,0.4523,68.0,0.4971,69.0,0.4928,68.0,0.4886,67.0
AEM,75.0,,,119.0199966430664,,0.2415,18.0,0.3129,50.0,0.4245,60.0,0.3793,46.0,0.3342,28.0,0.3557,35.0,0.2937,35.0,0.3527,27.0,0.3538,26.0,0.3548,23.0
AEO,48.0,,,11.039999961853027,,0.3394,47.0,0.4577,81.0,0.4955,71.0,0.4992,72.0,0.5029,72.0,0.604,92.0,0.4842,84.0,0.4221,67.0,0.5028,84.0,0.5835,90.0
AEP,75.0,,,107.05999755859375,,0.2436,82.0,0.1997,74.0,0.2245,80.0,0.2566,87.0,0.2887,91.0,0.2197,79.0,0.2041,74.0,0.142,25.0,0.2056,60.0,0.2691,76.0
AER,62.0,,,104.0199966430664,,0.325,62.0,0.2884,57.0,0.3185,44.0,0.3216,45.0,0.3248,45.0,0.3093,47.0,0.2801,49.0,0.2933,35.0,0.3156,42.0,0.3378,48.0
AES,60.0,,,10.1899995803833,,0.3314,67.0,0.3363,75.0,0.4971,87.0,0.604,90.0,0.7108,94.0,0.4839,88.0,0.4085,87.0,0.5109,90.0,0.4838,87.0,0.4567,83.0
AESI,64.0,,,14.390000343322754,,0.345,,0.3985,,0.6164,,0.685,,0.7536,,0.5563,,0.4871,,0.4481,,0.538,,0.628,
AETH,,,,27.484699249267578,,0.1557,,0.091,,0.6197,,0.655,,0.6902,,0.5331,,0.2207,,0.6892,,0.7198,,0.7503,
AEVA,41.0,,,7.179999828338623,,1.3235,94.0,1.0243,89.0,1.1667,,1.1747,,1.1826,,0.9956,90.0,0.8858,80.0,0.8301,,0.8504,,0.8708,
AEYE,48.0,,,12.109999656677246,,0.4944,,0.5961,,1.0007,,0.9137,,0.8267,,0.9213,,0.8081,,0.6972,,0.7947,,0.8921,
AFCG,47.0,,,5.440000057220459,,0.4077,,0.4052,,0.1412,,0.5663,,0.9914,,0.5228,,0.4497,,0.1412,,0.3881,,0.635,
AFG,84.0,,,127.30999755859375,,0.2903,80.0,0.2151,73.0,0.3418,87.0,0.3314,86.0,0.321,82.0,0.2668,74.0,0.2248,71.0,0.2044,52.0,0.2304,62.0,0.2564,68.0
AFK,,,,17.75,,0.1534,,0.314,,0.25,,,,,,0.26,,0.2268,,0.25,,,,,
AFL,83.0,,,108.48999786376953,,0.2671,75.0,0.2278,75.0,0.3551,89.0,0.3789,90.0,0.4027,92.0,0.2584,70.0,0.2236,70.0,0.1924,42.0,0.2308,56.0,0.2692,61.0
AFMD,166.0,,,0.9700000286102295,,0.883,80.0,0.8651,78.0,,,,,,,0.9617,79.0,0.9306,85.0,,,,,,
AFRM,82.0,,,49.16999816894531,,0.597,26.0,0.5002,11.0,1.2637,91.0,1.2623,91.0,1.2609,91.0,0.8978,50.0,0.7271,49.0,0.7411,36.0,0.7475,36.0,0.754,36.0
AFYA,47.0,,,18.709999084472656,,0.2547,19.0,0.269,11.0,0.3821,3.0,,,,,0.3608,30.0,0.301,11.0,0.3821,6.0,,,,
AG,68.0,,,6.239999771118164,,0.4137,28.0,0.5158,67.0,0.6522,78.0,0.6506,77.0,0.6489,77.0,0.62,61.0,0.5211,64.0,0.633,65.0,0.6192,61.0,0.6053,54.0
AGCO,82.0,,,85.2300033569336,,0.3425,69.0,0.3431,80.0,0.4864,94.0,0.5067,95.0,0.527,95.0,0.4642,90.0,0.398,91.0,0.3773,80.0,0.3963,83.0,0.4153,83.0
AGEN,49.0,,,3.140000104904175,,1.8036,98.0,2.1306,100.0,1.1907,85.0,1.2963,90.0,1.402,93.0,1.0545,89.0,1.0305,92.0,0.8708,54.0,1.0998,79.0,1.3289,90.0
AGG,,,,98.87000274658203,,0.0633,87.0,0.0445,85.0,0.0532,75.0,0.072,87.0,0.0907,91.0,0.0566,79.0,0.045,83.0,0.0234,13.0,0.0687,84.0,0.1141,95.0
AGGY,,,,43.25,,0.0666,,0.0446,,,,,,,,0.0654,,0.0473,,,,,,,
AGI,69.0,,,28.43000030517578,,0.3441,35.0,0.3553,45.0,0.4395,37.0,0.4384,35.0,0.4373,35.0,0.3857,24.0,0.33,26.0,0.3879,16.0,0.3924,13.0,0.397,14.0
AGIO,75.0,,,29.6200008392334,,0.222,7.0,0.3722,23.0,0.5844,47.0,0.5902,47.0,0.5961,50.0,0.6476,70.0,0.5822,69.0,0.7231,89.0,0.7489,92.0,0.7747,94.0
AGL,63.0,,,3.8399999141693115,,1.8795,100.0,1.5911,100.0,1.0352,94.0,1.0538,96.0,1.0724,97.0,1.1791,100.0,0.949,100.0,0.7642,86.0,0.7859,85.0,0.8076,87.0
AGM,67.0,,,175.89999389648438,,0.2277,32.0,0.2797,51.0,0.3701,59.0,0.3807,60.0,0.3913,60.0,0.3199,46.0,0.2733,35.0,0.2934,30.0,0.3244,43.0,0.3553,52.0
AGNC,92.0,,,9.020000457763672,,0.2768,82.0,0.2304,77.0,0.2187,68.0,0.2401,70.0,0.2615,70.0,0.2499,69.0,0.2509,77.0,0.2907,77.0,0.251,56.0,0.2112,24.0
AGNG,,,,30.850000381469727,,0.1775,,0.103,,0.1522,,,,,,0.1763,,0.1473,,0.1522,,,,,
AGO,61.0,,,87.97000122070312,,0.2303,44.0,0.2036,39.0,0.3758,63.0,0.3859,63.0,0.396,63.0,0.2958,54.0,0.233,43.0,0.2906,44.0,0.3098,46.0,0.329,49.0
AGQ,,,,41.16999816894531,,0.5209,60.0,0.3521,60.0,0.4627,33.0,0.72,87.0,0.9772,98.0,0.6131,67.0,0.3438,47.0,0.5658,51.0,0.6011,52.0,0.6364,53.0
AGRO,47.0,,,9.430000305175781,,1.0408,100.0,0.5575,96.0,,,,,0.3691,32.0,0.3872,71.0,0.2992,36.0,,,,,0.3691,36.0
AGS,54.0,,,12.109999656677246,,0.0264,4.0,0.054,8.0,,,,,,,0.0558,6.0,0.0608,5.0,,,,,,
AGX,145.0,,,151.8800048828125,,0.9311,97.0,0.6556,98.0,0.6135,89.0,0.5954,89.0,0.5773,86.0,0.7646,100.0,0.6531,100.0,0.6236,98.0,0.6285,98.0,0.6335,98.0
AGYS,98.0,,,73.87999725341797,,0.342,48.0,0.3997,55.0,0.812,94.0,0.8221,95.0,0.8322,95.0,0.5815,80.0,0.4606,62.0,0.5665,87.0,0.5706,88.0,0.5746,88.0
AGZ,,,,109.81500244140625,,0.0301,,0.0271,,,,,,0.0985,,0.0355,,0.0325,,,,,,0.0985,
AHCO,63.0,,,8.15999984741211,,0.6354,81.0,0.6217,83.0,0.9274,97.0,0.9438,99.0,0.9602,99.0,0.6006,51.0,0.5084,41.0,0.4887,17.0,0.4997,15.0,0.5107,18.0
AHH,69.0,,,6.820000171661377,,0.342,85.0,0.2852,79.0,,,,,,,0.3277,89.0,0.2998,87.0,,,,,,
AHR,61.0,,,31.59000015258789,,0.3029,61.0,0.274,94.0,0.4728,,0.4815,,0.4902,,0.3186,62.0,0.34,100.0,0.3855,,0.3803,,0.3751,
AI,62.0,,,22.579999923706055,,0.459,69.0,0.4326,68.0,0.6116,62.0,0.6064,60.0,0.6012,64.0,0.728,81.0,0.666,82.0,0.6599,69.0,0.6487,55.0,0.6375,60.0
AIA,,,,69.44000244140625,,0.185,40.0,0.1264,72.0,0.2664,76.0,0.2899,71.0,0.3134,68.0,0.2933,80.0,0.1658,89.0,0.2059,86.0,0.237,69.0,0.268,56.0
AIBU,,,,27.65999984741211,,0.8249,,0.4478,,0.5721,,0.6633,,0.7545,,0.7518,,0.5009,,0.5888,,0.6033,,0.6177,
AIEQ,,,,37.83110046386719,,0.2986,,0.1862,,0.2496,,0.2784,,0.3071,,0.303,,0.2128,,0.2518,,0.265,,0.2782,
AIFU,,,,0.11569999903440475,,0.5622,,1.5036,,,,,,,,1.2874,,1.337,,,,,,,
AIG,77.0,,,81.93000030517578,,0.2633,61.0,0.2024,50.0,0.3429,72.0,0.3628,75.0,0.3826,77.0,0.2574,48.0,0.242,59.0,0.2339,39.0,0.2724,51.0,0.3109,57.0
AIN,62.0,,,66.58000183105469,,0.2676,53.0,0.3546,83.0,0.7919,99.0,0.6498,97.0,0.5076,85.0,0.3872,75.0,0.33,73.0,0.2884,43.0,0.305,49.0,0.3217,59.0
AIOT,78.0,,,5.139999866485596,,0.6514,,0.5269,,0.6995,,0.8624,,1.0254,,0.8455,,0.7463,,0.6995,,0.7035,,0.7075,
AIP,70.0,,,6.710000038146973,,0.5294,,0.5684,,0.6257,,,,,,0.7346,,0.6499,,0.6257,,,,,
AIPI,,,,39.880001068115234,,0.3034,,0.2048,,0.2991,,0.3621,,0.4251,,0.3181,,0.243,,0.1065,,0.4212,,0.736,
AIQ,,,,36.79999923706055,,0.2995,70.0,0.2232,66.0,0.2978,70.0,0.3095,,0.3212,,0.3225,66.0,0.236,70.0,0.2263,45.0,0.2646,,0.303,
AIR,112.0,,,53.4900016784668,,0.2815,42.0,0.2605,35.0,0.3615,45.0,0.3452,35.0,0.3289,28.0,0.4666,75.0,0.3585,64.0,0.3458,43.0,0.3492,42.0,0.3526,42.0
AIRG,266.0,,,3.990000009536743,,0.5139,64.0,0.9563,96.0,0.6839,62.0,0.6969,72.0,0.7099,78.0,0.7111,83.0,0.7033,87.0,0.6839,78.0,0.6969,84.0,0.7099,85.0
AIRJ,,,,4.989999771118164,,0.7657,,0.883,,,,,,,,0.895,,0.9936,,,,,,,
AIRR,,,,69.70999908447266,,0.3278,,0.2581,,0.3048,,0.3154,,0.3259,,0.326,,0.258,,0.2633,,0.277,,0.2906,
AIRS,46.0,,,2.109999895095825,,0.5469,,0.9283,,1.1327,,1.064,,0.9952,,0.9997,,1.0345,,1.1327,,1.064,,0.9952,
AISP,60.0,,,3.940000057220459,,0.6957,,0.6919,,0.9009,,1.9556,,3.0102,,1.344,,1.3329,,0.7272,,1.0492,,1.3713,
AIT,90.0,,,238.3800048828125,,0.4442,89.0,0.318,83.0,0.3865,81.0,0.3922,81.0,0.3978,80.0,0.4121,88.0,0.316,84.0,0.3206,69.0,0.3286,71.0,0.3366,72.0
AIV,64.0,,,7.769999980926514,,0.258,65.0,0.2255,59.0,0.3471,63.0,0.3682,65.0,0.3893,68.0,0.2813,64.0,0.2827,68.0,0.3978,76.0,0.3885,71.0,0.3792,68.0
AIVC,,,,43.375,,0.4166,,0.1729,,0.3034,,0.313,,0.3227,,0.4053,,0.2089,,0.2966,,0.3123,,0.328,
AIVI,,,,46.0349006652832,,0.1264,,0.0689,,,,,,0.1996,,0.1856,,0.0862,,,,,,0.1948,
AIVL,,,,105.33100128173828,,0.1937,,0.0992,,0.1764,,0.1753,,0.1741,,0.1917,,0.1183,,0.1398,,0.1594,,0.179,
AIYY,,,,4.820000171661377,,0.3215,,0.263,,0.1698,,0.5792,,0.9885,,0.652,,0.5203,,0.1698,,0.788,,1.4063,
AIZ,77.0,,,192.2899932861328,,0.2884,78.0,0.2086,65.0,0.3012,77.0,0.3175,81.0,0.3338,84.0,0.286,73.0,0.2474,74.0,0.2521,65.0,0.279,74.0,0.306,81.0
AJG,89.0,,,323.80999755859375,,0.3531,92.0,0.273,90.0,0.3086,91.0,0.3127,91.0,0.3168,90.0,0.2476,77.0,0.2309,79.0,0.2456,80.0,0.2576,83.0,0.2697,85.0
AKAM,68.0,,,80.18000030517578,,0.3466,64.0,0.268,51.0,0.7684,96.0,0.7593,96.0,0.7502,95.0,0.5402,82.0,0.3294,63.0,0.3527,46.0,0.3716,54.0,0.3904,57.0
