symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ABL,135.0,,,7.639999866485596,738363936.5365677,0.4369,,0.5749,,0.7363,,0.4918,,0.4534,,0.473,,0.7363,,0.5921,
ABM,10.0,,,46.939998626708984,2921141830.5381775,0.2777,65.0,0.3356,82.0,0.3142,59.0,0.4003,77.0,0.3011,60.0,0.265,63.0,0.3199,69.0,0.309,55.0
ABNB,37.0,,,128.8000030517578,80028598017.7793,0.5092,72.0,0.3443,51.0,0.3138,19.0,0.3536,32.0,0.394,50.0,0.2787,32.0,0.392,22.0,0.3983,12.0
ABNY,,,,13.140999794006348,,0.464,,0.2062,,,,0.6247,,0.3236,,0.2086,,,,0.8114,
ABOS,130.0,,,1.2000000476837158,72095762.86482811,0.6146,39.0,0.9672,85.0,,,,,0.6825,4.0,0.7187,19.0,,,,
ABR,29.0,,,12.270000457763672,2325226338.588501,0.242,61.0,0.2046,49.0,0.2925,55.0,0.3449,56.0,0.2987,61.0,0.2987,65.0,0.141,17.0,0.6205,83.0
ABSI,4.0,,,3.009999990463257,383275338.78564835,0.8007,48.0,0.7496,25.0,1.0306,32.0,1.1633,,1.0664,99.0,0.9589,34.0,1.0275,34.0,1.1743,
ABT,59.0,,,126.33999633789062,219113982448.73047,0.1797,54.0,0.1876,63.0,0.1935,52.0,0.1892,46.0,0.2009,54.0,0.1846,57.0,0.2275,62.0,0.2295,35.0
ABUS,136.0,,,3.2799999713897705,626263514.5373344,0.3775,28.0,0.4625,27.0,1.1125,72.0,4.1468,100.0,0.3971,12.0,0.4214,13.0,0.7225,16.0,0.511,1.0
ACA,23.0,,,79.66000366210938,3885496338.623047,0.2831,49.0,0.2464,35.0,0.408,63.0,0.387,53.0,0.2937,26.0,0.2663,24.0,0.366,65.0,0.3688,65.0
ACAD,24.0,,,16.790000915527344,2863719211.833252,0.3339,23.0,0.3465,18.0,0.5276,25.0,0.5424,27.0,0.4305,7.0,0.39,9.0,0.4818,11.0,0.5129,15.0
ACB,45.0,,,4.460000038146973,244826350.0940323,0.4443,22.0,0.6573,52.0,0.4621,4.0,0.6342,9.0,0.8314,47.0,0.6377,38.0,1.1087,89.0,0.8732,27.0
ACCD,64.0,,,7.010000228881836,572568406.6947937,0.0257,1.0,0.0259,1.0,,,,,1.0812,85.0,0.4076,7.0,,,,
ACCO,30.0,,,4.340000152587891,403103554.17251587,0.4308,80.0,0.3403,66.0,0.6976,95.0,,,0.4458,83.0,0.3314,62.0,0.6976,98.0,,
ACDC,16.0,,,7.670000076293945,1235759732.2921753,0.6005,56.0,0.6038,67.0,0.6986,57.0,0.7242,66.0,0.677,57.0,0.6464,89.0,0.7092,79.0,0.7733,89.0
ACEL,143.0,,,9.920000076293945,858177222.600174,0.2973,45.0,0.2466,28.0,0.3481,14.0,,,0.2784,4.0,0.2685,20.0,0.3481,15.0,,
ACES,,,,23.780000686645508,,0.2409,18.0,0.1975,13.0,0.3648,47.0,0.4496,74.0,0.2875,11.0,0.2221,14.0,0.2891,27.0,0.3689,59.0
ACET,16.0,,,0.765999972820282,63337320.55262327,0.2752,28.0,0.5518,64.0,,,,,0.6565,67.0,0.7391,80.0,,,,
ACGL,40.0,,,91.9800033569336,34525337384.208496,0.2882,85.0,0.2353,79.0,0.246,68.0,0.2091,45.0,0.2612,84.0,0.2121,67.0,0.2806,84.0,0.2587,72.0
ACHC,23.0,,,28.690000534057617,2665674019.6208954,0.2856,49.0,0.3617,70.0,0.5272,84.0,0.5246,83.0,0.6792,96.0,0.4603,87.0,0.5743,97.0,0.5847,97.0
ACHR,23.0,,,8.720000267028809,4730338684.375122,0.705,50.0,0.5953,28.0,0.7961,38.0,0.8009,26.0,1.1451,100.0,1.0195,100.0,0.8548,71.0,0.8776,57.0
ACHV,11.0,,,2.809999942779541,97465129.01530266,0.6155,70.0,0.7822,84.0,0.9143,25.0,,,0.5651,51.0,0.5644,21.0,0.9143,26.0,,
ACI,73.0,,,21.139999389648438,12323393862.44043,0.3227,39.0,0.2323,17.0,0.2427,7.0,0.2149,3.0,0.2448,14.0,0.2474,15.0,0.2044,4.0,0.3356,10.0
ACIC,23.0,,,11.930000305175781,578501223.7983704,0.266,39.0,0.2996,28.0,0.4472,23.0,0.4835,14.0,0.5507,43.0,0.4447,28.0,0.5319,31.0,0.5762,25.0
ACIU,9.0,,,2.0999999046325684,216885890.15054703,0.2709,7.0,0.5759,41.0,,,,,0.5013,1.0,0.5726,3.0,,,,
ACIW,23.0,,,53.04999923706055,5634440418.968201,0.2873,56.0,0.2293,30.0,0.382,60.0,0.4218,71.0,0.3354,57.0,0.2848,43.0,0.3482,65.0,0.3702,69.0
ACLS,40.0,,,55.900001525878906,1797414239.063263,0.167,3.0,0.3355,18.0,0.485,39.0,0.4797,36.0,0.4356,21.0,0.4017,18.0,0.5323,60.0,0.5375,60.0
ACLX,23.0,,,69.33000183105469,3917366959.460449,0.3584,23.0,0.3829,9.0,0.5334,17.0,0.4713,8.0,0.5195,40.0,0.5238,39.0,0.5875,7.0,0.6098,14.0
ACM,47.0,,,94.0999984741211,12486128797.531128,0.2068,37.0,0.1796,20.0,0.2271,11.0,0.2722,31.0,0.2239,13.0,0.2212,24.0,0.2934,40.0,0.2875,35.0
ACMR,24.0,,,26.8700008392334,1696295091.9805527,0.6175,61.0,0.4816,47.0,0.5621,48.0,0.558,47.0,0.7771,62.0,0.5649,64.0,0.6357,49.0,0.6501,50.0
ACN,2.0,,,305.32000732421875,191272598823.2539,0.5185,95.0,0.2757,82.0,0.2325,50.0,0.2167,41.0,0.2712,71.0,0.2033,57.0,0.24,52.0,0.3027,69.0
ACNB,58.0,,,42.0099983215332,442898809.3044281,0.2086,,0.2213,,0.428,,0.3267,,0.3874,,0.3285,,0.2897,,0.3267,
ACNT,318.0,,,12.630000114440918,130013221.17805481,0.3746,65.0,0.3857,47.0,,,,,0.2894,1.0,0.3478,1.0,,,,
ACR,17.0,,,21.860000610351562,174324760.86730957,0.4908,86.0,0.3479,68.0,0.6038,83.0,,,0.2986,20.0,0.2926,24.0,0.3477,19.0,,
ACRE,38.0,,,4.900000095367432,269896415.25292397,0.2629,69.0,0.3209,85.0,0.3655,69.0,,,0.3804,85.0,0.3193,85.0,0.3655,77.0,,
ACRS,23.0,,,1.600000023841858,173036802.57844925,0.2433,7.0,0.5504,37.0,0.9671,56.0,,,1.1545,80.0,0.9327,78.0,0.9671,65.0,,
ACT,46.0,,,33.720001220703125,5160981066.833496,0.1209,11.0,0.1632,22.0,0.2716,40.0,0.2626,34.0,0.1906,22.0,0.1815,16.0,0.2212,6.0,0.2626,13.0
ACTG,9.0,,,3.4200000762939453,328614127.33078,0.8983,94.0,0.7217,90.0,0.438,12.0,,,0.3677,18.0,0.3298,10.0,0.438,11.0,,
ACVA,31.0,,,15.3100004196167,2727154942.2658997,0.6377,77.0,0.533,63.0,0.556,32.0,0.7173,65.0,0.4587,28.0,0.4268,52.0,0.5761,48.0,0.5758,40.0
ACWI,,,,117.9800033569336,,0.1757,71.0,0.1141,64.0,0.2032,88.0,0.1313,43.0,0.1268,37.0,0.0998,48.0,0.1242,45.0,0.1916,53.0
ACWX,,,,56.650001525878906,,0.1653,62.0,0.0814,44.0,0.1495,62.0,0.1631,57.0,0.1358,35.0,0.0868,40.0,0.1371,54.0,0.187,54.0
ACXP,5.0,,,0.4230000078678131,9205537.671223283,1.01,80.0,0.8377,57.0,,,,,1.1885,86.0,0.9981,82.0,,,,
ADAP,129.0,,,0.29100000858306885,75456884.22560692,2.8649,100.0,1.9204,100.0,,,,,0.9552,84.0,0.8909,69.0,,,,
ADBE,10.0,,,387.260009765625,168418213368.96094,0.9746,99.0,0.4012,90.0,0.2385,25.0,0.2419,26.0,0.3871,78.0,0.2389,43.0,0.3427,65.0,0.3511,65.0
ADC,39.0,,,75.47000122070312,8120270251.342773,0.1603,45.0,0.1542,27.0,0.1759,19.0,0.2074,28.0,0.1768,33.0,0.1793,31.0,0.2219,60.0,0.2251,41.0
ADCT,135.0,,,1.6100000143051147,155670257.38315582,0.672,67.0,0.6201,63.0,,,,,1.2609,97.0,0.9982,94.0,,,,
ADEA,32.0,,,13.640000343322754,1484700397.3703384,0.2561,32.0,0.2493,18.0,,,,,0.5487,99.0,0.3767,65.0,,,,
ADI,31.0,,,204.39999389648438,101377491372.80273,0.2541,50.0,0.2059,37.0,0.2876,52.0,0.2876,49.0,0.3133,62.0,0.2625,62.0,0.2756,51.0,0.3377,66.0
ADM,46.0,,,46.099998474121094,22315995798.955566,0.1708,32.0,0.2328,66.0,0.2369,46.0,0.2467,48.0,0.2717,66.0,0.2433,70.0,0.207,23.0,0.3343,82.0
ADMA,19.0,,,19.799999237060547,4704776977.114136,0.7409,79.0,0.5157,45.0,0.4929,5.0,0.4954,4.0,0.6294,48.0,0.5525,32.0,0.5677,10.0,0.5796,10.0
ADNT,53.0,,,13.920000076293945,1168343246.0835571,0.4352,52.0,0.4285,61.0,0.6427,75.0,0.4962,50.0,0.4138,43.0,0.4104,50.0,0.4995,50.0,0.5115,51.0
ADP,52.0,,,295.32000732421875,120157149062.57227,0.1598,48.0,0.1457,43.0,0.1724,43.0,0.182,47.0,0.1636,33.0,0.1553,37.0,0.183,33.0,0.2466,62.0
ADPT,39.0,,,8.399999618530273,1248088743.320465,0.7205,61.0,0.8075,80.0,0.7792,43.0,1.4364,97.0,0.8552,81.0,0.843,100.0,0.6551,28.0,0.9469,85.0
ADSE,,,,14.029999732971191,755884474.6134758,0.2568,,0.5655,,,,1.0891,,0.3554,,0.5403,,,,1.0107,
ADSK,23.0,,,267.25,56924250000.0,0.3157,59.0,0.2633,48.0,0.2569,16.0,0.2692,22.0,0.2725,16.0,0.2189,6.0,0.3269,15.0,0.3346,18.0
ADT,23.0,,,7.78000020980835,6663593332.981476,0.3823,68.0,0.2731,42.0,0.3275,31.0,0.3184,27.0,0.3707,35.0,0.2614,27.0,0.3076,31.0,0.3693,38.0
ADTN,135.0,,,9.210000038146973,735510603.0464172,0.4206,70.0,0.4136,74.0,0.5246,81.0,0.5408,81.0,0.5435,86.0,0.5109,95.0,0.5321,93.0,0.5739,95.0
ADUS,26.0,,,89.83000183105469,1632471640.2755737,0.3211,62.0,0.283,42.0,0.4534,74.0,0.4525,77.0,0.3115,28.0,0.2792,14.0,0.2962,13.0,0.2985,12.0
ADV,15.0,,,1.7599999904632568,565679822.854805,1.0964,98.0,1.1154,97.0,,,,,0.6485,83.0,0.6503,82.0,,,,
ADVM,138.0,,,5.099999904632568,116151987.82801628,1.0678,90.0,1.0096,89.0,2.0617,93.0,1.2663,83.0,0.7009,48.0,0.737,47.0,1.0077,64.0,1.244,94.0
AEE,37.0,,,98.91000366210938,26696401865.865234,0.1574,53.0,0.1535,50.0,0.1879,56.0,0.1654,23.0,0.1871,59.0,0.1727,55.0,0.1788,55.0,0.2269,68.0
AEG,772.0,,,6.579999923706055,10951620483.57788,0.2616,47.0,0.1637,49.0,0.3953,62.0,,,0.2913,47.0,0.1549,38.0,0.3953,65.0,,
AEHR,68.0,,,8.899999618530273,265918638.60225677,0.6096,26.0,0.6614,37.0,1.0435,78.0,1.0778,82.0,0.9418,51.0,0.7296,40.0,0.7177,3.0,0.8547,36.0
AEIS,38.0,,,105.26000213623047,4009700839.376068,0.4138,56.0,0.3237,37.0,0.3824,28.0,0.389,30.0,0.409,41.0,0.3484,37.0,0.4075,39.0,0.4075,37.0
AEM,37.0,,,104.33999633789062,52470600863.674805,0.1573,4.0,0.2028,8.0,0.315,22.0,0.3173,21.0,0.3155,26.0,0.2457,15.0,0.3678,35.0,0.3343,13.0
AEO,10.0,,,12.119999885559082,2090869660.2573395,0.6256,87.0,0.5169,88.0,0.4053,49.0,0.4695,66.0,0.4577,71.0,0.3707,66.0,0.4133,64.0,0.4038,27.0
AEP,37.0,,,105.11000061035156,56096366445.739746,0.1267,32.0,0.1521,45.0,0.1799,57.0,0.1833,50.0,0.1978,68.0,0.1779,60.0,0.1352,21.0,0.2628,74.0
AER,24.0,,,102.20999908447266,19537544352.676025,0.2431,43.0,0.2036,28.0,0.2462,25.0,0.2477,24.0,0.2155,21.0,0.2242,28.0,0.2935,35.0,0.3144,40.0
AES,22.0,,,13.050000190734863,9290308081.384338,0.4002,77.0,0.3878,82.0,0.382,75.0,0.3786,73.0,0.432,84.0,0.3673,84.0,0.4146,80.0,0.4023,74.0
AESI,26.0,,,18.09000015258789,2997567440.0042725,0.2523,,0.3341,,0.3917,,0.4393,,0.4261,,0.3959,,0.3682,,0.5233,
AETH,,,,31.334999084472656,,0.0088,,0.01,,0.6077,,0.6379,,0.5615,,0.2497,,0.638,,0.664,
AEVA,3.0,,,4.190000057220459,226038771.08688354,1.9822,100.0,1.3106,98.0,0.8777,52.0,0.84,46.0,0.8682,48.0,0.7751,35.0,0.7967,51.0,0.9034,61.0
AEYE,10.0,,,11.390000343322754,141378379.26149368,1.4165,95.0,0.9179,75.0,0.848,24.0,0.8378,20.0,0.9038,74.0,0.7829,35.0,0.8167,20.0,0.8254,12.0
AFCG,9.0,,,6.380000114440918,144162482.58590698,1.3626,99.0,1.0621,100.0,,,,,0.4323,85.0,0.3601,99.0,,,,
AFG,46.0,,,124.7300033569336,10513716496.961975,0.1503,41.0,0.1499,45.0,0.1987,44.0,0.235,57.0,0.2225,61.0,0.1883,61.0,0.189,41.0,0.2183,54.0
AFK,,,,17.350000381469727,,0.2117,63.0,0.1482,27.0,,,0.369,,0.2002,42.0,0.1872,49.0,,,0.2828,
AFL,45.0,,,108.23999786376953,59079011836.25342,0.1587,42.0,0.1907,61.0,0.1548,21.0,0.1289,5.0,0.208,52.0,0.1742,45.0,0.1854,37.0,0.2582,57.0
AFMD,128.0,,,0.8880000114440918,14556362.587594986,0.2324,2.0,0.5881,30.0,,,,,0.8206,57.0,0.8095,60.0,,,,
AFRM,44.0,,,49.900001525878906,15972840389.229248,1.0384,72.0,0.7893,57.0,0.656,18.0,0.6523,18.0,0.8023,32.0,0.647,31.0,0.7136,27.0,0.7077,21.0
AFYA,9.0,,,17.93000030517578,1621196488.873413,0.638,88.0,0.3052,18.0,0.4424,11.0,,,0.3479,23.0,0.283,8.0,0.4424,19.0,,
AG,30.0,,,6.920000076293945,3410778132.9642944,0.6515,73.0,0.4946,62.0,0.5013,34.0,0.623,72.0,0.6013,53.0,0.4852,52.0,0.5825,44.0,0.5159,9.0
AGCO,44.0,,,93.08999633789062,6942838106.872559,0.2439,43.0,0.2431,48.0,0.3327,64.0,0.3514,67.0,0.3687,74.0,0.3216,75.0,0.2841,41.0,0.3671,64.0
AGEN,11.0,,,1.6100000143051147,42397418.37670803,1.0198,88.0,0.976,88.0,1.8151,96.0,1.4762,94.0,0.889,83.0,0.8609,83.0,1.35,87.0,1.4762,93.0
AGG,,,,98.73999786376953,,0.0305,37.0,0.0369,76.0,,,0.0703,75.0,0.0514,77.0,0.0365,74.0,,,0.0911,83.0
AGGY,,,,43.56999969482422,,0.0414,22.0,0.039,69.0,,,,,0.0526,16.0,0.036,44.0,,,,
AGI,31.0,,,26.110000610351562,10977219094.365234,0.159,2.0,0.2578,11.0,0.3294,7.0,0.2222,1.0,0.3299,8.0,0.2808,3.0,0.4262,27.0,0.3852,8.0
AGIO,37.0,,,31.299999237060547,1874156314.3173218,0.4913,55.0,0.4017,32.0,0.5585,39.0,0.481,21.0,0.6215,63.0,0.5522,64.0,0.7815,95.0,0.72,88.0
AGL,25.0,,,4.53000020980835,1867732712.7446136,0.7934,87.0,0.6529,80.0,0.757,69.0,0.7471,74.0,1.0876,98.0,0.9048,100.0,0.7216,82.0,0.8282,90.0
AGM,29.0,,,191.50999450683594,2027726972.8378296,0.1935,21.0,0.1734,8.0,0.2576,16.0,0.2728,15.0,0.2823,24.0,0.2203,2.0,0.253,7.0,0.3066,22.0
AGNC,54.0,,,10.170000076293945,9310268949.84436,0.1746,55.0,0.1438,45.0,0.1822,55.0,0.3011,80.0,0.1759,49.0,0.1661,50.0,0.257,68.0,0.1979,20.0
AGNG,,,,31.51799964904785,,0.1459,67.0,0.0711,36.0,0.1504,,,,0.1237,45.0,0.1047,46.0,0.1504,,,
AGO,23.0,,,85.37999725341797,4263774606.8389893,0.2312,44.0,0.2158,43.0,0.2836,45.0,0.3511,56.0,0.2595,44.0,0.1966,27.0,0.29,44.0,0.2949,36.0
AGQ,,,,42.869998931884766,,0.3926,36.0,0.32,49.0,0.4765,37.0,0.5739,61.0,0.5534,55.0,0.3477,48.0,0.5471,45.0,0.5949,42.0
AGRO,9.0,,,10.829999923706055,1083584812.3664856,0.1791,18.0,0.3875,78.0,,,,,0.2853,20.0,0.2672,13.0,,,,
AGS,16.0,,,12.130000114440918,500878029.7255516,0.0404,6.0,0.0465,6.0,,,,,0.049,3.0,0.0537,1.0,,,,
AGX,107.0,,,120.5999984741211,1637157039.2860413,0.4712,85.0,0.3816,81.0,0.6947,94.0,0.6667,92.0,0.6498,99.0,0.5807,100.0,0.613,97.0,0.6383,98.0
AGYS,60.0,,,73.7300033569336,2061785813.873291,0.4116,62.0,0.3242,35.0,0.5306,74.0,0.5293,76.0,0.5652,78.0,0.42,52.0,0.5443,84.0,0.5379,82.0
AGZ,,,,109.2300033569336,,0.0176,9.0,0.0257,60.0,,,0.0981,,0.0313,33.0,0.0291,71.0,,,0.0981,
AHCO,25.0,,,9.989999771118164,1350018519.1495972,0.1246,1.0,0.354,14.0,0.6706,67.0,0.801,93.0,0.5608,26.0,0.4699,25.0,0.441,5.0,0.4567,6.0
AHH,31.0,,,7.690000057220459,779150805.7975769,0.7634,98.0,0.4902,98.0,0.191,18.0,0.3333,59.0,0.2996,83.0,0.2389,68.0,0.191,21.0,0.3305,60.0
AHR,23.0,,,29.610000610351562,4665499509.290039,0.2344,46.0,0.2681,94.0,0.3512,,0.4031,,0.2869,57.0,0.3035,97.0,0.3579,,0.3506,
AI,24.0,,,22.6200008392334,2970684710.216522,0.3614,59.0,0.3944,64.0,0.529,54.0,0.5403,57.0,0.6793,77.0,0.6129,80.0,0.6569,68.0,0.6831,69.0
AIA,,,,75.08999633789062,,0.2383,67.0,0.1062,54.0,0.2279,63.0,0.2611,47.0,0.2614,73.0,0.123,65.0,0.1654,37.0,0.2345,11.0
AIBU,,,,30.28700065612793,,0.6249,,0.2993,,0.4757,,0.6687,,0.5134,,0.3476,,0.4982,,0.5867,
AIEQ,,,,37.41699981689453,,0.2511,64.0,0.1375,45.0,0.1621,13.0,0.1964,6.0,0.1808,39.0,0.1194,26.0,0.1937,47.0,0.2212,21.0
AIFU,,,,0.33000001311302185,18712782.74357915,1.4692,,1.7143,,,,,,1.3154,,1.2498,,,,,
AIG,39.0,,,83.18000030517578,49667941371.34473,0.1532,28.0,0.2129,54.0,0.2396,49.0,0.4136,81.0,0.2088,32.0,0.2018,45.0,0.2155,30.0,0.3031,56.0
AIN,24.0,,,70.8499984741211,2270225246.10672,0.2971,62.0,0.239,47.0,0.3239,42.0,0.4821,81.0,0.3643,70.0,0.2886,65.0,0.3129,50.0,0.2965,50.0
AIOT,40.0,,,5.849999904632568,775177637.362957,0.6369,,0.5347,,0.716,,0.6547,,0.7728,,0.6812,,0.7148,,0.7244,
AIP,32.0,,,7.869999885559082,323902437.2900009,0.3474,11.0,0.3521,2.0,,,0.5639,4.0,0.6536,17.0,0.5917,13.0,,,0.5639,4.0
AIPI,,,,43.20000076293945,,0.2886,,0.1927,,0.0678,,0.424,,0.2189,,0.1707,,0.0678,,0.7035,
AIQ,,,,37.84000015258789,,0.2961,69.0,0.1714,50.0,0.2547,60.0,0.247,44.0,0.2125,43.0,0.1556,47.0,0.2434,57.0,0.2245,14.0
AIR,74.0,,,67.93000030517578,2439678788.960266,0.172,11.0,0.2163,18.0,0.4196,65.0,0.3971,56.0,0.3314,33.0,0.2808,30.0,0.3152,26.0,0.3169,19.0
AIRG,228.0,,,3.990000009536743,46120011.11023426,0.5116,64.0,0.7928,91.0,0.857,87.0,,,0.6653,82.0,0.6224,77.0,0.7022,82.0,,
AIRR,,,,69.62999725341797,,0.2774,77.0,0.196,73.0,0.2553,66.0,0.2544,52.0,0.2439,54.0,0.1872,61.0,0.2333,53.0,0.2545,49.0
AIRS,8.0,,,2.6449999809265137,154929551.38278008,1.2303,93.0,1.56,99.0,0.8575,49.0,0.9992,60.0,0.9654,87.0,0.9792,100.0,0.8575,74.0,0.9992,74.0
AISP,22.0,,,4.050000190734863,135104361.36274338,1.1101,,0.9805,,0.9508,,1.1311,,1.3166,,1.3156,,0.6999,,2.2942,
AIT,52.0,,,224.5399932861328,8617238684.339905,0.3479,79.0,0.2384,62.0,0.2962,54.0,0.2788,41.0,0.3178,70.0,0.2374,49.0,0.3094,64.0,0.3203,64.0
AIV,26.0,,,8.609999656677246,1236542251.8130188,0.1097,12.0,0.1728,35.0,0.5076,87.0,0.5217,87.0,0.2266,52.0,0.2326,61.0,0.329,64.0,0.3422,62.0
AIVC,,,,46.222999572753906,,0.2892,,0.0752,,0.2265,,0.275,,0.28,,0.1766,,0.1658,,0.2229,
AIVI,,,,44.31999969482422,,0.1291,64.0,0.041,37.0,,,0.1814,,0.1289,62.0,0.0511,50.0,,,0.1814,
AIVL,,,,109.61000061035156,,0.153,68.0,0.0528,22.0,0.1147,25.0,0.1403,22.0,0.1125,28.0,0.0645,21.0,0.1097,28.0,0.1507,22.0
AIYY,,,,5.090000152587891,,0.6475,,0.2649,,0.2982,,0.9618,,0.6104,,0.4695,,0.2225,,1.9569,
AIZ,39.0,,,206.83999633789062,10505796409.994507,0.3116,82.0,0.2342,73.0,0.2031,31.0,0.2193,40.0,0.2306,56.0,0.2025,53.0,0.2188,42.0,0.2484,46.0
AJG,51.0,,,331.7900085449219,84506915176.3916,0.1935,66.0,0.1811,65.0,0.2047,55.0,0.2022,44.0,0.2006,65.0,0.1907,65.0,0.2187,66.0,0.2334,67.0
AKAM,30.0,,,81.04000091552734,12181770857.62024,0.2651,47.0,0.2342,42.0,0.2327,19.0,0.2642,31.0,0.4877,73.0,0.2772,52.0,0.3645,52.0,0.3642,50.0
AKBA,9.0,,,2.130000114440918,556422076.9355164,3.1143,100.0,1.5446,98.0,0.8613,45.0,0.8275,44.0,0.8785,69.0,0.6256,34.0,0.8632,40.0,0.802,32.0
AKR,39.0,,,21.09000015258789,2721812149.6925354,0.2945,74.0,0.2286,62.0,0.3899,63.0,0.7584,97.0,0.2282,51.0,0.2218,54.0,0.3899,71.0,0.7584,99.0
AKRO,22.0,,,45.220001220703125,3600420838.3125,0.3397,19.0,0.3919,8.0,0.4942,11.0,0.4897,11.0,1.102,72.0,0.5372,21.0,0.5382,6.0,0.5588,9.0
AKYA,5.0,,,1.7000000476837158,84687882.37543106,0.5494,36.0,1.0277,92.0,,,,,0.8494,82.0,0.8399,89.0,,,,
AL,37.0,,,47.06999969482422,5298481585.647583,0.2371,47.0,0.2456,53.0,0.3333,57.0,0.2613,22.0,0.2885,57.0,0.2573,55.0,0.3412,68.0,0.3677,73.0
ALAB,40.0,,,71.0999984741211,11529077483.77417,0.8065,,0.5834,,0.6433,,0.655,,0.9676,,0.7062,,0.7124,,0.7332,
ALB,38.0,,,77.55999755859375,9118961592.956543,0.4613,80.0,0.3387,71.0,0.4729,85.0,0.4609,82.0,0.4968,81.0,0.415,83.0,0.4472,84.0,0.5212,94.0
