symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
A,73.0,,,106.93000030517578,,0.3059,69.0,0.2956,77.0,0.2939,54.0,0.3004,56.0,0.307,57.0,0.3194,70.0,0.3017,80.0,0.3077,62.0,0.3262,66.0,0.3447,70.0
AA,108.0,,,25.920000076293945,,0.4447,68.0,0.3365,56.0,0.5162,78.0,0.537,81.0,0.5577,84.0,0.5624,82.0,0.4785,84.0,0.4971,81.0,0.5231,84.0,0.5491,85.0
AAAU,,,,32.869998931884766,,0.3369,,0.1299,,0.2156,,0.31,,0.4044,,0.1891,,0.0979,,0.1865,,0.1964,,0.2062,
AAL,107.0,,,11.109999656677246,,0.3753,55.0,0.347,61.0,0.5075,79.0,0.5119,79.0,0.5164,80.0,0.612,91.0,0.467,83.0,0.4992,80.0,0.508,81.0,0.5168,81.0
AAMI,93.0,,,29.3799991607666,,0.3358,,0.4155,,0.3075,,,,,,0.0,,0.0,,0.3516,,,,,
AAOI,73.0,,,14.670000076293944,,0.9753,81.0,0.981,90.0,0.997,80.0,1.0148,81.0,1.0325,81.0,1.5187,98.0,1.1969,98.0,0.9881,88.0,1.001,89.0,1.014,88.0
AAON,72.0,,,100.2300033569336,,0.4479,88.0,0.3774,85.0,0.3795,70.0,0.4145,78.0,0.4495,86.0,0.6654,99.0,0.4821,97.0,0.4539,98.0,0.4706,99.0,0.4874,99.0
AAP,73.0,,,30.8799991607666,,0.3286,73.0,0.3307,81.0,0.7975,99.0,0.7912,99.0,0.785,99.0,0.581,94.0,0.5152,98.0,0.5628,98.0,0.5976,99.0,0.6324,99.0
AAPB,,,,19.25,,0.5758,,0.4603,,0.7748,,0.7345,,0.6941,,0.7677,,0.5885,,0.612,,0.6116,,0.6112,
AAPD,,,,18.25,,0.273,,0.227,,0.1983,,0.3334,,0.4685,,0.3976,,0.3091,,0.1983,,0.2755,,0.3527,
