symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
AIYY,,,,4.769999980926514,,0.2293,,0.2128,,0.1692,,0.5599,,0.9507,,0.5791,,0.5166,,0.1692,,0.823,,1.4769,
AIZ,84.0,,,196.47999572753903,,0.2173,60.0,0.2002,60.0,0.3341,84.0,0.335,84.0,0.3359,84.0,0.2872,73.0,0.2491,75.0,0.2425,60.0,0.2641,67.0,0.2857,73.0
AJG,96.0,,,334.8599853515625,,0.3722,93.0,0.299,91.0,0.2636,82.0,0.2598,80.0,0.2559,76.0,0.2554,78.0,0.2374,81.0,0.2471,80.0,0.2422,76.0,0.2374,70.0
AKAM,75.0,,,83.0999984741211,,0.1057,4.0,0.2076,33.0,0.7562,96.0,0.7574,96.0,0.7586,96.0,0.541,82.0,0.3306,64.0,0.3797,57.0,0.384,57.0,0.3882,57.0
AKBA,54.0,,,2.3399999141693115,,0.4601,35.0,0.4666,24.0,0.8216,40.0,0.9978,62.0,1.174,77.0,0.8849,69.0,0.6634,40.0,0.8668,41.0,0.8542,38.0,0.8416,40.0
AKR,84.0,,,19.3700008392334,,0.2857,73.0,0.2637,72.0,,,,,0.5869,88.0,0.3047,71.0,0.2841,71.0,,,,,0.5869,93.0
AKRO,67.0,,,44.91999816894531,,0.3842,26.0,0.4559,24.0,0.8134,63.0,0.7102,47.0,0.6069,31.0,1.1255,72.0,0.5954,49.0,0.5522,9.0,0.5356,6.0,0.519,5.0
AKTSQ,,,,9.999999747378752e-05,,22.84,,33.1645,,,,,,,,0.0,,0.0,,,,,,,
AKYA,50.0,,,1.25,,0.4793,,0.7935,,,,,,,,0.9056,,0.9408,,,,,,,
AL,82.0,,,48.7599983215332,,0.1227,7.0,0.2664,61.0,0.4868,90.0,0.516,91.0,0.5451,92.0,0.3962,80.0,0.3438,80.0,0.3751,78.0,0.403,82.0,0.4309,85.0
ALAB,85.0,,,72.1500015258789,,0.3696,,0.4024,,1.0701,,1.0705,,1.0708,,1.0262,,0.7796,,0.6925,,0.7077,,0.7229,
ALB,83.0,,,57.939998626708984,,0.3407,62.0,0.4776,91.0,0.6995,98.0,0.6742,98.0,0.649,97.0,0.6125,94.0,0.5275,96.0,0.5026,95.0,0.5433,98.0,0.584,98.0
ALC,70.0,,,97.37999725341795,,0.2031,50.0,0.1493,53.0,0.3647,82.0,0.3562,83.0,0.3478,78.0,0.2892,63.0,0.1949,80.0,0.279,61.0,0.2902,69.0,0.3015,71.0
ALDX,67.0,,,2.700000047683716,,0.4858,39.0,0.7931,77.0,0.9959,46.0,0.999,44.0,1.002,48.0,2.0809,100.0,0.9479,89.0,0.8361,17.0,0.919,33.0,1.002,56.0
ALE,82.0,,,65.48999786376953,,0.0406,2.0,0.036,1.0,0.0764,1.0,,,,,0.0568,3.0,0.0604,2.0,0.0764,1.0,,,,
ALEC,69.0,,,1.159999966621399,,0.9837,85.0,0.865,88.0,2.1118,97.0,2.2332,99.0,2.3545,99.0,1.0292,95.0,0.8652,95.0,2.1118,100.0,2.2332,100.0,2.3545,100.0
ALEX,68.0,,,17.329999923706055,,0.2637,68.0,0.2557,69.0,,,,,,,0.197,11.0,0.2141,26.0,,,,,,
ALG,68.0,,,174.02999877929688,,0.2151,45.0,0.2075,32.0,0.3818,82.0,0.3848,84.0,0.3877,83.0,0.2899,57.0,0.252,42.0,0.2679,25.0,0.2722,23.0,0.2764,24.0
ALGM,96.0,,,19.149999618530273,,0.358,36.0,0.4133,61.0,0.6975,92.0,0.731,95.0,0.7645,95.0,0.6914,100.0,0.5913,98.0,0.5033,75.0,0.4706,57.0,0.438,26.0
ALGN,90.0,,,177.61000061035156,,0.2759,34.0,0.4223,72.0,0.6076,81.0,0.5702,75.0,0.5329,68.0,0.4253,40.0,0.4168,62.0,0.4699,56.0,0.4716,54.0,0.4734,53.0
ALGT,91.0,,,50.43000030517578,,0.4412,75.0,0.5762,93.0,0.8304,99.0,0.8276,99.0,0.8248,99.0,0.6889,95.0,0.6037,94.0,0.6848,98.0,0.6613,97.0,0.6378,96.0
ALHC,68.0,,,15.479999542236328,,0.5438,52.0,0.8306,91.0,0.6604,,0.7091,,0.7579,,0.5527,15.0,0.548,28.0,0.5828,,0.5718,,0.5608,
ALIT,75.0,,,5.25,,0.3117,,0.3044,,0.7032,,0.7424,,0.7816,,0.4768,,0.3951,,0.4446,,0.4258,,0.4069,
ALK,104.0,,,48.650001525878906,,0.2912,44.0,0.4489,85.0,0.5079,86.0,0.5095,86.0,0.5111,85.0,0.6028,89.0,0.4505,84.0,0.4371,78.0,0.4504,80.0,0.4636,81.0
ALKS,83.0,,,31.399999618530273,,0.4114,64.0,0.4302,69.0,0.4355,41.0,0.4444,43.0,0.4534,45.0,0.3494,19.0,0.3385,28.0,0.6457,90.0,0.6433,89.0,0.6409,88.0
ALKT,68.0,,,27.68000030517578,,0.3758,,0.6361,,0.4833,,0.4474,,0.4114,,0.4827,,0.4575,,0.4785,,0.4704,,0.4623,
ALL,90.0,,,200.25,,0.1618,46.0,0.2162,74.0,0.2211,61.0,0.2242,61.0,0.2272,61.0,0.2952,86.0,0.2602,86.0,0.2371,63.0,0.2697,73.0,0.3023,80.0
ALLE,77.0,,,140.88999938964844,,0.1907,49.0,0.1479,21.0,0.2778,71.0,0.2776,68.0,0.2774,66.0,0.2814,80.0,0.2312,72.0,0.2701,76.0,0.2607,67.0,0.2513,50.0
ALLK,181.0,,,0.3269000053405761,,0.0175,1.0,0.0734,1.0,,,,,,,2.5388,89.0,0.9205,87.0,,,,,,
ALLO,54.0,,,1.6200000047683716,,0.6649,63.0,0.7281,68.0,1.4908,94.0,,,,,1.0582,93.0,1.0529,100.0,1.0608,86.0,,,,
ALLT,70.0,,,5.880000114440918,,0.321,41.0,0.4535,62.0,1.1113,99.0,1.1644,100.0,1.2175,100.0,0.8282,100.0,0.7802,100.0,0.7215,86.0,0.742,87.0,0.7624,89.0
ALLY,104.0,,,33.02000045776367,,0.2276,38.0,0.2547,51.0,0.373,73.0,0.3767,73.0,0.3804,73.0,0.3964,77.0,0.3621,81.0,0.3188,60.0,0.364,68.0,0.4093,71.0
ALMS,,,,4.400000095367432,,1.398,,1.5286,,2.9328,,2.3054,,1.678,,1.2761,,1.3442,,0.9667,,1.1144,,1.262,
ALNT,62.0,,,21.739999771118164,,0.3523,,0.2906,,0.5431,,,,,,0.4594,,0.4051,,0.6013,,,,,
ALNY,82.0,,,273.54998779296875,,0.4163,53.0,0.4461,62.0,0.306,1.0,0.3183,1.0,0.3306,3.0,0.4875,42.0,0.4402,44.0,0.4143,11.0,0.4198,11.0,0.4252,11.0
ALPP,,,,0.0005000000237487,,5.7742,,11.8197,,,,,,,,10.3569,,22.3203,,,,,,,
ALRM,75.0,,,53.88999938964844,,0.1272,5.0,0.1968,8.0,0.4551,65.0,0.4456,62.0,0.436,59.0,0.321,28.0,0.2743,24.0,0.3078,3.0,0.3094,3.0,0.3111,3.0
ALRS,98.0,,,20.969999313354492,,0.7419,,0.4586,,0.3524,,,,,,0.3458,,0.3408,,0.3524,,,,,
ALSN,84.0,,,98.5999984741211,,0.2476,59.0,0.2837,78.0,0.3915,90.0,0.326,69.0,0.2605,28.0,0.3881,96.0,0.3093,87.0,0.3277,82.0,0.3378,81.0,0.348,79.0
ALT,68.0,,,5.429999828338623,,0.8431,63.0,0.7074,42.0,1.8536,93.0,1.5354,80.0,1.2172,56.0,0.8328,28.0,0.7903,27.0,1.1086,64.0,1.1334,64.0,1.1583,65.0
ALTG,62.0,,,4.849999904632568,,0.6161,81.0,0.5757,85.0,1.1384,100.0,,,,,0.7358,93.0,0.7054,97.0,0.6619,98.0,,,,
ALTL,,,,33.869998931884766,,0.102,,0.0926,,,,,,,,0.2084,,0.1511,,,,,,,
