percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0988,0.0,0.0,0.0,0.13194,0.1489599999999999,0.14657,0.0,0.27216,0.302804,0.304168,0.305196,0.30514,0.272552,0.302804,0.27524,0.302804,0.294268,0.302804,0.301136,0.18955,0.0,0.0,0.0,0.206395,0.214445,0.209895,0.0
1,0.11475,0.0,0.0,0.0,0.15519,0.17838,0.19341,0.21082,0.291512,0.321284,0.31928,0.321212,0.321248,0.293036,0.321284,0.29612,0.321284,0.312024,0.321284,0.317612,0.20448,0.0,0.0,0.0,0.21824,0.23278,0.23686,0.2399
2,0.1242549999999999,0.22767,0.2473,0.2481,0.167725,0.190685,0.22194,0.228885,0.304436,0.327404,0.328208,0.330444,0.328184,0.306104,0.327404,0.307416,0.327404,0.31954,0.327404,0.326704,0.21137,0.256365,0.26829,0.270455,0.226185,0.240585,0.2611,0.2597399999999999
3,0.13204,0.25138,0.2567,0.2632,0.18104,0.20724,0.22972,0.23282,0.314448,0.333544,0.333688,0.33682,0.3354,0.31502,0.333544,0.317624,0.333544,0.328096,0.333544,0.3335,0.2172,0.27986,0.2807,0.2844,0.23716,0.25238,0.2702,0.26792
4,0.14045,0.2649,0.26465,0.282475,0.19265,0.217775,0.24075,0.24305,0.32226,0.3412,0.33992,0.3417,0.34024,0.32296,0.3412,0.32526,0.3412,0.3334,0.3412,0.3382799999999999,0.2226,0.2867,0.2867,0.286875,0.243575,0.258125,0.27645,0.271975
5,0.15197,0.2747,0.28539,0.2963,0.20121,0.2277,0.24967,0.2668999999999999,0.3265,0.346,0.3449359999999999,0.345872,0.3466439999999999,0.3272359999999999,0.346,0.330152,0.346,0.339372,0.346,0.343836,0.22938,0.2905,0.29047,0.29644,0.2474,0.2634,0.2796,0.28981
6,0.1582,0.2803299999999999,0.29823,0.300465,0.20746,0.2346299999999999,0.2652,0.2767,0.3299,0.351092,0.350876,0.3514839999999999,0.351736,0.3308,0.351092,0.333592,0.351092,0.3437,0.351092,0.348292,0.23703,0.2918,0.29713,0.3008,0.25556,0.267665,0.2837599999999999,0.29623
7,0.1687,0.2865,0.30096,0.30516,0.2146799999999999,0.24202,0.26906,0.2821,0.3336,0.353944,0.35624,0.356444,0.3552,0.335244,0.353944,0.337748,0.353944,0.347396,0.353944,0.351996,0.2414,0.2958599999999999,0.3037,0.3078,0.25942,0.2718,0.28852,0.298
8,0.1759,0.29141,0.3035,0.3090549999999999,0.226165,0.250365,0.2725749999999999,0.285155,0.338008,0.3591,0.359708,0.3605,0.35892,0.3395,0.3591,0.3421,0.3591,0.3514,0.3591,0.3568,0.245955,0.3025,0.306255,0.310855,0.2645749999999999,0.276155,0.293085,0.3006
9,0.1851,0.29615,0.3059,0.3099,0.23405,0.25545,0.2757,0.28815,0.3421,0.36248,0.36278,0.36426,0.36352,0.3426,0.36248,0.3449,0.36248,0.3544,0.36248,0.36036,0.2528,0.3052,0.3091,0.3124,0.2691,0.28045,0.2961,0.30355
