percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.07159,0.128692,0.1337,0.129948,0.098796,0.1065,0.12209,0.126076,0.110215,0.1344,0.133803,0.1368,0.137506,0.111006,0.1344,0.1133,0.1344,0.120809,0.1344,0.126403,0.075792,0.106694,0.10649,0.105594,0.089698,0.092898,0.098992,0.103598
1,0.080288,0.13408,0.135796,0.136496,0.103892,0.113096,0.1256,0.1298,0.1146539999999999,0.1406,0.138812,0.140012,0.1407,0.116324,0.1406,0.118306,0.1406,0.125018,0.1406,0.1314179999999999,0.0807,0.1079,0.108292,0.108088,0.092192,0.0952959999999999,0.101,0.1062
2,0.084788,0.136788,0.1369,0.139,0.1079939999999999,0.1175,0.127794,0.1349,0.119,0.143309,0.1411,0.143209,0.1438,0.119318,0.143309,0.1214,0.143309,0.129218,0.143309,0.136309,0.0850819999999999,0.1086,0.1097939999999999,0.1102,0.094682,0.096894,0.1027,0.1073
3,0.088984,0.1397,0.1381,0.1398,0.112552,0.120992,0.1298,0.1385,0.122436,0.145512,0.1433,0.145112,0.1455,0.123012,0.145512,0.125012,0.145512,0.1314239999999999,0.145512,0.139012,0.087492,0.109484,0.110792,0.111284,0.096976,0.0986,0.103892,0.108192
4,0.09479,0.1405,0.13977,0.141,0.11479,0.1234,0.1319,0.1409,0.126015,0.14823,0.14453,0.147,0.1473,0.1267,0.14823,0.12753,0.14823,0.1344,0.14823,0.1409,0.09048,0.11049,0.1112,0.11239,0.0985,0.10189,0.10609,0.1091
5,0.098388,0.141088,0.142,0.1431,0.1177,0.1260879999999999,0.13474,0.142088,0.128636,0.1498,0.1467,0.149236,0.1495,0.129972,0.1498,0.1311,0.1498,0.136818,0.1498,0.142318,0.092988,0.111,0.111888,0.113388,0.1004,0.103888,0.107988,0.110088
6,0.100886,0.1436,0.1437,0.144686,0.1205,0.1284,0.1375,0.143386,0.1314209999999999,0.1507,0.1481,0.150242,0.1507,0.1324,0.1507,0.1337,0.1507,0.139,0.1507,0.143921,0.095,0.112,0.112586,0.1145,0.1017,0.105486,0.1099,0.111
7,0.103684,0.145,0.144684,0.1463,0.122984,0.130952,0.1391,0.144,0.1347,0.152524,0.1496,0.151424,0.1526,0.135124,0.152524,0.136624,0.152524,0.140924,0.152524,0.1457,0.096784,0.1126,0.114,0.117868,0.1031,0.1064,0.1107,0.1117
8,0.106028,0.1455,0.146882,0.148046,0.125246,0.1329,0.1419639999999999,0.144982,0.136727,0.154127,0.150727,0.1531,0.1536269999999999,0.137627,0.154127,0.138581,0.154127,0.142427,0.154127,0.1472,0.0983,0.113382,0.115782,0.1204819999999999,0.104646,0.1075639999999999,0.1118,0.1126
9,0.10856,0.1467,0.1477,0.15064,0.1274,0.1346399999999999,0.1434,0.14576,0.1391,0.155,0.15206,0.15453,0.1552,0.13933,0.155,0.1401,0.155,0.1438,0.155,0.14893,0.0999,0.1146799999999999,0.11886,0.1222,0.1059799999999999,0.1086,0.1127,0.1135
