percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.05718,0.118235,0.1268,0.137775,0.07582,0.088935,0.10281,0.10787,0.220635,0.223085,0.221365,0.222625,0.224225,0.220635,0.223085,0.220635,0.223085,0.220635,0.223085,0.218605,0.214922,0.211708,0.216508,0.214488,0.2132619999999999,0.214922,0.211708,0.214922,0.211708,0.2152639999999999,0.211708,0.21631,0.1185,0.164135,0.184435,0.190075,0.12424,0.13277,0.141935,0.147745
1,0.06584,0.13624,0.1476,0.1559,0.0881,0.09814,0.1066,0.12779,0.23477,0.2347,0.2354,0.23548,0.2354,0.23477,0.2347,0.23548,0.2347,0.23548,0.2347,0.23477,0.22902,0.233844,0.233128,0.233568,0.23512,0.22902,0.233844,0.22902,0.233844,0.228888,0.233844,0.232432,0.12824,0.1877,0.19211,0.1954,0.13784,0.1423499999999999,0.1482399999999999,0.1731099999999999
2,0.07293,0.143705,0.153905,0.1604,0.095805,0.1028,0.114705,0.136305,0.24123,0.242305,0.24123,0.24186,0.24229,0.24123,0.242305,0.241445,0.242305,0.24223,0.242305,0.2414,0.237766,0.2422659999999999,0.241594,0.243398,0.244366,0.237766,0.2422659999999999,0.237766,0.2422659999999999,0.238394,0.2422659999999999,0.239832,0.13431,0.191505,0.197305,0.2001,0.144005,0.146005,0.162315,0.179305
3,0.0816,0.14734,0.1598,0.16224,0.10398,0.1088399999999999,0.12314,0.13966,0.2485,0.2488,0.2488199999999999,0.24856,0.2488,0.2485,0.2488,0.24892,0.2488,0.24964,0.2488,0.24892,0.246276,0.2469879999999999,0.2465,0.2479,0.2479,0.246276,0.2469879999999999,0.246276,0.2469879999999999,0.24604,0.2469879999999999,0.247164,0.1419399999999999,0.1932,0.2,0.20274,0.1502,0.1526,0.1739,0.18438
4,0.090375,0.1539,0.162775,0.164075,0.1099,0.114825,0.1318,0.14375,0.2522999999999999,0.2534,0.25235,0.25245,0.2527,0.2522999999999999,0.2534,0.252625,0.2534,0.253125,0.2534,0.253125,0.25061,0.25155,0.2513,0.2521,0.25173,0.25061,0.25155,0.25043,0.25155,0.25078,0.25155,0.2517399999999999,0.146325,0.1962,0.201375,0.206075,0.1551,0.161025,0.181475,0.190275
5,0.0961,0.16381,0.1643,0.1657,0.1149,0.1209099999999999,0.1429,0.1528,0.2559,0.2574,0.2572899999999999,0.25666,0.25692,0.25593,0.2574,0.256,0.2574,0.25759,0.2574,0.2587,0.25396,0.255432,0.254864,0.255532,0.255832,0.25396,0.255432,0.25396,0.255432,0.25466,0.255432,0.256032,0.15251,0.19913,0.2026,0.2078,0.15951,0.16884,0.18511,0.1955
6,0.099845,0.1661,0.1665,0.16948,0.120245,0.130035,0.151325,0.157045,0.2599,0.2595,0.260335,0.26,0.260135,0.2599,0.2595,0.260435,0.2595,0.2614,0.2595,0.261,0.2587,0.2587,0.258654,0.259554,0.2592,0.2587,0.2587,0.2587,0.2587,0.259732,0.2587,0.2594619999999999,0.157545,0.2017,0.204545,0.208845,0.167545,0.176235,0.191145,0.1988
7,0.1054,0.16868,0.1692,0.17556,0.12482,0.13748,0.1548,0.15998,0.2624,0.26216,0.26286,0.26308,0.2629599999999999,0.26248,0.26216,0.2629599999999999,0.26216,0.264,0.26216,0.26332,0.262376,0.260876,0.262752,0.262752,0.2616759999999999,0.262376,0.260876,0.262376,0.260876,0.263752,0.260876,0.2636,0.16118,0.2041,0.2063,0.2102,0.1766,0.1855399999999999,0.19616,0.2019
8,0.109515,0.1718,0.173915,0.178115,0.1316,0.1445449999999999,0.1587,0.166045,0.2648,0.265345,0.266245,0.265945,0.2658,0.264845,0.265345,0.26519,0.265345,0.2663,0.265345,0.266045,0.265798,0.264798,0.266898,0.26659,0.26539,0.265798,0.264798,0.265898,0.264798,0.2671,0.264798,0.2671,0.1648,0.206375,0.208,0.2126,0.181915,0.1929899999999999,0.199015,0.2052149999999999
9,0.113,0.1754,0.1776,0.18135,0.1365,0.14865,0.16315,0.1699,0.26675,0.2677,0.26915,0.26825,0.2691,0.2668,0.2677,0.26705,0.2677,0.2684,0.2677,0.2681,0.26966,0.2689,0.26902,0.26958,0.26938,0.26966,0.2689,0.26966,0.2689,0.27,0.2689,0.26976,0.16985,0.2111,0.21165,0.2167,0.187,0.19765,0.2025,0.2072
