percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.05111,0.0,0.0,0.0,0.0802,0.0916,0.10685,0.0,0.18526,0.18537,0.197035,0.19074,0.194995,0.186455,0.19147,0.186455,0.19149,0.19011,0.18537,0.20031,0.09071,0.0,0.0,0.0,0.100305,0.10302,0.11253,0.0
1,0.06083,0.1224099999999999,0.0,0.0,0.08973,0.10032,0.11626,0.12582,0.20043,0.20473,0.2095,0.20871,0.20882,0.20193,0.20871,0.20232,0.20871,0.20302,0.20501,0.20824,0.0977,0.13,0.0,0.0,0.10611,0.10883,0.1175,0.13011
2,0.0703,0.132215,0.132015,0.0199799999999988,0.09509,0.104615,0.122,0.13163,0.2087,0.215045,0.2162,0.2180049999999999,0.217045,0.2096799999999999,0.216915,0.210745,0.217045,0.209015,0.215,0.2136,0.1029,0.135915,0.1377,0.140215,0.110115,0.119515,0.1279,0.13363
3,0.07582,0.1372199999999999,0.13832,0.13804,0.10116,0.10922,0.1247,0.1381,0.21454,0.22382,0.22322,0.22722,0.22756,0.21554,0.22622,0.21726,0.22622,0.21484,0.22336,0.21858,0.10704,0.1384,0.1404,0.1423,0.11602,0.12264,0.13214,0.138
4,0.080075,0.1423,0.1423,0.1410249999999999,0.1043,0.1126,0.128525,0.140625,0.221725,0.23325,0.227225,0.2324,0.235425,0.2236749999999999,0.2372,0.2239499999999999,0.2342,0.2217,0.23265,0.2239499999999999,0.1105,0.141,0.1430249999999999,0.143725,0.1197,0.126825,0.1355,0.1393
5,0.0860899999999999,0.14463,0.1458,0.14673,0.1086,0.1162,0.1327,0.14423,0.22703,0.23861,0.23034,0.23643,0.2407,0.22798,0.24156,0.22912,0.24011,0.22529,0.23823,0.22743,0.11456,0.1424,0.1448,0.14622,0.12213,0.12976,0.1386,0.14073
6,0.089535,0.146335,0.150235,0.149135,0.1115,0.12064,0.135,0.1467,0.23051,0.245035,0.23404,0.24084,0.245,0.2324,0.248305,0.23284,0.24767,0.229935,0.244805,0.23237,0.117835,0.143635,0.146,0.1474,0.1255,0.1325,0.141635,0.142635
7,0.09406,0.1502,0.1526,0.1534,0.1142,0.1239,0.13844,0.1482399999999999,0.23358,0.25016,0.2382,0.24328,0.2485,0.2355,0.25154,0.23674,0.2509,0.2354399999999999,0.24972,0.23564,0.11954,0.1443,0.14804,0.14964,0.12844,0.13454,0.143,0.14414
8,0.0979,0.152745,0.157345,0.16128,0.118045,0.127035,0.1405,0.150345,0.23629,0.25319,0.24106,0.24619,0.2504,0.239335,0.254145,0.2396,0.25339,0.2396,0.25279,0.23979,0.121345,0.1453,0.1492,0.153045,0.130545,0.1366,0.144745,0.146
9,0.1006,0.1551,0.1611,0.1642,0.1209,0.13,0.145,0.1526,0.2396,0.2561,0.24435,0.2486,0.2522999999999999,0.24155,0.25645,0.24185,0.2561,0.2417,0.256,0.2420999999999999,0.1235,0.1481,0.1503499999999999,0.15615,0.13295,0.1384,0.1469,0.1476
