percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.068186,0.123521,0.0,0.0,0.098788,0.1117789999999999,0.117649,0.1216,0.132876,0.1315879999999999,0.132628,0.132876,0.132628,0.132876,0.1315879999999999,0.132876,0.1315879999999999,0.132876,0.1315879999999999,0.132876,0.174501,0.181468,0.176468,0.179771,0.181802,0.174501,0.181468,0.174501,0.181468,0.175935,0.181468,0.177635,0.1116819999999999,0.140342,0.0,0.0,0.120874,0.12592,0.1366,0.1408
1,0.0742,0.130442,0.130484,0.0,0.106044,0.115916,0.1234,0.125456,0.139176,0.136576,0.1392,0.139776,0.1375559999999999,0.139176,0.136576,0.139176,0.136576,0.139176,0.136576,0.139176,0.183704,0.185706,0.18417,0.185802,0.186134,0.183704,0.185706,0.184236,0.185706,0.183104,0.185706,0.184534,0.115476,0.145342,0.146984,0.0,0.126048,0.13296,0.14016,0.14506
2,0.0833,0.136526,0.143452,0.1408,0.112758,0.119711,0.126377,0.134136,0.145128,0.1416639999999999,0.1441,0.143328,0.1422,0.145128,0.1416639999999999,0.145128,0.1416639999999999,0.145128,0.1416639999999999,0.145,0.1894,0.1891,0.189601,0.189005,0.1892,0.1894,0.1891,0.1894,0.1891,0.189201,0.1891,0.189405,0.1214,0.1475,0.149663,0.1515,0.131261,0.1367,0.1424,0.14742
3,0.090016,0.143784,0.148584,0.146184,0.115588,0.123016,0.129908,0.139156,0.151308,0.145,0.149556,0.147952,0.145752,0.151308,0.145,0.151308,0.145,0.1516559999999999,0.145,0.150516,0.192768,0.1920359999999999,0.1928679999999999,0.193336,0.19274,0.192768,0.1920359999999999,0.192768,0.1920359999999999,0.1926,0.1920359999999999,0.1931,0.126,0.1512,0.151352,0.152684,0.136696,0.13912,0.1462,0.1493
4,0.095065,0.148715,0.15041,0.1508,0.11863,0.1265,0.1361899999999999,0.1433,0.1574,0.14696,0.15462,0.1524,0.1488,0.1574,0.14696,0.1574,0.14696,0.15702,0.14696,0.15672,0.19567,0.195835,0.1956,0.195935,0.195105,0.19567,0.195835,0.19567,0.195835,0.19567,0.195835,0.1961,0.1288099999999999,0.1535,0.15281,0.1541,0.139,0.1416,0.1479,0.1513
5,0.098758,0.153226,0.153026,0.152226,0.1214,0.129974,0.140608,0.1484,0.161396,0.148828,0.159128,0.155556,0.1504,0.161396,0.148828,0.161396,0.148828,0.1612,0.148828,0.159968,0.197402,0.1972,0.1974,0.1974,0.197002,0.197402,0.1972,0.197402,0.1972,0.197402,0.1972,0.197802,0.130828,0.1544,0.154926,0.1555,0.1415439999999999,0.1439,0.1498,0.1532
6,0.102851,0.155947,0.153647,0.1538,0.12451,0.131706,0.1442,0.150692,0.165416,0.150816,0.162516,0.1582,0.1533,0.165416,0.150816,0.165416,0.150816,0.1654,0.150816,0.1644,0.199638,0.198452,0.199269,0.199038,0.198869,0.199638,0.198452,0.199638,0.198452,0.199638,0.198452,0.199607,0.133258,0.1561,0.1562,0.1573,0.1438,0.146,0.152,0.15498
7,0.107044,0.1574,0.1558,0.155768,0.126688,0.1337,0.146572,0.1536,0.1674,0.153504,0.164812,0.159804,0.1564,0.1674,0.153504,0.1674,0.153504,0.167304,0.153504,0.167004,0.201736,0.200708,0.201336,0.201136,0.201336,0.201736,0.200708,0.201736,0.200708,0.201736,0.200708,0.201736,0.136152,0.158008,0.1583,0.158668,0.145996,0.1484,0.15348,0.1566
8,0.1103,0.1584,0.156978,0.157478,0.128374,0.1357,0.149131,0.1566,0.169492,0.156192,0.1672,0.1628,0.158392,0.169492,0.156192,0.169492,0.156192,0.169492,0.156192,0.1688,0.202909,0.2025,0.2026,0.2026,0.202403,0.202909,0.2025,0.202909,0.2025,0.202909,0.2025,0.2029,0.138,0.160267,0.161378,0.160178,0.147983,0.15012,0.1546,0.15768
9,0.11223,0.15872,0.1582,0.15891,0.1305,0.13779,0.1518,0.1593,0.17156,0.15918,0.1688,0.16512,0.16078,0.17156,0.15918,0.17156,0.15918,0.17156,0.15918,0.17088,0.2046,0.2038,0.20377,0.2039,0.2038,0.2046,0.2038,0.2046,0.2038,0.2045,0.2038,0.20437,0.14052,0.1622,0.1632,0.16331,0.15,0.1523,0.1559,0.1592
10,0.115423,0.159731,0.1589,0.1601,0.132592,0.141269,0.1544,0.1613,0.174168,0.161272,0.170968,0.1673,0.163836,0.174168,0.161272,0.1742,0.161272,0.174168,0.161272,0.1736,0.206337,0.205437,0.2052,0.205611,0.2053,0.206337,0.205437,0.206237,0.205437,0.206137,0.205437,0.205837,0.1429679999999999,0.1636,0.164131,0.164,0.1515,0.1543,0.1573,0.16044
11,0.1178319999999999,0.160252,0.1610039999999999,0.1609519999999999,0.1348,0.1429959999999999,0.156708,0.1628679999999999,0.1764,0.1646,0.1738,0.168912,0.165956,0.1764,0.1646,0.1764,0.1646,0.1764,0.1646,0.1759,0.2082,0.2074,0.2071,0.207208,0.2072,0.2082,0.2074,0.208204,0.2074,0.2082,0.2074,0.208104,0.145328,0.1644,0.1649,0.1653,0.152844,0.1560599999999999,0.1593,0.16208
12,0.1205,0.161,0.1626,0.1627,0.136736,0.1454,0.1584,0.1639,0.178776,0.167444,0.175844,0.1708,0.168844,0.178776,0.167444,0.178776,0.167444,0.178388,0.167444,0.177544,0.2094,0.208742,0.2085,0.2085,0.2085,0.2094,0.208742,0.209471,0.208742,0.2094,0.208742,0.2091,0.147644,0.1654,0.1659,0.166373,0.154331,0.15824,0.16108,0.1639
13,0.1236,0.162794,0.1647,0.1642,0.139004,0.147706,0.160126,0.165246,0.181,0.170064,0.177532,0.173032,0.171732,0.181,0.170064,0.181,0.170064,0.1809,0.170064,0.180132,0.211176,0.2102,0.209938,0.209714,0.2102,0.211176,0.2102,0.211338,0.2102,0.211338,0.2102,0.211,0.1497,0.166494,0.166794,0.1676,0.1558179999999999,0.1596,0.16264,0.1653
14,0.1263,0.1654149999999999,0.1662149999999999,0.16576,0.1417,0.1496849999999999,0.1620849999999999,0.1659,0.1823,0.17274,0.17972,0.17612,0.1745199999999999,0.1823,0.17274,0.1823,0.17274,0.1823,0.17274,0.1818,0.21221,0.2115,0.2116,0.2111,0.2116,0.21221,0.2115,0.2124,0.2115,0.2124,0.2115,0.212105,0.1517,0.167615,0.1678,0.1692,0.1577,0.1609,0.164,0.1666
15,0.1283879999999999,0.1666,0.1677,0.167736,0.1436,0.151864,0.163744,0.1665,0.183908,0.1757,0.1813159999999999,0.178524,0.1767159999999999,0.183908,0.1757,0.183908,0.1757,0.1839,0.1757,0.183,0.213872,0.212472,0.213072,0.212344,0.213172,0.213872,0.212472,0.213972,0.212472,0.214072,0.212472,0.213872,0.1535,0.1691,0.1693,0.1699,0.159184,0.1625,0.165,0.16774
16,0.131581,0.1677,0.1693,0.169757,0.1477,0.153643,0.1651,0.1674,0.1850959999999999,0.1774,0.1827,0.180496,0.179096,0.1850959999999999,0.1774,0.1850959999999999,0.1774,0.184996,0.1774,0.184492,0.215139,0.213839,0.2142,0.213778,0.214139,0.215139,0.213839,0.215239,0.213839,0.2154,0.213839,0.2156,0.155198,0.1704,0.1708,0.1707,0.1611,0.1642,0.1666,0.1689
17,0.133974,0.169478,0.1703,0.1716,0.1492,0.154922,0.166362,0.1681,0.187,0.179468,0.1842,0.182,0.180984,0.187,0.179468,0.187,0.179468,0.186668,0.179468,0.1858,0.2162,0.215606,0.215606,0.2151,0.215606,0.2162,0.215606,0.2162,0.215606,0.216312,0.215606,0.216606,0.157792,0.1712,0.1715,0.1723,0.1628,0.16538,0.1676,0.1711
18,0.136,0.172399,0.171499,0.173899,0.1512,0.156405,0.1677,0.1689,0.189072,0.1811,0.1856,0.1835,0.1827,0.189072,0.1811,0.189072,0.1811,0.1888,0.1811,0.1884,0.2174,0.2163,0.2166,0.216773,0.216673,0.2174,0.2163,0.2175,0.2163,0.2177,0.2163,0.2175,0.159586,0.1736,0.1724,0.1738,0.1643,0.16752,0.169,0.17206
19,0.1379,0.1741,0.17342,0.1767,0.1534,0.15848,0.1692,0.1699,0.1909,0.1827,0.1875,0.1848,0.1845,0.1909,0.1827,0.1909,0.1827,0.19086,0.1827,0.18966,0.21834,0.21822,0.21798,0.2181,0.21828,0.2184,0.21822,0.21844,0.21822,0.21874,0.21822,0.2186,0.1616,0.1751,0.17412,0.1769,0.1657,0.1694,0.1708,0.1731
20,0.1397,0.175,0.1749,0.1783,0.1558,0.161559,0.170239,0.1708,0.1923,0.1845,0.1888,0.1861959999999999,0.1857,0.1923,0.1845,0.1923,0.1845,0.192048,0.1845,0.1913,0.219514,0.220207,0.219207,0.2193139999999999,0.2199,0.2197,0.220207,0.2199,0.220207,0.220407,0.220207,0.2199,0.163,0.1768,0.177941,0.1778,0.1676,0.1705,0.17196,0.1741
21,0.141938,0.1759,0.177486,0.1791,0.158,0.163438,0.1716,0.172158,0.1936,0.185736,0.190572,0.1884,0.1877,0.1936,0.185736,0.1936,0.185736,0.193536,0.185736,0.192672,0.221074,0.2219,0.220474,0.2208,0.221274,0.2211,0.2219,0.221274,0.2219,0.221374,0.2219,0.2211,0.165068,0.178062,0.180524,0.179924,0.1691,0.17192,0.17312,0.1749
