percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.045394,0.06659,0.0,0.0,0.055096,0.063,0.064798,0.064292,0.1059089999999999,0.113706,0.112415,0.1137239999999999,0.113021,0.1059089999999999,0.113706,0.1059089999999999,0.113706,0.108603,0.113706,0.108727,0.11642,0.11809,0.11919,0.12016,0.12013,0.11642,0.11809,0.11642,0.11809,0.11748,0.11809,0.11839,0.040449,0.057049,0.0,0.0,0.046298,0.049598,0.0534,0.055747
1,0.050494,0.072898,0.074996,0.075298,0.062792,0.068494,0.073092,0.071796,0.111818,0.1191,0.116706,0.118618,0.118906,0.111818,0.1191,0.11213,0.1191,0.11483,0.1191,0.115712,0.12166,0.12606,0.12526,0.12696,0.1272,0.12176,0.12606,0.12166,0.12606,0.12332,0.12606,0.12346,0.045394,0.059196,0.0596,0.0605,0.049596,0.0533,0.0562,0.0582979999999999
2,0.053147,0.077947,0.077247,0.0769,0.065594,0.0715,0.0761,0.0785879999999999,0.1162089999999999,0.1220089999999999,0.121,0.1215,0.122109,0.1162089999999999,0.1220089999999999,0.116509,0.1220089999999999,0.1176,0.1220089999999999,0.119918,0.1248,0.1298899999999999,0.1285,0.1298,0.12999,0.1248,0.1298899999999999,0.1253,0.1298899999999999,0.12719,0.1298899999999999,0.12785,0.047047,0.0608,0.0613,0.0612,0.051847,0.054647,0.0593,0.059447
3,0.0556,0.082736,0.0796839999999999,0.083088,0.0685,0.073792,0.0786,0.082392,0.11946,0.1254,0.123512,0.123748,0.125412,0.11946,0.1254,0.119812,0.1254,0.121012,0.1254,0.122512,0.1276,0.13362,0.13162,0.13334,0.13396,0.1276,0.13362,0.128,0.13362,0.12972,0.13362,0.13108,0.049,0.062896,0.0637,0.062,0.0537,0.0565,0.0606,0.0612
4,0.05829,0.086845,0.088745,0.087445,0.071045,0.07619,0.080945,0.0854,0.121915,0.127315,0.126,0.1273,0.127615,0.121915,0.127315,0.122,0.127315,0.122915,0.127315,0.124715,0.1298,0.1376,0.136,0.1366,0.1376,0.1298,0.1376,0.12995,0.1376,0.133,0.1376,0.1351,0.050545,0.064645,0.0658,0.066045,0.055,0.057745,0.0618,0.0624
5,0.060394,0.0898,0.0904,0.090088,0.073294,0.0777,0.0864,0.087394,0.1237,0.129518,0.127518,0.1292,0.129518,0.1237,0.129518,0.123736,0.129518,0.1249,0.129518,0.126818,0.13238,0.1405,0.1383,0.13878,0.1405,0.13248,0.1405,0.13274,0.1405,0.13654,0.1405,0.13758,0.052594,0.0662,0.07,0.0707,0.0568,0.0592,0.063094,0.0642939999999999
6,0.0632,0.092543,0.0923,0.0915,0.0753,0.0801,0.089386,0.088843,0.1255,0.1314209999999999,0.1295,0.130821,0.1312,0.1255,0.1314209999999999,0.1255,0.1314209999999999,0.126642,0.1314209999999999,0.128321,0.13471,0.1417,0.1405,0.14061,0.1415,0.13491,0.1417,0.13511,0.1417,0.13821,0.1417,0.1402,0.054,0.0694,0.071243,0.0713,0.058143,0.0606,0.064,0.065
7,0.065192,0.094792,0.0931,0.093892,0.077192,0.081992,0.091376,0.0913,0.1273,0.1329,0.130724,0.1322,0.1327,0.127324,0.1329,0.127448,0.1329,0.128724,0.1329,0.129724,0.1373,0.143,0.1417,0.14214,0.1429399999999999,0.1373,0.143,0.1375,0.143,0.1406,0.143,0.14154,0.0552,0.0718,0.0721,0.072,0.0596,0.0618,0.0647,0.0664
8,0.0673,0.0966,0.0991409999999999,0.0992229999999999,0.0795,0.0836,0.0925,0.0927,0.1291,0.134127,0.132227,0.133,0.1342,0.1291,0.134127,0.1291,0.134127,0.129627,0.134127,0.1309,0.13954,0.1447,0.1429399999999999,0.14407,0.14477,0.13954,0.1447,0.13987,0.1447,0.14167,0.1447,0.1426,0.0568,0.0725,0.0729,0.073,0.0607409999999999,0.063,0.065541,0.0690819999999999
9,0.0689,0.0983,0.10259,0.1056,0.08138,0.0858,0.0937,0.0942,0.1305,0.13603,0.13333,0.13493,0.13563,0.1305,0.13603,0.1305,0.13603,0.1312,0.13603,0.1322,0.141,0.146,0.1447,0.1457,0.1462,0.141,0.146,0.1412,0.146,0.1425,0.146,0.1445,0.058,0.07339,0.0734,0.0733,0.062,0.06449,0.0663,0.07069
10,0.070939,0.1001389999999999,0.104839,0.111139,0.0833,0.087939,0.094539,0.0987,0.131833,0.137,0.1351,0.1361,0.1367,0.131833,0.137,0.1317,0.137,0.1324,0.137,0.132933,0.1421,0.1475,0.14623,0.14723,0.1475,0.1421,0.1475,0.14213,0.1475,0.1438,0.1475,0.14583,0.0589,0.074,0.074,0.074,0.0629,0.0655,0.0673,0.0721
11,0.0736,0.1013,0.1068,0.113576,0.0848,0.089588,0.095688,0.1006,0.1329,0.1381,0.1359,0.137,0.1375,0.132736,0.1381,0.1327,0.1381,0.133336,0.1381,0.134636,0.14312,0.149,0.14772,0.14826,0.1488,0.14326,0.149,0.14342,0.149,0.1452,0.149,0.14746,0.0599,0.0745,0.074688,0.074788,0.0641,0.066,0.0682,0.0731
12,0.0750369999999999,0.1033,0.110574,0.1147,0.085937,0.0914369999999999,0.0968369999999999,0.1025,0.1345,0.139239,0.136539,0.1378,0.1385,0.1345,0.139239,0.1345,0.139239,0.1351,0.139239,0.1358,0.1449,0.15069,0.1492,0.14959,0.15018,0.14509,0.15069,0.14519,0.15069,0.14668,0.15069,0.14859,0.061037,0.0751,0.0756,0.0764,0.0654,0.0671,0.069,0.0741
13,0.077186,0.105086,0.1135,0.1159,0.087386,0.0924,0.0985,0.1038,0.1355,0.1401,0.1374,0.1385,0.1396,0.135584,0.1401,0.1355,0.1401,0.1361,0.1401,0.136442,0.1464,0.15232,0.1507,0.15102,0.15162,0.14642,0.15232,0.1464,0.15232,0.14802,0.15232,0.1501,0.062,0.0757,0.076286,0.0782,0.0665,0.067886,0.069886,0.075086
