percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.037194,0.0680969999999999,0.071297,0.0741,0.050091,0.057794,0.0681819999999999,0.0694,0.070802,0.074504,0.075906,0.075702,0.075105,0.071,0.074504,0.072002,0.074504,0.0745,0.074504,0.075702,0.08675,0.0966699999999999,0.0966699999999999,0.0966699999999999,0.0966699999999999,0.087,0.0966699999999999,0.08929,0.0966699999999999,0.09229,0.0966699999999999,0.09576,0.047594,0.0587,0.059597,0.0609,0.053482,0.0555969999999999,0.0585,0.0578
1,0.044594,0.078194,0.077994,0.079588,0.057594,0.0637,0.075594,0.076088,0.075502,0.0801,0.0807,0.080806,0.080806,0.075502,0.0801,0.076502,0.0801,0.0786,0.0801,0.080002,0.09138,0.10502,0.10424,0.1054,0.1053399999999999,0.09218,0.10502,0.0934,0.10502,0.0979,0.10502,0.10238,0.0523,0.062094,0.0615,0.0621,0.057394,0.059494,0.063,0.0635
2,0.048991,0.0799,0.0808,0.086,0.062282,0.0675,0.079391,0.079591,0.0786,0.0827,0.084603,0.084406,0.0848,0.0786,0.0827,0.0789,0.0827,0.0814,0.0827,0.082703,0.0948,0.10814,0.10704,0.10814,0.10814,0.0961699999999999,0.10814,0.09755,0.10814,0.10151,0.10814,0.10547,0.0547,0.0643,0.063982,0.065,0.0593,0.062,0.0644,0.0647
3,0.052864,0.083588,0.0871,0.0893,0.0656,0.0726,0.0817,0.0811,0.0814,0.0858,0.086204,0.086204,0.0861,0.0814,0.0858,0.081608,0.0858,0.083804,0.0858,0.085308,0.09752,0.1115,0.11096,0.1115,0.11162,0.09836,0.1115,0.10012,0.1115,0.10496,0.1115,0.10846,0.0571,0.067588,0.070188,0.070988,0.0609,0.0633,0.0652,0.067
4,0.056485,0.087385,0.089285,0.093585,0.067985,0.074985,0.082885,0.08367,0.0841,0.0872,0.0886,0.088505,0.088205,0.084105,0.0872,0.0841,0.0872,0.0862,0.0872,0.087915,0.1003,0.1144,0.11435,0.1146,0.1144999999999999,0.10095,0.1144,0.1024,0.1144,0.108,0.1144,0.11195,0.0588,0.0695,0.0728,0.075185,0.0628,0.0646,0.0667,0.0685
5,0.0588,0.089682,0.0924639999999999,0.0983,0.070382,0.0774,0.0840819999999999,0.086882,0.086406,0.0899119999999999,0.091512,0.091306,0.090806,0.086406,0.0899119999999999,0.086806,0.0899119999999999,0.088406,0.0899119999999999,0.091012,0.10238,0.11966,0.11874,0.1197,0.1195,0.10354,0.11966,0.1051,0.11966,0.11,0.11966,0.11506,0.060382,0.0736,0.0748,0.0768,0.0642,0.065782,0.069,0.0701
6,0.061579,0.092579,0.1,0.1016,0.072479,0.0789,0.085479,0.0885,0.087707,0.0918,0.093214,0.092828,0.0926,0.088214,0.0918,0.0887,0.0918,0.091121,0.0918,0.092907,0.1051,0.122,0.121,0.12183,0.122,0.1058,0.122,0.107,0.122,0.11183,0.122,0.11796,0.061779,0.0749,0.077079,0.0784,0.0653,0.0669,0.0701,0.071779
7,0.0645,0.095676,0.1028,0.1038,0.0753,0.0809,0.0870519999999999,0.090976,0.0894,0.093408,0.0951,0.094808,0.0944,0.0897,0.093408,0.090408,0.093408,0.093132,0.093408,0.0948,0.10682,0.12488,0.1236,0.12464,0.12532,0.10786,0.12488,0.1098,0.12488,0.11424,0.12488,0.11962,0.0631,0.0767,0.0795,0.08,0.0668,0.0682,0.0715,0.0744
8,0.067019,0.1015,0.105,0.105973,0.077073,0.082273,0.0892,0.0941,0.0917,0.0948,0.097136,0.096718,0.0959,0.091709,0.0948,0.0918,0.0948,0.0953089999999999,0.0948,0.0965,0.10871,0.12811,0.12531,0.1274,0.12811,0.1103,0.12811,0.1116,0.12811,0.11601,0.12811,0.12131,0.0644,0.0781,0.0805,0.0822,0.0676,0.0699,0.072473,0.0753
9,0.0694,0.1029,0.1071,0.10727,0.0794,0.084,0.0908,0.0961,0.0929099999999999,0.0965,0.0993,0.09891,0.09791,0.093,0.0965,0.0934099999999999,0.0965,0.09691,0.0965,0.09892,0.1111,0.1309,0.1274,0.1302,0.1309,0.1118,0.1309,0.1133,0.1309,0.1182,0.1309,0.1232,0.0659,0.0795,0.0818,0.0853,0.0689,0.0709,0.0736,0.07637
10,0.071167,0.105534,0.1083,0.110067,0.0813,0.0859,0.0921,0.0991,0.094411,0.0982,0.1006109999999999,0.1006,0.0995,0.0945,0.0982,0.0952,0.0982,0.0985,0.0982,0.100211,0.1128,0.1336,0.12958,0.13187,0.13369,0.1134,0.1336,0.11529,0.1336,0.1209,0.1336,0.1252899999999999,0.0668,0.081067,0.084267,0.0869,0.0705669999999999,0.0722,0.0755,0.077767
11,0.0732,0.1074,0.1093639999999999,0.1111,0.083,0.0871639999999999,0.0943,0.1021,0.095612,0.099812,0.101812,0.101712,0.1006,0.0959,0.099812,0.096524,0.099812,0.0999,0.099812,0.101512,0.11516,0.13718,0.13126,0.13428,0.13598,0.1158,0.13718,0.1171,0.13718,0.1232,0.13718,0.1272,0.068,0.0835,0.0861639999999999,0.088964,0.072364,0.0733,0.0771,0.080164
