percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0126,0.022,0.0215,0.0,0.0152,0.0157,0.0213779999999999,0.021239,0.11536,0.13724,0.119256,0.120224,0.126172,0.11536,0.13724,0.11536,0.13724,0.11536,0.13724,0.118336,0.182888,0.219384,0.185352,0.205878,0.218668,0.182888,0.220939,0.182888,0.220939,0.182888,0.219847,0.182888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.017356,0.023,0.0231,0.022,0.017856,0.0190779999999999,0.0223,0.0219,0.134524,0.1615,0.1400799999999999,0.139812,0.1445239999999999,0.134524,0.158404,0.134524,0.1615,0.134084,0.1615,0.135012,0.203484,0.240552,0.2094,0.234568,0.2425,0.203484,0.2460099999999999,0.203484,0.2460099999999999,0.204314,0.2444,0.205752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0197,0.029485,0.0322,0.031417,0.021234,0.024417,0.023051,0.0243,0.155004,0.17574,0.159324,0.161636,0.167884,0.155004,0.175112,0.155004,0.17574,0.154672,0.17574,0.155004,0.216852,0.255564,0.2240299999999999,0.244363,0.257608,0.216852,0.269689,0.216852,0.2698629999999999,0.216852,0.2581,0.218426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.023556,0.063548,0.059,0.0545,0.026892,0.026356,0.024656,0.037268,0.174836,0.189264,0.175972,0.1790159999999999,0.18342,0.174836,0.188468,0.174836,0.189264,0.174836,0.189264,0.174836,0.236768,0.265368,0.238136,0.253,0.2691199999999999,0.236768,0.278968,0.236768,0.278952,0.236408,0.26804,0.236408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.026785,0.06958,0.06919,0.073375,0.0303,0.0375,0.043875,0.063495,0.18736,0.20534,0.18738,0.19612,0.20056,0.18736,0.2034,0.18736,0.20534,0.18702,0.20534,0.18736,0.245505,0.2724049999999999,0.24691,0.266015,0.276515,0.245505,0.2814149999999999,0.2458,0.28351,0.245825,0.272505,0.245825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0375,0.072468,0.0766,0.078968,0.04357,0.043868,0.051836,0.073334,0.20176,0.227964,0.210504,0.219264,0.223608,0.20176,0.227964,0.20176,0.227964,0.20176,0.227964,0.20294,0.25283,0.278678,0.258882,0.27123,0.2799,0.25283,0.284126,0.2532,0.286978,0.255712,0.278678,0.257682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.041946,0.084719,0.0881,0.09123,0.051173,0.054192,0.0767,0.0751,0.2258679999999999,0.245376,0.231344,0.235484,0.241052,0.2258679999999999,0.255484,0.2258679999999999,0.251968,0.2258679999999999,0.245376,0.226292,0.260847,0.283141,0.269394,0.277047,0.2823,0.260847,0.286647,0.260947,0.2902,0.262594,0.283141,0.266347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.05226,0.0952,0.109224,0.1127119999999999,0.060612,0.060736,0.081348,0.080912,0.241544,0.257596,0.247332,0.254248,0.256532,0.241544,0.263648,0.241544,0.2627,0.242288,0.257596,0.242384,0.266472,0.287472,0.272468,0.2803,0.2846,0.2666,0.289204,0.267468,0.291968,0.2677,0.287472,0.2702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0607,0.108902,0.123504,0.1297,0.065202,0.072306,0.085251,0.091251,0.2499,0.264412,0.259412,0.263612,0.265024,0.249908,0.266804,0.249908,0.266924,0.252752,0.264412,0.25514,0.2702,0.292189,0.2769,0.282167,0.286289,0.2704,0.290989,0.271045,0.293889,0.2717779999999999,0.292189,0.2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0662,0.1363,0.14959,0.16317,0.07379,0.09298,0.08729,0.1068,0.2587,0.26932,0.26422,0.26678,0.26826,0.25896,0.26872,0.2594,0.2694,0.2604,0.26932,0.26058,0.27422,0.29521,0.27911,0.28361,0.2878,0.27501,0.293,0.27511,0.29572,0.27722,0.29521,0.2774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.071687,0.1623,0.175429,0.174129,0.088699,0.101858,0.111045,0.121377,0.262316,0.273016,0.2681,0.2697,0.269664,0.262416,0.271216,0.2629,0.272416,0.264332,0.273016,0.264948,0.2792,0.297531,0.281731,0.2861,0.29,0.2792,0.295793,0.280431,0.298031,0.280931,0.297531,0.280055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.078236,0.186744,0.1902,0.197,0.103268,0.108268,0.123728,0.1505,0.265972,0.276172,0.270372,0.271372,0.272072,0.266216,0.273272,0.2665,0.274672,0.266644,0.276172,0.268472,0.2824,0.299504,0.2847,0.2892,0.2917,0.2824,0.298052,0.2826559999999999,0.300456,0.283704,0.299504,0.2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.084,0.1944419999999999,0.208235,0.2215,0.1123,0.122128,0.1524449999999999,0.171614,0.268756,0.278256,0.2729,0.274084,0.2742,0.268956,0.2751,0.2697,0.276856,0.2697279999999999,0.278256,0.2708,0.285119,0.300846,0.287146,0.2911,0.292973,0.285419,0.299873,0.2857,0.3033,0.286065,0.300846,0.286273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.098092,0.214346,0.219746,0.230968,0.121992,0.136938,0.167592,0.193158,0.2708,0.280484,0.2755,0.2769,0.276184,0.270984,0.277,0.271552,0.2784,0.272184,0.280484,0.273352,0.288194,0.303094,0.2899,0.292394,0.2946,0.288294,0.302594,0.2889879999999999,0.305282,0.289282,0.303094,0.2888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.10797,0.2177849999999999,0.2293549999999999,0.2426649999999999,0.1358849999999999,0.1489349999999999,0.1921049999999999,0.20304,0.2742199999999999,0.2825,0.27764,0.2786,0.2780999999999999,0.27484,0.27944,0.27508,0.28024,0.27574,0.2825,0.27644,0.290615,0.3047,0.29133,0.2936,0.296015,0.290715,0.304815,0.2912,0.3094,0.2914299999999999,0.3047,0.2910149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.123,0.223324,0.235624,0.250472,0.1530719999999999,0.16042,0.200524,0.212996,0.276596,0.2839959999999999,0.279596,0.281092,0.28,0.2766,0.281596,0.277596,0.2825,0.278392,0.2839959999999999,0.2788879999999999,0.292836,0.306136,0.2932,0.2949,0.299736,0.2929,0.30998,0.293336,0.3113,0.2938,0.306136,0.293336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.132889,0.2262,0.248204,0.254389,0.159826,0.174463,0.2049,0.217763,0.279752,0.286052,0.282152,0.283004,0.282,0.279904,0.2834,0.280304,0.284152,0.281552,0.286052,0.281304,0.295,0.3094,0.295514,0.297071,0.3031,0.295257,0.312357,0.2954,0.314257,0.296214,0.3094,0.295657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.143504,0.2372139999999999,0.254002,0.259204,0.171902,0.1838139999999999,0.211,0.221406,0.283108,0.2882,0.284716,0.285608,0.285308,0.2832,0.285708,0.2836,0.28694,0.284116,0.2882,0.284208,0.297678,0.311456,0.2982,0.300378,0.306778,0.297678,0.3145,0.2979779999999999,0.3160779999999999,0.298278,0.311456,0.2982,0.0108059999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.152987,0.2492,0.258923,0.268464,0.179582,0.194182,0.213541,0.224241,0.286192,0.2914,0.2879279999999999,0.2879,0.288264,0.286556,0.2882,0.287464,0.28992,0.287864,0.2914,0.288528,0.300498,0.3142,0.302498,0.304197,0.311199,0.300798,0.3176,0.300999,0.3185,0.3014,0.3142,0.301994,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.16522,0.2571,0.26282,0.27714,0.18572,0.20188,0.2169,0.2305,0.2903,0.2939,0.29102,0.29192,0.28982,0.29034,0.29232,0.29054,0.29392,0.29224,0.2939,0.29094,0.30512,0.3161,0.30656,0.30994,0.31422,0.3054,0.32192,0.3054,0.3227,0.30586,0.3161,0.30632,0.02268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.1744329999999999,0.265,0.2699759999999999,0.2815709999999999,0.1955699999999998,0.2133189999999999,0.220219,0.2335519999999999,0.295252,0.2962,0.294752,0.2951,0.2948,0.2955279999999999,0.2954279999999999,0.296628,0.295676,0.296328,0.2962,0.296176,0.3105819999999999,0.318341,0.311641,0.313141,0.317841,0.310741,0.326441,0.310741,0.326441,0.311441,0.318341,0.3108,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.183474,0.267058,0.281458,0.288458,0.213048,0.222774,0.225132,0.252832,0.301392,0.2994,0.299264,0.300464,0.2994,0.301392,0.299596,0.301864,0.299332,0.301232,0.2994,0.2994,0.31561,0.321962,0.314262,0.316048,0.322262,0.3158,0.329786,0.315924,0.329172,0.31631,0.321962,0.314548,0.029916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.1877,0.272997,0.284997,0.291197,0.22467,0.231297,0.231391,0.269779,0.305876,0.303152,0.302752,0.3040759999999999,0.302664,0.305876,0.302788,0.305876,0.3035759999999999,0.305964,0.303152,0.3030879999999999,0.3221,0.324949,0.3176,0.320566,0.3273,0.322266,0.334581,0.3223,0.333132,0.3219,0.324949,0.3184,0.037388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
