percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.197725,0.422875,0.44035,0.449175,0.284825,0.33625,0.37265,0.4006499999999999,0.33255,0.4714,0.485025,0.493425,0.382225,0.4174,0.449325,0.458725
1,0.22705,0.4325,0.4472,0.45295,0.31945,0.35375,0.39105,0.41295,0.36155,0.4780999999999999,0.4934,0.4982499999999999,0.40315,0.43505,0.4572,0.47315
2,0.251975,0.4411,0.45255,0.4558,0.3364749999999999,0.3705,0.406275,0.429,0.380325,0.487475,0.5024,0.5025999999999999,0.4237,0.4447,0.465325,0.480875
3,0.2742,0.4517,0.4567,0.4636,0.3541,0.3901,0.4208,0.4396,0.3976,0.5027,0.5067,0.5105,0.4376,0.4531,0.4729,0.487
4,0.2885,0.457375,0.45975,0.471025,0.365975,0.40365,0.431225,0.443975,0.409975,0.5118750000000001,0.512,0.529,0.447,0.46075,0.479825,0.4946
5,0.29885,0.46365,0.4649,0.479,0.37615,0.4102,0.4408499999999999,0.4553,0.41815,0.51925,0.51715,0.5378499999999999,0.4556,0.4714,0.4882499999999999,0.5125
6,0.305475,0.4705,0.4698,0.4866,0.384775,0.419225,0.4502,0.46555,0.427,0.5251250000000001,0.5309,0.5421250000000001,0.46835,0.47835,0.4957249999999999,0.52335
7,0.3157,0.4767,0.4815,0.4923,0.3951,0.4233,0.4572,0.4742,0.437,0.5354,0.5525,0.554,0.4769,0.4862,0.5029,0.5377
8,0.32945,0.48065,0.48905,0.4953,0.399775,0.4276,0.463875,0.4789,0.44335,0.564025,0.5708,0.572775,0.483975,0.49435,0.5183,0.546825
9,0.3381,0.48535,0.49345,0.4975,0.40495,0.43435,0.4693,0.48435,0.45345,0.57155,0.5786,0.57865,0.493,0.5025,0.54295,0.55005
10,0.3470499999999999,0.4904,0.499025,0.499375,0.4134,0.4402,0.474075,0.489225,0.4619,0.576325,0.5843,0.5855250000000001,0.50025,0.51035,0.5487249999999999,0.5547249999999999
11,0.3578,0.497,0.5063,0.5022,0.4172,0.4444,0.4791,0.4953,0.4691,0.582,0.5881,0.59,0.5074,0.5252,0.5582,0.5649
12,0.3694,0.50475,0.5108,0.5081249999999999,0.4243,0.453575,0.484275,0.50035,0.478075,0.5876,0.593275,0.5972000000000001,0.5117750000000001,0.535425,0.56555,0.571175
13,0.3786,0.5115500000000001,0.51505,0.5175,0.43105,0.4634000000000001,0.4915,0.50525,0.4851,0.59165,0.60105,0.5993,0.5194500000000001,0.54415,0.57075,0.5787
14,0.38515,0.51825,0.5218750000000001,0.52805,0.43785,0.4715499999999999,0.5016750000000001,0.5130250000000001,0.4899,0.5966,0.6058250000000001,0.603925,0.5270250000000001,0.55,0.5752250000000001,0.5852250000000001
15,0.3904,0.5241,0.5319,0.5512,0.4486,0.48,0.507,0.5211,0.4946,0.6027,0.6109,0.6083,0.5332,0.5538,0.579,0.5899
16,0.396075,0.5287,0.5399,0.5585249999999999,0.455375,0.487025,0.5149,0.526675,0.505775,0.6065,0.6173,0.6133,0.53995,0.5581750000000001,0.5840749999999999,0.594425
17,0.40285,0.53365,0.5498000000000001,0.56235,0.4659,0.48985,0.51815,0.5352,0.5108,0.6093999999999999,0.62325,0.61835,0.5462,0.5642,0.58765,0.59705
18,0.4119,0.541725,0.559275,0.56985,0.4740999999999999,0.495425,0.5244249999999999,0.540825,0.5157499999999999,0.61205,0.626475,0.626825,0.5536,0.5692250000000001,0.592725,0.602
19,0.4208,0.5511,0.5665,0.5754,0.4826,0.5009,0.5332,0.5466,0.5217,0.6162,0.6298,0.6328,0.5603,0.5757,0.596,0.6043
20,0.427875,0.5597749999999999,0.576975,0.579575,0.4854,0.504025,0.539075,0.5554749999999999,0.527725,0.619675,0.6365,0.637275,0.564075,0.5800749999999999,0.600725,0.6109249999999999
21,0.4347,0.5699000000000001,0.5846,0.5863,0.49095,0.50895,0.54435,0.56435,0.5318,0.6302,0.6401,0.64055,0.5701499999999999,0.58535,0.60515,0.61875
22,0.442675,0.585075,0.591825,0.592,0.4974,0.516975,0.5523,0.5687249999999999,0.53765,0.636125,0.643025,0.6425,0.5764,0.591225,0.60925,0.6255
23,0.4488,0.5923,0.5964,0.5991,0.5024,0.5235,0.5623,0.5753,0.5459,0.641,0.6465,0.6447,0.5806,0.5957,0.6132,0.631
24,0.456875,0.6003000000000001,0.6008,0.6032,0.51305,0.52805,0.5709,0.581625,0.5525,0.643775,0.6485749999999999,0.6481,0.5856,0.600425,0.61855,0.63625
25,0.4642,0.60495,0.6053,0.6081,0.5205,0.5358,0.57715,0.5894,0.55785,0.64775,0.65065,0.6521,0.59155,0.60485,0.6225,0.64135
26,0.4727,0.6104750000000001,0.6096250000000001,0.61145,0.525225,0.5424249999999999,0.58175,0.5976,0.56345,0.6514249999999999,0.65395,0.6588750000000001,0.598975,0.610275,0.626525,0.64915
