percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.1187,0.0,0.0,0.0,0.170438,0.207294,0.24469,0.0,0.375146,0.370846,0.374714,0.3725,0.373156,0.375146,0.370846,0.375692,0.370846,0.384378,0.370846,0.385802,0.382492,0.381941,0.394938,0.393053,0.387503,0.382965,0.381941,0.383319,0.381941,0.392988,0.381941,0.393555,0.210828,0.0,0.0,0.0,0.239214,0.2710519999999999,0.300114,0.0
1,0.139684,0.271176,0.0,0.0,0.19088,0.220776,0.257976,0.272352,0.403924,0.3892,0.405728,0.405384,0.398096,0.405204,0.3892,0.405728,0.3892,0.406464,0.3892,0.406464,0.404958,0.41086,0.424768,0.415938,0.418252,0.40643,0.41086,0.409238,0.41086,0.416184,0.41086,0.430122,0.226504,0.316856,0.0,0.0,0.264508,0.281576,0.3110759999999999,0.322528
2,0.1533419999999999,0.3009,0.310314,0.316954,0.207398,0.236928,0.274656,0.283342,0.421722,0.407192,0.422992,0.421176,0.415198,0.422146,0.407192,0.422792,0.407192,0.428084,0.407192,0.430382,0.419457,0.4236,0.437457,0.4333329999999999,0.430938,0.419776,0.4236,0.422952,0.4236,0.435552,0.4236,0.441,0.241142,0.3351,0.330128,0.333954,0.274014,0.2899,0.318128,0.3273419999999999
3,0.164852,0.3083639999999999,0.314952,0.3441559999999999,0.21926,0.251152,0.2823,0.299668,0.433328,0.42268,0.434384,0.4314,0.427884,0.433584,0.42268,0.433584,0.42268,0.441856,0.42268,0.4418,0.43426,0.432504,0.4481799999999999,0.443692,0.43916,0.43526,0.432504,0.43616,0.432504,0.442784,0.432504,0.448092,0.252652,0.340304,0.351852,0.3574800000000001,0.2796,0.2976,0.322852,0.334152
4,0.17426,0.31765,0.33642,0.3506,0.22779,0.2631799999999999,0.2888799999999999,0.30856,0.44181,0.43103,0.44191,0.44004,0.43571,0.4429,0.43103,0.4429,0.43103,0.45075,0.43103,0.45003,0.4412,0.443425,0.454265,0.451565,0.449115,0.4414599999999999,0.443425,0.44409,0.443425,0.449565,0.443425,0.4572,0.2586,0.3512,0.36729,0.36599,0.28675,0.30389,0.32809,0.3395
5,0.185228,0.326668,0.349528,0.357228,0.235256,0.270784,0.2993,0.317828,0.45116,0.4382399999999999,0.449084,0.444692,0.442476,0.451752,0.4382399999999999,0.4526679999999999,0.4382399999999999,0.457092,0.4382399999999999,0.455984,0.448914,0.451738,0.459738,0.456866,0.454076,0.449252,0.451738,0.4516759999999999,0.451738,0.4569,0.451738,0.4618379999999999,0.2662279999999999,0.369828,0.372328,0.368428,0.2955279999999999,0.308828,0.334,0.348628
6,0.193962,0.335926,0.354166,0.368766,0.246032,0.2762,0.305798,0.323566,0.457448,0.445074,0.454522,0.452096,0.452148,0.457574,0.445074,0.458348,0.445074,0.460174,0.445074,0.459448,0.456222,0.456922,0.463422,0.4624,0.460522,0.456222,0.456922,0.4572,0.456922,0.462733,0.456922,0.4659,0.273198,0.375466,0.375666,0.378532,0.301966,0.314932,0.34,0.35533
7,0.201024,0.354308,0.361804,0.372104,0.255812,0.283124,0.313304,0.330504,0.462868,0.451956,0.4608,0.458812,0.456456,0.463436,0.451956,0.46558,0.451956,0.466568,0.451956,0.4641,0.4607839999999999,0.4612839999999999,0.468908,0.4657199999999999,0.4646,0.4608839999999999,0.4612839999999999,0.4616719999999999,0.4612839999999999,0.465784,0.4612839999999999,0.4699839999999999,0.2815,0.378304,0.379012,0.382616,0.306608,0.3219,0.345108,0.360904
8,0.210494,0.360826,0.367642,0.376384,0.264842,0.2892,0.319268,0.3338419999999999,0.469,0.456038,0.465338,0.463866,0.462752,0.469352,0.456038,0.4700519999999999,0.456038,0.470838,0.456038,0.4682759999999999,0.464871,0.465671,0.472257,0.470299,0.46877,0.465,0.465671,0.465114,0.465671,0.470057,0.465671,0.474557,0.287284,0.380942,0.382,0.390984,0.3119,0.326584,0.350342,0.366842
9,0.2183,0.3651,0.37494,0.38008,0.27144,0.29376,0.32448,0.3428799999999999,0.47296,0.4614,0.46896,0.46952,0.46684,0.4732,0.4614,0.4742,0.4614,0.4743,0.4614,0.47272,0.4694,0.4694299999999999,0.47853,0.47513,0.47263,0.4694,0.4694299999999999,0.4694299999999999,0.4694299999999999,0.47367,0.4694299999999999,0.47984,0.29322,0.3837,0.38486,0.3991,0.3165,0.33102,0.35578,0.37588
