percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.041152,0.072638,0.072314,0.0,0.052338,0.060052,0.063346,0.069438,0.162885,0.17174,0.174431,0.173877,0.170154,0.164763,0.17174,0.164763,0.17174,0.16637,0.17174,0.170154,0.082514,0.10069,0.10489,0.0,0.0899,0.0958,0.0977379999999999,0.101376
1,0.048052,0.075352,0.076976,0.077928,0.061932,0.071976,0.0769519999999999,0.076876,0.180154,0.186354,0.186354,0.188162,0.1860699999999999,0.180308,0.186354,0.18087,0.186354,0.181908,0.186354,0.184254,0.089576,0.112932,0.1127,0.111676,0.096176,0.099076,0.101876,0.10708
2,0.052914,0.079914,0.082928,0.0828,0.0681,0.076514,0.083214,0.078114,0.189831,0.197455,0.196486,0.198131,0.197831,0.189831,0.197455,0.190093,0.197455,0.190931,0.197455,0.192624,0.092956,0.116,0.114642,0.115,0.102028,0.1036,0.108356,0.1133
3,0.0565559999999999,0.091352,0.088656,0.092788,0.0723559999999999,0.0824,0.086904,0.089608,0.198708,0.20274,0.203208,0.203808,0.203616,0.198824,0.20274,0.1988,0.20274,0.2003,0.20274,0.2003,0.0975,0.118408,0.1185,0.118152,0.106,0.1071,0.117052,0.1201
4,0.0607,0.11227,0.11468,0.12189,0.07619,0.08559,0.09672,0.09867,0.2041,0.21094,0.20855,0.2099,0.21214,0.20427,0.21094,0.2054699999999999,0.21094,0.206955,0.21094,0.20687,0.10187,0.12369,0.12298,0.1349,0.10879,0.11577,0.12209,0.1217
5,0.063128,0.117,0.1237,0.124856,0.081312,0.088728,0.102528,0.1117,0.2105,0.216524,0.214962,0.217086,0.2174,0.210848,0.216524,0.212148,0.216524,0.212472,0.216524,0.213772,0.104828,0.137128,0.1467,0.145228,0.1115,0.118428,0.126728,0.132328
6,0.065132,0.123032,0.1276,0.136964,0.085166,0.091166,0.108166,0.1175,0.215951,0.2204,0.219995,0.2205389999999999,0.220439,0.215951,0.2204,0.217578,0.2204,0.2175,0.2204,0.2175,0.108132,0.145332,0.1487659999999999,0.1512659999999999,0.114766,0.122166,0.1294,0.137766
7,0.068804,0.1253,0.130808,0.142108,0.0882,0.0946,0.1097,0.12,0.220748,0.2238,0.224216,0.224816,0.224716,0.220748,0.2238,0.221616,0.2238,0.221264,0.2238,0.220916,0.1108,0.147108,0.150304,0.1534,0.1186,0.125608,0.1323,0.142
8,0.072542,0.1275,0.138142,0.1465,0.091242,0.0986,0.1123,0.1239,0.2248,0.2271,0.2270859999999999,0.229486,0.2285,0.2248,0.2271,0.225,0.2271,0.2245,0.2271,0.2243649999999999,0.112842,0.149342,0.1518,0.155742,0.121742,0.1281,0.1345,0.146
9,0.0759799999999999,0.12968,0.14574,0.14908,0.09308,0.10266,0.1146799999999999,0.1279,0.2311099999999999,0.2309,0.23067,0.2321,0.2327,0.23141,0.2309,0.2315,0.2309,0.22897,0.2309,0.22857,0.1146,0.15068,0.1536,0.1566,0.12454,0.12998,0.13848,0.1485
10,0.078836,0.1343,0.148134,0.156518,0.095636,0.1048,0.1191,0.1294,0.234247,0.233794,0.233,0.2352,0.235847,0.234394,0.233794,0.2345,0.233794,0.232394,0.233794,0.232241,0.116318,0.1518,0.1554,0.1598,0.1268,0.1319,0.141536,0.149936
11,0.0813,0.138312,0.153324,0.158868,0.097568,0.107156,0.121656,0.130956,0.239024,0.236724,0.235372,0.237924,0.237848,0.239124,0.236724,0.2388,0.236724,0.236296,0.236724,0.2356,0.118156,0.153056,0.159056,0.1632,0.128856,0.1332,0.1452,0.151056
12,0.0841,0.1409939999999999,0.157,0.161,0.0993,0.109194,0.124994,0.134582,0.2426,0.240001,0.2382089999999999,0.240301,0.240801,0.2426,0.240001,0.241801,0.240001,0.240602,0.240001,0.239401,0.1201,0.1544,0.1626,0.165994,0.130594,0.1349,0.1471,0.1522939999999999
13,0.0865,0.148032,0.159132,0.1619,0.1017,0.111,0.130664,0.1382,0.2452,0.242856,0.241956,0.2421,0.242978,0.2452,0.242856,0.244278,0.242856,0.2431,0.242856,0.242578,0.122532,0.156464,0.164764,0.167032,0.132032,0.1366,0.1492,0.153832
14,0.088,0.1528199999999999,0.1604,0.16327,0.1038,0.11344,0.13397,0.13957,0.247755,0.244765,0.2442,0.2443,0.245155,0.247655,0.244765,0.247055,0.244765,0.245655,0.244765,0.244455,0.12417,0.16047,0.1668,0.16957,0.13357,0.1379,0.15037,0.155
15,0.090724,0.1595,0.163216,0.1672,0.105516,0.117008,0.1356,0.1420239999999999,0.249932,0.246532,0.247032,0.246632,0.2473,0.249764,0.246532,0.248932,0.246532,0.247832,0.246532,0.247332,0.1264,0.164132,0.168608,0.171316,0.134808,0.139108,0.151708,0.1564
16,0.093346,0.161946,0.165646,0.1719,0.108338,0.120346,0.1372,0.145346,0.2528,0.249709,0.248809,0.248118,0.2492,0.2528,0.249709,0.252009,0.249709,0.25,0.249709,0.2491,0.1282,0.168,0.1711,0.1742,0.137,0.140946,0.1534,0.1577
17,0.095884,0.164484,0.167368,0.1734,0.1111,0.1222,0.138584,0.148484,0.255272,0.2525719999999999,0.2504,0.250872,0.2511,0.255272,0.2525719999999999,0.2545,0.2525719999999999,0.252886,0.2525719999999999,0.2522,0.1305,0.1696,0.1736,0.176284,0.138684,0.142684,0.155,0.1593
