percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.04945,0.2766499999999999,0.28767,0.2974299999999999,0.0579999999999999,0.08501,0.19273,0.2611,0.340201,0.3305,0.340201,0.339234,0.338501,0.340201,0.338201,0.340201,0.3373379999999999,0.340201,0.3307,0.340201,0.339724,0.339724,0.339724,0.339724,0.339724,0.339724,0.339724,0.339724,0.339724,0.339724,0.339724,0.339724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0843199999999999,0.28604,0.29628,0.30522,0.1206599999999999,0.1528,0.21962,0.2686,0.344806,0.33347,0.345502,0.344806,0.344806,0.344806,0.3441039999999999,0.344806,0.343304,0.344806,0.3344,0.345502,0.3530359999999999,0.35076,0.3530359999999999,0.3525359999999999,0.35146,0.3530359999999999,0.35076,0.3530359999999999,0.35076,0.3530359999999999,0.35076,0.3530359999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.11442,0.28791,0.303,0.30911,0.15297,0.17734,0.2337,0.272,0.35291,0.337201,0.3539009999999999,0.354,0.3529069999999999,0.35291,0.350404,0.35291,0.348002,0.35291,0.338003,0.35291,0.360418,0.360418,0.360418,0.3604,0.360418,0.360418,0.360918,0.360418,0.360918,0.360418,0.360418,0.360418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.13022,0.29868,0.3057,0.3114,0.16968,0.19534,0.24692,0.27826,0.36014,0.339604,0.36014,0.360236,0.3587,0.36014,0.355236,0.36014,0.352036,0.36014,0.339936,0.36014,0.365996,0.3651,0.365996,0.366324,0.366324,0.365996,0.3659,0.365996,0.365996,0.365996,0.3658,0.365996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.14045,0.3035,0.3105,0.31565,0.18055,0.2037,0.2558,0.2889,0.364335,0.34264,0.364105,0.3633,0.362035,0.364335,0.3606749999999999,0.364335,0.356145,0.364335,0.343035,0.364335,0.3697,0.3697,0.3697,0.3697,0.3697,0.3697,0.36973,0.3697,0.3697,0.3697,0.3697,0.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.15172,0.3065,0.314,0.31996,0.19044,0.21254,0.2625,0.2967,0.366802,0.3461,0.366802,0.366102,0.3647,0.366802,0.364004,0.366802,0.359608,0.366802,0.346502,0.366802,0.371172,0.3718439999999999,0.371372,0.371572,0.371372,0.371172,0.371536,0.371172,0.371336,0.371172,0.372036,0.371172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.15913,0.3086899999999999,0.3173,0.32259,0.20045,0.21828,0.2677799999999999,0.30036,0.368769,0.349107,0.368669,0.3679,0.367238,0.368769,0.365869,0.368769,0.362769,0.368769,0.350469,0.368769,0.374242,0.374842,0.374242,0.3743,0.374342,0.374242,0.374442,0.374242,0.3745,0.374242,0.374742,0.374242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.16416,0.3145799999999999,0.3196,0.32576,0.20798,0.22438,0.27356,0.30722,0.3705,0.3514,0.3705,0.3701359999999999,0.3696,0.3705,0.3677,0.3705,0.365436,0.3705,0.354108,0.3705,0.3772,0.377896,0.3772,0.3772,0.377248,0.3772,0.377644,0.3772,0.3777,0.3772,0.378096,0.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.1700799999999999,0.3171299999999999,0.32103,0.3285,0.21563,0.2324399999999999,0.27813,0.31196,0.372906,0.3546,0.3731,0.3723,0.3716029999999999,0.372906,0.3697029999999999,0.372906,0.367403,0.372906,0.357806,0.3731029999999999,0.378954,0.380354,0.378954,0.379,0.379054,0.378954,0.380262,0.378954,0.381062,0.378954,0.3806,0.378954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.1782,0.3191,0.3235,0.3308,0.2203,0.2438,0.2842,0.3165,0.3752,0.35847,0.37521,0.37474,0.37411,0.3752,0.37247,0.3752,0.3696,0.37527,0.36127,0.37527,0.3812,0.3825,0.3812,0.38142,0.38126,0.3812,0.38226,0.3812,0.38316,0.3812,0.38278,0.3812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
