percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0317,0.0539,0.058636,0.05909,0.039494,0.043813,0.045296,0.053398,0.082878,0.068189,0.085027,0.085027,0.085027,0.082878,0.0798,0.082878,0.0749539999999999,0.082878,0.068754,0.084197,0.049243,0.0705,0.071,0.07059,0.055298,0.05439,0.061298,0.069849
1,0.039198,0.0609,0.064784,0.0628799999999999,0.050274,0.053682,0.059698,0.057696,0.101962,0.073054,0.1046,0.1041079999999999,0.102478,0.101962,0.087808,0.101962,0.0807539999999999,0.101962,0.073054,0.102532,0.0611919999999999,0.0724979999999999,0.0793,0.0777699999999999,0.0638,0.067984,0.071894,0.074098
2,0.051029,0.072398,0.0866,0.08167,0.058199,0.0599,0.067141,0.068847,0.111681,0.0773,0.113486,0.112591,0.110224,0.111681,0.093262,0.111681,0.086286,0.111681,0.0773,0.111681,0.070147,0.077694,0.095044,0.092335,0.0713289999999999,0.07207,0.079758,0.0802
3,0.064384,0.0961959999999999,0.092992,0.0892,0.068784,0.07698,0.0767,0.098184,0.1236439999999999,0.081624,0.126824,0.122308,0.118624,0.125308,0.102516,0.125308,0.091116,0.125308,0.081624,0.124012,0.0782959999999999,0.104788,0.099576,0.0964,0.080492,0.086864,0.085896,0.103036
4,0.074785,0.103445,0.1021,0.095175,0.08729,0.08944,0.111885,0.108945,0.15083,0.08927,0.152705,0.142805,0.13994,0.152105,0.109835,0.152755,0.09627,0.150625,0.08927,0.145815,0.08848,0.1083,0.12656,0.119125,0.1031,0.108345,0.12246,0.11426
5,0.092552,0.116668,0.300752,0.30551,0.0987519999999999,0.10107,0.1229639999999999,0.1178,0.176672,0.0951,0.19203,0.189352,0.189466,0.176672,0.11891,0.178202,0.105534,0.176162,0.095062,0.171092,0.104846,0.1472419999999999,0.217308,0.2041299999999999,0.12047,0.146864,0.133694,0.1426879999999999
6,0.110544,0.298416,0.3204079999999999,0.3233149999999999,0.123404,0.14223,0.137343,0.272843,0.2494,0.110167,0.249969,0.300424,0.264171,0.2494,0.1492889999999999,0.2524260000000001,0.118434,0.236612,0.110167,0.236968,0.136844,0.269358,0.285576,0.266035,0.160673,0.157672,0.157272,0.218889
7,0.128412,0.318292,0.3262359999999999,0.33906,0.160244,0.165588,0.250128,0.288192,0.318396,0.122448,0.324192,0.3506199999999999,0.380976,0.318396,0.2126519999999999,0.3179,0.140616,0.299064,0.1221479999999999,0.299064,0.177788,0.317028,0.332084,0.33052,0.185768,0.184476,0.286768,0.30786
8,0.1443479999999999,0.3269,0.3368,0.34371,0.174882,0.181287,0.271587,0.299187,0.3533,0.2141729999999991,0.375229,0.391802,0.4058729999999999,0.3533,0.296129,0.3465029999999999,0.2351739999999999,0.3412159999999999,0.2040679999999996,0.3426309999999999,0.228969,0.330564,0.338064,0.3384,0.242133,0.2635019999999999,0.3077229999999999,0.322223
9,0.1595,0.33362,0.34256,0.3521,0.20169,0.22657,0.28629,0.31518,0.38357,0.29763,0.40186,0.41028,0.41668,0.38357,0.39781,0.37903,0.33721,0.38068,0.29579,0.38938,0.24186,0.33995,0.3526,0.3557,0.26087,0.2884899999999999,0.3121,0.33886
10,0.167734,0.344046,0.3488279999999999,0.3553,0.212973,0.2432289999999999,0.3002169999999999,0.331412,0.403994,0.3953819999999999,0.413991,0.420294,0.4223,0.403794,0.4129,0.403994,0.397534,0.402385,0.3953819999999999,0.405597,0.2494,0.348895,0.3599,0.3609,0.277312,0.303017,0.329173,0.345856
