percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.072,0.0,0.0,0.0,0.106956,0.132384,0.143891,0.0,0.14203,0.13274,0.1397199999999999,0.13691,0.13423,0.14203,0.13274,0.14231,0.13274,0.14243,0.13274,0.14191,0.184189,0.1875929999999999,0.1887,0.189,0.186893,0.184189,0.1875929999999999,0.184189,0.1875929999999999,0.185397,0.1875929999999999,0.187797,0.130207,0.0,0.0,0.0,0.141714,0.149414,0.159228,0.0
1,0.086714,0.0,0.0,0.0,0.113614,0.139714,0.153014,0.148628,0.1485,0.13938,0.14662,0.14534,0.14246,0.1485,0.13938,0.1485,0.13938,0.14858,0.13938,0.14824,0.192598,0.195094,0.195998,0.195496,0.195982,0.192598,0.195094,0.192598,0.195094,0.192698,0.195094,0.193498,0.1354,0.0,0.0,0.0,0.146126,0.158328,0.164614,0.168328
2,0.0956,0.147915,0.0,0.0,0.1238,0.1433259999999999,0.156921,0.157221,0.15506,0.14472,0.15279,0.14985,0.14668,0.15506,0.14472,0.15506,0.14472,0.15523,0.14472,0.1546,0.197091,0.2001969999999999,0.198597,0.200397,0.200582,0.197091,0.2001969999999999,0.1971969999999999,0.2001969999999999,0.1971909999999999,0.2001969999999999,0.1975,0.139,0.171021,0.0,0.0,0.154442,0.161521,0.167,0.172621
3,0.102712,0.162884,0.160628,0.0,0.132628,0.150084,0.160268,0.166184,0.15882,0.14802,0.1565,0.1542,0.15108,0.15882,0.14802,0.15882,0.14802,0.15908,0.14802,0.15744,0.20028,0.203792,0.202996,0.2034959999999999,0.2043,0.20028,0.203792,0.20028,0.203792,0.1997,0.203792,0.200996,0.143256,0.1722,0.1773,0.0,0.159228,0.1637,0.170168,0.174428
4,0.10957,0.16597,0.162835,0.1614,0.14184,0.15427,0.166535,0.1686,0.1653,0.15175,0.15985,0.1567,0.1547,0.1653,0.15175,0.16555,0.15175,0.16475,0.15175,0.1624499999999999,0.204785,0.208285,0.2056,0.206385,0.2076899999999999,0.204785,0.208285,0.204785,0.208285,0.2039949999999999,0.208285,0.203385,0.14727,0.1781,0.179,0.178735,0.1622,0.166775,0.175,0.17637
5,0.113342,0.169084,0.165026,0.164,0.147342,0.156442,0.170468,0.172242,0.17214,0.1549799999999999,0.1646999999999999,0.15952,0.1564,0.17214,0.1549799999999999,0.17266,0.1549799999999999,0.17248,0.1549799999999999,0.16822,0.209594,0.211088,0.208376,0.209894,0.210894,0.209594,0.211088,0.209594,0.211088,0.209482,0.211088,0.206794,0.1505,0.180842,0.1799,0.180142,0.1648,0.170242,0.177242,0.179042
6,0.117249,0.1719,0.168994,0.168149,0.149749,0.159249,0.174549,0.175149,0.17577,0.15711,0.17017,0.1633099999999999,0.1599,0.17577,0.15711,0.176,0.15711,0.17561,0.15711,0.17325,0.211893,0.214593,0.211772,0.2129,0.213686,0.211893,0.214593,0.211993,0.214593,0.211386,0.214593,0.211186,0.1531,0.1827,0.1813,0.183349,0.1671,0.172798,0.179298,0.181049
7,0.122968,0.1737,0.176452,0.17578,0.1518,0.163012,0.177756,0.1782,0.18008,0.15988,0.17288,0.16788,0.1641,0.18008,0.15988,0.1801,0.15988,0.1801,0.15988,0.17652,0.214692,0.2182919999999999,0.214692,0.2162919999999999,0.217276,0.214692,0.2182919999999999,0.214884,0.2182919999999999,0.214476,0.2182919999999999,0.2146,0.156356,0.183756,0.182256,0.1847,0.169,0.1746,0.181956,0.183756
8,0.127763,0.181363,0.183163,0.182963,0.1559,0.1661,0.180563,0.1823,0.18408,0.16486,0.17459,0.1718,0.16837,0.18408,0.16486,0.18408,0.16486,0.18388,0.16486,0.1802899999999999,0.218391,0.222691,0.218491,0.220491,0.221282,0.218391,0.222691,0.218391,0.222691,0.217355,0.222691,0.2177909999999999,0.159263,0.186163,0.187326,0.185863,0.170763,0.176726,0.1836,0.1856
9,0.13114,0.185,0.18707,0.19147,0.15887,0.17037,0.18424,0.18561,0.1885,0.1691,0.1784,0.1745,0.1722,0.1885,0.1691,0.1885,0.1691,0.1874,0.1691,0.1839,0.22158,0.22677,0.22227,0.225,0.2258899999999999,0.22158,0.22677,0.2216,0.22677,0.22048,0.22677,0.22078,0.16171,0.18807,0.18995,0.19107,0.1735,0.179,0.185,0.1872
10,0.1343,0.188777,0.192654,0.1948079999999999,0.1620539999999999,0.173477,0.185777,0.1892,0.1939,0.17251,0.1814,0.17782,0.17543,0.1939,0.17251,0.19381,0.17251,0.19101,0.17251,0.18675,0.225356,0.2317,0.2271,0.228234,0.230489,0.225356,0.2317,0.2256,0.2317,0.224378,0.2317,0.224989,0.163877,0.1917,0.192677,0.1951,0.175077,0.181177,0.1871,0.189577
11,0.138184,0.192384,0.1958359999999999,0.200068,0.165284,0.1756519999999999,0.1884,0.191968,0.1987199999999999,0.17496,0.1841,0.18076,0.178,0.1987199999999999,0.17496,0.1987,0.17496,0.19524,0.17496,0.18992,0.2309,0.2349879999999999,0.230476,0.2324,0.234288,0.2309,0.2349879999999999,0.230988,0.2349879999999999,0.2281159999999999,0.2349879999999999,0.2286,0.166452,0.194184,0.196284,0.197468,0.176684,0.1831,0.188884,0.1925
12,0.141791,0.197246,0.199846,0.2015,0.169491,0.1789,0.1902,0.1948909999999999,0.20356,0.17859,0.18782,0.18325,0.18089,0.20356,0.17859,0.20356,0.17859,0.19982,0.17859,0.19383,0.235787,0.2377,0.234474,0.237048,0.2372,0.235787,0.2377,0.2357,0.2377,0.233548,0.2377,0.233048,0.1686909999999999,0.196373,0.1988909999999999,0.200491,0.1789,0.1844,0.190991,0.1945
13,0.145396,0.2037,0.202598,0.2028,0.171698,0.1818,0.193,0.1986,0.20756,0.18214,0.19182,0.18662,0.18294,0.20756,0.18214,0.20756,0.18214,0.20326,0.18214,0.19764,0.239144,0.2406,0.2376,0.2401,0.240786,0.239144,0.2406,0.238786,0.2406,0.23703,0.2406,0.237,0.1703,0.199198,0.201,0.2028,0.1809,0.1862,0.192798,0.196498
14,0.149025,0.207415,0.2067,0.2039,0.17451,0.18551,0.195405,0.202705,0.21065,0.1841,0.1955,0.1899,0.1861499999999999,0.21065,0.1841,0.21065,0.1841,0.2082,0.1841,0.2019,0.2422699999999999,0.2444,0.24164,0.2428099999999999,0.24437,0.2422699999999999,0.2444,0.2419,0.2444,0.2396849999999999,0.2444,0.24,0.1721,0.2012,0.202605,0.2049,0.183005,0.1877,0.19501,0.198505
15,0.1539,0.2104,0.2094,0.205612,0.176912,0.187612,0.198712,0.2059,0.215,0.18732,0.19958,0.19336,0.1897,0.215,0.18732,0.21486,0.18732,0.2109,0.18732,0.20566,0.24702,0.2473,0.244984,0.246184,0.247768,0.24702,0.2473,0.245984,0.2473,0.2435,0.2473,0.2426,0.174212,0.203312,0.2058,0.205712,0.1844,0.1893,0.1976,0.201424
16,0.1581,0.2118,0.2115,0.2103,0.179419,0.189757,0.2025,0.209,0.21967,0.1897,0.20407,0.19679,0.1938,0.21967,0.1897,0.21942,0.1897,0.21497,0.1897,0.20917,0.250566,0.2501,0.247866,0.249,0.250283,0.250366,0.2501,0.250349,0.2501,0.248083,0.2501,0.246083,0.176219,0.205319,0.207,0.206519,0.186,0.1914,0.1999,0.203819
17,0.1609,0.2129,0.212326,0.2137,0.181052,0.192126,0.2043,0.2117,0.2238399999999999,0.19378,0.20764,0.20058,0.19778,0.2238399999999999,0.19378,0.2236,0.19378,0.21884,0.19378,0.21188,0.254382,0.2531819999999999,0.249982,0.2516819999999999,0.253428,0.254382,0.2531819999999999,0.2543,0.2531819999999999,0.2514,0.2531819999999999,0.250264,0.1791,0.2071,0.208326,0.2072,0.187752,0.193152,0.2014,0.2059
18,0.164966,0.213933,0.2142,0.217833,0.184433,0.195233,0.2071,0.214633,0.22748,0.19669,0.2106,0.20379,0.20079,0.22748,0.19669,0.22729,0.19669,0.2243599999999999,0.19669,0.21537,0.2586239999999999,0.2567,0.254681,0.255781,0.256462,0.2586239999999999,0.2567,0.257162,0.2567,0.2546,0.2567,0.253424,0.1812,0.2077,0.2094,0.207833,0.1899,0.1951,0.2029,0.2068
19,0.1681,0.21664,0.2175,0.21944,0.1874,0.19754,0.20944,0.21754,0.2325,0.2007,0.2134,0.2063,0.2033,0.2325,0.2007,0.2319,0.2007,0.2276,0.2007,0.2205,0.26106,0.2594,0.25798,0.2588,0.25948,0.2611,0.2594,0.26016,0.2594,0.25854,0.2594,0.2573,0.18304,0.2087,0.2101,0.2083,0.1912,0.1976,0.2045799999999999,0.2077
20,0.171788,0.2198,0.221594,0.220147,0.190035,0.200047,0.213047,0.219947,0.2367,0.20323,0.21655,0.21033,0.20515,0.23661,0.20323,0.2360499999999999,0.20323,0.23162,0.20323,0.2244,0.263858,0.263179,0.259979,0.261658,0.262779,0.264058,0.263179,0.263279,0.263179,0.2607,0.263179,0.2601,0.1851,0.21,0.211047,0.209247,0.1931,0.1992,0.206047,0.208647
21,0.1744079999999999,0.2219539999999999,0.2234539999999999,0.220954,0.1919539999999999,0.202454,0.215754,0.2216,0.24006,0.2063,0.22052,0.21322,0.2092,0.23984,0.2063,0.2393,0.2063,0.23592,0.2063,0.22732,0.267212,0.2656,0.263478,0.2642779999999999,0.2648,0.2672339999999999,0.2656,0.266478,0.2656,0.263268,0.2656,0.2628,0.1878,0.2114,0.212054,0.21,0.1952,0.201354,0.2076,0.209454
