percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.11749,0.206474,0.2075,0.214684,0.149722,0.161364,0.17959,0.198632,0.249004,0.267396,0.267396,0.267396,0.267396,0.250368,0.267396,0.250368,0.267396,0.265608,0.267396,0.267396,0.06819,0.0973,0.10069,0.101,0.084516,0.0859159999999999,0.091658,0.0956159999999999
1,0.132716,0.215612,0.22254,0.242176,0.159676,0.1799,0.191532,0.2132,0.273716,0.293048,0.293048,0.293048,0.293048,0.275132,0.293048,0.277028,0.293048,0.2838199999999999,0.293048,0.293048,0.0738,0.1029,0.102932,0.103272,0.0879,0.091516,0.096748,0.0997
2,0.143122,0.227274,0.2428679999999999,0.251052,0.174122,0.1905899999999999,0.203348,0.218914,0.285,0.312044,0.312044,0.312044,0.312044,0.289392,0.312044,0.293372,0.312044,0.303184,0.312044,0.312044,0.078548,0.1048,0.1044,0.105058,0.091422,0.094174,0.1004,0.102274
3,0.157896,0.2399,0.2539,0.2537,0.183096,0.1965,0.214296,0.225332,0.295964,0.347116,0.345832,0.347116,0.347116,0.302732,0.347116,0.304528,0.347116,0.325148,0.347116,0.342188,0.086164,0.1065,0.108028,0.1139,0.094028,0.0969,0.1025,0.105832
4,0.16388,0.25184,0.2558,0.2552,0.19469,0.20478,0.21906,0.2296,0.30412,0.38406,0.369,0.3791,0.38334,0.3092,0.38406,0.31274,0.38406,0.33938,0.38406,0.3564,0.09098,0.10819,0.11529,0.115315,0.0976,0.10186,0.1062,0.10837
5,0.17128,0.256248,0.257148,0.256204,0.2054,0.213544,0.228996,0.234792,0.310484,0.402944,0.381936,0.390096,0.399844,0.316988,0.402944,0.3222279999999999,0.402944,0.3489,0.402944,0.368832,0.095348,0.117548,0.118596,0.123216,0.101148,0.104,0.1075,0.1143839999999999
6,0.17886,0.259106,0.2587,0.2592,0.211236,0.221712,0.233112,0.23973,0.319036,0.412456,0.394468,0.40328,0.4074,0.327924,0.412456,0.329912,0.412456,0.355024,0.412456,0.376212,0.098506,0.121506,0.127412,0.136401,0.1046,0.106224,0.113024,0.120406
7,0.189012,0.262664,0.2607,0.264636,0.219692,0.230184,0.240164,0.244364,0.328164,0.4233,0.399992,0.412792,0.41922,0.333464,0.4233,0.337456,0.4233,0.362176,0.4233,0.381364,0.101564,0.133092,0.1418,0.143044,0.106464,0.1089,0.124328,0.125176
8,0.194344,0.263922,0.2632,0.269134,0.226852,0.236466,0.251486,0.264022,0.333272,0.42986,0.4049,0.419344,0.426488,0.339504,0.42986,0.345772,0.42986,0.370388,0.42986,0.38816,0.1056,0.146622,0.1495,0.155083,0.1092,0.1146219999999999,0.1287319999999999,0.1372
9,0.20066,0.26652,0.2661799999999999,0.2835399999999999,0.23412,0.2419599999999999,0.2617,0.27186,0.33718,0.4361799999999999,0.4102,0.42266,0.43106,0.34406,0.4361799999999999,0.3498799999999999,0.4361799999999999,0.3741799999999999,0.4361799999999999,0.39324,0.11008,0.1493,0.15098,0.16006,0.11406,0.12158,0.13228,0.14242
10,0.205614,0.269738,0.275538,0.307962,0.238476,0.246638,0.26869,0.278738,0.341116,0.440328,0.414676,0.428276,0.4360759999999999,0.3469759999999999,0.440328,0.3539,0.440328,0.377788,0.440328,0.3972279999999999,0.115338,0.1513,0.157476,0.1615,0.1200379999999999,0.129938,0.134738,0.1496
11,0.2137839999999999,0.2738,0.2964599999999999,0.315008,0.245364,0.254776,0.2783879999999999,0.2811,0.345396,0.445392,0.4188,0.431292,0.4404,0.3518759999999999,0.445392,0.3595559999999999,0.445392,0.382984,0.445392,0.400896,0.118696,0.155696,0.1634,0.165516,0.1252599999999999,0.1374,0.142264,0.1552
12,0.219662,0.279954,0.315116,0.317292,0.2511,0.260764,0.2841619999999999,0.284916,0.34972,0.4489,0.421004,0.435108,0.443308,0.355204,0.4489,0.363912,0.4489,0.387704,0.4489,0.4053,0.122254,0.159908,0.166054,0.180136,0.131662,0.141208,0.158154,0.1598
13,0.226924,0.309812,0.327824,0.327628,0.256112,0.2675,0.2941,0.288812,0.353548,0.451812,0.423936,0.436812,0.445812,0.358524,0.451812,0.368712,0.451812,0.391512,0.451812,0.408,0.126636,0.163012,0.171136,0.18651,0.136412,0.1463,0.162024,0.161824
14,0.23317,0.3241799999999999,0.33299,0.3453299999999999,0.2600099999999999,0.27264,0.29718,0.29393,0.35768,0.45432,0.42546,0.43928,0.44832,0.36362,0.45432,0.37272,0.45432,0.39482,0.45432,0.41062,0.13082,0.16827,0.18338,0.193,0.1429099999999999,0.15191,0.16511,0.16364
15,0.238056,0.339584,0.345012,0.348744,0.264756,0.2792,0.301596,0.3139,0.36324,0.4559,0.4276,0.441528,0.450328,0.3679,0.4559,0.375796,0.4559,0.3976,0.4559,0.413328,0.132956,0.1762,0.194528,0.197,0.149528,0.154128,0.167,0.167828
16,0.243472,0.345286,0.354286,0.3529,0.272376,0.2874299999999999,0.307372,0.328186,0.367972,0.4585,0.430136,0.443072,0.4521,0.372572,0.4585,0.379636,0.4585,0.400536,0.4585,0.415472,0.134972,0.187472,0.1977,0.1978,0.152958,0.157516,0.1682,0.171886
17,0.247344,0.350388,0.359588,0.363156,0.27832,0.297888,0.3128,0.34044,0.3739,0.459444,0.432344,0.4463,0.4539,0.3772,0.459444,0.3841,0.459444,0.404232,0.459444,0.4181,0.137732,0.1953,0.198844,0.199874,0.155632,0.162344,0.170188,0.1794
