percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
54,0.6742100000000001,0.77027,0.7742,0.77231,0.71697,0.72274,0.7447,0.76866,0.73158,0.7069,0.7061,0.7061900000000001,0.70809,0.73158,0.7069,0.73138,0.7069,0.72248,0.7069,0.7130799999999999,0.79328,0.7565,0.76509,0.7606900000000001,0.75849,0.791895,0.7565,0.791195,0.7565,0.7843,0.7565,0.774585,0.6966,0.7520500000000001,0.76434,0.75434,0.71257,0.7345700000000001,0.7553,0.75554
55,0.682804,0.7772,0.781,0.7801520000000001,0.724204,0.731304,0.7533,0.778,0.737844,0.7105480000000001,0.710148,0.708748,0.7125480000000001,0.737844,0.7105480000000001,0.738192,0.7105480000000001,0.729348,0.7105480000000001,0.717048,0.7984,0.760244,0.770096,0.7636,0.7619,0.7982440000000001,0.760244,0.7970320000000001,0.760244,0.7887,0.760244,0.7782640000000001,0.703704,0.7662680000000001,0.774284,0.7615080000000002,0.7228240000000002,0.744,0.7651560000000001,0.7656
56,0.691576,0.7854960000000001,0.7881960000000001,0.7885,0.735938,0.7386520000000001,0.7620640000000001,0.7860680000000001,0.7465120000000001,0.714012,0.7144,0.7138420000000001,0.7155540000000001,0.7465120000000001,0.714012,0.7454600000000001,0.714012,0.7345,0.714012,0.7205180000000001,0.8032790000000001,0.762986,0.773893,0.767386,0.7646,0.803,0.762986,0.8006,0.762986,0.7931790000000001,0.762986,0.781686,0.711576,0.7792860000000004,0.7820920000000002,0.7779920000000002,0.730638,0.7535180000000001,0.770946,0.773
57,0.7020719999999999,0.793812,0.794124,0.792136,0.7459039999999998,0.7454,0.770008,0.7919519999999998,0.750564,0.7199,0.7188,0.719692,0.7196,0.750564,0.7199,0.7505,0.7199,0.74262,0.7199,0.725328,0.8071,0.7669,0.778326,0.772126,0.768542,0.8068099999999999,0.7669,0.8059419999999999,0.7669,0.7977259999999999,0.7669,0.786442,0.7189,0.79,0.7881,0.7972,0.7395,0.7643159999999999,0.779916,0.7849519999999998
58,0.7096,0.8002,0.8016,0.7988259999999999,0.7554059999999999,0.7545059999999999,0.7802359999999999,0.796216,0.754822,0.723522,0.722566,0.723322,0.7252219999999999,0.754822,0.723522,0.7547,0.723522,0.748444,0.723522,0.732422,0.811991,0.7706,0.7824909999999999,0.775982,0.7733909999999999,0.8115819999999999,0.7706,0.8111369999999999,0.7706,0.802164,0.7706,0.7910369999999999,0.725706,0.799126,0.793252,0.8134159999999996,0.7511059999999999,0.775012,0.7897,0.7985639999999999
59,0.7196600000000001,0.80994,0.80664,0.8148799999999999,0.7642,0.76298,0.7896599999999999,0.7995,0.7606,0.7278,0.72966,0.7278,0.72934,0.7606,0.7278,0.76016,0.7278,0.75068,0.7278,0.737,0.81524,0.77484,0.7867799999999999,0.7803,0.7773399999999999,0.8141199999999998,0.77484,0.8137,0.77484,0.80504,0.77484,0.79628,0.73414,0.81184,0.8221400000000001,0.83968,0.76232,0.78432,0.8007399999999999,0.80894
60,0.7278479999999999,0.821308,0.81817,0.83687,0.769922,0.7720699999999999,0.803972,0.8076839999999998,0.7656,0.734,0.734552,0.733938,0.736138,0.7656,0.734,0.7655379999999999,0.734,0.7545139999999999,0.734,0.743176,0.8195779999999999,0.778189,0.790789,0.784689,0.7816,0.8188669999999999,0.778189,0.8184779999999999,0.778189,0.8083779999999999,0.778189,0.798878,0.741974,0.827386,0.8432259999999999,0.8527,0.7715,0.793948,0.8091,0.8177639999999999
61,0.73854,0.82924,0.827,0.8434719999999999,0.779408,0.779616,0.8159,0.8129,0.769,0.73998,0.739492,0.737676,0.7424,0.769,0.73998,0.769,0.73998,0.759788,0.73998,0.749088,0.8250279999999999,0.783,0.7937759999999999,0.788476,0.7857379999999999,0.823738,0.783,0.8228139999999999,0.783,0.812538,0.783,0.8033,0.753208,0.8391679999999999,0.8585,0.8615079999999999,0.780908,0.8042,0.816912,0.826964
62,0.7516,0.839582,0.8380580000000003,0.854728,0.788284,0.789942,0.8299,0.822012,0.775416,0.7470779999999999,0.745508,0.747108,0.7491,0.775416,0.7470779999999999,0.775708,0.7470779999999999,0.76374,0.7470779999999999,0.752308,0.829948,0.7878740000000001,0.798861,0.793135,0.789474,0.8291480000000001,0.7878740000000001,0.827387,0.7878740000000001,0.817361,0.7878740000000001,0.8080350000000001,0.7618680000000001,0.8486,0.8767660000000003,0.8734,0.791342,0.813442,0.82369,0.8378
63,0.7641,0.845792,0.864992,0.8683839999999999,0.7962520000000001,0.7981800000000001,0.843528,0.8295520000000001,0.781012,0.751412,0.752212,0.751536,0.7537360000000001,0.781012,0.751412,0.7808240000000001,0.751412,0.76836,0.751412,0.7574,0.8350160000000001,0.793408,0.8034,0.7981360000000001,0.795536,0.8343720000000001,0.793408,0.8328720000000001,0.793408,0.8221360000000001,0.793408,0.812736,0.7707280000000001,0.8724280000000001,0.889472,0.886088,0.7982520000000001,0.8235,0.8362,0.847608
64,0.77633,0.85151,0.87703,0.883,0.8034,0.8069099999999999,0.8576,0.8448399999999999,0.7879700000000001,0.7592,0.7571100000000001,0.7587700000000001,0.76051,0.7879700000000001,0.7592,0.78724,0.7592,0.77567,0.7592,0.76264,0.84191,0.7991100000000001,0.809585,0.803855,0.8018,0.8413100000000001,0.7991100000000001,0.8392550000000001,0.7991100000000001,0.826725,0.7991100000000001,0.818685,0.77903,0.8881399999999999,0.9009,0.8943399999999999,0.80825,0.83256,0.84772,0.86092
65,0.7851440000000001,0.8659,0.8860720000000001,0.8970640000000003,0.811688,0.8162440000000001,0.8682,0.8696720000000001,0.7946679999999999,0.7623559999999999,0.761136,0.7639,0.765628,0.7946679999999999,0.7623559999999999,0.79414,0.7623559999999999,0.781024,0.7623559999999999,0.768512,0.8465,0.8040680000000001,0.8146,0.8086720000000002,0.8062360000000001,0.846434,0.8040680000000001,0.845002,0.8040680000000001,0.833168,0.8040680000000001,0.823434,0.788996,0.9034,0.9060440000000002,0.908224,0.8182440000000001,0.843044,0.8578440000000003,0.8761680000000001
66,0.7967900000000001,0.8810740000000002,0.899876,0.93498,0.820778,0.8264560000000001,0.880342,0.8842240000000001,0.802286,0.768286,0.7694300000000001,0.769286,0.771672,0.802286,0.768286,0.802158,0.768286,0.7895,0.768286,0.7771440000000001,0.8526830000000001,0.809666,0.8181490000000001,0.8153830000000001,0.8129,0.85213,0.809666,0.8493960000000003,0.809666,0.839898,0.809666,0.830083,0.795778,0.919538,0.915214,0.916338,0.829056,0.851178,0.8707,0.8989160000000002
67,0.8097800000000005,0.912852,0.9156,0.966204,0.8322360000000002,0.8387360000000001,0.8891,0.900432,0.8103440000000001,0.774444,0.775376,0.7762720000000001,0.775644,0.810076,0.774444,0.809632,0.774444,0.795576,0.774444,0.78332,0.858832,0.8155600000000001,0.8230480000000002,0.819864,0.817964,0.8580560000000002,0.8155600000000001,0.856232,0.8155600000000001,0.8451880000000002,0.8155600000000001,0.835496,0.8037720000000002,0.931452,0.9203,0.925952,0.838812,0.8598600000000002,0.8797400000000002,0.916028
68,0.821246,0.9349579999999998,0.946,0.979066,0.8419759999999997,0.8519919999999999,0.903888,0.90898,0.815508,0.779806,0.783108,0.783508,0.782212,0.815304,0.779806,0.814804,0.779806,0.8029139999999999,0.779806,0.7897059999999999,0.864081,0.822424,0.832043,0.827086,0.824362,0.863243,0.822424,0.861762,0.822424,0.850462,0.822424,0.8418049999999999,0.8143919999999999,0.937966,0.933132,0.936732,0.8479599999999996,0.869646,0.8987,0.932012
69,0.83112,0.95188,0.9845,0.99238,0.8529399999999999,0.8686999999999997,0.91584,0.9247,0.8237599999999999,0.78686,0.79206,0.7892,0.7894,0.8234,0.78686,0.82294,0.78686,0.81092,0.78686,0.79486,0.8693099999999999,0.8302499999999999,0.8390099999999999,0.8328,0.83329,0.8689,0.8302499999999999,0.86676,0.8302499999999999,0.8594,0.8302499999999999,0.84686,0.8266399999999999,0.9443,0.94098,0.9512,0.8601599999999998,0.8772399999999999,0.91106,0.9465
70,0.845842,0.969446,1.014094,1.004994,0.866,0.8892119999999999,0.928192,0.949572,0.832654,0.7932979999999998,0.798554,0.7943359999999999,0.795154,0.832654,0.7932979999999998,0.8307359999999999,0.7932979999999998,0.816954,0.7932979999999998,0.8037359999999999,0.877658,0.836437,0.844337,0.8378789999999999,0.839479,0.877258,0.836437,0.875316,0.836437,0.864579,0.836437,0.854174,0.836514,0.953182,0.951694,0.966182,0.873328,0.8880839999999999,0.921546,0.961204
71,0.863196,0.9932039999999998,1.029708,1.016932,0.886232,0.908844,0.951416,0.990728,0.838552,0.8017759999999999,0.804952,0.8031039999999999,0.8017519999999999,0.83816,0.8017759999999999,0.83648,0.8017759999999999,0.825704,0.8017759999999999,0.812604,0.8891,0.845256,0.84934,0.844256,0.846568,0.886984,0.845256,0.883784,0.845256,0.869884,0.845256,0.859728,0.848596,0.9637,0.963164,0.972708,0.885396,0.896448,0.935216,0.969584
72,0.8786459999999999,1.028022,1.0405,1.032644,0.901,0.927282,0.9666,1.0049039999999998,0.84607,0.810502,0.812334,0.80877,0.8097719999999999,0.84607,0.810502,0.844302,0.810502,0.833068,0.810502,0.8198019999999999,0.895831,0.855862,0.859162,0.855577,0.856739,0.8944,0.855862,0.8944,0.855862,0.879777,0.855862,0.866516,0.8614,0.9716,0.983644,0.9851979999999998,0.8981819999999999,0.9143219999999992,0.950992,0.979152
73,0.8945,1.05098,1.051308,1.0524240000000005,0.916148,0.95148,0.987148,1.02428,0.8546600000000001,0.817084,0.8216,0.815276,0.817084,0.85416,0.817084,0.853092,0.817084,0.838044,0.817084,0.8281680000000001,0.907404,0.8696820000000001,0.870552,0.8633419999999999,0.866686,0.906156,0.8696820000000001,0.903834,0.8696820000000001,0.890234,0.8696820000000001,0.875452,0.8741,0.977636,0.995308,0.9975,0.9108,0.927216,0.972524,0.986876
74,0.9145,1.06555,1.0603,1.08665,0.9341,0.97615,1.0048499999999998,1.0413,0.8621000000000001,0.82695,0.8283,0.82475,0.82435,0.8621000000000001,0.82695,0.861,0.82695,0.8472,0.82695,0.8361,0.9077,0.878125,0.8782749999999999,0.87675,0.877225,0.9077,0.878125,0.9077,0.878125,0.8998,0.878125,0.8823749999999999,0.8949,0.9959,1.00415,1.01005,0.92335,0.94125,0.9867,0.9974
75,0.9358400000000002,1.087292,1.072492,1.107164,0.9502,1.000236,1.0234,1.062324,0.873116,0.8350399999999999,0.8355959999999999,0.8331,0.831708,0.8724559999999999,0.8350399999999999,0.871908,0.8350399999999999,0.8547399999999999,0.8350399999999999,0.844024,0.9077,0.8851640000000001,0.888888,0.886,0.886924,0.9077,0.8851640000000001,0.9077,0.8851640000000001,0.9077,0.8851640000000001,0.8939440000000001,0.916084,1.008592,1.018592,1.017964,0.937068,0.9551,1.001352,1.004596
76,0.9530620000000002,1.110834,1.0935,1.120078,0.9765,1.01869,1.0486,1.086784,0.879596,0.84533,0.8457640000000001,0.8424280000000001,0.84143,0.879596,0.84533,0.8778980000000001,0.84533,0.862732,0.84533,0.8528300000000001,0.9077,0.903092,0.900092,0.899776,0.9032,0.9077,0.903092,0.9077,0.903092,0.9077,0.903092,0.9077,0.9343900000000002,1.0312340000000002,1.030968,1.029456,0.9531440000000002,0.9684260000000002,1.0162,1.0134960000000002
77,0.967604,1.123492,1.1203360000000002,1.139776,1.000556,1.0367,1.0701120000000002,1.1158040000000002,0.8864,0.856824,0.855248,0.85482,0.8496440000000001,0.886544,0.856824,0.884632,0.856824,0.873224,0.856824,0.8615240000000001,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.950404,1.043876,1.041976,1.040568,0.972152,0.992704,1.0288,1.025072
78,0.988272,1.1387,1.15896,1.155012,1.0336600000000002,1.0618880000000002,1.0929,1.1341720000000002,0.8942480000000002,0.8665560000000001,0.862746,0.862728,0.8625660000000003,0.894664,0.8665560000000001,0.8922380000000001,0.8665560000000001,0.88021,0.8665560000000001,0.873546,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.968086,1.0557,1.0512419999999998,1.049612,0.9959,1.017186,1.044062,1.037968
79,1.0072200000000002,1.15748,1.1738400000000002,1.1911200000000002,1.0580200000000002,1.0837200000000002,1.1227200000000002,1.15386,0.9065,0.8784000000000001,0.8781000000000001,0.8733,0.87588,0.9065,0.8784000000000001,0.90292,0.8784000000000001,0.88904,0.8784000000000001,0.882,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9921,1.06722,1.06268,1.0579200000000002,1.0197600000000002,1.0358,1.0596800000000002,1.0592
80,1.0328560000000009,1.1813,1.202002,1.247934,1.086708,1.1025,1.1483360000000002,1.178192,0.9155,0.888298,0.8864,0.883298,0.8842,0.915282,0.888298,0.912994,0.888298,0.903676,0.888298,0.8883,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,1.0155,1.0817,1.083102,1.0639,1.0375620000000003,1.0584160000000002,1.073206,1.069144
81,1.064376,1.2056,1.219048,1.2820759999999995,1.1146839999999991,1.121752,1.168932,1.200668,0.926572,0.8998,0.8965599999999999,0.891424,0.8954759999999998,0.926572,0.8998,0.9253599999999998,0.8998,0.9133,0.8998,0.9011,0.909026,0.9077,0.9077,0.9077,0.9077,0.9079159999999996,0.9077,0.9077,0.9077,0.9077,0.9077,0.9077,1.034252,1.0952959999999998,1.102748,1.0929119999999992,1.061052,1.080788,1.0891919999999995,1.082768
82,1.090366,1.223272,1.245024,1.3207,1.143522,1.1425839999999996,1.191474,1.2157199999999997,0.9444,0.910698,0.907542,0.904954,0.907156,0.9444,0.910698,0.943368,0.910698,0.927756,0.910698,0.915514,0.917868,0.9077,0.9077,0.9077,0.9077,0.917468,0.9077,0.916103,0.9077,0.9077,0.9077,0.9077,1.056244,1.11641,1.116248,1.124358,1.0900519999999996,1.101266,1.10509,1.095592
83,1.122504,1.247604,1.30858,1.3442599999999998,1.168048,1.1764,1.2161239999999995,1.234448,0.958576,0.928816,0.918316,0.923024,0.924704,0.958,0.928816,0.958,0.928816,0.944472,0.928816,0.932732,0.9284,0.9077,0.9077,0.9077,0.9077,0.9284,0.9077,0.927164,0.9077,0.913528,0.9077,0.9077,1.075556,1.130328,1.1269,1.1478159999999995,1.115244,1.118368,1.1256199999999998,1.107848
84,1.15268,1.29154,1.35759,1.38027,1.20121,1.21764,1.2506399999999998,1.25574,0.97148,0.95187,0.94246,0.9434,0.94549,0.97102,0.95088,0.97111,0.95187,0.95915,0.95187,0.95035,0.9483549999999998,0.9077,0.9077,0.9077,0.9077,0.94573,0.9077,0.941855,0.9077,0.9280849999999998,0.9077,0.910225,1.10302,1.14656,1.14939,1.18407,1.14371,1.14063,1.14071,1.1250000000000002
85,1.1868519999999994,1.326176,1.388452,1.39,1.224748,1.253344,1.2813800000000004,1.281648,0.988116,0.9798479999999996,0.96074,0.96228,0.9719879999999992,0.989768,0.9798479999999996,0.989768,0.980964,0.9802199999999996,0.980964,0.970716,0.9609359999999996,0.9272819999999998,0.9179379999999996,0.917242,0.9310859999999994,0.9589959999999998,0.9272819999999998,0.958356,0.9272819999999998,0.9451119999999998,0.9272819999999998,0.9237939999999996,1.142972,1.17116,1.176836,1.21612,1.18372,1.171424,1.157108,1.154312
86,1.221822,1.4005080000000003,1.4191360000000002,1.398754,1.257658,1.2873339999999998,1.320262,1.318616,1.009976,1.015956,0.9952600000000004,0.997474,1.0096,1.012876,1.0208900000000003,1.017252,1.0208900000000003,1.0096,1.0208900000000003,0.999466,0.9788489999999996,0.963963,0.9446529999999996,0.9445789999999996,0.963863,0.9788489999999996,0.963963,0.976563,0.963963,0.958763,0.963963,0.946115,1.177358,1.2009,1.2111360000000002,1.256154,1.210422,1.192454,1.17321,1.1823
87,1.275004,1.4503999999999992,1.4393479999999996,1.4163199999999996,1.293192,1.315492,1.346252,1.3496359999999998,1.038496,1.07916,1.072448,1.1021,1.107084,1.0409719999999998,1.122304,1.045124,1.12246,1.054004,1.099132,1.058156,1.029272,1.0525640000000005,1.007696,0.9893120000000004,1.0261360000000004,1.0301840000000004,1.0525640000000005,1.0301480000000005,1.0525640000000005,1.009128,1.0525640000000005,1.0020000000000011,1.211884,1.217032,1.2559,1.280196,1.237092,1.221692,1.1986640000000002,1.2087480000000002
88,1.32763,1.474338,1.4758,1.436768,1.3363,1.3505420000000004,1.375584,1.3949559999999994,1.06435,1.123082,1.126362,1.136224,1.1558400000000002,1.0717540000000003,1.159858,1.070924,1.1657740000000003,1.086764,1.1476540000000013,1.1081100000000002,1.0727130000000005,1.1261130000000004,1.0887790000000006,1.098901000000002,1.117000000000001,1.07241,1.1945680000000012,1.0743930000000002,1.1960600000000006,1.0806800000000012,1.1452010000000006,1.10501,1.257252,1.25743,1.304046,1.290092,1.2637,1.257452,1.222128,1.2475
89,1.41534,1.49276,1.4897600000000002,1.4664,1.3793600000000006,1.4025800000000004,1.4234,1.458140000000001,1.0932000000000002,1.1683,1.1511600000000002,1.1675,1.1808,1.10434,1.18176,1.10706,1.18496,1.11484,1.17436,1.1308600000000002,1.09566,1.18602,1.1757500000000003,1.19314,1.20674,1.0974500000000005,1.2365000000000002,1.1009800000000003,1.2414,1.11698,1.1907300000000007,1.1490600000000004,1.3075800000000004,1.3133,1.33346,1.32086,1.3025000000000002,1.28822,1.2433600000000011,1.2713600000000005
90,1.4627880000000002,1.517622,1.502922,1.488996,1.440194,1.4518220000000006,1.446032,1.518684,1.124056,1.192262,1.172558,1.183614,1.2007,1.1243340000000002,1.203368,1.1330619999999998,1.20556,1.14705,1.198356,1.157644,1.1255930000000005,1.2220620000000004,1.1890770000000002,1.2105290000000004,1.2273440000000002,1.127577,1.2654360000000002,1.129277,1.261036,1.1490360000000002,1.2312,1.1669310000000002,1.3647840000000018,1.3589699999999998,1.350774,1.363048,1.3347840000000015,1.3283700000000005,1.2633919999999998,1.315752
91,1.5504839999999993,1.554628,1.518488,1.5171,1.5012719999999993,1.491663999999999,1.481976,1.5752799999999998,1.1533400000000005,1.2487440000000003,1.1993560000000003,1.2061560000000002,1.2221560000000002,1.155172,1.2292360000000004,1.16156,1.243236,1.1839320000000002,1.247068,1.1861400000000006,1.1531520000000004,1.2535840000000005,1.208112,1.2270200000000002,1.2562160000000009,1.1564240000000003,1.2910440000000003,1.173024,1.284788,1.1789360000000009,1.253464,1.193908,1.4242519999999996,1.3921560000000002,1.367828,1.4112840000000004,1.3656519999999996,1.3674559999999998,1.304064,1.3526
92,1.609162,1.5871140000000004,1.5397080000000003,1.5288,1.578858,1.576172,1.542330000000001,1.6086560000000003,1.188328,1.278788,1.2394280000000002,1.240822,1.2530140000000003,1.189456,1.268094,1.1903,1.282446,1.221216,1.2736580000000002,1.22397,1.1824830000000004,1.3309880000000014,1.2486220000000008,1.267771,1.2778280000000002,1.1906820000000005,1.326056,1.199357,1.343471,1.2227680000000003,1.3332240000000004,1.2329980000000005,1.4781679999999997,1.4285300000000007,1.4338120000000003,1.4479,1.4133,1.41,1.3937160000000004,1.4211240000000005
93,1.695788,1.617476,1.56828,1.541564,1.6663,1.634784,1.6330279999999997,1.6554119999999986,1.231368,1.30878,1.277412,1.27798,1.288628,1.243404,1.30878,1.2386359999999998,1.335988,1.2628719999999998,1.30466,1.273864,1.22724,1.3720480000000002,1.3008259999999998,1.3041,1.333944,1.233084,1.364354,1.225124,1.372824,1.2778779999999996,1.3720480000000002,1.2870279999999998,1.5335720000000002,1.458948,1.4925119999999998,1.5827639999999998,1.468664,1.440492,1.4457559999999992,1.4873
94,1.80243,1.63086,1.5897800000000002,1.57263,1.76425,1.7031000000000005,1.709,1.68416,1.2823499999999992,1.3881599999999996,1.32171,1.31706,1.35726,1.2937,1.3812799999999998,1.2946499999999996,1.4001699999999997,1.3010199999999998,1.3881599999999996,1.31463,1.2840699999999998,1.4353349999999996,1.34521,1.35551,1.3673449999999998,1.2855349999999997,1.40591,1.2808349999999995,1.426055,1.311805,1.4353349999999996,1.3339100000000002,1.5977300000000003,1.53903,1.6588300000000014,1.6564500000000013,1.5364,1.5044800000000011,1.5391,1.5292
95,1.9428,1.645444,1.6197199999999998,1.6013879999999998,1.8534919999999968,1.759075999999998,1.812392,1.7366199999999998,1.3436999999999992,1.4550639999999997,1.3655439999999988,1.3844719999999988,1.4256159999999998,1.3436999999999992,1.4352,1.3665479999999994,1.4576919999999995,1.3403,1.4550639999999997,1.3413079999999995,1.334896,1.493968,1.378624,1.4019639999999998,1.4195439999999997,1.3415839999999997,1.473264,1.3386599999999995,1.48826,1.3518799999999995,1.49006,1.372668,1.6862359999999987,1.6123799999999922,1.7637279999999975,1.720788,1.6245919999999998,1.571087999999996,1.613724,1.5981
96,2.086687999999998,1.6899679999999997,1.6795,1.770074,1.962982,1.9249659999999993,1.899044,1.773608,1.510212,1.509538,1.4687599999999998,1.47179,1.4705,1.512396,1.4993679999999998,1.510098,1.509278,1.478694,1.509538,1.470736,1.4321779999999995,1.545666,1.438471,1.4681259999999996,1.48273,1.4321779999999995,1.533471,1.4540689999999998,1.545666,1.447083,1.54723,1.4272899999999993,1.7913199999999982,1.8812639999999996,1.835658,1.7606639999999998,1.7132579999999948,1.697759999999999,1.6862960000000005,1.7062879999999994
97,2.3738039999999985,1.8130400000000009,2.108112000000012,2.1881560000000007,2.1007559999999996,2.147127999999996,1.9815,1.829039999999997,1.7707759999999992,1.5941719999999988,1.567448,1.5468959999999998,1.54,1.774387999999999,1.5795559999999993,1.7779999999999985,1.5720839999999998,1.6578279999999994,1.5941719999999988,1.597307999999998,1.6259319999999997,1.606404,1.5945779999999998,1.577836,1.5635119999999998,1.652872,1.596824,1.6332719999999996,1.606404,1.656448,1.606404,1.5927899999999997,1.9892759999999976,2.028808,1.9282560000000064,1.967072,1.8583759999999987,1.855515999999999,1.883103999999998,2.1363119999999984
98,2.767817999999998,2.587672,2.386586,2.3130619999999995,2.634141999999997,2.4720859999999996,2.102174,2.700252,2.205328000000004,2.5380100000000017,1.6682600000000003,1.62563,1.8826500000000168,2.157484000000003,2.5380100000000017,2.033236,2.5380100000000017,1.8211360000000003,2.5380100000000017,1.710288,1.954706,1.6734989999999998,1.684228,1.661801,1.646608,1.95048,1.669428,1.944666,1.677118,1.796416,1.6734989999999998,1.736102,2.3431239999999978,2.313207999999999,2.1598999999999986,2.190441999999997,2.2817359999999973,2.2642279999999997,2.5019579999999997,2.429616000000001
