percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.191434,0.450193,0.462893,0.465293,0.279316,0.3484299999999999,0.415672,0.4334719999999999,0.50997,0.577132,0.5671,0.569796,0.569816,0.515148,0.577132,0.5261939999999999,0.577132,0.557308,0.577132,0.565316,0.3447179999999999,0.457416,0.471765,0.482893,0.388393,0.390686,0.434552,0.443965
1,0.22716,0.4638,0.467844,0.47883,0.32356,0.377058,0.428044,0.442272,0.5366719999999999,0.5902,0.577008,0.581616,0.5859,0.54122,0.5902,0.549288,0.5902,0.565932,0.5902,0.573908,0.369744,0.4704,0.475644,0.4858,0.412418,0.434472,0.462802,0.460754
2,0.250485,0.470079,0.4763739999999999,0.4833,0.357216,0.390079,0.437674,0.452258,0.557,0.595962,0.589462,0.5913,0.5923,0.561982,0.595962,0.567444,0.595962,0.576162,0.595962,0.584962,0.389579,0.4818059999999999,0.487537,0.493037,0.425858,0.440658,0.476095,0.487595
3,0.269988,0.4752,0.479744,0.486444,0.376572,0.397916,0.442972,0.458032,0.568832,0.6054,0.59626,0.597148,0.599052,0.57438,0.6054,0.5838720000000001,0.6054,0.586832,0.6054,0.594016,0.404572,0.504216,0.503576,0.506032,0.43936,0.4519,0.488572,0.496972
4,0.290335,0.47896,0.4847,0.48963,0.39326,0.417,0.44683,0.470765,0.58488,0.6114700000000001,0.6035200000000001,0.60774,0.60897,0.59106,0.6114700000000001,0.59328,0.6114700000000001,0.59758,0.6114700000000001,0.59934,0.41533,0.510565,0.518665,0.514625,0.4479599999999999,0.460265,0.499815,0.504125
5,0.302464,0.484406,0.48979,0.499016,0.402538,0.425458,0.4513,0.477506,0.5933,0.618572,0.6126480000000001,0.6183,0.619244,0.597872,0.618572,0.601624,0.618572,0.6023919999999999,0.618572,0.606724,0.4219739999999999,0.519758,0.527574,0.532148,0.454158,0.46809,0.504874,0.510432
6,0.314502,0.492104,0.493455,0.5126120000000001,0.4134,0.431651,0.458102,0.486602,0.601734,0.6313019999999999,0.620636,0.627212,0.632378,0.60549,0.6313019999999999,0.608278,0.6313019999999999,0.611146,0.6313019999999999,0.611678,0.429857,0.528255,0.5341020000000001,0.540451,0.462153,0.476851,0.5087510000000001,0.516451
7,0.32862,0.4964,0.5003879999999999,0.520472,0.420544,0.439732,0.463288,0.491544,0.610864,0.640496,0.629428,0.638964,0.641064,0.612364,0.640496,0.617332,0.640496,0.616464,0.640496,0.61876,0.436144,0.534188,0.5379,0.544288,0.468288,0.488896,0.5136,0.520444
8,0.344011,0.500259,0.5087740000000001,0.526248,0.428811,0.4461,0.472448,0.4943,0.617572,0.650286,0.636172,0.648672,0.6507,0.618902,0.650286,0.6226860000000001,0.650286,0.623472,0.650286,0.627046,0.444474,0.5394,0.541,0.548137,0.4751,0.496148,0.516137,0.5249
9,0.3585,0.5037,0.51625,0.5315,0.43393,0.45086,0.47999,0.49976,0.6241599999999999,0.65456,0.64864,0.65272,0.65664,0.6269,0.65456,0.6287200000000001,0.65456,0.63134,0.65456,0.6351,0.45265,0.54152,0.54453,0.55385,0.48116,0.5027200000000001,0.5201,0.5311
10,0.3699599999999999,0.507269,0.525053,0.5356069999999999,0.440323,0.455546,0.490584,0.502669,0.629594,0.660288,0.6545,0.658394,0.6609940000000001,0.6334,0.660288,0.634,0.660288,0.6405339999999999,0.660288,0.647646,0.459238,0.545446,0.5498689999999999,0.560792,0.4861689999999999,0.507923,0.524023,0.534023
11,0.384764,0.5188,0.532948,0.5442,0.446248,0.4588319999999999,0.4973,0.507232,0.6354920000000001,0.665,0.662424,0.663796,0.664896,0.637596,0.665,0.639788,0.665,0.64644,0.665,0.6571480000000001,0.4664,0.5493,0.5547639999999999,0.572432,0.49438,0.5127160000000001,0.5278320000000001,0.5369320000000001
12,0.3968089999999999,0.525209,0.543154,0.5571,0.455127,0.467508,0.501936,0.5126,0.639604,0.667902,0.66942,0.6694,0.6687019999999999,0.643804,0.667902,0.646802,0.667902,0.6576,0.667902,0.663812,0.473718,0.5522090000000001,0.561054,0.5792090000000001,0.5034,0.5185,0.5308090000000001,0.540409
13,0.405808,0.5328020000000001,0.5525,0.5643100000000001,0.462102,0.4766340000000001,0.509202,0.517,0.645956,0.6717559999999999,0.6758559999999999,0.674924,0.672824,0.6493040000000001,0.6718,0.655412,0.6717559999999999,0.663312,0.6717559999999999,0.6726559999999999,0.478916,0.5551,0.5704060000000001,0.5857,0.510904,0.5265,0.533604,0.5428
14,0.415695,0.5399,0.55647,0.5691,0.4662,0.484395,0.5144,0.5233949999999999,0.6535,0.67724,0.68045,0.68111,0.6794399999999999,0.65733,0.67765,0.66353,0.67724,0.67074,0.67724,0.6778,0.48439,0.55898,0.57556,0.5905,0.516285,0.5297850000000001,0.536795,0.5471900000000001
15,0.428112,0.5495639999999999,0.56194,0.5717,0.471752,0.491252,0.521688,0.529488,0.661764,0.68392,0.686428,0.6868,0.687684,0.664428,0.6845479999999999,0.6714,0.68392,0.677528,0.68392,0.683828,0.490952,0.562,0.580776,0.593988,0.522944,0.5338,0.540488,0.549728
16,0.436067,0.5541,0.567281,0.578581,0.479672,0.497643,0.527381,0.535,0.67,0.690608,0.691018,0.692508,0.692554,0.67,0.691226,0.6761,0.690608,0.685508,0.690608,0.688272,0.496662,0.565381,0.5868,0.598,0.529281,0.5374,0.543581,0.5531
17,0.444048,0.5611480000000001,0.5719,0.5866480000000001,0.4853,0.5074219999999999,0.5309,0.5431480000000001,0.678248,0.6968719999999999,0.694572,0.6974,0.6969,0.679176,0.6969,0.680044,0.6968719999999999,0.6893,0.6968719999999999,0.693316,0.5004,0.567948,0.5924740000000001,0.6004700000000001,0.533674,0.5421,0.5459740000000001,0.5583
18,0.4497,0.5666,0.5774670000000001,0.591667,0.492167,0.51407,0.540034,0.552601,0.683678,0.7017,0.7000259999999999,0.701452,0.7013,0.683978,0.701726,0.6869259999999999,0.7017,0.6955,0.7017,0.697556,0.5072679999999999,0.572635,0.597234,0.602434,0.538367,0.546367,0.549934,0.562434
19,0.45522,0.57262,0.58282,0.59568,0.49948,0.52,0.54806,0.5567,0.6911,0.70634,0.7043200000000001,0.7054400000000001,0.70678,0.69128,0.70658,0.69324,0.70634,0.6997,0.70634,0.7038599999999999,0.51112,0.57602,0.59976,0.6049599999999999,0.54412,0.5505599999999999,0.5515,0.56698
20,0.4632529999999999,0.576506,0.587853,0.599453,0.507706,0.5300239999999999,0.553906,0.559759,0.696436,0.7105360000000001,0.7075,0.710534,0.7095360000000001,0.697304,0.7105360000000001,0.698634,0.7105360000000001,0.706234,0.7105360000000001,0.707534,0.516006,0.583471,0.602759,0.606859,0.5483,0.554,0.554059,0.5702
21,0.471238,0.57923,0.5941,0.6026,0.516092,0.538392,0.559346,0.569146,0.701488,0.715388,0.712488,0.714588,0.714116,0.7011,0.715388,0.704276,0.715388,0.7107,0.715388,0.711488,0.5211,0.5885,0.606046,0.610546,0.5518,0.557346,0.55823,0.573292
22,0.478756,0.583634,0.598178,0.6048,0.521278,0.54799,0.564739,0.576734,0.704842,0.7187,0.717,0.7188,0.718952,0.705152,0.7187,0.709484,0.7187,0.7163,0.7187,0.7153,0.5242,0.595102,0.6077,0.614378,0.555,0.561578,0.563778,0.5798
23,0.4861239999999999,0.5883599999999999,0.605032,0.6089,0.5311,0.553732,0.5681320000000001,0.583632,0.7110559999999999,0.723788,0.720396,0.722696,0.723796,0.712488,0.723788,0.713596,0.723788,0.7216,0.723788,0.720272,0.5314279999999999,0.6024479999999999,0.609864,0.6195320000000001,0.5604,0.563432,0.570296,0.5854
24,0.492975,0.5964,0.6103,0.6258,0.5376,0.55865,0.575125,0.5894250000000001,0.7165,0.7266,0.7242500000000001,0.72545,0.7291,0.7174,0.7271,0.71905,0.7266,0.72505,0.7266,0.7251,0.5377,0.6095250000000001,0.61205,0.624275,0.5661,0.5673,0.5766,0.589575
25,0.5003179999999999,0.6026,0.613354,0.632436,0.544654,0.5638,0.582418,0.596418,0.7214160000000001,0.7299,0.728104,0.729104,0.7324080000000001,0.7223040000000001,0.7299,0.7233040000000001,0.7299,0.729812,0.7299,0.729108,0.542954,0.612,0.613718,0.627718,0.5708179999999999,0.570118,0.584818,0.594036
26,0.5079,0.6072219999999999,0.624611,0.636911,0.5519,0.568944,0.588011,0.601011,0.7298,0.732132,0.7345160000000001,0.7328,0.734958,0.726858,0.732758,0.728616,0.732132,0.736106,0.732132,0.733158,0.551033,0.614633,0.6153,0.628811,0.576433,0.574111,0.591411,0.600811
27,0.515012,0.6115240000000001,0.628808,0.6419400000000001,0.5576,0.5762120000000001,0.59482,0.606004,0.732912,0.7339,0.737212,0.7353,0.738,0.7321,0.7341,0.734012,0.7339,0.741712,0.7339,0.736224,0.556428,0.6185,0.6183,0.630604,0.579404,0.578424,0.595504,0.60482
