percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.047707,0.101669,0.106345,0.109869,0.0641,0.0702,0.084214,0.096569,0.09785,0.0884,0.09825,0.0935,0.0925999999999999,0.09785,0.0884,0.0981,0.0884,0.09825,0.0884,0.09865,0.135571,0.146869,0.1438829999999999,0.1525,0.155557,0.136183,0.146869,0.13935,0.146869,0.148361,0.146869,0.146801,0.07789,0.106569,0.110238,0.110952,0.0845689999999999,0.094318,0.0992,0.105169
1,0.0533,0.105414,0.1111,0.114038,0.068914,0.077114,0.090114,0.099938,0.1091,0.1016,0.1091,0.1065,0.1035,0.1093,0.1016,0.1105,0.1016,0.1109,0.1016,0.1112,0.16885,0.168,0.166844,0.1712439999999999,0.173232,0.16885,0.168,0.171088,0.168,0.17331,0.168,0.1747439999999999,0.0857,0.1146,0.1162,0.115438,0.094776,0.101738,0.103638,0.112852
2,0.058614,0.1074,0.1141,0.1167,0.072207,0.079814,0.0935069999999999,0.1025069999999999,0.11735,0.1104,0.11685,0.1134999999999999,0.11255,0.1177,0.1104,0.11825,0.1104,0.1187,0.1104,0.1187,0.179883,0.178964,0.177483,0.182498,0.1817,0.179883,0.178964,0.180732,0.178964,0.187213,0.178964,0.188392,0.090314,0.116414,0.1182069999999999,0.1194,0.101,0.105714,0.1138,0.1165
3,0.062476,0.112676,0.115576,0.1179,0.076152,0.082676,0.0968,0.1050519999999999,0.1219,0.1158,0.1215,0.1193,0.1183,0.1219,0.1158,0.1226,0.1158,0.1234,0.1158,0.1234,0.189444,0.189088,0.186044,0.192708,0.192044,0.189752,0.189088,0.1915,0.189088,0.198144,0.189088,0.197932,0.0961279999999999,0.118552,0.1203,0.1212,0.104276,0.108876,0.117804,0.1181
4,0.0662,0.116545,0.1178,0.1189,0.08,0.087545,0.100745,0.10769,0.12655,0.1205499999999999,0.1258,0.1239,0.1222999999999999,0.1266499999999999,0.1205499999999999,0.1271,0.1205499999999999,0.1279,0.1205499999999999,0.12775,0.197205,0.195615,0.19512,0.200305,0.201815,0.19812,0.195615,0.198505,0.195615,0.20701,0.195615,0.208505,0.099735,0.121345,0.121945,0.1243,0.10738,0.1115,0.12207,0.12189
5,0.069814,0.117714,0.119014,0.12,0.0824,0.0902,0.1033,0.110928,0.1315,0.1243,0.1313,0.1289,0.1266,0.1315,0.1243,0.1316,0.1243,0.1331,0.1243,0.1328,0.206366,0.205498,0.2049659999999999,0.208798,0.209332,0.206698,0.205498,0.207064,0.205498,0.21343,0.205498,0.212496,0.103914,0.125314,0.124014,0.1258699999999999,0.1103,0.114814,0.1257,0.125414
6,0.072183,0.1192,0.1199829999999999,0.120783,0.084183,0.093266,0.1065,0.115466,0.1357499999999999,0.1276999999999999,0.13555,0.1335,0.1301999999999999,0.1357499999999999,0.1276999999999999,0.1357499999999999,0.1276999999999999,0.1364,0.1276999999999999,0.1364,0.211727,0.211727,0.2114079999999999,0.214908,0.2142,0.2119349999999999,0.211727,0.212827,0.211727,0.219208,0.211727,0.218462,0.107483,0.129383,0.1276,0.127983,0.112949,0.118183,0.128583,0.1303
7,0.0748,0.120904,0.1217,0.1219519999999999,0.0886,0.096056,0.11,0.118956,0.138,0.1314,0.1375,0.1364,0.134,0.138,0.1314,0.138,0.1314,0.1394,0.1314,0.1394,0.2162,0.2167879999999999,0.21884,0.2208,0.219076,0.216464,0.2167879999999999,0.217076,0.2167879999999999,0.223576,0.2167879999999999,0.224488,0.110356,0.1317,0.13266,0.133804,0.117052,0.121204,0.1303,0.1324
8,0.0769,0.1223,0.1239,0.1277,0.0908,0.0994,0.1135,0.1215209999999999,0.14085,0.135,0.1403,0.1394,0.1364,0.14085,0.135,0.14085,0.135,0.14245,0.135,0.14215,0.219549,0.2233979999999999,0.226598,0.2275,0.2261,0.219747,0.2233979999999999,0.22,0.2233979999999999,0.2273,0.2233979999999999,0.2284,0.112463,0.1337,0.135821,0.139821,0.1186629999999999,0.124221,0.1319,0.134221
9,0.07939,0.1229,0.1256,0.1312,0.0924,0.1015,0.1148,0.12309,0.1439,0.1378,0.1435,0.1416,0.1392,0.1439,0.1378,0.1439,0.1378,0.145,0.1378,0.1449,0.22411,0.22791,0.23064,0.23241,0.2305,0.22422,0.22791,0.22441,0.22791,0.23071,0.22791,0.23203,0.11497,0.13516,0.1389,0.143,0.1214,0.1274,0.1337,0.13519
