percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.039571,0.118714,0.0,0.0,0.063485,0.0785849999999999,0.0908839999999999,0.104306,0.1579,0.1608699999999999,0.1614999999999999,0.16066,0.1592799999999999,0.15814,0.1608699999999999,0.15868,0.1608699999999999,0.1593099999999999,0.1608699999999999,0.1614999999999999,0.181054,0.184036,0.1845159999999999,0.187406,0.189752,0.1815719999999999,0.184036,0.183208,0.184036,0.184,0.184036,0.184468,0.072257,0.137771,0.0,0.0,0.092328,0.098685,0.104171,0.107871
1,0.054014,0.131,0.130714,0.127414,0.076684,0.0891,0.106028,0.118328,0.1668,0.17596,0.17724,0.17814,0.17814,0.17014,0.17596,0.17518,0.17596,0.17614,0.17596,0.17794,0.194208,0.197,0.19968,0.2009,0.2009719999999999,0.195048,0.197,0.199036,0.197,0.1982719999999999,0.197,0.199936,0.084314,0.151414,0.154742,0.156514,0.097414,0.104128,0.131442,0.139314
2,0.062042,0.136213,0.134942,0.1382,0.0844,0.097842,0.112671,0.1316,0.17812,0.18231,0.18421,0.18376,0.18256,0.17931,0.18231,0.18122,0.18231,0.18238,0.18231,0.18451,0.203808,0.20774,0.210262,0.209962,0.209962,0.204954,0.20774,0.204954,0.20774,0.205354,0.20774,0.206754,0.0927709999999999,0.1553,0.162971,0.1643,0.102842,0.109471,0.137355,0.152571
3,0.070056,0.139528,0.141212,0.142056,0.092328,0.104768,0.1168,0.1363,0.18438,0.18918,0.1901,0.19036,0.19018,0.18458,0.18918,0.18748,0.18918,0.19006,0.18918,0.1904,0.208816,0.2136,0.214688,0.2162,0.215172,0.209404,0.2136,0.2098,0.2136,0.210644,0.2136,0.213672,0.099384,0.163028,0.1647,0.1683,0.109484,0.117592,0.143028,0.157628
4,0.074585,0.1429699999999999,0.145285,0.144985,0.1005,0.10887,0.125385,0.1412,0.1909,0.1939,0.1955,0.19635,0.1958,0.19115,0.1939,0.19255,0.1939,0.19545,0.1939,0.1955,0.21327,0.2182899999999999,0.22079,0.2216,0.21948,0.21398,0.2182899999999999,0.21358,0.2182899999999999,0.2149,0.2182899999999999,0.21849,0.1042,0.165885,0.168385,0.170885,0.11554,0.1305,0.1485,0.161655
5,0.078642,0.1469,0.1485,0.147,0.104642,0.1140259999999999,0.131442,0.1432,0.19634,0.19852,0.20106,0.20142,0.20204,0.1967799999999999,0.19852,0.19876,0.19852,0.201,0.19852,0.20106,0.218016,0.223808,0.225624,0.227148,0.225524,0.2185,0.223808,0.218408,0.223808,0.2188719999999999,0.223808,0.223256,0.109542,0.168742,0.172784,0.173342,0.122342,0.135842,0.156784,0.1666419999999999
6,0.083198,0.151199,0.151399,0.148899,0.108297,0.1179989999999999,0.136899,0.146397,0.20166,0.2034899999999999,0.20605,0.20604,0.2048,0.20197,0.2034899999999999,0.20279,0.2034899999999999,0.20536,0.2034899999999999,0.2054899999999999,0.223678,0.229678,0.2292,0.2319,0.230026,0.223926,0.229678,0.224552,0.229678,0.224252,0.229678,0.226678,0.114,0.172099,0.175899,0.1768,0.127899,0.140798,0.160699,0.170798
7,0.0873,0.154,0.1536,0.153556,0.111256,0.121956,0.141856,0.1487,0.2054,0.2066,0.21126,0.2106,0.20954,0.20546,0.2066,0.20626,0.2066,0.21052,0.2066,0.21122,0.226988,0.2328,0.233344,0.235144,0.234288,0.227564,0.2328,0.228288,0.2328,0.227388,0.2328,0.2306,0.118456,0.176668,0.178756,0.178856,0.134056,0.144056,0.1629,0.1754
8,0.090826,0.1556,0.1551,0.1601,0.1144,0.124913,0.145813,0.151,0.21033,0.2106,0.2138,0.2138,0.21313,0.2106,0.2106,0.211,0.2106,0.2138,0.2106,0.21409,0.2306,0.235424,0.236348,0.237162,0.237062,0.230962,0.235424,0.231062,0.235424,0.2319,0.235424,0.234562,0.1231,0.179913,0.181613,0.181413,0.139913,0.148313,0.165913,0.1773
9,0.09454,0.15757,0.1583,0.16327,0.1179,0.127,0.14757,0.1531,0.2131,0.2138,0.2181,0.2175,0.215,0.2132,0.2138,0.2138,0.2138,0.218,0.2138,0.2181,0.234,0.23738,0.23898,0.2393,0.2393,0.23438,0.23738,0.2346,0.23738,0.23548,0.23738,0.2371,0.12594,0.18307,0.18374,0.1849,0.1446,0.152,0.16804,0.1788
10,0.097227,0.159527,0.1613,0.1655,0.1199,0.1296,0.149627,0.156027,0.2180699999999999,0.21617,0.2215,0.22081,0.2185399999999999,0.21869,0.21617,0.2189,0.21617,0.22224,0.21617,0.22107,0.236898,0.2385,0.243,0.243,0.2422,0.237096,0.2385,0.237394,0.2385,0.237596,0.2385,0.2403,0.130027,0.1843,0.1861,0.188154,0.148827,0.157227,0.171008,0.180154
11,0.1007,0.1611,0.1631,0.1671,0.122568,0.1326,0.1515,0.1573,0.22344,0.21934,0.2244,0.22418,0.22194,0.2238,0.21934,0.22414,0.21934,0.22554,0.21934,0.2256,0.23958,0.241332,0.245316,0.245932,0.244716,0.240116,0.241332,0.240932,0.241332,0.241748,0.241332,0.244232,0.1332,0.1855,0.1882,0.1918199999999999,0.153068,0.161268,0.1741,0.1815
12,0.1039,0.162941,0.166441,0.1689,0.1249,0.1348,0.1543,0.159541,0.2268,0.22202,0.227,0.22582,0.22453,0.22691,0.22202,0.22702,0.22202,0.22801,0.22202,0.22751,0.244034,0.2443,0.2482,0.2489,0.2466,0.244134,0.2443,0.244734,0.2443,0.244968,0.2443,0.246568,0.136941,0.1867,0.190041,0.194182,0.1568,0.166523,0.177,0.182141
13,0.106498,0.1649,0.168398,0.1706,0.127498,0.1368,0.1561,0.1619,0.22908,0.22554,0.22968,0.22908,0.22688,0.2291,0.22554,0.22948,0.22554,0.22988,0.22554,0.22994,0.2461,0.2471,0.250252,0.2505,0.2489,0.2461,0.2471,0.246752,0.2471,0.247752,0.2471,0.2489,0.1414979999999999,0.187898,0.192198,0.1972,0.1606,0.1696,0.178998,0.183
14,0.1092199999999999,0.1667,0.1695,0.172455,0.130055,0.140155,0.1577,0.1636,0.2314,0.2275,0.23365,0.2314999999999999,0.22895,0.2314,0.2275,0.2322,0.2275,0.2327,0.2275,0.23375,0.24827,0.24967,0.2518,0.2522,0.25047,0.24827,0.24967,0.2490399999999999,0.24967,0.24964,0.24967,0.25087,0.144255,0.189555,0.1937,0.2007,0.1647,0.1719,0.1817,0.1845
15,0.112512,0.170024,0.172112,0.1744,0.133912,0.142012,0.1597,0.1653,0.2353,0.22902,0.23582,0.2347,0.2305,0.23562,0.22902,0.23598,0.22902,0.23634,0.22902,0.2365,0.2506879999999999,0.2512,0.253588,0.2539,0.252488,0.2507,0.2512,0.2512,0.2512,0.2514,0.2512,0.253476,0.148024,0.191,0.1964,0.201312,0.168212,0.175012,0.1841,0.1867
16,0.1148,0.171769,0.1739,0.177369,0.1369,0.144669,0.161669,0.1679,0.23817,0.23159,0.23839,0.23659,0.2336,0.2383,0.23159,0.23857,0.23159,0.23859,0.23159,0.23858,0.252506,0.2534,0.254806,0.2551,0.254,0.252406,0.2534,0.252712,0.2534,0.253706,0.2534,0.255,0.1527,0.1929,0.1995,0.2021,0.170369,0.179869,0.1858,0.188769
17,0.1166,0.1729,0.1757,0.1798,0.1403,0.1473519999999999,0.164226,0.170126,0.2409599999999999,0.2344,0.24092,0.2386599999999999,0.2365,0.2414599999999999,0.2344,0.2417599999999999,0.2344,0.24186,0.2344,0.24086,0.2546,0.254724,0.2567,0.256724,0.255124,0.2544,0.254724,0.254924,0.254724,0.255124,0.254724,0.2567,0.1562,0.194726,0.202026,0.203126,0.172626,0.183226,0.1884,0.190726
18,0.119466,0.1745,0.178132,0.181483,0.1426,0.149783,0.1668,0.172983,0.24493,0.23643,0.24363,0.24123,0.23853,0.24533,0.23643,0.2454,0.23643,0.2452,0.23643,0.2437,0.256642,0.255742,0.2582419999999999,0.2588,0.2574,0.2566,0.255742,0.2568,0.255742,0.2573,0.255742,0.2581,0.159683,0.196883,0.203483,0.204,0.175283,0.1869,0.191083,0.1927
19,0.12398,0.1763,0.18106,0.18434,0.14478,0.15282,0.1691,0.1749,0.2468,0.2384,0.2457,0.2437,0.2406,0.2471,0.2384,0.2473,0.2384,0.2469,0.2384,0.2459,0.25806,0.25746,0.2601,0.2603,0.2595,0.25782,0.25746,0.25842,0.25746,0.2589,0.25746,0.25986,0.1624,0.19934,0.2045,0.2059,0.1787,0.18954,0.193,0.19472
20,0.126,0.178,0.183691,0.186897,0.147394,0.1565,0.1706,0.1768,0.24837,0.2405,0.24687,0.2449,0.24247,0.2484,0.2405,0.2491799999999999,0.2405,0.2484,0.2405,0.24787,0.259978,0.260078,0.262578,0.2622,0.260878,0.2597779999999999,0.260078,0.2601779999999999,0.260078,0.2603,0.260078,0.2617779999999999,0.1658939999999999,0.2014,0.2057,0.206997,0.1814,0.1923969999999999,0.1952,0.1974
21,0.1287,0.180254,0.1865,0.1885,0.1498,0.158854,0.1731,0.1792,0.25068,0.2422,0.2481,0.24644,0.2449,0.25068,0.2422,0.25124,0.2422,0.25084,0.2422,0.2490399999999999,0.262492,0.262296,0.2643,0.2631,0.2627919999999999,0.2621799999999999,0.262296,0.262492,0.262296,0.262596,0.262296,0.263592,0.169708,0.203454,0.207,0.2079,0.1850159999999999,0.1946,0.1978,0.1997
