percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0382,0.08094,0.0832,0.08434,0.05624,0.06468,0.072,0.07508,0.09092,0.09054,0.09168,0.0923399999999999,0.09124,0.09092,0.09054,0.09092,0.09054,0.09168,0.09054,0.0923399999999999,0.11526,0.12092,0.11984,0.12136,0.12178,0.11658,0.12092,0.11778,0.12092,0.12048,0.12092,0.12068,0.038,0.0497,0.0505,0.05048,0.0414,0.0428,0.04468,0.0476
1,0.04686,0.0824,0.0849,0.0883,0.06662,0.0687,0.07438,0.0786,0.09498,0.09556,0.09848,0.0991,0.09736,0.09498,0.09556,0.09554,0.09556,0.09708,0.09556,0.09876,0.12122,0.12894,0.12704,0.12694,0.1296199999999999,0.12202,0.12894,0.12242,0.12894,0.12614,0.12894,0.12698,0.0404,0.05008,0.0513,0.05276,0.043,0.0439,0.04768,0.04928
2,0.05248,0.08374,0.08824,0.0907,0.06942,0.07174,0.07682,0.08062,0.10022,0.10062,0.10262,0.10296,0.10286,0.10022,0.10062,0.10038,0.10062,0.10212,0.10062,0.1032,0.12378,0.13436,0.1332799999999999,0.13414,0.1339,0.1245,0.13436,0.12556,0.13436,0.13046,0.13436,0.1337,0.04162,0.0505,0.0527,0.05422,0.0445,0.0451,0.0498199999999999,0.05082
3,0.05736,0.08626,0.0898,0.09166,0.07166,0.07416,0.07896,0.08186,0.10346,0.10476,0.1062,0.10708,0.1079,0.10346,0.10476,0.10346,0.10476,0.1046,0.10476,0.1067,0.1268,0.13918,0.13666,0.13784,0.1384,0.12704,0.13918,0.12794,0.13918,0.1339,0.13918,0.13694,0.0427,0.0524,0.0543,0.0552,0.0454,0.04616,0.0504,0.0518
4,0.0603,0.0885,0.0934,0.0935,0.0735,0.0762,0.0815,0.084,0.1067,0.1084,0.1096,0.1106,0.1096,0.1067,0.1084,0.1067,0.1084,0.1082,0.1084,0.1084,0.1289,0.1419,0.1405,0.141,0.1419,0.1293,0.1419,0.131,0.1419,0.1359,0.1419,0.1408,0.0436,0.0543,0.0552,0.0563,0.0465,0.048,0.0511,0.0525
5,0.06264,0.09164,0.0945,0.09494,0.07504,0.0778,0.08386,0.08614,0.10894,0.1112,0.1126,0.1132,0.1132,0.10894,0.1112,0.1088399999999999,0.1112,0.1107,0.1112,0.1115,0.1327,0.1448,0.1433799999999999,0.1439,0.14418,0.13286,0.1448,0.1334,0.1448,0.13876,0.1448,0.14256,0.0448,0.0552,0.0561399999999999,0.05674,0.0476,0.04924,0.0522,0.05434
6,0.06616,0.0935,0.096,0.09608,0.077,0.07944,0.0860799999999999,0.08978,0.1112,0.1137,0.11492,0.115,0.115,0.1112,0.1137,0.1117799999999999,0.1137,0.11298,0.1137,0.114,0.13432,0.14784,0.1451,0.14616,0.14708,0.1346,0.14784,0.135,0.14784,0.1411,0.14784,0.1445,0.0456,0.0561,0.0575,0.0576,0.0488,0.05068,0.05358,0.0551
7,0.06862,0.0944,0.0972,0.09776,0.0781,0.08112,0.08794,0.09224,0.11342,0.11546,0.1167,0.11702,0.1176,0.1135,0.11546,0.11354,0.11546,0.11456,0.11546,0.11532,0.13548,0.15028,0.1477,0.149,0.14994,0.13598,0.15028,0.13708,0.15028,0.1428,0.15028,0.1461,0.0469199999999999,0.0566,0.05814,0.05792,0.0498,0.0518,0.055,0.0561199999999999
8,0.0708,0.0969,0.09806,0.1008399999999999,0.07936,0.0829,0.0893,0.0957,0.11488,0.11806,0.1183,0.1187,0.11856,0.115,0.11806,0.11506,0.11806,0.1166,0.11806,0.1172,0.13794,0.15234,0.15008,0.1507399999999999,0.1519,0.1381,0.15234,0.13934,0.15234,0.1445,0.15234,0.14822,0.0482,0.05796,0.0593599999999999,0.059,0.05076,0.05316,0.0561,0.05756
9,0.0725,0.0981,0.0991,0.108,0.0812,0.0854,0.0912,0.0978,0.1166,0.1195,0.1195,0.1203,0.1206,0.1166,0.1195,0.1169,0.1195,0.1181,0.1195,0.1188,0.1402,0.1547,0.1517,0.1535,0.1546,0.1403,0.1547,0.1411,0.1547,0.1454,0.1547,0.15,0.0493,0.0593,0.0599,0.0598,0.0518,0.0547,0.0566,0.0584
10,0.074,0.0991,0.10106,0.10954,0.08254,0.08734,0.09414,0.0996799999999999,0.1181,0.1217,0.12104,0.1214799999999999,0.1223,0.1181,0.1217,0.1182,0.1217,0.11914,0.1217,0.12024,0.14152,0.15706,0.1535,0.1562,0.1567,0.14176,0.15706,0.14276,0.15706,0.14666,0.15706,0.1512,0.0503,0.06,0.0603,0.06154,0.053,0.056,0.0575,0.05894
11,0.076,0.10036,0.1045,0.1105,0.0843,0.09006,0.09688,0.10148,0.1195,0.12328,0.1229,0.12278,0.1234799999999999,0.1195799999999999,0.12328,0.11988,0.12328,0.12054,0.12328,0.1219,0.1433,0.15954,0.1551,0.1577,0.15864,0.1433,0.15954,0.14412,0.15954,0.14834,0.15954,0.15262,0.05138,0.0608,0.06118,0.06246,0.05458,0.05658,0.05858,0.0599
