percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
84,0.2562299999999999,0.2474749999999999,0.2472599999999999,0.2457449999999999,0.250615,0.2493599999999999,0.2483149999999999,0.2503,0.2477,0.24019,0.241395,0.2412,0.240195,0.245695,0.24019,0.243095,0.24019,0.2405,0.24019,0.2406,0.1325349999999998,0.1235,0.1269,0.127415,0.1382,0.136315,0.1319299999999999,0.127515
85,0.260548,0.251274,0.250074,0.2488,0.2537,0.253874,0.2519,0.2536,0.25011,0.241202,0.2424,0.242402,0.241302,0.247404,0.241202,0.244302,0.241202,0.242102,0.241202,0.2424,0.1368,0.1242,0.128722,0.1286,0.14,0.138,0.1334,0.130322
86,0.264966,0.2541,0.252766,0.250733,0.2572,0.257133,0.255233,0.2561,0.2526,0.2422,0.2436,0.243409,0.2427089999999999,0.249418,0.2422,0.246,0.2422,0.2435089999999999,0.2422,0.244,0.141,0.1275629999999999,0.1315,0.1357989999999999,0.1438,0.1401,0.1351659999999999,0.131933
87,0.2693,0.2567,0.2547,0.2519,0.261676,0.260484,0.257784,0.2588,0.255216,0.2434,0.245032,0.244616,0.243432,0.252,0.2434,0.2487,0.2434,0.245116,0.2434,0.2453,0.145592,0.131492,0.133676,0.143184,0.146492,0.1423,0.137192,0.1341
88,0.274802,0.2607509999999999,0.2572509999999999,0.2534,0.265202,0.2652509999999999,0.2621,0.2607509999999999,0.257646,0.2448229999999999,0.246423,0.245769,0.244969,0.254423,0.2448229999999999,0.250923,0.2448229999999999,0.246646,0.2448229999999999,0.246823,0.150553,0.137106,0.144453,0.1479,0.150451,0.1445509999999999,0.139702,0.1353
89,0.28322,0.2627,0.2594,0.2552,0.26931,0.2693,0.26461,0.2627,0.26006,0.2463,0.2474,0.2472,0.24693,0.2572,0.2463,0.2524,0.2463,0.2484,0.2463,0.248,0.1553,0.1484,0.15235,0.15171,0.15591,0.14751,0.14451,0.1386800000000001
90,0.290407,0.264969,0.2606,0.258069,0.274469,0.272807,0.267507,0.2649,0.262374,0.2479,0.248937,0.248374,0.248574,0.260411,0.2479,0.254711,0.2479,0.250537,0.2479,0.2497,0.160238,0.160069,0.157707,0.154907,0.1598689999999999,0.151438,0.146569,0.1437
91,0.296784,0.2667,0.261728,0.2607,0.281856,0.2764400000000001,0.269728,0.268956,0.266132,0.2496,0.2506,0.2502,0.2498,0.263132,0.2496,0.257888,0.2496,0.2525,0.2496,0.250844,0.1710800000000002,0.1701,0.160056,0.158212,0.165028,0.158,0.149,0.1678360000000002
92,0.303987,0.268087,0.264487,0.2629,0.288274,0.280174,0.2762479999999999,0.2715,0.271551,0.2506,0.2518,0.251251,0.251,0.266902,0.2506,0.261453,0.2506,0.2543,0.2506,0.2526,0.1821,0.1745739999999999,0.1648869999999999,0.158987,0.1679829999999999,0.1622219999999999,0.1615569999999999,0.1831739999999999
93,0.315776,0.272792,0.266592,0.2657,0.294368,0.2842,0.2795,0.2741,0.2778,0.252258,0.253358,0.252316,0.2522,0.2715,0.252258,0.263658,0.252258,0.257258,0.252258,0.2542319999999999,0.190884,0.176746,0.170846,0.192546,0.173784,0.167092,0.191806,0.188338
94,0.3302649999999996,0.2751,0.2709149999999999,0.2893099999999999,0.2997249999999999,0.2905399999999997,0.2872,0.2781649999999996,0.285195,0.253965,0.2546,0.2543,0.253765,0.2766,0.253965,0.267295,0.253965,0.260565,0.253965,0.2572649999999999,0.2015449999999992,0.1800049999999994,0.209,0.1967,0.1842,0.1871099999999999,0.2107049999999999,0.1967
95,0.341028,0.2842839999999999,0.3105639999999999,0.3133839999999999,0.3068119999999999,0.302428,0.295328,0.2853,0.294472,0.255944,0.2568,0.255772,0.2553,0.285548,0.255944,0.272444,0.255944,0.264244,0.255944,0.260916,0.2184279999999999,0.2321,0.2141,0.2315279999999999,0.1921519999999997,0.215964,0.2175919999999999,0.2016639999999999
96,0.361192,0.343523,0.340292,0.332723,0.317436,0.315215,0.303315,0.319452,0.305358,0.2594,0.26169,0.258937,0.259279,0.2956059999999999,0.2594,0.2833,0.2594,0.269079,0.2594,0.2646,0.231815,0.2385229999999999,0.2517,0.236889,0.231745,0.247592,0.233723,0.2514
97,0.3803400000000003,0.3745920000000001,0.3647140000000005,0.35,0.3524480000000002,0.3438400000000011,0.3313020000000002,0.3879840000000001,0.3246579999999999,0.2650579999999999,0.2680319999999999,0.263886,0.265,0.3083019999999999,0.2650579999999999,0.2938599999999999,0.2650579999999999,0.2778299999999999,0.2650579999999999,0.2715299999999999,0.277646,0.2715,0.257182,0.2543380000000002,0.2753940000000003,0.284446,0.2865280000000017,0.2632280000000001
98,0.4169249999999996,0.3968049999999999,0.3744,0.3512409999999999,0.4072429999999997,0.4693349999999994,0.4662409999999999,0.423,0.3767650000000007,0.272872,0.2789810000000001,0.273658,0.272823,0.3355940000000004,0.272872,0.317137,0.272872,0.289493,0.272872,0.282665,0.3439799999999959,0.2789919999999998,0.2718,0.2572,0.366282,0.3132869999999998,0.3062,0.303382
