percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.116935,0.0,0.0,0.0,0.1565059999999999,0.181429,0.200183,0.0,0.29296,0.3205,0.31201,0.32131,0.3245,0.29296,0.3205,0.29296,0.3205,0.30172,0.3205,0.30945,0.301836,0.328545,0.3262359999999999,0.328718,0.329054,0.302409,0.328545,0.304809,0.328545,0.310972,0.328545,0.3193,0.1851,0.0,0.0,0.0,0.209258,0.220616,0.231629,0.0
1,0.13278,0.0,0.0,0.0,0.178448,0.196574,0.218502,0.1352559999999996,0.3064,0.33162,0.32564,0.3302,0.33186,0.31064,0.33162,0.31166,0.33162,0.31986,0.33162,0.32042,0.313554,0.337418,0.333418,0.336008,0.336236,0.314418,0.337418,0.31506,0.337418,0.324354,0.337418,0.32859,0.198506,0.0,0.0,0.0,0.217732,0.232574,0.239348,0.239628
2,0.150861,0.0,0.0,0.0,0.1935,0.202509,0.230987,0.2555179999999999,0.3199499999999999,0.33845,0.33349,0.3353299999999999,0.33812,0.3199499999999999,0.33845,0.32206,0.33845,0.32827,0.33845,0.3313899999999999,0.323943,0.341908,0.337527,0.340654,0.3417,0.325435,0.341908,0.328027,0.341908,0.33007,0.341908,0.334889,0.204774,0.2182829999999993,0.0,0.0,0.223522,0.236874,0.24757,0.258374
3,0.157532,0.266016,0.0,0.0,0.202344,0.217012,0.240896,0.2686,0.32746,0.3445,0.34024,0.3424,0.34338,0.32746,0.3445,0.3291,0.3445,0.33608,0.3445,0.3384999999999999,0.331208,0.345736,0.341108,0.3438,0.344772,0.332808,0.345736,0.333608,0.345736,0.3375,0.345736,0.340536,0.2113,0.2671,0.0420959999999991,0.0,0.228216,0.239848,0.254664,0.261932
4,0.168845,0.27409,0.268945,0.0,0.21019,0.2365,0.25208,0.2803,0.33545,0.3493,0.34665,0.3468,0.34855,0.3349,0.3493,0.3367,0.3493,0.34175,0.3493,0.3438,0.337035,0.349745,0.345435,0.348,0.348735,0.337945,0.349745,0.33978,0.349745,0.343235,0.349745,0.34468,0.218115,0.269445,0.267125,0.1186650000000007,0.235945,0.2422,0.261145,0.2735
5,0.175548,0.282948,0.280648,0.2717,0.21617,0.248896,0.2632,0.285548,0.34076,0.35306,0.3527,0.35166,0.35272,0.34108,0.35306,0.34192,0.35306,0.3483799999999999,0.35306,0.34782,0.3423,0.352908,0.349054,0.351616,0.352654,0.343816,0.352908,0.344954,0.352908,0.348654,0.352908,0.34887,0.222048,0.280774,0.28317,0.278948,0.239274,0.245522,0.264774,0.279296
6,0.179212,0.292339,0.292103,0.29555,0.221603,0.2537089999999999,0.272703,0.2899029999999999,0.34561,0.35797,0.35771,0.35697,0.35825,0.3475,0.35797,0.34942,0.35797,0.35474,0.35797,0.35614,0.347226,0.357763,0.3569,0.355963,0.3562,0.3486,0.357763,0.354552,0.357763,0.354363,0.357763,0.355226,0.226606,0.2852,0.2849,0.285818,0.244703,0.2502209999999999,0.2677,0.2822
7,0.184628,0.2972,0.310732,0.3151319999999999,0.2284,0.257832,0.276964,0.2924,0.35186,0.3624,0.36434,0.36224,0.36318,0.35236,0.3624,0.35404,0.3624,0.35818,0.3624,0.3607,0.356844,0.3616,0.363044,0.36312,0.362504,0.3578,0.3616,0.360044,0.3616,0.359688,0.3616,0.3607,0.229428,0.289032,0.287928,0.289332,0.2464,0.2532,0.270228,0.291796
8,0.189722,0.3021,0.317022,0.322061,0.236422,0.261122,0.283061,0.295188,0.3567,0.3679,0.3689,0.36778,0.36857,0.3576,0.3679,0.35849,0.3679,0.36428,0.3679,0.3679,0.3616,0.369924,0.3714429999999999,0.372134,0.369248,0.3618,0.369924,0.363962,0.369924,0.3647,0.369924,0.368886,0.2334,0.296022,0.292561,0.2929609999999999,0.250622,0.257283,0.2743,0.295122
9,0.19704,0.3115,0.32088,0.3232799999999999,0.24272,0.26607,0.29726,0.29996,0.3606,0.3714,0.3738,0.3726,0.3739,0.3619,0.3714,0.3642,0.3714,0.3689,0.3714,0.3707,0.3669,0.37699,0.37886,0.37909,0.37748,0.36678,0.37699,0.3695799999999999,0.37699,0.37141,0.37699,0.37537,0.2373,0.2976,0.29549,0.2965,0.25299,0.26,0.27935,0.2970799999999999
10,0.2012189999999999,0.319919,0.326057,0.327376,0.248419,0.270819,0.3046709999999999,0.304919,0.36454,0.37771,0.37726,0.37844,0.37905,0.36584,0.37771,0.36772,0.37771,0.37301,0.37771,0.37633,0.3698,0.382896,0.385293,0.384798,0.3832,0.369699,0.382896,0.3738,0.382896,0.375691,0.382896,0.381399,0.241276,0.299519,0.298676,0.297719,0.2569,0.264214,0.2910189999999999,0.3006379999999999
