percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0183,0.0,0.0,0.0,0.020664,0.029337,0.031382,0.0,0.3423,0.3527,0.356732,0.360755,0.3585109999999999,0.3423,0.3527,0.344908,0.3527,0.3556209999999999,0.3527,0.356622,0.0277,0.0,0.0,0.0,0.029391,0.033119,0.0344,0.0
1,0.034186,0.0,0.0,0.0,0.041984,0.043128,0.0338,0.0,0.36261,0.3716879999999999,0.376732,0.378222,0.373642,0.36261,0.3716879999999999,0.36381,0.3716879999999999,0.369866,0.3716879999999999,0.37711,0.033264,0.0,0.0,0.0,0.039622,0.040482,0.035582,0.026814
2,0.08299,0.266576,0.0,0.0,0.153119,0.188084,0.222438,0.172792,0.378366,0.384333,0.3904,0.390027,0.3887279999999999,0.378366,0.384333,0.378633,0.384333,0.382566,0.384333,0.3885969999999999,0.156138,0.297163,0.0,0.0,0.213414,0.235138,0.286696,0.2223090000000001
3,0.124984,0.284064,0.280416,0.0,0.184328,0.2222039999999999,0.253356,0.277492,0.387244,0.396352,0.400552,0.400664,0.3995,0.387244,0.396352,0.387244,0.396352,0.394144,0.396352,0.39732,0.224464,0.3705199999999999,0.372428,0.0,0.240988,0.256984,0.310992,0.354992
4,0.14655,0.30044,0.294,0.292375,0.206925,0.241375,0.265355,0.294775,0.39618,0.402765,0.407555,0.40962,0.407655,0.39618,0.402765,0.39761,0.402765,0.401575,0.402765,0.403055,0.239155,0.37731,0.389025,0.3948549999999999,0.267785,0.2942099999999999,0.3432,0.36754
5,0.16536,0.310292,0.300746,0.296422,0.218092,0.249246,0.28862,0.303138,0.402166,0.408232,0.4162,0.414866,0.412866,0.402166,0.408232,0.402566,0.408232,0.4091,0.408232,0.409722,0.255112,0.382846,0.397138,0.3984,0.287992,0.309688,0.354184,0.373
6,0.183548,0.316837,0.312544,0.30377,0.227485,0.257811,0.3022479999999999,0.314211,0.409116,0.413377,0.420039,0.420577,0.418054,0.409654,0.413377,0.410662,0.413377,0.417277,0.413377,0.417377,0.265474,0.388774,0.401837,0.400237,0.305837,0.322929,0.368348,0.382522
7,0.1933,0.330156,0.339128,0.331368,0.240828,0.265256,0.313268,0.3208399999999999,0.417288,0.418828,0.42274,0.423188,0.4212,0.417388,0.418828,0.418076,0.418828,0.421988,0.418828,0.421164,0.283284,0.395628,0.406856,0.4018279999999999,0.316532,0.345124,0.376596,0.387528
8,0.200438,0.3576379999999999,0.356919,0.3536,0.253452,0.272,0.322638,0.334742,0.423793,0.422798,0.4262,0.4272,0.4255,0.424196,0.422798,0.424398,0.422798,0.426199,0.422798,0.4248969999999999,0.2901519999999999,0.399819,0.409995,0.409238,0.324195,0.353838,0.383019,0.3906
9,0.208,0.36672,0.3606399999999999,0.3641700000000001,0.26458,0.28245,0.32851,0.36415,0.43101,0.42631,0.43082,0.43091,0.42872,0.43101,0.42631,0.43191,0.42631,0.43163,0.42631,0.43082,0.29783,0.40614,0.41432,0.41971,0.334,0.36404,0.39313,0.39571
10,0.2145,0.3726069999999999,0.378311,0.394501,0.272001,0.290204,0.3327,0.375003,0.4361629999999999,0.429121,0.434184,0.434142,0.4315,0.4361,0.429121,0.4361629999999999,0.429121,0.4355,0.429121,0.435021,0.307202,0.411205,0.4182,0.422201,0.344205,0.368806,0.3998029999999999,0.405719
11,0.221476,0.379584,0.387776,0.3989,0.279228,0.297576,0.340984,0.378092,0.4393,0.4312,0.439,0.437396,0.433832,0.4394,0.4312,0.4394,0.4312,0.439232,0.4312,0.4394,0.312092,0.417192,0.4220839999999999,0.427292,0.354252,0.3746839999999999,0.4024,0.4152
12,0.2330109999999999,0.383683,0.397583,0.402949,0.2835,0.305349,0.347183,0.3811,0.444029,0.433343,0.442086,0.440601,0.437443,0.444644,0.433343,0.444815,0.433343,0.4438,0.433343,0.444243,0.319932,0.423966,0.4265489999999999,0.430283,0.363013,0.380232,0.4052,0.421083
13,0.2375,0.389974,0.405674,0.410374,0.287874,0.3114699999999999,0.353418,0.383574,0.4481,0.436108,0.445854,0.444654,0.4403,0.448662,0.436108,0.4490159999999999,0.436108,0.448316,0.436108,0.4472,0.32747,0.42731,0.431222,0.432,0.3685,0.3859,0.412122,0.424748
14,0.242895,0.396265,0.41136,0.4153,0.29363,0.319395,0.3592749999999999,0.38576,0.45463,0.43853,0.44933,0.4473,0.443495,0.45576,0.43853,0.455965,0.43853,0.452865,0.43853,0.451565,0.33346,0.43043,0.43506,0.43373,0.375065,0.390355,0.41573,0.42806
15,0.251112,0.39948,0.416056,0.418656,0.299256,0.323068,0.367716,0.391456,0.459576,0.441252,0.4538,0.4517,0.44648,0.4602759999999999,0.441252,0.4602,0.441252,0.4571,0.441252,0.455852,0.340356,0.432724,0.4404,0.437656,0.380268,0.395456,0.419856,0.4302
16,0.257917,0.404447,0.419047,0.420147,0.304882,0.326694,0.374047,0.398347,0.465187,0.444687,0.457535,0.4547,0.450061,0.465487,0.444687,0.465587,0.444687,0.461274,0.444687,0.4592,0.347376,0.437147,0.443,0.4412,0.385794,0.402141,0.424547,0.432947
17,0.266204,0.409176,0.4212,0.422938,0.308118,0.330238,0.378452,0.4007,0.468798,0.447992,0.462898,0.458298,0.453494,0.470596,0.447992,0.470396,0.447992,0.4663,0.447992,0.464398,0.3533759999999999,0.439638,0.4456,0.445338,0.38849,0.408928,0.4282,0.435776
18,0.2739,0.4173,0.425274,0.431829,0.314245,0.333487,0.382,0.403529,0.4739,0.452218,0.466218,0.461127,0.455936,0.474254,0.452218,0.474818,0.452218,0.470945,0.452218,0.468309,0.359458,0.442287,0.447029,0.449058,0.392058,0.413103,0.432758,0.438587
19,0.27858,0.42304,0.43144,0.43364,0.31946,0.34052,0.38714,0.40852,0.47774,0.45458,0.46936,0.46474,0.46022,0.47822,0.45458,0.47866,0.45458,0.4753,0.45458,0.4721,0.36744,0.44564,0.4496,0.45082,0.39606,0.41632,0.43632,0.44172
20,0.2837,0.4253,0.434322,0.4351109999999999,0.325933,0.346122,0.3918109999999999,0.412811,0.4829,0.457,0.473624,0.4691,0.464062,0.483193,0.457,0.483555,0.457,0.478562,0.457,0.476224,0.3721549999999999,0.452477,0.4523109999999999,0.453911,0.402333,0.4209,0.4403,0.4452
21,0.2866,0.427602,0.4367,0.43671,0.33081,0.351502,0.395408,0.41671,0.485926,0.4603,0.476942,0.47261,0.468226,0.48721,0.4603,0.488142,0.4603,0.483,0.4603,0.479842,0.375902,0.457802,0.455104,0.455402,0.407202,0.4244,0.443,0.450802
22,0.291386,0.432386,0.439193,0.439786,0.336586,0.360572,0.4008859999999999,0.419293,0.491165,0.463559,0.480006,0.475159,0.471153,0.492106,0.463559,0.492653,0.463559,0.487659,0.463559,0.482659,0.381586,0.460979,0.457279,0.458093,0.4109859999999999,0.427093,0.444851,0.456293
23,0.297968,0.435568,0.441,0.444368,0.3402,0.365136,0.4043839999999999,0.422968,0.495792,0.467564,0.484,0.478728,0.474884,0.4964,0.467564,0.496764,0.467564,0.490664,0.467564,0.486228,0.3861839999999999,0.464036,0.459768,0.4627,0.414868,0.43252,0.4475,0.459252
24,0.30355,0.43935,0.44385,0.445975,0.34425,0.37,0.4079,0.4266,0.50025,0.472,0.487275,0.480475,0.477975,0.5014749999999999,0.472,0.502875,0.472,0.4934,0.472,0.49085,0.393475,0.466575,0.461875,0.46605,0.42,0.436125,0.4505,0.4622
25,0.307066,0.442732,0.447264,0.4474,0.348966,0.374366,0.4130939999999999,0.432466,0.504072,0.476086,0.489872,0.483872,0.479886,0.5047,0.476086,0.5047,0.476086,0.497286,0.476086,0.494372,0.400866,0.468266,0.465532,0.468632,0.423966,0.439998,0.453,0.465132
26,0.312028,0.4468,0.452656,0.4493,0.353557,0.3791569999999999,0.418657,0.437485,0.507797,0.479294,0.493797,0.4872,0.482797,0.508797,0.479294,0.508997,0.479294,0.501085,0.479294,0.4978,0.405342,0.469657,0.4683569999999999,0.472271,0.4293,0.443628,0.456614,0.4669
27,0.318396,0.451848,0.4569,0.4525,0.357396,0.383192,0.4223,0.4453,0.5118240000000001,0.481624,0.496124,0.490508,0.485308,0.513124,0.481624,0.513708,0.481624,0.505272,0.481624,0.500508,0.409148,0.472344,0.472648,0.4758,0.436048,0.446736,0.461984,0.470748
28,0.323434,0.454878,0.4608,0.456578,0.362017,0.3885,0.425839,0.4483,0.515438,0.484219,0.498938,0.492776,0.4881569999999999,0.515919,0.484219,0.516838,0.484219,0.5104,0.484219,0.504238,0.414217,0.4747,0.4777,0.478339,0.439378,0.451339,0.466639,0.4742
29,0.32692,0.4596,0.46316,0.4597299999999999,0.36693,0.39249,0.4318499999999999,0.45213,0.51956,0.48643,0.50163,0.49459,0.49079,0.52055,0.48643,0.52093,0.48643,0.51262,0.48643,0.50873,0.4194,0.47686,0.481,0.48023,0.44303,0.4552299999999999,0.47053,0.4764899999999999
30,0.333621,0.464321,0.464821,0.4639,0.371347,0.3974,0.434842,0.454521,0.523141,0.489182,0.5044409999999999,0.4969,0.492841,0.525,0.489182,0.523241,0.489182,0.517,0.489182,0.5107820000000001,0.4236209999999999,0.4795,0.483642,0.4837,0.446621,0.4582,0.473621,0.479
31,0.338124,0.467912,0.4695,0.470336,0.376412,0.402812,0.438612,0.4574,0.528604,0.492652,0.5066,0.4997,0.4943039999999999,0.529708,0.492652,0.5278,0.492652,0.520756,0.492652,0.513904,0.427024,0.4831,0.486412,0.486836,0.451012,0.4615,0.4759359999999999,0.482512
32,0.3422180000000001,0.469809,0.471809,0.474103,0.383421,0.409603,0.441203,0.460003,0.533,0.4944,0.5097630000000001,0.501389,0.498204,0.5334,0.4944,0.533189,0.4944,0.5229630000000001,0.4944,0.517626,0.430006,0.486,0.489706,0.4924,0.454812,0.4644,0.479309,0.488009
33,0.346894,0.473088,0.474294,0.476288,0.3885,0.4117,0.444894,0.4623939999999999,0.536174,0.497248,0.5121,0.5038,0.500874,0.536174,0.497248,0.536648,0.497248,0.526074,0.497248,0.520474,0.433682,0.4896,0.493,0.4951879999999999,0.4583939999999999,0.467794,0.482188,0.490794
34,0.352685,0.4775,0.4788,0.479785,0.39187,0.415085,0.4477399999999999,0.4657,0.5401,0.5,0.514385,0.5063249999999999,0.50267,0.539685,0.5,0.539955,0.5,0.5313399999999999,0.5,0.52347,0.4378,0.494085,0.4948,0.4969,0.4613549999999999,0.4702699999999999,0.484885,0.4923
35,0.357728,0.4789759999999999,0.481828,0.482276,0.39558,0.418676,0.452976,0.4714,0.543696,0.501792,0.516796,0.508292,0.5053,0.5432,0.501792,0.54408,0.501792,0.534892,0.501792,0.526196,0.4429,0.498352,0.497376,0.498552,0.465452,0.473652,0.488176,0.494
36,0.3620669999999999,0.480934,0.485167,0.485767,0.3993339999999999,0.423201,0.461335,0.474201,0.547407,0.5044,0.5196069999999999,0.511307,0.5072,0.5467139999999999,0.5044,0.5476,0.5044,0.538607,0.5044,0.5292,0.445967,0.5028670000000001,0.4998,0.499834,0.468467,0.476767,0.491834,0.497267
37,0.366616,0.483,0.4866,0.489158,0.403658,0.428858,0.467458,0.479374,0.552336,0.506536,0.521818,0.512818,0.5095,0.5510900000000001,0.506536,0.552418,0.506536,0.541854,0.506536,0.5326179999999999,0.4499,0.5055,0.505616,0.5017,0.471258,0.48049,0.495106,0.4988
38,0.369147,0.486698,0.489849,0.492949,0.406698,0.4334,0.471798,0.483747,0.5560290000000001,0.508529,0.5258,0.5147290000000001,0.5111,0.556529,0.508529,0.556974,0.508529,0.544887,0.508529,0.535729,0.453547,0.5073489999999999,0.507796,0.503,0.473847,0.486298,0.497649,0.5003
