percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.070612,0.0,0.0,0.0,0.1019,0.1079239999999999,0.1093239999999999,0.10786,0.19486,0.19419,0.19506,0.19623,0.19486,0.19486,0.19419,0.19486,0.19419,0.19325,0.19419,0.19651,0.120372,0.0,0.0,0.0,0.1358,0.1421,0.145412,0.1442959999999999
1,0.0828,0.1283,0.127248,0.0,0.1116,0.1195239999999999,0.130372,0.125348,0.20542,0.2057,0.2055,0.2062999999999999,0.20562,0.20542,0.2057,0.20542,0.2057,0.20516,0.2057,0.2053,0.131024,0.1602,0.160072,0.0,0.145372,0.148124,0.1525,0.156324
2,0.093372,0.137816,0.135,0.136036,0.118244,0.128224,0.1379,0.143752,0.2135,0.21588,0.21449,0.2157,0.21639,0.2135,0.21588,0.21288,0.21588,0.21344,0.21588,0.21344,0.141336,0.166136,0.1655,0.1629,0.1523,0.155736,0.159668,0.1627
3,0.100892,0.14534,0.141896,0.140948,0.1241,0.135348,0.147148,0.1498,0.21862,0.2227599999999999,0.21942,0.22224,0.22352,0.21862,0.2227599999999999,0.21832,0.2227599999999999,0.21842,0.2227599999999999,0.21842,0.146548,0.169548,0.168248,0.173848,0.157896,0.161648,0.166592,0.171736
4,0.1075,0.1526,0.1524,0.14952,0.13,0.1431,0.15216,0.15492,0.22455,0.22665,0.2254,0.22635,0.2276,0.22455,0.22665,0.22415,0.22665,0.2243,0.22665,0.22475,0.15086,0.17856,0.18372,0.18534,0.1622,0.16616,0.17476,0.17776
5,0.1129,0.160272,0.157144,0.157972,0.133444,0.148144,0.158432,0.1591,0.2279,0.2317,0.2292,0.232,0.23194,0.22788,0.2317,0.22788,0.2317,0.22778,0.2317,0.22844,0.155044,0.1878,0.190072,0.188572,0.165044,0.169916,0.18076,0.183172
6,0.1169,0.166884,0.167584,0.1684,0.1375,0.152468,0.162584,0.1627,0.23261,0.2362,0.23371,0.2353,0.23651,0.23251,0.2362,0.23261,0.2362,0.23202,0.2362,0.23261,0.1589,0.1904,0.1917,0.1904,0.169284,0.175584,0.184484,0.1869
7,0.1204959999999999,0.171496,0.172,0.1721,0.1423,0.156492,0.1674,0.1665,0.2369,0.23922,0.2375,0.23848,0.2396,0.23664,0.23922,0.2369,0.23922,0.2365,0.23922,0.23662,0.1620919999999999,0.192,0.193,0.192196,0.172196,0.1793,0.1879839999999999,0.1912
8,0.1245,0.1763,0.1771,0.174808,0.1461,0.160208,0.1709,0.173908,0.24105,0.24187,0.2412,0.24207,0.24197,0.2405499999999999,0.24187,0.2405499999999999,0.24187,0.2398,0.24187,0.24069,0.1652,0.1941,0.1953,0.193108,0.174408,0.183808,0.1913,0.1932
9,0.128,0.17902,0.17942,0.17832,0.1513,0.1642,0.1731,0.1789,0.2451,0.2453,0.2447,0.2449,0.245,0.2448,0.2453,0.2448,0.2453,0.2438,0.2453,0.2439,0.168,0.1965,0.1969,0.19724,0.1774,0.1864,0.1933,0.1946
10,0.1319,0.182532,0.181232,0.181032,0.155164,0.167732,0.1765,0.183332,0.24933,0.24999,0.2485,0.24863,0.2502,0.24919,0.24999,0.24919,0.24999,0.24772,0.24999,0.24809,0.1701,0.1989,0.1982,0.200264,0.182,0.188832,0.1945,0.196232
11,0.135588,0.184244,0.1838,0.1837,0.160544,0.1708,0.180944,0.185544,0.25234,0.2530199999999999,0.2521,0.25146,0.2526,0.25234,0.2530199999999999,0.2526199999999999,0.2530199999999999,0.25186,0.2530199999999999,0.25132,0.172444,0.2013,0.200144,0.2026,0.185244,0.1912,0.1956,0.197944
12,0.139156,0.186556,0.1867,0.1889,0.165456,0.173956,0.1843,0.188056,0.2554,0.25608,0.2543,0.2546899999999999,0.25499,0.2554,0.25608,0.25549,0.25608,0.25428,0.25608,0.25398,0.1749,0.203356,0.203212,0.2057,0.187956,0.193256,0.1972,0.201
