percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.133455,0.31776,0.32662,0.345735,0.19488,0.22853,0.2737,0.30262,0.373052,0.424008,0.4094319999999999,0.413326,0.41556,0.373052,0.42726,0.378032,0.426228,0.3922319999999999,0.424008,0.402464,0.21548,0.3187049999999999,0.3192049999999999,0.332035,0.24213,0.2562,0.28231,0.30812
1,0.15961,0.32543,0.34213,0.3581,0.21161,0.24298,0.29198,0.32,0.3863959999999999,0.430864,0.417564,0.421356,0.423996,0.3867319999999999,0.431492,0.38908,0.432164,0.398196,0.431096,0.414264,0.23124,0.3241,0.33587,0.34032,0.2588499999999999,0.26924,0.29356,0.31621
2,0.17216,0.3353,0.350715,0.36326,0.2252249999999999,0.254665,0.304415,0.32576,0.392796,0.436898,0.425394,0.4279,0.429098,0.393394,0.4366,0.398298,0.437298,0.4064879999999999,0.4371939999999999,0.421396,0.23903,0.3295,0.341215,0.345745,0.2668149999999999,0.278215,0.3061149999999999,0.320015
3,0.1826,0.3406,0.36052,0.3669,0.23772,0.26764,0.31462,0.33114,0.399656,0.440564,0.4318,0.433464,0.433256,0.400564,0.440364,0.405764,0.440664,0.412364,0.440664,0.427928,0.2483,0.33624,0.34452,0.3498,0.27422,0.2859399999999999,0.3149,0.32628
4,0.1913,0.3456,0.366975,0.3712249999999999,0.2477,0.274325,0.3271,0.339325,0.40511,0.44506,0.43433,0.43672,0.43703,0.40603,0.4426299999999999,0.40953,0.44506,0.41909,0.44506,0.43123,0.2538,0.3408,0.347225,0.3518,0.2815999999999999,0.2946249999999999,0.32365,0.33215
5,0.20063,0.35586,0.37093,0.37823,0.2536,0.28623,0.3342,0.3468,0.410596,0.4482839999999999,0.4379,0.440696,0.440588,0.4109,0.4442959999999999,0.4145,0.447896,0.424192,0.4483,0.4336959999999999,0.26219,0.34413,0.35123,0.355,0.28813,0.2998,0.32953,0.33563
6,0.20794,0.362535,0.37404,0.383835,0.261235,0.29137,0.33904,0.35557,0.414348,0.452624,0.440462,0.4437,0.444362,0.4154,0.4478,0.417386,0.4524,0.4304,0.452624,0.437586,0.26904,0.3465,0.354235,0.356835,0.2934,0.305635,0.332935,0.338535
7,0.21428,0.36978,0.3762,0.38698,0.26692,0.2959,0.34572,0.3590399999999999,0.4186,0.455856,0.442928,0.4467279999999999,0.4473,0.420128,0.451128,0.4225279999999999,0.454828,0.435428,0.455856,0.4418,0.27414,0.3489,0.3565399999999999,0.3604,0.29744,0.3114,0.33804,0.3429
8,0.22007,0.37329,0.3791,0.389,0.27289,0.3015,0.3514,0.362545,0.4235,0.4596,0.4453,0.4495,0.4493,0.4245759999999999,0.4542,0.4277,0.457288,0.441994,0.460164,0.4438,0.28029,0.3514,0.3587,0.3629,0.301645,0.3173,0.3418,0.3462
9,0.22735,0.3786,0.382,0.3905,0.2797,0.307,0.3575,0.36525,0.42764,0.46262,0.44802,0.45126,0.45228,0.4303,0.45656,0.43236,0.4603,0.4472,0.46298,0.44672,0.28405,0.35455,0.3611499999999999,0.36585,0.30525,0.3214,0.3454,0.3490999999999999
