percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.014,0.215658,0.221658,0.2292,0.022,0.023658,0.137032,0.201748,0.2846,0.278804,0.286504,0.286718,0.287604,0.2846,0.281322,0.2846,0.278804,0.2846,0.278804,0.28461,0.320778,0.318208,0.3208519999999999,0.318468,0.317556,0.320778,0.318208,0.320778,0.318208,0.320778,0.318208,0.320778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.066404,0.223344,0.230716,0.233496,0.106816,0.136932,0.1604479999999999,0.2236,0.294424,0.290908,0.295904,0.2968,0.296308,0.294424,0.291232,0.294424,0.290908,0.294424,0.290908,0.295012,0.342696,0.336992,0.342696,0.340012,0.336992,0.342696,0.336992,0.342696,0.336992,0.342696,0.336992,0.342696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.083844,0.228774,0.233574,0.2418,0.126558,0.1483,0.188348,0.2252,0.2997,0.296706,0.300072,0.303012,0.302006,0.2997,0.29689,0.2997,0.296706,0.2997,0.296706,0.2997,0.35139,0.3488,0.3515,0.35,0.34978,0.35139,0.3488,0.35139,0.3488,0.35139,0.3488,0.35139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0928959999999999,0.234232,0.237432,0.248692,0.141864,0.158,0.207892,0.228464,0.305016,0.300408,0.305016,0.3062,0.3057,0.305016,0.3012,0.305016,0.300408,0.305016,0.300408,0.304816,0.3564,0.355404,0.356208,0.356104,0.355708,0.3564,0.355404,0.3564,0.355404,0.3564,0.355404,0.356404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.10269,0.2404899999999999,0.2452899999999999,0.2587,0.1477899999999999,0.16766,0.21389,0.23138,0.3092,0.30333,0.3102,0.31022,0.30893,0.3092,0.30444,0.3092,0.30333,0.3092,0.30333,0.3092,0.36063,0.35883,0.36002,0.36076,0.3610299999999999,0.36063,0.35883,0.36063,0.35883,0.36063,0.35883,0.36063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.1117959999999999,0.246,0.253048,0.260896,0.156848,0.175948,0.2189,0.234048,0.314024,0.3081,0.313648,0.314036,0.313036,0.314024,0.308936,0.314024,0.3081,0.314024,0.3081,0.314024,0.365356,0.366368,0.364456,0.365868,0.366368,0.365356,0.366368,0.365356,0.366368,0.365256,0.366368,0.365256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.117006,0.25,0.255924,0.263506,0.161506,0.182506,0.2236,0.239306,0.3178,0.312342,0.317914,0.317628,0.316314,0.3178,0.3126,0.3178,0.312342,0.317814,0.312342,0.318,0.3693,0.37351,0.369,0.3706819999999999,0.37281,0.3693,0.37351,0.3693,0.37351,0.369764,0.37351,0.370464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.1245,0.252464,0.261464,0.26682,0.1684,0.191164,0.229764,0.24712,0.320816,0.3148,0.320916,0.320632,0.318016,0.320816,0.3148,0.320816,0.3148,0.320816,0.3148,0.320916,0.3761,0.3797,0.37438,0.376156,0.378016,0.3761,0.3797,0.3761,0.3797,0.376108,0.3797,0.375516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.1303659999999999,0.255766,0.268244,0.270522,0.172922,0.197422,0.2347439999999999,0.2527439999999999,0.3247,0.316918,0.3243,0.3225,0.3204,0.3247,0.317018,0.3247,0.316918,0.3247,0.316918,0.324754,0.380338,0.3852,0.380536,0.381138,0.3832,0.380338,0.3852,0.380338,0.3852,0.380868,0.3852,0.380868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.13748,0.26098,0.2711,0.2739,0.17888,0.20398,0.23828,0.25598,0.32732,0.3188399999999999,0.3265,0.3247,0.322,0.32732,0.3188399999999999,0.32732,0.3188399999999999,0.32732,0.3188399999999999,0.3274,0.3845,0.38884,0.3847,0.3859,0.3877,0.3845,0.38884,0.3845,0.38884,0.3845,0.38884,0.38466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.1459,0.268076,0.2728,0.2777,0.1847379999999999,0.209276,0.245276,0.261038,0.329722,0.321244,0.3294,0.327022,0.324044,0.329722,0.321166,0.329722,0.321244,0.329722,0.321244,0.329722,0.386772,0.391886,0.388486,0.39,0.3913,0.386772,0.391886,0.386772,0.391886,0.386772,0.391886,0.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.154188,0.2733,0.2749,0.279696,0.191688,0.2149839999999999,0.2489,0.264092,0.332324,0.323524,0.331924,0.329848,0.326224,0.332324,0.3235,0.332324,0.323524,0.332324,0.323524,0.332324,0.390012,0.395512,0.391224,0.392924,0.394224,0.390012,0.395512,0.390012,0.395512,0.390012,0.395512,0.390512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.1585,0.2758,0.278054,0.291054,0.198154,0.219908,0.2535,0.266208,0.3345,0.326,0.3341,0.3317259999999999,0.329152,0.3345,0.325826,0.3345,0.326,0.334552,0.326,0.334752,0.3916759999999999,0.398638,0.3941,0.395938,0.3968,0.3916759999999999,0.398638,0.3916759999999999,0.398638,0.3919,0.398638,0.3926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
