percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0178,0.0311,0.031424,0.0336,0.023912,0.025424,0.027112,0.029806,0.054579,0.0676,0.0618,0.0662789999999999,0.068632,0.054679,0.0676,0.055037,0.0676,0.057079,0.0676,0.059958,0.020706,0.0283059999999999,0.0297,0.0303,0.022312,0.0233,0.025806,0.0266059999999999
1,0.02,0.032712,0.0344,0.0375,0.0264,0.028412,0.0313,0.0322,0.0595,0.0751059999999999,0.0675,0.071758,0.0749,0.059558,0.0751059999999999,0.059858,0.0751059999999999,0.061916,0.0751059999999999,0.065132,0.0229,0.0305,0.031148,0.0325,0.0248,0.026412,0.0271,0.0294
2,0.0215,0.0348719999999999,0.0378,0.0394,0.029,0.0307,0.0338,0.0338,0.0629369999999999,0.080674,0.072237,0.075485,0.0787,0.063,0.080674,0.063274,0.080674,0.066,0.080674,0.068933,0.0242,0.0321,0.0327,0.0328,0.026818,0.027718,0.029218,0.0313
3,0.0229,0.038748,0.039624,0.0403,0.0302,0.031624,0.0353,0.036524,0.0653,0.0838479999999999,0.075416,0.079716,0.0831,0.0653,0.0838479999999999,0.065748,0.0838479999999999,0.068532,0.0838479999999999,0.072416,0.0252,0.0326,0.033,0.0331,0.0278,0.0289,0.0305,0.031924
4,0.0248,0.0405,0.041,0.0419,0.0314,0.0333,0.0363,0.03903,0.067595,0.0892,0.078685,0.0837,0.086695,0.067595,0.0892,0.0681,0.0892,0.07229,0.0892,0.076295,0.0262,0.033,0.0333,0.0334,0.0284,0.02973,0.03123,0.03253
5,0.0262,0.042036,0.0421,0.0431719999999999,0.0322,0.034536,0.0371359999999999,0.0405,0.070274,0.093274,0.081574,0.087374,0.0901,0.0703,0.093274,0.071048,0.093274,0.074674,0.093274,0.078974,0.0269,0.0333,0.0336,0.0336,0.0291,0.0302,0.0321,0.0328
6,0.0274,0.043,0.0431,0.044442,0.033,0.0355,0.0383,0.0416,0.0728,0.0967,0.0849,0.088959,0.0932,0.0728,0.0967,0.0732,0.0967,0.076653,0.0967,0.081053,0.027542,0.0335,0.0338,0.0339,0.0297,0.0307,0.0325,0.0331
7,0.0285,0.0437,0.044648,0.046,0.0337,0.0366,0.0398,0.0426,0.0748,0.0997,0.0871,0.092432,0.096532,0.0748,0.0997,0.074932,0.0997,0.0778639999999999,0.0997,0.083332,0.0281,0.0337,0.034,0.0342,0.0301,0.0312,0.0331,0.0334
8,0.0296,0.0442,0.0459539999999999,0.0475,0.0344,0.0373,0.041,0.0435,0.0766,0.102,0.0890109999999999,0.094711,0.099,0.0766,0.102,0.0769,0.102,0.0797219999999999,0.102,0.0852,0.0288,0.0339,0.0343,0.0347,0.0304,0.0316,0.0335,0.0338
9,0.0309,0.04536,0.047,0.0483,0.0353,0.0381,0.0424,0.0444,0.07788,0.1034,0.0918,0.0963,0.10109,0.07788,0.1034,0.07799,0.1034,0.0812,0.1034,0.08669,0.0294,0.0345,0.03476,0.0353,0.0309,0.0321,0.03396,0.0342
10,0.0315,0.0464,0.0479,0.0487,0.0361,0.038766,0.043466,0.0453,0.079369,0.104769,0.0933,0.0979,0.102669,0.079369,0.104769,0.0794,0.104769,0.0826,0.104769,0.0879,0.0298,0.0353,0.035266,0.036366,0.0314,0.0325,0.0343,0.0345
11,0.0322,0.0474,0.0486,0.049,0.0368,0.039672,0.0441,0.046,0.080644,0.1061479999999999,0.095096,0.0994,0.1037,0.080644,0.1061479999999999,0.080644,0.1061479999999999,0.083948,0.1061479999999999,0.0895479999999999,0.0302,0.0356,0.0362,0.0369,0.0320719999999999,0.0329,0.0346,0.035472
