percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.032263,0.0714,0.0756,0.0782,0.0458,0.051915,0.065652,0.0702,0.071226,0.064652,0.071126,0.0695,0.066026,0.071226,0.064652,0.071226,0.064652,0.071226,0.064652,0.07203,0.090485,0.116177,0.108916,0.114731,0.116031,0.091524,0.116177,0.090508,0.116177,0.10044,0.116177,0.103554,0.0300259999999999,0.043863,0.044963,0.0451,0.033815,0.037726,0.041763,0.042863
1,0.0393,0.074552,0.0784,0.079826,0.050426,0.0578259999999999,0.069904,0.072726,0.0763,0.07,0.076056,0.0742,0.071852,0.0763,0.07,0.077204,0.07,0.076608,0.07,0.078152,0.099308,0.126016,0.118408,0.124308,0.125662,0.099978,0.126016,0.100624,0.126016,0.104662,0.126016,0.113354,0.0336259999999999,0.0457,0.046,0.0463,0.0381,0.040026,0.0457,0.046026
2,0.0434779999999999,0.0777,0.0798,0.0812,0.055667,0.0607,0.0725,0.074789,0.080778,0.073678,0.080456,0.078578,0.076178,0.080778,0.073678,0.0811,0.073678,0.081078,0.073678,0.080878,0.1061,0.134662,0.123824,0.130655,0.1328,0.1061,0.134662,0.106424,0.134662,0.110255,0.134662,0.118362,0.0355,0.046789,0.0468,0.047889,0.039589,0.0419,0.0465,0.0472
3,0.046352,0.0805,0.0807,0.0835,0.058852,0.063604,0.0738,0.077808,0.0831,0.07762,0.083708,0.082108,0.080608,0.083104,0.07762,0.084,0.07762,0.084204,0.07762,0.083804,0.110708,0.138532,0.1273,0.1341159999999999,0.1372159999999999,0.11074,0.138532,0.1114,0.138532,0.1148,0.138532,0.1217,0.0369,0.048404,0.0506,0.0506,0.0409,0.0431,0.0469,0.0476
4,0.049,0.083415,0.084115,0.085115,0.0611,0.0655,0.0756,0.0812,0.0854,0.082,0.0866,0.0854,0.08328,0.0854,0.082,0.08576,0.082,0.08643,0.082,0.08609,0.114285,0.1429,0.131385,0.1369,0.1405,0.114285,0.1429,0.11548,0.1429,0.1194549999999999,0.1429,0.124985,0.038215,0.0504,0.051315,0.0514,0.0421,0.0439,0.0477,0.0483
5,0.050878,0.0846,0.085778,0.0873,0.0626,0.067678,0.0771,0.082578,0.087856,0.084712,0.0889,0.087312,0.086656,0.088012,0.084712,0.088456,0.084712,0.0887,0.084712,0.088656,0.1179,0.146224,0.133786,0.138862,0.1446,0.118162,0.146224,0.118962,0.146224,0.123248,0.146224,0.127824,0.0394,0.0515,0.0524,0.0527,0.0429,0.0452,0.0484,0.049078
6,0.0527,0.0855,0.0873,0.089141,0.0645,0.069241,0.0791,0.0835,0.089582,0.0872,0.090682,0.089564,0.088882,0.089582,0.0872,0.0898,0.0872,0.090382,0.0872,0.090182,0.120139,0.1482,0.135678,0.141773,0.146939,0.120739,0.1482,0.121539,0.1482,0.1256,0.1482,0.1312,0.0404,0.0522,0.0528,0.053641,0.0439,0.046441,0.049,0.0497
7,0.0547039999999999,0.0872,0.0886,0.0903,0.0661,0.070704,0.0812,0.0844,0.091808,0.089416,0.093008,0.0918,0.091208,0.091932,0.089416,0.093308,0.089416,0.093616,0.089416,0.0929,0.122,0.150216,0.137416,0.143532,0.148616,0.123364,0.150216,0.124632,0.150216,0.128432,0.150216,0.1328,0.0412,0.0528,0.0538,0.0549039999999999,0.0446,0.047208,0.0494,0.0508039999999999
8,0.056834,0.0884,0.0895,0.091167,0.0672,0.0724,0.0831,0.0853,0.0949,0.091668,0.094702,0.094634,0.093934,0.095,0.091668,0.095,0.091668,0.095,0.091668,0.0949,0.1255,0.1524,0.139679,0.1454929999999999,0.1507,0.1261,0.1524,0.126493,0.1524,0.1307,0.1524,0.1353929999999999,0.0422,0.0533,0.0542,0.0563,0.0454,0.0481,0.0499,0.052367
9,0.0581,0.08913,0.0909,0.09213,0.06833,0.0744,0.0843,0.0862,0.0966,0.09426,0.0965,0.0965,0.09526,0.0966,0.09426,0.0966,0.09426,0.09676,0.09426,0.0966,0.12804,0.15397,0.1413,0.14697,0.15227,0.1288699999999999,0.15397,0.12951,0.15397,0.1332,0.15397,0.1374,0.0428,0.0536,0.0546,0.05793,0.0463,0.0486,0.0503,0.0531
