percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.084432,0.0,0.0,0.0,0.116868,0.136064,0.140116,0.136496,0.215052,0.233139,0.230817,0.233604,0.233656,0.2154,0.233139,0.2154,0.233139,0.2170129999999999,0.233139,0.227078,0.1432,0.0,0.0,0.0,0.151316,0.155164,0.164616,0.163132
1,0.101632,0.1609,0.05168,0.0,0.135712,0.152196,0.155476,0.157132,0.23096,0.245552,0.240004,0.2429819999999999,0.244278,0.229664,0.245552,0.2333,0.245552,0.232338,0.245552,0.2366,0.152264,0.1695,0.056,0.0,0.158528,0.170488,0.177124,0.1695
2,0.111148,0.168596,0.176548,0.176424,0.152444,0.164296,0.1768719999999999,0.17182,0.2390779999999999,0.2505779999999999,0.245317,0.247773,0.249217,0.2390779999999999,0.2505779999999999,0.239278,0.2505779999999999,0.239878,0.2505779999999999,0.2426,0.159448,0.180688,0.180948,0.184296,0.17152,0.1804639999999999,0.193348,0.182344
3,0.124232,0.182092,0.1812,0.183792,0.161664,0.1735,0.190364,0.1863,0.2444,0.25532,0.250052,0.253056,0.25576,0.2444,0.25532,0.2444,0.25532,0.2454039999999999,0.25532,0.247656,0.168864,0.186156,0.187548,0.187,0.183164,0.1938,0.2041639999999999,0.197656
4,0.12938,0.19692,0.20138,0.19498,0.1678,0.1853,0.19866,0.2032,0.250265,0.2626,0.253,0.257565,0.262065,0.2501649999999999,0.2626,0.2501649999999999,0.2626,0.2501,0.2626,0.2511649999999999,0.18068,0.2071,0.19808,0.19374,0.19104,0.2002,0.20958,0.20406
5,0.1381879999999999,0.2131,0.215396,0.2106759999999999,0.1739799999999999,0.1948839999999999,0.2089879999999999,0.2133,0.254756,0.267312,0.2568,0.262578,0.265556,0.2545779999999999,0.267312,0.2545,0.267312,0.2545779999999999,0.267312,0.254834,0.187396,0.211192,0.204696,0.1979,0.2033799999999999,0.2079919999999999,0.212,0.211192
6,0.144372,0.218512,0.2207,0.226236,0.182684,0.205012,0.217836,0.227048,0.259291,0.2717,0.261973,0.2664,0.270164,0.259291,0.2717,0.259164,0.2717,0.257591,0.2717,0.257391,0.192236,0.216,0.210636,0.2034,0.213924,0.215612,0.215612,0.219212
7,0.152984,0.2358,0.2392,0.233728,0.191212,0.2138,0.225756,0.2329,0.263204,0.2771,0.265316,0.269508,0.274716,0.263204,0.2771,0.263008,0.2771,0.262112,0.2771,0.262208,0.198728,0.2197,0.224712,0.222284,0.218428,0.222156,0.2203,0.224956
8,0.158544,0.241564,0.2447,0.243944,0.19732,0.2214,0.238472,0.237632,0.266319,0.280485,0.2697,0.274302,0.2786,0.2667339999999999,0.280485,0.2662,0.280485,0.2644,0.280485,0.2675,0.202444,0.226488,0.227476,0.230032,0.223288,0.226344,0.233532,0.228644
9,0.16526,0.2485,0.2535,0.255,0.20262,0.22676,0.24398,0.24496,0.26976,0.2837,0.27199,0.27903,0.28163,0.2697,0.2837,0.26953,0.2837,0.2692,0.2837,0.2703299999999999,0.2097,0.23158,0.235,0.2348,0.22566,0.23158,0.24086,0.2337
10,0.173576,0.253776,0.258152,0.26098,0.20908,0.233376,0.254776,0.251776,0.273843,0.287986,0.276044,0.281443,0.285843,0.273344,0.287986,0.273344,0.287986,0.271629,0.287986,0.274272,0.215376,0.240804,0.23998,0.23898,0.229028,0.2351,0.2433,0.239612
11,0.1805879999999999,0.259392,0.265392,0.2677,0.218868,0.242192,0.261084,0.2594,0.277956,0.29106,0.281112,0.284556,0.2885,0.277956,0.29106,0.277856,0.29106,0.2765,0.29106,0.277736,0.2196,0.246684,0.245892,0.2447839999999999,0.2346839999999999,0.2407919999999999,0.246684,0.2479759999999999
12,0.186816,0.262208,0.270908,0.275708,0.224808,0.250108,0.266,0.262708,0.283569,0.2946,0.285,0.2883759999999999,0.2918,0.283569,0.2946,0.2814689999999999,0.2946,0.280045,0.2946,0.281669,0.225308,0.250016,0.251132,0.249308,0.239232,0.2453,0.2495,0.2518
13,0.197324,0.2696,0.2738,0.2793,0.233396,0.2535,0.271864,0.266024,0.2889,0.2979,0.2887,0.2909,0.294682,0.288828,0.2979,0.2875,0.2979,0.284646,0.2979,0.284782,0.230324,0.253824,0.2562,0.25272,0.244524,0.2502,0.251724,0.2555
14,0.2037,0.2742599999999999,0.28324,0.28044,0.24204,0.2592399999999999,0.2791,0.2772799999999999,0.29349,0.300895,0.2916,0.293195,0.29769,0.29349,0.300895,0.29129,0.300895,0.2884899999999999,0.300895,0.288365,0.23534,0.25784,0.2591799999999999,0.25638,0.24788,0.25598,0.2542,0.2582
15,0.212212,0.284724,0.2896,0.282012,0.249456,0.264856,0.284004,0.285468,0.2973,0.3042,0.2945,0.2961319999999999,0.300616,0.296908,0.3042,0.29494,0.3042,0.290916,0.3042,0.292108,0.241356,0.26028,0.261956,0.2586,0.251612,0.259456,0.260256,0.2596
16,0.218044,0.297,0.2932,0.2843,0.253844,0.2699,0.287572,0.2917,0.2997,0.308905,0.2978,0.3,0.304263,0.299442,0.308905,0.298563,0.308905,0.2944,0.308905,0.294747,0.246488,0.263,0.263772,0.2606,0.2573,0.263272,0.2645,0.261
17,0.2230639999999999,0.3019,0.294888,0.286288,0.260988,0.2733879999999999,0.294276,0.301376,0.303836,0.3130059999999999,0.300968,0.303368,0.308434,0.302802,0.3130059999999999,0.301134,0.3130059999999999,0.298068,0.3130059999999999,0.299834,0.2496,0.266,0.2652,0.2622879999999999,0.262088,0.266476,0.2686,0.2637879999999999
18,0.22902,0.3043,0.2964,0.290304,0.2678159999999999,0.279804,0.3003159999999999,0.305704,0.308147,0.319647,0.305041,0.308494,0.312547,0.3074,0.319647,0.306194,0.319647,0.301147,0.319647,0.3034,0.254708,0.269712,0.2674,0.2633,0.265804,0.269204,0.272112,0.27102
19,0.23486,0.3074,0.2982,0.2947,0.27312,0.2864,0.305,0.3112,0.31078,0.32286,0.30864,0.31106,0.3171,0.31042,0.32286,0.3097,0.32286,0.30506,0.32286,0.30666,0.25802,0.2756,0.26942,0.266,0.2717,0.27262,0.27622,0.27722
20,0.2409,0.312036,0.301472,0.298244,0.280736,0.2911,0.3097,0.315736,0.314373,0.3265,0.313619,0.316046,0.319992,0.314173,0.3265,0.313365,0.3265,0.308992,0.3265,0.310373,0.261936,0.2773,0.272,0.268536,0.2759,0.2764,0.281752,0.2819
21,0.246352,0.315756,0.305552,0.309552,0.285908,0.2975,0.312852,0.3209,0.318958,0.330072,0.3164,0.320472,0.324486,0.318672,0.330072,0.317488,0.330072,0.312558,0.330072,0.313344,0.2647,0.279752,0.274404,0.2715,0.2795559999999999,0.279752,0.286852,0.2858
22,0.251136,0.319436,0.318336,0.312668,0.293968,0.302368,0.315168,0.323436,0.3221,0.332598,0.319899,0.325699,0.328883,0.322595,0.332598,0.322595,0.332598,0.315598,0.332598,0.3171,0.2691,0.282568,0.2772,0.274568,0.2833,0.2838,0.290168,0.289168
23,0.257484,0.3212,0.3245519999999999,0.315384,0.2989839999999999,0.306384,0.31792,0.326584,0.326712,0.3365,0.324512,0.3288,0.3317,0.3268959999999999,0.3365,0.3263479999999999,0.3365,0.3201,0.3365,0.3215,0.2750519999999999,0.2863399999999999,0.2793679999999999,0.277684,0.2867,0.2887,0.295136,0.2917
24,0.2657,0.3223,0.3261,0.3174,0.3055,0.3136,0.3224,0.3287,0.3316,0.339425,0.328425,0.3326,0.3348,0.3314499999999999,0.339425,0.3306,0.339425,0.326475,0.339425,0.32515,0.2811,0.2902,0.2861,0.2789,0.2893,0.2936,0.2989,0.2945
25,0.2727,0.327948,0.3287,0.318516,0.312116,0.319532,0.3268,0.3312,0.3343,0.34409,0.332438,0.335138,0.3392759999999999,0.334,0.34409,0.333938,0.34409,0.332614,0.34409,0.3306759999999999,0.2855,0.295116,0.290516,0.283832,0.292716,0.298332,0.303516,0.300516
26,0.279528,0.333328,0.3297319999999999,0.3203,0.317032,0.326764,0.329864,0.3329,0.338102,0.348453,0.3355019999999999,0.3393509999999999,0.3438529999999999,0.3382,0.348453,0.3376,0.348453,0.335902,0.348453,0.335302,0.290232,0.301496,0.295164,0.2892,0.2957,0.302196,0.307732,0.305732
27,0.285448,0.338748,0.3319,0.324348,0.319896,0.329496,0.335996,0.3349,0.343592,0.352964,0.341528,0.344964,0.348864,0.3434,0.352964,0.342664,0.352964,0.339292,0.352964,0.34022,0.2947,0.306748,0.298748,0.293748,0.299748,0.307492,0.3117,0.311148
28,0.2923,0.343228,0.3365,0.329464,0.3254,0.3347199999999999,0.340964,0.338528,0.3477,0.3587079999999999,0.346454,0.350893,0.353962,0.347631,0.3587079999999999,0.346754,0.3587079999999999,0.344354,0.3587079999999999,0.3458,0.299328,0.3096,0.301664,0.2949,0.306276,0.3135,0.315192,0.3144
29,0.2981,0.3478,0.33864,0.3322,0.32918,0.3392,0.3458,0.34502,0.35215,0.36486,0.3523,0.3579699999999999,0.3615899999999999,0.35215,0.36486,0.35097,0.36486,0.34859,0.36486,0.3504299999999999,0.3054,0.31306,0.30416,0.2988,0.3117,0.31746,0.3191799999999999,0.3189
30,0.304392,0.351196,0.3417,0.336096,0.333096,0.34328,0.349684,0.350568,0.3571,0.3700179999999999,0.360303,0.365021,0.367206,0.3571,0.3700179999999999,0.354421,0.3700179999999999,0.353206,0.3700179999999999,0.356612,0.310584,0.3148,0.3076959999999999,0.3043,0.317592,0.321488,0.321996,0.3217959999999999
31,0.312048,0.354424,0.346912,0.340312,0.3402,0.348112,0.355912,0.354612,0.360516,0.378548,0.364916,0.3722319999999999,0.377364,0.360516,0.378548,0.358964,0.378548,0.357416,0.378548,0.363412,0.315612,0.316612,0.3134,0.306712,0.323224,0.325312,0.324136,0.324312
32,0.318728,0.357912,0.3495,0.3438,0.346428,0.352828,0.3606,0.356956,0.367087,0.385529,0.373229,0.377658,0.382858,0.367029,0.385529,0.3637,0.385529,0.363087,0.385529,0.367858,0.3201,0.3196,0.31854,0.3089,0.3281,0.330628,0.327428,0.326828
33,0.3261,0.361544,0.353332,0.345644,0.353332,0.358176,0.363944,0.36,0.372552,0.3943360000000001,0.380768,0.3841,0.388094,0.372042,0.393642,0.369284,0.3943360000000001,0.370442,0.3943360000000001,0.3741,0.325888,0.325232,0.322344,0.312888,0.333732,0.3344,0.329888,0.3287
34,0.33524,0.3635199999999999,0.3590399999999999,0.3503199999999998,0.3612999999999999,0.36422,0.3703799999999999,0.3655,0.3783,0.398665,0.3888,0.39201,0.3958,0.377755,0.39791,0.375255,0.398665,0.37581,0.398665,0.38422,0.33096,0.32826,0.32558,0.31718,0.34026,0.33766,0.3334,0.3308
