percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.07291,0.0,0.0,0.0,0.0986,0.1109319999999999,0.1193,0.123188,0.164729,0.170529,0.168423,0.171182,0.173441,0.164729,0.170529,0.164729,0.170529,0.163594,0.170529,0.164729,0.1089219999999999,0.0,0.0,0.0,0.1177,0.1268,0.130222,0.1317
1,0.081,0.130388,0.134844,0.137784,0.105132,0.1182,0.127044,0.1282879999999999,0.175952,0.180382,0.180082,0.1816,0.182194,0.175952,0.180382,0.1799039999999999,0.180382,0.174952,0.180382,0.177386,0.114444,0.136,0.135644,0.136888,0.125988,0.130444,0.133444,0.1364
2,0.087166,0.140798,0.1454659999999999,0.146664,0.112166,0.1215,0.131466,0.135366,0.1884,0.186064,0.187628,0.188987,0.189482,0.1884,0.186064,0.1884,0.186064,0.187546,0.186064,0.187705,0.120598,0.1399,0.144,0.14793,0.131466,0.134266,0.138732,0.1395
3,0.091276,0.147976,0.1485,0.1507879999999999,0.1164,0.12624,0.1368,0.145376,0.193676,0.191376,0.1934,0.1935,0.193452,0.193676,0.191376,0.193488,0.191376,0.192188,0.191376,0.192476,0.126376,0.146876,0.150376,0.1537879999999999,0.136488,0.1407,0.1427,0.1439
4,0.09513,0.15181,0.1524,0.15411,0.11971,0.12981,0.14183,0.15101,0.197135,0.197135,0.1967,0.19694,0.198735,0.197135,0.197135,0.197,0.197135,0.19557,0.197135,0.195735,0.13082,0.15162,0.15551,0.15741,0.1402,0.1452,0.1476,0.14904
5,0.099232,0.1552,0.157432,0.1568,0.1230639999999999,0.1341,0.150064,0.1553,0.202764,0.203264,0.202264,0.2014,0.203064,0.202764,0.203264,0.202764,0.203264,0.20071,0.203264,0.20181,0.135732,0.155856,0.1591,0.162532,0.1434,0.1481,0.151032,0.1565959999999999
6,0.1021,0.159654,0.1608,0.161608,0.1259,0.137108,0.1546,0.157554,0.205629,0.2065,0.205845,0.205058,0.2071,0.205387,0.2065,0.2057,0.2065,0.204129,0.2065,0.2051,0.1377,0.162754,0.163054,0.164854,0.1478539999999999,0.150454,0.1562,0.1599539999999999
7,0.106052,0.1636,0.1638,0.166176,0.130076,0.141076,0.156652,0.1601,0.207676,0.209652,0.208528,0.2084,0.210004,0.207576,0.209652,0.207676,0.209652,0.206976,0.209652,0.2073,0.14,0.1654,0.1674,0.1673,0.1512,0.1529,0.159776,0.1633
8,0.1105,0.1654,0.1673,0.1696,0.1327,0.1444,0.1582,0.162898,0.2109,0.2122,0.211146,0.210923,0.2122,0.210746,0.2122,0.210746,0.2122,0.209392,0.2122,0.2104,0.142594,0.1667,0.1693,0.1712,0.1535959999999999,0.155198,0.1621,0.166
9,0.1139,0.16672,0.169,0.1724,0.1356,0.14622,0.15982,0.16464,0.2137,0.21527,0.21367,0.21327,0.21534,0.21367,0.21527,0.21367,0.21527,0.21267,0.21527,0.2137,0.1452,0.16802,0.1715,0.1741,0.1556,0.1573,0.16402,0.16742
10,0.117142,0.167842,0.1705,0.1735,0.1381,0.1488,0.1623,0.1669,0.2163,0.217517,0.2163,0.216217,0.216617,0.216217,0.217517,0.216217,0.217517,0.2152,0.217517,0.216117,0.1477,0.170626,0.1738,0.1761,0.157342,0.1602,0.166042,0.1685
11,0.1205639999999999,0.1695,0.172,0.1746,0.1402,0.1512639999999999,0.1643,0.168264,0.218764,0.219092,0.218864,0.2181,0.2192,0.218664,0.219092,0.2185639999999999,0.219092,0.218,0.219092,0.2187279999999999,0.150064,0.1725,0.175764,0.177864,0.1592,0.163,0.167264,0.1696639999999999
12,0.1232,0.171286,0.1735,0.1753,0.143286,0.153486,0.1658,0.170186,0.221,0.221111,0.221011,0.220133,0.2212,0.221,0.221111,0.220822,0.221111,0.2204,0.221111,0.221,0.1515,0.174086,0.177486,0.1792,0.1609,0.1651,0.1686,0.1711
13,0.1259,0.1727,0.175308,0.1761,0.145508,0.1552,0.1677,0.1714,0.223058,0.2229,0.223158,0.2225,0.222958,0.223058,0.2229,0.223058,0.2229,0.222558,0.2229,0.223258,0.153608,0.176308,0.178708,0.1803,0.162008,0.1667,0.1697,0.1729
14,0.12906,0.17403,0.1761,0.17743,0.14813,0.15703,0.16926,0.17233,0.225705,0.2251,0.225305,0.2246,0.2251,0.225705,0.2251,0.2257,0.2251,0.2251,0.2251,0.225705,0.15623,0.178,0.18023,0.1819,0.16323,0.1684,0.1711,0.1741
15,0.131552,0.1753,0.1774,0.179,0.1498519999999999,0.1593,0.1708,0.1737,0.2287,0.2270039999999999,0.227352,0.226052,0.226752,0.2287,0.2270039999999999,0.2287,0.2270039999999999,0.227052,0.2270039999999999,0.2284119999999999,0.157952,0.179952,0.1812,0.1829,0.1649,0.1696,0.172352,0.1759
16,0.1344,0.1764,0.179374,0.1808,0.151674,0.161074,0.1719,0.175274,0.2306,0.228899,0.2296979999999999,0.2281989999999999,0.228299,0.2306,0.228899,0.230599,0.228899,0.229599,0.228899,0.230599,0.1593,0.181,0.1826,0.1836,0.166374,0.1712,0.173474,0.176974
17,0.1371919999999999,0.1786,0.1811,0.1836,0.1541,0.1631,0.173096,0.176396,0.2333,0.230746,0.232146,0.230646,0.229946,0.2333,0.230746,0.2333,0.230746,0.232,0.230746,0.232846,0.161,0.1825,0.1837,0.1845,0.1682,0.1725,0.1748,0.1787
18,0.139318,0.1801,0.1824,0.1854,0.156118,0.165118,0.1742,0.1773,0.2357,0.232893,0.2337,0.2319,0.2321929999999999,0.2357,0.232893,0.2357,0.232893,0.234393,0.232893,0.234886,0.1627,0.1835,0.184818,0.1855,0.1697,0.1738,0.176118,0.1804
19,0.142,0.18164,0.18364,0.1884,0.1583,0.16714,0.1755,0.1786,0.23794,0.2357,0.23634,0.23404,0.2338,0.23794,0.2357,0.23764,0.2357,0.23664,0.2357,0.23714,0.1646,0.1841,0.1856,0.18694,0.17084,0.175,0.1776,0.18154
20,0.1439,0.182862,0.1858,0.190162,0.1606,0.1699,0.1773,0.18,0.2403,0.2376,0.238374,0.236587,0.237074,0.2403,0.2376,0.240287,0.2376,0.238987,0.2376,0.2394609999999999,0.1665,0.1854,0.1863,0.1881,0.1721,0.176162,0.1793,0.182762
21,0.1461,0.185568,0.187484,0.1925,0.1626,0.1718,0.179184,0.182284,0.241568,0.239202,0.240234,0.238268,0.238768,0.241568,0.239202,0.2415,0.239202,0.240934,0.239202,0.241134,0.167984,0.1868,0.1869,0.1892,0.1739,0.1771,0.181284,0.184184
22,0.148006,0.187906,0.1901,0.1941,0.165206,0.1739,0.1808,0.1838,0.2438,0.241481,0.241362,0.2402,0.2411,0.2438,0.241481,0.243781,0.241481,0.243062,0.241481,0.242881,0.170206,0.188,0.1876,0.190506,0.175006,0.178,0.182406,0.1853
23,0.1511,0.189328,0.193,0.1949,0.167428,0.175128,0.182528,0.1853,0.2462,0.242928,0.243528,0.2419,0.242828,0.2462,0.242928,0.246028,0.242928,0.245028,0.242928,0.245128,0.1718,0.1886,0.189,0.1917,0.1762,0.1789,0.1841,0.1863
24,0.1535,0.19125,0.1958,0.1957,0.1697,0.1768,0.18415,0.18685,0.2488,0.244975,0.2452,0.244175,0.245,0.2488,0.244975,0.24875,0.244975,0.247075,0.244975,0.2477,0.1739,0.1897,0.1907,0.1922,0.1777,0.1799,0.1853,0.1876
25,0.155772,0.1928,0.1968,0.1963,0.1717,0.178672,0.1855,0.1885,0.250722,0.2471,0.2477,0.2469,0.2471219999999999,0.250722,0.2471,0.250722,0.2471,0.2491,0.2471,0.250044,0.1751,0.1907,0.1925,0.193072,0.1789,0.1811,0.1865,0.188772
26,0.158482,0.195594,0.197994,0.1971,0.1733,0.1801,0.186994,0.1909,0.2532,0.249169,0.249938,0.249007,0.2490689999999999,0.2532,0.249169,0.2532,0.249169,0.250769,0.249169,0.2522,0.176188,0.191994,0.193794,0.1944,0.1802939999999999,0.1827,0.1877,0.1905
27,0.161116,0.1978,0.199216,0.198016,0.175316,0.1814,0.188516,0.1934,0.255464,0.251716,0.252416,0.2518,0.251816,0.255464,0.251716,0.25588,0.251716,0.2536,0.251716,0.2541,0.1775,0.192916,0.1954,0.1955,0.1817,0.183716,0.188516,0.1918
28,0.1636379999999999,0.199538,0.2004,0.1995,0.1769,0.1835,0.190738,0.1954379999999999,0.2598,0.2537,0.254063,0.2531629999999999,0.253726,0.2598,0.2537,0.2598,0.2537,0.2567259999999999,0.2537,0.256426,0.1789,0.1940759999999999,0.1968,0.1964,0.1831,0.1852,0.1894,0.193
29,0.1665599999999999,0.2019,0.2013,0.2009,0.1785,0.1847,0.19246,0.1973599999999999,0.26241,0.25542,0.25711,0.25521,0.25561,0.26241,0.25542,0.26221,0.25542,0.26021,0.25542,0.25822,0.1805,0.1958,0.198,0.1971599999999999,0.1849599999999999,0.1865599999999999,0.1906,0.1939
30,0.1691,0.2034,0.2026819999999999,0.2023,0.1809819999999999,0.185882,0.1939,0.1996,0.2646,0.258114,0.259971,0.257957,0.258457,0.2646,0.258114,0.2646,0.258114,0.262357,0.258114,0.261214,0.182,0.1973819999999999,0.1987,0.197982,0.1863,0.1875,0.1915819999999999,0.1947
31,0.1714,0.2047,0.2038,0.203704,0.183004,0.187,0.1959,0.2015,0.266904,0.261,0.262104,0.260804,0.261704,0.266904,0.261,0.267,0.261,0.2646,0.261,0.263108,0.1836,0.1983,0.1997,0.198604,0.1876,0.189,0.1927,0.1955
32,0.173426,0.2059,0.204826,0.206326,0.1857,0.1887,0.197426,0.203726,0.2689,0.2628,0.264804,0.2624,0.2636,0.2689,0.2628,0.268951,0.2628,0.267051,0.2628,0.265602,0.185,0.1992,0.2006,0.1997,0.189026,0.190226,0.194052,0.1967
33,0.175748,0.2068,0.2061,0.208248,0.187548,0.190348,0.199448,0.2066,0.2709,0.2652,0.266694,0.2655,0.2657,0.2709,0.2652,0.2709,0.2652,0.269498,0.2652,0.267496,0.1863,0.2003,0.2013,0.2006,0.190548,0.1914,0.1954,0.198048
34,0.1777699999999999,0.2079,0.2074,0.2093,0.18977,0.19277,0.2016,0.2088,0.2734,0.2672,0.2686449999999999,0.268045,0.2682,0.2734,0.2672,0.2733449999999999,0.2672,0.2714,0.2672,0.270045,0.1879,0.2013,0.2019,0.20137,0.1916,0.1928699999999999,0.19687,0.19937
35,0.1795,0.2089919999999999,0.209192,0.2108,0.1921,0.1948,0.203392,0.2115,0.276592,0.269992,0.2703919999999999,0.270692,0.270692,0.276592,0.269992,0.2761679999999999,0.269992,0.273592,0.269992,0.2718839999999999,0.1893,0.202392,0.2025,0.2024,0.1928,0.194292,0.1981919999999999,0.201
36,0.1813419999999999,0.2103,0.2111,0.2122,0.194314,0.1971,0.205314,0.2132,0.280939,0.272478,0.272339,0.271939,0.2731,0.280939,0.272478,0.280939,0.272478,0.276317,0.272478,0.274339,0.1906139999999999,0.2034139999999999,0.2032,0.2034,0.1939,0.1959139999999999,0.1996139999999999,0.2026
37,0.1842,0.211536,0.2125,0.213236,0.1961,0.199672,0.207036,0.2146,0.283072,0.275172,0.274586,0.274086,0.2758,0.283072,0.275172,0.2828859999999999,0.275172,0.2804,0.275172,0.2781,0.1919,0.2044,0.2043,0.2039,0.195772,0.1979,0.2014,0.204
38,0.186658,0.213,0.2139,0.214,0.198458,0.2023,0.208716,0.2156,0.2852,0.2781,0.2781,0.277199,0.2782,0.2852,0.2781,0.2852,0.2781,0.2827,0.2781,0.281333,0.1934,0.2058,0.205458,0.204458,0.197058,0.2,0.2026,0.204858
39,0.18998,0.2146,0.21588,0.2153,0.2013,0.20538,0.2113,0.21698,0.2893,0.28,0.28124,0.2798,0.28018,0.2893,0.28,0.28894,0.28,0.2846,0.28,0.28328,0.1948,0.2067,0.2062,0.2053,0.1989,0.2015,0.20408,0.20618
40,0.192302,0.217004,0.2172,0.2166,0.2038,0.2082,0.2132,0.2181,0.290827,0.282154,0.283227,0.2825,0.2827,0.290827,0.282154,0.2905,0.282154,0.288327,0.282154,0.2859,0.1963,0.2084,0.2068,0.2061,0.2005,0.202602,0.205902,0.2072
41,0.1942,0.2182,0.218524,0.218524,0.2059,0.211024,0.215124,0.219224,0.2941,0.283648,0.285522,0.284174,0.284374,0.2941,0.283648,0.293348,0.283648,0.29,0.283648,0.288722,0.1977239999999999,0.2094,0.2078,0.2073,0.2018,0.204,0.2075,0.2083
42,0.1959,0.2199,0.22,0.2201,0.207946,0.2133,0.2178,0.2201,0.2989,0.2869,0.288505,0.287142,0.2866,0.2989,0.2869,0.2984,0.2869,0.294021,0.2869,0.290142,0.1994,0.21,0.2089,0.2085,0.203346,0.2049,0.209,0.209546
43,0.1982,0.222,0.221868,0.2214,0.209968,0.2152,0.220068,0.221868,0.3029,0.2889,0.2908,0.289268,0.288772,0.3029,0.2889,0.302672,0.2889,0.298068,0.2889,0.2931,0.200868,0.211068,0.2097,0.2098,0.2048,0.2062,0.21,0.211136
44,0.20099,0.2238,0.22339,0.22269,0.2122,0.2174,0.22249,0.2236,0.305915,0.290815,0.29373,0.2912,0.2908,0.305815,0.290815,0.3058,0.290815,0.301815,0.290815,0.296835,0.2023,0.2122,0.2107,0.211,0.2059,0.2075,0.2115,0.2129
45,0.2033,0.2252,0.2248,0.224112,0.214012,0.2196,0.223812,0.225012,0.3092,0.294062,0.296562,0.2945,0.2932,0.309162,0.294062,0.308824,0.294062,0.305324,0.294062,0.299424,0.204,0.2131,0.2122,0.212512,0.207512,0.209,0.212612,0.214512
46,0.205834,0.2278339999999999,0.227,0.226634,0.215934,0.221268,0.2251,0.2263339999999999,0.311809,0.2963,0.299936,0.297327,0.2963,0.3116179999999999,0.2963,0.311418,0.2963,0.3081089999999999,0.2963,0.3036089999999999,0.2054,0.2139339999999999,0.2137339999999999,0.2139,0.2091,0.2107,0.214534,0.2165
47,0.208612,0.229656,0.2288,0.2284,0.218,0.2237,0.2278,0.2277,0.314856,0.299856,0.304524,0.3013,0.299168,0.314856,0.299856,0.3145,0.299856,0.310512,0.299856,0.306056,0.2072,0.214956,0.215156,0.2147,0.210656,0.212156,0.2162,0.2176
48,0.2114559999999999,0.2316,0.230678,0.231256,0.2202,0.2258,0.230078,0.230778,0.318303,0.302706,0.3083,0.3051029999999999,0.303403,0.318303,0.302706,0.3176,0.302706,0.312815,0.302706,0.309503,0.209378,0.2163,0.2164,0.2156,0.2122,0.213478,0.217878,0.2191
49,0.2138,0.2334,0.2326,0.2341,0.2224,0.2281,0.2319,0.2324,0.3218,0.30505,0.3116,0.30795,0.30635,0.3218,0.30505,0.32135,0.30505,0.31585,0.30505,0.31235,0.2108,0.2177,0.2177,0.2162,0.2135,0.2149,0.2193,0.22
50,0.216122,0.235122,0.2356,0.236444,0.2253,0.229722,0.2341,0.2345,0.3254,0.3073,0.314497,0.3112,0.310094,0.3254,0.3073,0.3244,0.3073,0.319194,0.3073,0.3156,0.212622,0.219,0.2187,0.2176,0.2151,0.2168,0.220422,0.2208
