percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.011696,0.0,0.0,0.0,0.015196,0.016796,0.017196,0.0,0.055424,0.063484,0.062096,0.065888,0.063812,0.055424,0.063484,0.055424,0.063484,0.05848,0.063484,0.061324,0.0186,0.0,0.0,0.0,0.018992,0.019592,0.018992,0.0
1,0.0138,0.0223,0.022192,0.0,0.017492,0.0187,0.0208919999999999,0.021892,0.065396,0.074096,0.074592,0.074748,0.074488,0.065396,0.074096,0.065396,0.074096,0.067792,0.074096,0.071196,0.021292,0.0222,0.0228,0.0,0.0231,0.0243,0.0243,0.0228
2,0.015,0.025088,0.0274,0.0271879999999999,0.0188,0.0205,0.0228,0.0241639999999999,0.070972,0.081572,0.079572,0.081416,0.081772,0.070972,0.081572,0.0709,0.081572,0.072872,0.081572,0.075944,0.0225879999999999,0.0264,0.0281,0.0284,0.0251,0.025588,0.025588,0.0253
3,0.0159,0.028384,0.0285,0.0291,0.0197,0.0219,0.0241,0.0258,0.07578,0.0865959999999999,0.083888,0.0847,0.08648,0.07578,0.0865959999999999,0.075992,0.0865959999999999,0.0776,0.0865959999999999,0.0807,0.0236,0.0286,0.029,0.0294,0.0261,0.0271,0.0276,0.029
4,0.01698,0.0295,0.03018,0.0312,0.0207,0.0226,0.0258,0.02696,0.07844,0.0909,0.08652,0.08912,0.0905,0.0786,0.0909,0.0786,0.0909,0.0805,0.0909,0.08324,0.0246,0.0299,0.0302,0.0303,0.027,0.0282,0.02908,0.0297
5,0.0176,0.0302,0.0308,0.0318,0.0217,0.023476,0.0268,0.0288,0.08132,0.095444,0.089888,0.092944,0.094344,0.08132,0.095444,0.081644,0.095444,0.082632,0.095444,0.086288,0.0256,0.0311,0.0312,0.0318,0.027676,0.0289,0.0301,0.0302
6,0.018772,0.0309,0.0318,0.032272,0.0226,0.0244,0.0275,0.0299,0.083968,0.098168,0.092768,0.0953,0.0974,0.083968,0.098168,0.084068,0.098168,0.085768,0.098168,0.088868,0.026172,0.0319,0.032072,0.0327,0.0281,0.029572,0.031,0.0309
7,0.0196,0.031468,0.0325,0.0328,0.0233,0.0254679999999999,0.0281,0.0308,0.086368,0.100976,0.0944,0.0974,0.098992,0.086368,0.100976,0.086492,0.100976,0.088292,0.100976,0.0909,0.0269,0.0324,0.0329,0.0334,0.0284,0.03,0.0314,0.0319
8,0.0204,0.0323,0.0328,0.0331,0.024,0.026,0.0288,0.0312,0.088716,0.1031,0.096,0.099016,0.101448,0.088716,0.1031,0.0888,0.1031,0.090132,0.1031,0.093032,0.0274,0.033,0.0338,0.033964,0.029,0.0304,0.0317,0.0325639999999999
9,0.0209,0.03286,0.0331,0.0334,0.0247,0.0269,0.0293,0.03156,0.0906,0.10444,0.09768,0.1007,0.1031,0.0906,0.10444,0.09064,0.10444,0.0922,0.10444,0.09494,0.028,0.0343,0.0343,0.0344,0.0295,0.0307,0.032,0.0338
10,0.0217,0.0333,0.0336,0.033756,0.0253,0.027456,0.0298,0.032056,0.092464,0.1061,0.099228,0.1022,0.104328,0.092464,0.1061,0.0925,0.1061,0.094164,0.1061,0.096064,0.0285,0.035156,0.0348,0.0349,0.0301,0.0311,0.0323,0.0344
11,0.0222,0.0336,0.0341,0.034252,0.026,0.028,0.0309519999999999,0.0326,0.094088,0.1077,0.101,0.103588,0.106088,0.094088,0.1077,0.0941,0.1077,0.095388,0.1077,0.0974,0.0289,0.0355,0.0353,0.0358,0.0305,0.0315,0.0326519999999999,0.0349
12,0.0228,0.0341,0.0344,0.0346,0.0266,0.0286,0.0318,0.033,0.0953,0.1088,0.1021,0.1049119999999999,0.107512,0.0953,0.1088,0.0953,0.1088,0.0967,0.1088,0.0991,0.0293,0.0358,0.035748,0.0367,0.031,0.0319,0.0333,0.0356
13,0.023544,0.0345,0.0348,0.034944,0.027144,0.0292,0.0326,0.033344,0.096736,0.110572,0.103136,0.1061,0.1083,0.096736,0.110572,0.096636,0.110572,0.098236,0.110572,0.100808,0.0297,0.0361,0.0365,0.0377,0.0313,0.032344,0.034144,0.0359
14,0.0242,0.0349,0.0351,0.03564,0.0276,0.0297,0.033,0.034,0.0981,0.11226,0.1041199999999999,0.1077,0.1097,0.0981,0.11226,0.09806,0.11226,0.0997,0.11226,0.10216,0.0303,0.0364,0.0373,0.0384,0.0317,0.0328,0.0349,0.0363
15,0.025,0.035436,0.0354,0.0365,0.0281,0.0303,0.0334,0.0345,0.0991,0.1137,0.1055,0.108684,0.111468,0.0991,0.1137,0.0991,0.1137,0.1011,0.1137,0.1033,0.0305,0.0367,0.0379,0.0387,0.0321,0.0331,0.0354,0.0365
16,0.0257,0.0358,0.0358,0.0367,0.0288,0.0309,0.0337,0.0349,0.100208,0.1143,0.107,0.1102,0.1127,0.1002,0.1143,0.100324,0.1143,0.102208,0.1143,0.1044,0.0309,0.037,0.0385,0.039,0.0326,0.0334,0.035832,0.0368
17,0.0264279999999999,0.0361,0.0363,0.0369,0.0293,0.0313,0.034128,0.0356,0.101832,0.115532,0.1078,0.111632,0.1141,0.101732,0.115532,0.1019,0.115532,0.103432,0.115532,0.1056,0.0314,0.0375,0.0389,0.0392,0.032928,0.0339,0.0363,0.0371279999999999
18,0.027124,0.0365,0.0368,0.0372,0.0298,0.032,0.0347,0.0359,0.103056,0.1171,0.108856,0.1131,0.114956,0.103,0.1171,0.1031,0.1171,0.1045,0.1171,0.1068,0.0317,0.0382,0.0392,0.0393,0.0334,0.0343,0.0366,0.0374
19,0.0276,0.03692,0.0371,0.0377,0.0305,0.0325,0.0351,0.0363,0.1042,0.11798,0.1103,0.1143,0.1167,0.10418,0.11798,0.1043,0.11798,0.10558,0.11798,0.1079,0.0322,0.039,0.0395,0.0395,0.0339,0.0348,0.0371,0.0376
20,0.0281,0.0373,0.0377,0.0381,0.031,0.0331,0.0357,0.0367,0.1055,0.1193,0.1116,0.1152039999999999,0.117904,0.1054039999999999,0.1193,0.1055,0.1193,0.106804,0.1193,0.1088039999999999,0.0326159999999999,0.0393,0.0397,0.0398,0.0343,0.0352,0.0374,0.0378
21,0.0287,0.0377,0.0381,0.0384,0.031712,0.0337,0.0359,0.0372,0.106328,0.1205,0.113,0.116728,0.119328,0.1063,0.1205,0.1064,0.1205,0.1078,0.1205,0.1102,0.0331,0.0395,0.0401,0.0405,0.0348,0.0356,0.0377119999999999,0.038112
22,0.0292,0.0379,0.0385,0.0388,0.0325,0.034308,0.0363,0.0376,0.1074519999999999,0.1218,0.1143,0.1175519999999999,0.1204,0.1074,0.1218,0.1074519999999999,0.1218,0.1087,0.1218,0.1112519999999999,0.0337,0.0397,0.0405,0.041,0.0352,0.0361,0.0382,0.038508
23,0.0296,0.0384,0.0388,0.0391,0.033,0.0349,0.0368,0.0381,0.1082,0.1235,0.1156,0.119,0.1218,0.1082,0.1235,0.108276,0.1235,0.109776,0.1235,0.1126,0.0341039999999999,0.04,0.0408,0.0415,0.0357,0.0367,0.0384,0.0392
24,0.0302,0.039,0.0391,0.0396,0.0337,0.0356,0.0372,0.0386,0.1094,0.1245,0.1172,0.1202,0.123,0.1094,0.1245,0.1095,0.1245,0.1109,0.1245,0.1138,0.0347,0.0403,0.0412,0.0419,0.0362,0.0372,0.0387,0.04
25,0.0308,0.0395,0.0396,0.0402,0.0344,0.0362,0.0378,0.0392,0.1106,0.1255,0.117924,0.120824,0.1241,0.1106,0.1255,0.1106,0.1255,0.112148,0.1255,0.1151239999999999,0.0352,0.0408,0.0416,0.0424,0.0368,0.0376,0.0391,0.0404
26,0.031192,0.039892,0.040092,0.0406,0.0352,0.0369,0.0383,0.039492,0.1116,0.126748,0.119,0.1219,0.1251,0.111548,0.126748,0.1117,0.126748,0.1134,0.126748,0.1162,0.0357,0.0415,0.0421,0.0428,0.0373,0.038,0.039592,0.0408
27,0.0316,0.040288,0.040588,0.0412,0.035788,0.0375,0.0392,0.0399,0.113,0.127972,0.120172,0.122972,0.126,0.112972,0.127972,0.1131,0.127972,0.1147,0.127972,0.1172,0.0363,0.0424,0.0427,0.0435,0.0378,0.0384,0.039988,0.0413
