percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.092789,0.0,0.0,0.0,0.12323,0.143089,0.147952,0.145926,0.274656,0.280604,0.2826519999999999,0.28259,0.281952,0.274656,0.280604,0.2759319999999999,0.280604,0.277,0.280604,0.279538,0.0763,0.0,0.0,0.0,0.085552,0.0917,0.0963,0.095763
1,0.102826,0.175156,0.182726,0.0,0.1344,0.1509,0.1662779999999999,0.171982,0.2838799999999999,0.288704,0.2919,0.29248,0.292052,0.284456,0.288704,0.2835,0.288704,0.284684,0.288704,0.2893759999999999,0.082726,0.1003,0.101326,0.0,0.091426,0.095478,0.098926,0.100552
2,0.1117669999999999,0.1888,0.189467,0.1897889999999999,0.1411,0.1576,0.1773559999999999,0.1885559999999999,0.289314,0.2943,0.297714,0.297528,0.296214,0.289314,0.2943,0.290628,0.2943,0.291814,0.2943,0.294384,0.086378,0.102289,0.102789,0.1023,0.0953,0.0979,0.1011,0.1028
3,0.120704,0.1939519999999999,0.193052,0.196952,0.1474039999999999,0.163156,0.19,0.195752,0.293704,0.2977,0.303052,0.301552,0.300604,0.293704,0.2977,0.293256,0.2977,0.295952,0.2977,0.299504,0.089352,0.1044,0.104252,0.104904,0.098052,0.099852,0.1026,0.104
4,0.12693,0.1996,0.200915,0.20615,0.153915,0.16823,0.195915,0.1986149999999999,0.2973,0.30138,0.30629,0.30657,0.3044,0.2973,0.30138,0.2964,0.30138,0.29977,0.30138,0.30386,0.0926,0.1069,0.1075,0.108515,0.099415,0.1014,0.10493,0.1049
5,0.131356,0.204,0.207878,0.215578,0.1596,0.1737,0.197878,0.201878,0.300628,0.3061,0.3100279999999999,0.3106279999999999,0.308612,0.3008,0.3061,0.300428,0.3061,0.30334,0.3061,0.307,0.0953,0.110178,0.1127,0.1135,0.1012779999999999,0.1034,0.1064779999999999,0.107278
6,0.1359,0.2085,0.2165409999999999,0.2209,0.164141,0.1798,0.200482,0.2051,0.30453,0.309796,0.3126,0.3134,0.311932,0.305666,0.309796,0.3047,0.309796,0.306266,0.309796,0.310566,0.0973,0.1131,0.114441,0.1171,0.1032,0.1053,0.1082,0.1102
7,0.1396,0.2123,0.219508,0.2225,0.1673,0.1835,0.2032,0.2077,0.308304,0.313004,0.314908,0.3155,0.3143,0.308304,0.313004,0.3084,0.313004,0.309304,0.313004,0.3135,0.098904,0.1147,0.116528,0.1198,0.1042,0.1073,0.1094,0.114004
8,0.143,0.2146,0.221467,0.2238669999999999,0.171,0.187767,0.206,0.2106,0.3122,0.315784,0.3168,0.317384,0.317,0.3121,0.315784,0.3121,0.315784,0.311984,0.315784,0.3154,0.100467,0.1162,0.1188,0.1207,0.1057,0.1093,0.1118,0.1167
9,0.146,0.21703,0.2237,0.22603,0.17573,0.1915,0.2085,0.2132,0.3151,0.3178,0.3191,0.3191,0.3186,0.31506,0.3178,0.3147,0.3178,0.31528,0.3178,0.3167,0.1022,0.11836,0.12126,0.12283,0.1075,0.1109,0.1139,0.1184
10,0.1491,0.2210929999999999,0.2265,0.229893,0.1793,0.194293,0.2114,0.2158,0.3186,0.319318,0.320636,0.3205,0.3199,0.318272,0.319318,0.318118,0.319318,0.3175,0.319318,0.319,0.1035929999999999,0.1222,0.123293,0.1248,0.1089,0.1121,0.116393,0.1200929999999999
11,0.1529,0.2252,0.229656,0.2316119999999999,0.183,0.198,0.214,0.218156,0.321156,0.3205,0.322256,0.3222,0.321156,0.321156,0.3205,0.321056,0.3205,0.319212,0.3205,0.321056,0.1049,0.1241,0.1255119999999999,0.1267,0.1105,0.113256,0.119156,0.1216
12,0.1564,0.228819,0.232719,0.233838,0.186338,0.201819,0.216219,0.2217,0.3244,0.322194,0.324594,0.323594,0.3232,0.324594,0.322194,0.323694,0.322194,0.322076,0.322194,0.3238,0.1061,0.127419,0.127419,0.128319,0.112119,0.1145,0.121,0.123319
13,0.159682,0.2323,0.236182,0.236382,0.1901,0.204982,0.2183,0.224782,0.327,0.323864,0.326064,0.325432,0.325796,0.3274,0.323864,0.326532,0.323864,0.3252319999999999,0.323864,0.325632,0.1079,0.129382,0.1289,0.1313,0.113682,0.1163,0.1229,0.125746
14,0.1637799999999999,0.235145,0.23958,0.2380449999999999,0.1926,0.207145,0.2208,0.227645,0.32977,0.3263,0.32937,0.32814,0.32774,0.32994,0.3263,0.3295,0.3263,0.32808,0.3263,0.32857,0.1094,0.1304,0.131245,0.134145,0.115,0.1182449999999999,0.1243449999999999,0.1284449999999999
15,0.1681,0.238508,0.2414,0.239508,0.196,0.2099,0.222708,0.2312,0.332816,0.329508,0.332416,0.331108,0.3309,0.333108,0.329508,0.332416,0.329508,0.330408,0.329508,0.332608,0.1108,0.1317,0.133,0.1357,0.1164,0.1205,0.1261,0.1318
16,0.1709,0.2428,0.2429,0.2417,0.199342,0.212071,0.2246,0.233571,0.3353,0.332646,0.33593,0.335792,0.334246,0.335346,0.332646,0.334946,0.332646,0.333492,0.332646,0.335,0.1123,0.1328,0.136071,0.1368,0.1179,0.121971,0.1275,0.1328
17,0.173734,0.2447,0.245134,0.2448,0.202234,0.2139339999999999,0.226934,0.2377359999999999,0.337584,0.335484,0.340452,0.340168,0.3388839999999999,0.337852,0.335484,0.3373839999999999,0.335484,0.336568,0.335484,0.3389,0.1141339999999999,0.134734,0.1378339999999999,0.1384,0.1193,0.123,0.129,0.134
18,0.1764,0.247497,0.247697,0.2478,0.2044,0.2164,0.2292,0.2438,0.3403,0.3389,0.3427,0.342722,0.3417,0.340222,0.3389,0.340266,0.3389,0.340044,0.3389,0.341522,0.115397,0.136897,0.1404,0.139997,0.1205,0.1244,0.1302,0.1352
19,0.17952,0.2494,0.2496,0.25206,0.2071,0.21862,0.2311,0.24796,0.34266,0.3417,0.3446,0.3449,0.3442,0.3427,0.3417,0.3427,0.3417,0.3427,0.3417,0.34408,0.1167,0.1383,0.1416,0.142,0.1218,0.1257,0.13176,0.136
20,0.182369,0.252046,0.251423,0.2544,0.2094,0.2206,0.233823,0.250823,0.3449,0.3442,0.345898,0.346896,0.345798,0.3449,0.3442,0.3449,0.3442,0.3449,0.3442,0.345598,0.1185,0.1395,0.143,0.1431,0.1234,0.1267,0.1332,0.1373
21,0.185886,0.254,0.2526859999999999,0.255886,0.2127,0.222686,0.2366,0.2532,0.347236,0.3459359999999999,0.348372,0.348536,0.348536,0.347236,0.3459359999999999,0.347236,0.3459359999999999,0.347336,0.3459359999999999,0.348372,0.1197859999999999,0.1414859999999999,0.144,0.1442,0.1245,0.1279,0.1345,0.1382
22,0.1895,0.255649,0.2539,0.2571,0.2157,0.225,0.24,0.255249,0.349,0.3486,0.350074,0.3503,0.3497,0.348974,0.3486,0.349148,0.3486,0.3492,0.3486,0.349774,0.121,0.143849,0.145249,0.1456,0.1258,0.129249,0.135749,0.1394
23,0.192,0.2568,0.255824,0.258612,0.217712,0.226712,0.2427119999999999,0.257112,0.350912,0.3501,0.352,0.351812,0.3515,0.3509,0.3501,0.350912,0.3501,0.351,0.3501,0.351524,0.1226,0.1458,0.1471,0.1466,0.1276,0.1303,0.1374,0.1402
24,0.195375,0.2579,0.258975,0.2606,0.2203,0.2291,0.2447,0.2593,0.35245,0.3517,0.3544,0.35385,0.35375,0.3524,0.3517,0.3525,0.3517,0.3528,0.3517,0.35385,0.1237,0.1467,0.1479,0.1482,0.128975,0.1318,0.1394,0.1414
25,0.198976,0.2592,0.2615,0.2622,0.223038,0.230838,0.246938,0.2609,0.3555,0.3542,0.355888,0.356076,0.355088,0.355452,0.3542,0.3555,0.3542,0.3555,0.3542,0.355776,0.1255,0.1479,0.1488,0.1505,0.130538,0.1332,0.1409,0.1428
26,0.2017,0.261901,0.2633009999999999,0.2632,0.225901,0.233202,0.2492,0.2621,0.3577,0.3555,0.3586,0.3586,0.3569,0.357552,0.3555,0.3584259999999999,0.3555,0.3575259999999999,0.3555,0.3588,0.126901,0.149001,0.1501,0.1517,0.1316,0.1345,0.1426,0.1443
27,0.204264,0.2635,0.265164,0.264664,0.227992,0.2366,0.2514,0.263464,0.3597,0.356864,0.36,0.3603,0.3586,0.3597,0.356864,0.360228,0.356864,0.359664,0.356864,0.360264,0.128,0.150528,0.1514,0.152764,0.1328,0.136264,0.144,0.145864
28,0.207227,0.265027,0.266727,0.2664,0.2303,0.238927,0.254327,0.264927,0.362306,0.3594,0.362002,0.362104,0.3601,0.362306,0.3594,0.3627,0.3594,0.3619,0.3594,0.362302,0.129,0.1516,0.1528,0.1535,0.1342,0.1383,0.1449,0.147427
29,0.2104899999999999,0.2669,0.26809,0.26809,0.23259,0.2413,0.2564,0.2664,0.3641,0.36122,0.36414,0.36374,0.36184,0.3641,0.36122,0.3643,0.36122,0.3639,0.36122,0.3642,0.1302,0.15239,0.1543,0.1542,0.1357,0.1401,0.1456,0.14939
30,0.2133,0.2688,0.2693,0.271,0.2355,0.2447,0.2587,0.2674,0.3654,0.363,0.3654,0.365056,0.363878,0.3654779999999999,0.363,0.365856,0.363,0.3653,0.363,0.3654,0.1314,0.1532,0.1551,0.155753,0.137053,0.141853,0.1465,0.150753
31,0.216332,0.2701,0.270716,0.273916,0.237616,0.247,0.2618,0.268416,0.367232,0.3644,0.367,0.366416,0.365216,0.367432,0.3644,0.368116,0.3644,0.367,0.3644,0.3671,0.1326,0.1539,0.1558,0.1569,0.1386,0.143116,0.1475,0.1519
32,0.2196,0.2719,0.2727,0.2754,0.240179,0.2493,0.2648,0.269979,0.3698,0.3662,0.368654,0.368054,0.366954,0.3698,0.3662,0.370154,0.3662,0.3695,0.3662,0.3695,0.1338,0.1546,0.156879,0.158,0.1402,0.1445,0.148279,0.153
33,0.2222,0.2738,0.274,0.2766,0.2425,0.251542,0.267042,0.2713,0.3714,0.367292,0.3701919999999999,0.3696,0.368792,0.371392,0.367292,0.372184,0.367292,0.371092,0.367292,0.3713,0.1349,0.155442,0.1581,0.1594,0.1414,0.145942,0.1491,0.1537
34,0.224405,0.275105,0.275205,0.2791,0.2446,0.2542049999999999,0.2691,0.2728,0.3741299999999999,0.3695,0.372,0.37146,0.3705299999999999,0.3741299999999999,0.3695,0.37483,0.3695,0.3731,0.3695,0.3733,0.136,0.1564,0.159,0.1605,0.142705,0.1472,0.1501,0.1552
35,0.2280719999999999,0.2762,0.2775,0.2808,0.2467,0.2569,0.2703679999999999,0.2739,0.3761,0.370868,0.3746,0.373968,0.372,0.3761,0.370868,0.3766,0.370868,0.375336,0.370868,0.3752,0.1377,0.1576,0.1599679999999999,0.1613679999999999,0.144,0.1482679999999999,0.1519,0.155768
36,0.2316,0.278562,0.28,0.2832,0.249,0.259731,0.272,0.2756,0.378112,0.373206,0.376206,0.376006,0.374412,0.3781,0.373206,0.378606,0.373206,0.377412,0.373206,0.377306,0.1388,0.159031,0.161,0.162,0.1452,0.1494,0.1535,0.1569
37,0.233994,0.2804,0.283288,0.2858,0.251594,0.262194,0.2735,0.277,0.380244,0.375244,0.378188,0.3779,0.376188,0.380088,0.375244,0.380788,0.375244,0.379976,0.375244,0.3796,0.139894,0.16,0.162,0.1626,0.1468,0.1504,0.1548,0.158
38,0.2373,0.2822,0.285114,0.288657,0.254057,0.264757,0.275514,0.278357,0.3832,0.3774,0.380864,0.379282,0.3779,0.3832,0.3774,0.3837,0.3774,0.3836819999999999,0.3774,0.383146,0.141,0.1611,0.1629,0.1634,0.1484,0.151957,0.1558,0.1591
39,0.24082,0.284,0.28744,0.2905,0.2565,0.2676,0.2776,0.2798,0.3856,0.37952,0.38312,0.38156,0.38042,0.38544,0.37952,0.3856,0.37952,0.38592,0.37952,0.38566,0.1422,0.1619,0.1637,0.1642,0.1498,0.1534,0.1566,0.15982
40,0.243,0.2855,0.2897,0.2918,0.258783,0.27,0.2801659999999999,0.280883,0.389016,0.381858,0.3853,0.3845,0.382316,0.388858,0.381858,0.3889,0.381858,0.389274,0.381858,0.3882159999999999,0.1434829999999999,0.1628,0.1643,0.1649,0.1508,0.1543,0.1573,0.1606
41,0.246692,0.2867,0.291246,0.293,0.2618,0.271946,0.282646,0.282,0.392496,0.384696,0.387888,0.385796,0.385,0.39218,0.384696,0.391692,0.384696,0.392884,0.384696,0.3909,0.1449,0.163646,0.1649,0.1661,0.1518,0.1551,0.1581,0.161446
42,0.2496089999999999,0.288,0.2932,0.294409,0.264009,0.274109,0.284709,0.2836,0.396102,0.387468,0.390434,0.388534,0.387934,0.3955,0.387468,0.395302,0.387468,0.3959,0.387468,0.394568,0.1462,0.1644,0.1654,0.1668,0.1533,0.1561,0.1588,0.1624
43,0.2529,0.2896,0.2949,0.2955,0.267072,0.276472,0.2869,0.285172,0.3984,0.389672,0.394172,0.391388,0.390316,0.3976,0.389672,0.3976,0.389672,0.398472,0.389672,0.3975,0.1477719999999999,0.1652,0.1663,0.1673,0.1543,0.1571,0.1597,0.1633719999999999
44,0.2561,0.2918,0.2964,0.2965,0.2703,0.2795,0.2886,0.287235,0.40181,0.3928,0.39696,0.3952,0.39422,0.4007,0.3928,0.40071,0.3928,0.40281,0.3928,0.4007,0.149135,0.1658,0.1673,0.168235,0.1555,0.1582,0.161,0.164535
45,0.258898,0.2945979999999999,0.298298,0.297198,0.2733,0.281698,0.290698,0.2894,0.404896,0.3955,0.4008,0.397548,0.396996,0.4041,0.3955,0.4041,0.3955,0.405396,0.3955,0.4041,0.1505,0.1665,0.168198,0.169298,0.1567,0.159198,0.162098,0.1658
46,0.2633609999999999,0.2965,0.3002,0.298,0.2761829999999999,0.283861,0.2924,0.291,0.407,0.398186,0.4038719999999999,0.3998,0.4005,0.4063719999999999,0.398186,0.4062,0.398186,0.407686,0.398186,0.4063719999999999,0.1522,0.1673,0.1694609999999999,0.1697,0.1579,0.1601,0.1635,0.1669
47,0.266024,0.298724,0.3017,0.2989,0.2796,0.2863,0.2942,0.2932,0.409248,0.401224,0.406424,0.404148,0.403324,0.408848,0.401224,0.409,0.401224,0.410796,0.401224,0.409024,0.1536,0.1682,0.1706,0.1708,0.1588239999999999,0.1611239999999999,0.1651,0.1683239999999999
48,0.2688,0.3007,0.3028,0.2996,0.283387,0.2886,0.2960739999999999,0.294887,0.412286,0.4043239999999999,0.408262,0.406024,0.4062099999999999,0.4116,0.4043239999999999,0.411662,0.4043239999999999,0.4131,0.4043239999999999,0.4112,0.154887,0.1695,0.1724,0.1727,0.1603,0.162287,0.1668,0.1692
49,0.2713,0.3021,0.3043,0.3007,0.2869,0.291,0.29815,0.2968,0.4138,0.407,0.4108,0.4086,0.4095,0.4135,0.407,0.4135,0.407,0.4154,0.407,0.413,0.15655,0.1707,0.1733,0.1739,0.1613,0.16355,0.1682,0.17
50,0.274113,0.3036,0.3055,0.3018,0.2907,0.2933,0.300213,0.298313,0.4166,0.4106,0.4129379999999999,0.411538,0.411738,0.416276,0.4106,0.4162,0.4106,0.4174,0.4106,0.415638,0.1581,0.1717,0.1744,0.1754,0.1628,0.164913,0.1694,0.171013
51,0.2773,0.3053,0.306376,0.3038,0.294004,0.296628,0.3022,0.3001,0.4182,0.412852,0.415052,0.4144,0.4134,0.417676,0.412852,0.4176,0.412852,0.419852,0.412852,0.4176,0.1595,0.172576,0.1754,0.177,0.1639,0.1662,0.170476,0.1721
52,0.2807,0.3066,0.307139,0.3062,0.297578,0.3003560000000001,0.304939,0.3031,0.420814,0.4145,0.417,0.415414,0.4162,0.4207,0.4145,0.420414,0.4145,0.421228,0.4145,0.419914,0.1611,0.1735,0.1762,0.1777,0.1651,0.1673,0.172,0.173139
