percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.090316,0.197606,0.1113020000000003,0.0,0.138848,0.153906,0.169148,0.182358,0.214602,0.2376,0.228507,0.2334169999999999,0.236807,0.214602,0.2376,0.214603,0.2376,0.215604,0.2376,0.221802,0.1667799999999999,0.215458,0.2104,0.0,0.183806,0.186918,0.197026,0.215058
1,0.10178,0.203076,0.20354,0.204332,0.151992,0.162612,0.185964,0.206932,0.23101,0.24401,0.237804,0.242904,0.244702,0.23101,0.24401,0.231506,0.24401,0.228404,0.24401,0.231904,0.180032,0.2184,0.215932,0.216664,0.1919479999999999,0.196916,0.209396,0.2224
2,0.1135439999999999,0.223774,0.229792,0.2191179999999999,0.1601919999999999,0.1707,0.2066,0.213048,0.242103,0.2493,0.243206,0.247303,0.249303,0.24223,0.2493,0.239918,0.2493,0.2399,0.2493,0.240809,0.185248,0.2212,0.221344,0.22237,0.196022,0.201296,0.215874,0.225548
3,0.12824,0.230732,0.239964,0.239732,0.1666,0.176364,0.218128,0.223164,0.251044,0.251804,0.249316,0.250504,0.251908,0.249324,0.251804,0.2493199999999999,0.251804,0.247432,0.251804,0.248104,0.189428,0.224164,0.2275599999999999,0.226332,0.200332,0.206164,0.219732,0.229432
4,0.14109,0.2378,0.24888,0.24969,0.17345,0.1819899999999999,0.22553,0.2297,0.25652,0.25602,0.253425,0.254525,0.25533,0.2565,0.25602,0.258115,0.25602,0.25501,0.25602,0.253805,0.19329,0.2343,0.23058,0.2278899999999999,0.20239,0.2099,0.22617,0.23318
5,0.149344,0.246948,0.252092,0.2552,0.177448,0.190336,0.2313,0.235348,0.265112,0.260906,0.258106,0.259518,0.259606,0.265378,0.260906,0.267036,0.260906,0.26253,0.260906,0.258618,0.1962,0.237248,0.241644,0.2348,0.205448,0.214148,0.2314,0.236248
6,0.153512,0.250918,0.255706,0.258218,0.1820179999999999,0.198048,0.234918,0.239906,0.2731,0.264614,0.263507,0.2652069999999999,0.2637069999999999,0.273514,0.264821,0.2739209999999999,0.264821,0.269514,0.264614,0.264614,0.199106,0.244718,0.24596,0.242042,0.2107,0.216212,0.2342,0.239106
7,0.158528,0.2546,0.260928,0.261812,0.187692,0.204748,0.238928,0.243364,0.278324,0.268308,0.269624,0.269316,0.2683,0.278708,0.268308,0.278708,0.268464,0.276116,0.268308,0.271524,0.201364,0.247164,0.2508,0.251756,0.2137,0.219356,0.238156,0.241364
8,0.163066,0.258122,0.262722,0.265144,0.192844,0.215744,0.2416,0.245922,0.282418,0.273245,0.274918,0.274109,0.274009,0.282627,0.273245,0.283918,0.273709,0.2799359999999999,0.273245,0.2782,0.2040219999999999,0.2506,0.254822,0.254766,0.217222,0.2249219999999999,0.2411,0.2424
9,0.1687,0.26388,0.265,0.2666,0.19798,0.22188,0.24398,0.25086,0.28662,0.27603,0.27884,0.27803,0.2763,0.2870399999999999,0.2763,0.28902,0.2763,0.28403,0.27603,0.28111,0.20664,0.2536,0.25764,0.2596799999999999,0.21988,0.2285,0.24498,0.2444
10,0.1721,0.267938,0.268238,0.2717759999999999,0.202538,0.227414,0.2457,0.2567419999999999,0.2916,0.280522,0.284233,0.2818,0.2813,0.292122,0.280744,0.293411,0.280744,0.288677,0.280522,0.285133,0.208638,0.255538,0.2599,0.26179,0.223138,0.231438,0.247652,0.247838
11,0.1757,0.2703,0.2707799999999999,0.274796,0.208496,0.2301,0.2482919999999999,0.260596,0.2946479999999999,0.2840479999999999,0.288812,0.285324,0.284812,0.2956479999999999,0.284424,0.2971,0.2840479999999999,0.293412,0.2840479999999999,0.289912,0.2109799999999999,0.257376,0.2620719999999999,0.263896,0.225996,0.235168,0.2505,0.2522
12,0.1798539999999999,0.2723,0.273854,0.2771,0.214554,0.235008,0.250354,0.263054,0.298726,0.2869,0.292226,0.290826,0.289039,0.299326,0.287613,0.301213,0.287026,0.2976,0.2869,0.295026,0.2129,0.259254,0.265054,0.2651,0.2298,0.2387,0.252854,0.256
13,0.183812,0.276012,0.2769,0.278924,0.2194,0.240136,0.253324,0.2665,0.302242,0.289856,0.297,0.2953,0.294828,0.303,0.291128,0.304128,0.290284,0.301328,0.289856,0.2975,0.215424,0.26316,0.2674,0.2669,0.2332,0.242612,0.255812,0.260648
14,0.1875399999999999,0.27771,0.2786099999999999,0.28157,0.2242799999999999,0.2436799999999999,0.25634,0.26917,0.306215,0.295415,0.3006149999999999,0.29933,0.2991299999999999,0.305945,0.296215,0.30843,0.2955299999999999,0.303745,0.295415,0.300715,0.21797,0.2666,0.2686,0.2683,0.23787,0.24617,0.25807,0.2629
15,0.19024,0.2803279999999999,0.281628,0.2839,0.2272,0.246256,0.259428,0.272028,0.309216,0.299832,0.3035,0.304416,0.302596,0.309316,0.300432,0.311216,0.3,0.306416,0.299832,0.304,0.2201,0.269928,0.2695,0.270128,0.241,0.249356,0.26054,0.2649
16,0.19593,0.283586,0.2838,0.285572,0.231372,0.248986,0.261886,0.273672,0.313034,0.302768,0.3082169999999999,0.307617,0.306517,0.313034,0.3046169999999999,0.313517,0.3035,0.310117,0.302768,0.3068,0.222086,0.2718859999999999,0.2703859999999999,0.271686,0.243086,0.2536859999999999,0.263886,0.266486
17,0.199888,0.285844,0.2877,0.2868,0.234944,0.2522,0.265644,0.2753,0.315818,0.306772,0.311036,0.3122359999999999,0.311618,0.316318,0.310318,0.316318,0.306772,0.3118,0.306772,0.310518,0.224244,0.273,0.271444,0.2735,0.244544,0.256844,0.265944,0.268144
18,0.204402,0.2871,0.289802,0.289302,0.240002,0.25491,0.267202,0.278408,0.319,0.3132379999999999,0.315195,0.3157379999999999,0.316138,0.319019,0.314519,0.3193,0.3132379999999999,0.314138,0.3132379999999999,0.3139,0.227802,0.274,0.272202,0.274504,0.246402,0.2592,0.267902,0.270304
19,0.20904,0.28888,0.2923,0.29156,0.24336,0.25806,0.2703,0.2813,0.32132,0.3188,0.31792,0.32112,0.32048,0.32242,0.31982,0.32252,0.3188,0.31706,0.3188,0.31676,0.23166,0.2749,0.27326,0.27566,0.24866,0.2612,0.26926,0.27282
20,0.212,0.2915359999999999,0.2962,0.2949,0.246936,0.2612,0.273418,0.284018,0.324421,0.321963,0.321121,0.325184,0.3244729999999999,0.324542,0.3229,0.324221,0.321963,0.319921,0.321963,0.319721,0.233754,0.2763,0.274218,0.276818,0.251536,0.263118,0.2709,0.275218
21,0.215576,0.293676,0.2985,0.2978,0.250376,0.2639,0.2754,0.2879,0.329222,0.326022,0.326122,0.33,0.329622,0.329522,0.328222,0.327744,0.326022,0.323876,0.326022,0.3233,0.2364,0.2778,0.2753759999999999,0.2782759999999999,0.254,0.265576,0.2724,0.277076
22,0.21967,0.2962,0.300734,0.300334,0.254002,0.2663,0.2772,0.29177,0.332392,0.329023,0.3282,0.332823,0.3333,0.3328,0.332015,0.332223,0.329023,0.3276,0.329023,0.3264,0.239268,0.2788339999999999,0.277234,0.279734,0.257836,0.267968,0.274734,0.2787
23,0.224684,0.3012,0.3021,0.3058,0.2578,0.2692,0.2785,0.2937,0.334324,0.3341,0.331424,0.3357,0.336124,0.334624,0.335024,0.334648,0.3341,0.330824,0.3341,0.330024,0.2417839999999999,0.2798,0.2810519999999999,0.282692,0.2602839999999999,0.270476,0.2764,0.280692
24,0.2284,0.30465,0.3033,0.3077499999999999,0.2625,0.2737,0.2819,0.29705,0.336125,0.336925,0.335,0.338025,0.3385,0.3364,0.3374,0.3364,0.336925,0.333625,0.336925,0.333325,0.24595,0.2816,0.2857,0.28495,0.26205,0.2725,0.27795,0.2825499999999999
25,0.232116,0.3092,0.3066,0.310408,0.267924,0.276716,0.285224,0.299408,0.339126,0.3388259999999999,0.337578,0.340026,0.3404,0.339526,0.339526,0.340726,0.3388259999999999,0.336952,0.3388259999999999,0.335552,0.248008,0.284208,0.288008,0.288608,0.264324,0.2742,0.279608,0.2841
26,0.234898,0.311632,0.309332,0.312032,0.272096,0.2793,0.288898,0.304564,0.3416,0.341027,0.340054,0.3427,0.343454,0.3423,0.3418,0.343908,0.341,0.340235,0.341027,0.337554,0.249332,0.286166,0.291,0.291232,0.267798,0.275466,0.2808,0.285166
27,0.2383,0.3151,0.31462,0.3137,0.275424,0.282724,0.291772,0.308524,0.345056,0.343684,0.343184,0.346,0.346128,0.345628,0.344328,0.345928,0.343528,0.343428,0.343684,0.340628,0.2522,0.2877,0.2917,0.294724,0.270824,0.2771,0.2819,0.286224
28,0.240864,0.3176819999999999,0.3181,0.315264,0.277982,0.2843819999999999,0.295782,0.314282,0.348487,0.346129,0.3459,0.3484,0.349129,0.3497159999999999,0.3465,0.3496,0.346129,0.3459,0.346129,0.3429,0.2552919999999999,0.2889819999999999,0.2931,0.2963,0.2723,0.278582,0.2834819999999999,0.2876
29,0.2433,0.3197,0.3207,0.3239399999999999,0.2805,0.28798,0.29916,0.31708,0.35319,0.3491,0.34863,0.35033,0.35129,0.35373,0.3493,0.35392,0.3491,0.34846,0.3491,0.34719,0.258,0.2916,0.2950399999999999,0.2974,0.27434,0.28004,0.2848799999999999,0.28954
30,0.246798,0.321498,0.322598,0.3293,0.2819979999999999,0.2915,0.302798,0.319894,0.3564,0.350631,0.3508,0.353224,0.3536,0.356493,0.351231,0.3567929999999999,0.350531,0.3514,0.350631,0.350631,0.261098,0.293296,0.297498,0.298698,0.276098,0.281398,0.2862,0.291298
31,0.250368,0.323612,0.325456,0.3325,0.286212,0.2951,0.3066,0.323212,0.360332,0.352228,0.353164,0.3559,0.356032,0.361664,0.353,0.3616,0.352228,0.3538,0.352228,0.3538,0.264356,0.2959,0.2989,0.300656,0.2778,0.2827,0.287456,0.293356
32,0.253814,0.3258419999999999,0.329114,0.3357,0.288314,0.297314,0.3095279999999999,0.32637,0.362932,0.3551,0.356,0.3594,0.358666,0.363733,0.356433,0.363333,0.355466,0.355666,0.3551,0.355933,0.2667,0.297842,0.3003,0.302014,0.280214,0.284514,0.288714,0.2951
33,0.257072,0.3275,0.331872,0.337272,0.2914,0.300644,0.314672,0.329172,0.365804,0.357234,0.359734,0.3618,0.3617,0.366668,0.358334,0.3663,0.357734,0.359968,0.357234,0.3579,0.269988,0.300372,0.3017,0.3035,0.2824,0.286172,0.289972,0.296572
34,0.26093,0.32919,0.341,0.34023,0.29363,0.3024,0.3183,0.3304,0.370135,0.3600049999999999,0.361635,0.363475,0.3638,0.370135,0.3617,0.3697,0.3603699999999999,0.36244,0.3600049999999999,0.3605,0.27213,0.30136,0.30343,0.3044,0.2841,0.28713,0.2916,0.29773
35,0.2643,0.3321759999999999,0.344188,0.342688,0.2970879999999999,0.3039759999999999,0.3204,0.3326,0.3734,0.3624,0.363708,0.365972,0.366036,0.372936,0.364008,0.372836,0.3624,0.36588,0.3624,0.362836,0.2752759999999999,0.3028,0.3053,0.3056,0.2854879999999999,0.2888,0.292788,0.2995879999999999
36,0.268446,0.334192,0.3468,0.345246,0.300392,0.305946,0.323246,0.334046,0.377937,0.364674,0.366237,0.369,0.369037,0.377333,0.366537,0.37687,0.364837,0.368037,0.364674,0.365037,0.2772,0.304146,0.306746,0.3065,0.287192,0.29,0.2944,0.3009
37,0.272104,0.339404,0.349408,0.3480199999999999,0.302704,0.308408,0.325704,0.335904,0.3822379999999999,0.367338,0.368438,0.3706379999999999,0.372038,0.3818,0.370038,0.3809,0.367576,0.3705,0.367338,0.366928,0.279604,0.305,0.308004,0.3077,0.288804,0.291812,0.296204,0.3024
38,0.276224,0.342124,0.351462,0.350962,0.305024,0.3106,0.328824,0.3384,0.387139,0.369939,0.370517,0.3729,0.3744,0.387339,0.3715779999999999,0.3854169999999999,0.370439,0.3731,0.369939,0.3696,0.281786,0.306624,0.308962,0.308662,0.290462,0.293562,0.297862,0.3043
39,0.28042,0.34532,0.3533,0.35742,0.30774,0.31344,0.3332,0.3403,0.38934,0.37174,0.3729,0.3751,0.37652,0.3917,0.37344,0.3891,0.37184,0.37562,0.37174,0.37198,0.2832,0.3078,0.31072,0.3104,0.2919,0.2951,0.2999,0.3051
40,0.283678,0.347178,0.3554779999999999,0.3605779999999999,0.310556,0.316278,0.335856,0.3419,0.3951639999999999,0.373441,0.3745,0.3772,0.3782,0.395223,0.375941,0.393982,0.373782,0.380664,0.373441,0.3737,0.2858779999999999,0.3090779999999999,0.3123,0.311878,0.2938,0.296778,0.3015779999999999,0.3066779999999999
41,0.288772,0.349836,0.3571,0.363108,0.31428,0.319436,0.338536,0.343636,0.399242,0.3762939999999999,0.3767,0.379642,0.379984,0.398842,0.378684,0.396884,0.376378,0.384442,0.3762939999999999,0.376484,0.2875,0.310172,0.3139,0.313372,0.2958,0.2981,0.303236,0.307736
42,0.293194,0.3524,0.360376,0.365788,0.317782,0.322094,0.3409,0.3464,0.404243,0.3789,0.3791,0.381243,0.3821859999999999,0.4030289999999999,0.3806,0.4008,0.3789,0.3876,0.3789,0.379243,0.288894,0.3116939999999999,0.3158,0.316594,0.297788,0.2998,0.305494,0.308988
43,0.2971519999999999,0.355952,0.3645,0.3665,0.320604,0.325452,0.343804,0.349152,0.4078,0.380644,0.381288,0.3835,0.384088,0.407188,0.382176,0.405244,0.380744,0.389644,0.380644,0.3809,0.291,0.313352,0.316552,0.318552,0.2995,0.301252,0.3075,0.311152
44,0.30004,0.36,0.36871,0.36891,0.3232,0.32951,0.34641,0.3509,0.4126,0.383145,0.382945,0.3859,0.38609,0.41269,0.3847,0.408235,0.383145,0.3925,0.383145,0.382745,0.29312,0.31601,0.31901,0.3205,0.30131,0.30321,0.3088,0.3131
45,0.30394,0.362968,0.3720480000000001,0.370804,0.3256,0.3319,0.348868,0.3527,0.418492,0.385646,0.385,0.388146,0.388746,0.4184,0.387246,0.411838,0.385646,0.3947,0.385646,0.385146,0.295372,0.319368,0.320604,0.3223,0.3028,0.304868,0.310436,0.315168
46,0.30803,0.366426,0.376504,0.372678,0.327326,0.3347259999999999,0.3512,0.356226,0.4224469999999999,0.388547,0.3876,0.390847,0.3912469999999999,0.4221939999999999,0.3898939999999999,0.4169,0.388547,0.3968469999999999,0.388547,0.3876,0.2976,0.3223,0.3222259999999999,0.324052,0.30423,0.3063,0.3123,0.3166
47,0.311984,0.369268,0.3803519999999999,0.378336,0.3297839999999999,0.338684,0.353836,0.3591,0.4264,0.391048,0.3897,0.393248,0.393692,0.42524,0.3925,0.420144,0.391148,0.4002,0.391048,0.389744,0.299984,0.3236679999999999,0.3235,0.3257,0.306784,0.307784,0.314984,0.317784
48,0.316926,0.373142,0.383484,0.385242,0.3324,0.3423,0.355842,0.362042,0.430149,0.393496,0.392549,0.396147,0.397598,0.429098,0.394449,0.4238,0.3933,0.401449,0.393496,0.392049,0.301784,0.324742,0.3252,0.326942,0.3084,0.3092,0.317742,0.319184
49,0.3207,0.379,0.3871,0.3929,0.3355,0.3442,0.3577,0.3651,0.43465,0.396,0.3949,0.3983,0.40005,0.4337499999999999,0.39735,0.4267,0.396,0.404,0.396,0.3943,0.3046,0.3254,0.3276,0.3287,0.3109,0.312,0.3209,0.3208
50,0.3248319999999999,0.3854959999999999,0.3882,0.3973159999999999,0.338874,0.3470899999999999,0.360616,0.366658,0.4387,0.398702,0.3972509999999999,0.400651,0.4020019999999999,0.4384,0.3993509999999999,0.430702,0.398902,0.406051,0.398702,0.397353,0.3066159999999999,0.326558,0.330258,0.3309,0.3139,0.313658,0.322458,0.323658
51,0.327716,0.390616,0.389248,0.3994,0.341516,0.349732,0.363016,0.3693,0.442,0.4005039999999999,0.3996,0.402952,0.404,0.440752,0.401804,0.434052,0.4005039999999999,0.4088,0.4005039999999999,0.400052,0.3095,0.327616,0.332616,0.3331,0.316316,0.316132,0.324416,0.325996
52,0.331374,0.393548,0.392648,0.4008,0.3446,0.353374,0.365922,0.3721,0.445206,0.4034,0.4022529999999999,0.4053,0.4067,0.443759,0.4045,0.437,0.4034,0.412106,0.4034,0.403606,0.313374,0.329274,0.3367,0.3354,0.3175,0.319222,0.3262,0.3295
53,0.335132,0.397832,0.4013,0.4042,0.3489,0.3563,0.3697,0.377132,0.4505,0.4055,0.4047,0.4077,0.409208,0.446154,0.406654,0.439254,0.4055,0.415562,0.4055,0.4064,0.315496,0.3319,0.338432,0.336832,0.3193,0.3214920000000001,0.328632,0.3306
54,0.33869,0.40119,0.40795,0.40666,0.3514,0.35919,0.37259,0.38189,0.45671,0.409555,0.40691,0.41021,0.411755,0.4512,0.410155,0.4421,0.40971,0.41941,0.409555,0.408555,0.3176,0.3348899999999999,0.33999,0.33779,0.32176,0.32525,0.331,0.3323
55,0.342832,0.4033,0.4128,0.408048,0.355348,0.363748,0.3735,0.385896,0.460212,0.413256,0.409224,0.412356,0.413456,0.457512,0.413656,0.4455,0.413256,0.421456,0.413256,0.409856,0.319944,0.340144,0.3412,0.3389,0.324548,0.328,0.3327,0.334592
56,0.347012,0.405112,0.4166,0.410306,0.359112,0.366406,0.376406,0.3889,0.464657,0.4157,0.4126,0.414857,0.415914,0.462157,0.416114,0.450071,0.4157,0.4243,0.4157,0.413714,0.323312,0.343706,0.3423,0.34,0.3265,0.3312,0.3345180000000001,0.3379
57,0.351,0.4078639999999999,0.4184639999999999,0.4123,0.3628919999999999,0.3702,0.3784639999999999,0.3936,0.4681479999999999,0.418674,0.4159,0.417658,0.418658,0.4651,0.419658,0.4523319999999999,0.418674,0.428874,0.418674,0.417274,0.326128,0.346,0.344,0.3411639999999999,0.328464,0.3336,0.337064,0.3401639999999999
58,0.356966,0.414422,0.419722,0.414922,0.367522,0.3746,0.3824,0.399132,0.4742,0.421259,0.4186769999999999,0.4213,0.421218,0.4692179999999999,0.4217,0.457677,0.421259,0.4321589999999999,0.421259,0.42,0.329322,0.3483,0.3451,0.343,0.3313,0.3358,0.34,0.342866
59,0.36084,0.4199599999999999,0.4214799999999999,0.41608,0.3701799999999999,0.3778,0.3846799999999999,0.40568,0.4764199999999999,0.4234,0.4214799999999999,0.4232,0.423,0.4736399999999999,0.4238,0.4609599999999999,0.4234,0.43672,0.4234,0.42336,0.3316,0.35006,0.34636,0.34508,0.33318,0.3391,0.3426,0.3473799999999999
60,0.365938,0.42299,0.4241379999999999,0.4188,0.3726759999999999,0.3813379999999999,0.388038,0.4095,0.4798,0.4262659999999999,0.4245,0.424961,0.424622,0.4761829999999999,0.4269,0.4643,0.4262659999999999,0.438461,0.4262659999999999,0.426122,0.3338379999999999,0.3512,0.348338,0.3481,0.3355519999999999,0.341738,0.3457139999999999,0.3503
61,0.3701879999999999,0.429988,0.4256,0.420896,0.375596,0.386596,0.391188,0.416388,0.483562,0.4284,0.426886,0.427162,0.427886,0.4796859999999999,0.429062,0.4675,0.4284,0.4421,0.4284,0.4278,0.335796,0.3524,0.3514919999999999,0.352196,0.338592,0.344292,0.3478,0.3535
62,0.374662,0.433754,0.427454,0.423008,0.379954,0.391654,0.3941,0.4217079999999999,0.487715,0.430789,0.429626,0.4295,0.430352,0.4835629999999999,0.431063,0.471726,0.4309,0.445141,0.430789,0.430541,0.339108,0.353708,0.3524,0.356362,0.341054,0.347608,0.349908,0.355454
