percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.059139,0.0,0.0,0.0,0.090152,0.106339,0.130304,0.133913,0.111895,0.105999,0.113486,0.114699,0.112284,0.111895,0.105999,0.111895,0.105999,0.112098,0.105999,0.113486,0.1561999999999999,0.16122,0.1614,0.16218,0.16126,0.1561999999999999,0.16122,0.1566,0.16122,0.15758,0.16122,0.16018,0.1132649999999999,0.0,0.0,0.0,0.124213,0.132613,0.143813,0.148113
1,0.072304,0.1319,0.0,0.0,0.098608,0.115726,0.135704,0.140478,0.1216,0.114586,0.123,0.119998,0.118596,0.1216,0.114586,0.1216,0.114586,0.122096,0.114586,0.122096,0.1640599999999999,0.16562,0.16736,0.16716,0.16552,0.1640599999999999,0.16562,0.16474,0.16562,0.1649999999999999,0.16562,0.16702,0.1177,0.150726,0.0,0.0,0.1287,0.137526,0.1491,0.1541259999999999
2,0.076978,0.1425,0.1391389999999999,0.0,0.107017,0.121956,0.138,0.1425,0.128779,0.1184969999999999,0.1289,0.127194,0.122694,0.128779,0.1184969999999999,0.128779,0.1184969999999999,0.129773,0.1184969999999999,0.128794,0.16902,0.1707,0.17164,0.17048,0.1707,0.16918,0.1707,0.16928,0.1707,0.1696399999999999,0.1707,0.1708599999999999,0.1219,0.153778,0.153439,0.0,0.1336,0.1402,0.152717,0.155139
3,0.082652,0.1444,0.143452,0.1403,0.110252,0.126752,0.139908,0.1438,0.137088,0.123496,0.1346919999999999,0.131292,0.1273,0.137088,0.123496,0.137088,0.123496,0.137296,0.123496,0.13658,0.17378,0.1759399999999999,0.17604,0.17708,0.17588,0.17378,0.1759399999999999,0.1739399999999999,0.1759399999999999,0.1739,0.1759399999999999,0.17584,0.1249,0.1557,0.1547,0.152752,0.1362519999999999,0.1418,0.154352,0.1561
4,0.0876649999999999,0.1464,0.1461299999999999,0.145895,0.1132649999999999,0.1293649999999999,0.14253,0.144895,0.141795,0.12749,0.1409899999999999,0.135295,0.13129,0.141795,0.12749,0.14209,0.12749,0.14229,0.12749,0.1416899999999999,0.1776,0.1804,0.1803,0.1809,0.181,0.1776,0.1804,0.1782,0.1804,0.1787,0.1804,0.1796,0.12693,0.1563,0.1564,0.157665,0.1388299999999999,0.144095,0.1555649999999999,0.1572
5,0.089956,0.147278,0.1479,0.1472,0.116878,0.1311,0.1454,0.1475,0.145294,0.131288,0.1434879999999999,0.1389,0.1355,0.145294,0.131288,0.145294,0.131288,0.146094,0.131288,0.145182,0.18146,0.18406,0.1833,0.18416,0.18496,0.18146,0.18406,0.18156,0.18406,0.1816,0.18406,0.18232,0.129756,0.158156,0.158178,0.159478,0.1404,0.146156,0.1562,0.1585339999999999
6,0.094491,0.148,0.149191,0.1496,0.1199,0.133091,0.1471,0.148891,0.149086,0.1333,0.146286,0.1414,0.1376929999999999,0.149086,0.1333,0.149086,0.1333,0.149893,0.1333,0.149086,0.18428,0.1861,0.18522,0.18564,0.1862,0.18428,0.1861,0.1846,0.1861,0.18392,0.1861,0.1853199999999999,0.131991,0.1601,0.160882,0.1616,0.143173,0.148591,0.1572,0.1603909999999999
7,0.0982,0.1492,0.1507,0.151808,0.122304,0.1348,0.1484,0.149804,0.152492,0.136584,0.149192,0.142976,0.140092,0.152492,0.136584,0.152492,0.136584,0.152892,0.136584,0.1522,0.18588,0.18864,0.1874,0.1882599999999999,0.18856,0.18588,0.18864,0.18588,0.18864,0.1858,0.18864,0.18688,0.133404,0.1608,0.1622,0.1632,0.145704,0.150408,0.158104,0.1615
8,0.1015,0.150234,0.1516,0.153217,0.1254,0.1368,0.1496,0.1507,0.154891,0.1395,0.152182,0.146391,0.1419,0.154891,0.1395,0.154891,0.1395,0.1560909999999999,0.1395,0.154773,0.18734,0.1911,0.1892,0.1903,0.1903,0.18734,0.1911,0.1874,0.1911,0.18724,0.1911,0.1881,0.1359,0.1629,0.1631,0.1648,0.1475,0.1522,0.159017,0.1625
9,0.10456,0.1515,0.15273,0.15509,0.1277,0.13872,0.1505,0.15173,0.1576,0.14108,0.1542,0.1495,0.1444,0.1576,0.14108,0.1576,0.14108,0.15888,0.14108,0.1573,0.1895,0.1941,0.1907,0.1924,0.1932,0.1895,0.1941,0.1897,0.1941,0.1893,0.1941,0.19,0.13843,0.1637,0.16453,0.1656,0.1488,0.15436,0.16,0.16403
