percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.06075,0.0,0.0,0.0,0.0765,0.0837499999999999,0.07625,0.0738,0.234232,0.211754,0.234232,0.225514,0.222192,0.234766,0.211754,0.234766,0.211754,0.234232,0.211754,0.2341,0.26631,0.219646,0.2475,0.228922,0.22344,0.26631,0.219646,0.26631,0.219646,0.26631,0.219646,0.262448,0.07565,0.0,0.0,0.0,0.0851,0.09405,0.09065,0.0837
1,0.0819,0.1928,0.222,0.2337,0.1006,0.1225,0.1484,0.194,0.253976,0.239108,0.2538,0.2483199999999999,0.242272,0.254508,0.239108,0.254508,0.239108,0.253976,0.239108,0.253976,0.291364,0.2813879999999999,0.2905,0.283476,0.283476,0.291364,0.2813879999999999,0.291364,0.2813879999999999,0.291364,0.2813879999999999,0.288488,0.1083,0.1614,0.1724,0.1713,0.1202,0.1324,0.1485,0.1588
2,0.0933499999999999,0.2178999999999999,0.23305,0.24155,0.12455,0.15065,0.18915,0.20245,0.271262,0.254926,0.26673,0.265694,0.2584619999999999,0.27183,0.254926,0.27183,0.254926,0.271262,0.254926,0.2705619999999999,0.304476,0.296938,0.303746,0.302346,0.30093,0.304476,0.296938,0.304476,0.296938,0.303846,0.296938,0.303092,0.1192,0.1718,0.17565,0.1765,0.1385,0.1526,0.16035,0.1654499999999999
3,0.1002,0.2258,0.2383,0.2471,0.138,0.1595,0.1978,0.2112,0.28348,0.268188,0.2798759999999999,0.275516,0.273996,0.284392,0.268188,0.28348,0.268188,0.28348,0.268188,0.28254,0.312584,0.301728,0.3111,0.309756,0.305428,0.312584,0.301728,0.312584,0.301728,0.311696,0.301728,0.310296,0.1331,0.177,0.1787,0.1832,0.1501,0.1574,0.1655,0.1761
4,0.10985,0.23375,0.2443,0.2532,0.1448499999999999,0.1669,0.20625,0.22485,0.29192,0.2817,0.2893,0.28751,0.28611,0.29211,0.2817,0.29192,0.2817,0.2915399999999999,0.2817,0.29141,0.3183,0.30711,0.31633,0.31345,0.311,0.3183,0.30711,0.3183,0.30711,0.31725,0.30711,0.31684,0.14295,0.17975,0.18275,0.1868,0.1556,0.1619499999999999,0.1737,0.1802
5,0.116,0.2393,0.2526,0.2555,0.1529,0.1735,0.2123,0.2288,0.298332,0.288128,0.296464,0.2951,0.291964,0.2984,0.288128,0.298332,0.288128,0.297932,0.288128,0.297932,0.325244,0.3122,0.32116,0.318284,0.3165759999999999,0.325668,0.3122,0.325668,0.3122,0.323384,0.3122,0.323,0.1492,0.1844,0.1911,0.191,0.1596,0.1652,0.1814,0.1837
6,0.12365,0.2449,0.2568,0.25935,0.15815,0.1817,0.21665,0.2319,0.304254,0.2943159999999999,0.301908,0.299862,0.297454,0.304354,0.2943159999999999,0.304254,0.2943159999999999,0.303608,0.2943159999999999,0.303154,0.330574,0.315974,0.3270699999999999,0.324148,0.319996,0.330896,0.315974,0.330896,0.315974,0.329474,0.315974,0.328522,0.1549,0.19525,0.197,0.19825,0.164,0.16935,0.1856,0.18745
7,0.1303,0.2483,0.2597,0.2652,0.1635,0.1886,0.2201,0.2367,0.310204,0.298152,0.306376,0.303428,0.302552,0.3103,0.298152,0.310204,0.298152,0.3096759999999999,0.298152,0.308804,0.336856,0.321912,0.333312,0.328236,0.327356,0.336856,0.321912,0.337012,0.321912,0.335812,0.321912,0.334524,0.1582,0.2005,0.2049,0.2102,0.1681,0.1742,0.1889,0.1938
8,0.13485,0.25235,0.26305,0.2687,0.16825,0.1947,0.2237,0.24135,0.314198,0.302298,0.3106919999999999,0.308998,0.3061,0.3142,0.302298,0.314198,0.302298,0.313594,0.302298,0.312798,0.346166,0.329576,0.33749,0.334576,0.3329519999999999,0.346166,0.329576,0.346676,0.329576,0.342938,0.329576,0.341066,0.16185,0.20375,0.21165,0.21825,0.17235,0.17925,0.19255,0.20085
9,0.1391,0.2564,0.2656,0.2721,0.1723,0.1998,0.228,0.2452,0.3173,0.3061399999999999,0.31422,0.31196,0.31002,0.31738,0.3061399999999999,0.3173,0.3061399999999999,0.3162,0.3061399999999999,0.31514,0.3533,0.33364,0.3444,0.3404,0.33746,0.3533,0.33364,0.3534,0.33364,0.35034,0.33364,0.34924,0.1662,0.2095,0.2168,0.2223,0.1756,0.1842,0.1966,0.2038
10,0.1441,0.25985,0.2678,0.2753,0.17905,0.2038,0.2326,0.249,0.322784,0.309642,0.317384,0.315126,0.313742,0.323026,0.309642,0.322784,0.309642,0.322242,0.309642,0.319842,0.356708,0.337904,0.350202,0.3471,0.342106,0.35711,0.337904,0.35711,0.337904,0.356202,0.337904,0.354604,0.1684,0.21585,0.2207,0.2252,0.1787,0.18945,0.2005,0.20815
11,0.1482,0.2624,0.2705,0.2785,0.1843,0.207,0.2366,0.254,0.3271,0.313064,0.323464,0.3201839999999999,0.316964,0.3272279999999999,0.313064,0.3271,0.313064,0.3263,0.313064,0.324364,0.360384,0.342984,0.354536,0.351736,0.3469,0.360384,0.342984,0.360384,0.342984,0.359284,0.342984,0.358284,0.1714,0.2215,0.2237,0.2273,0.1828,0.1934,0.2029,0.2121
12,0.1518,0.2653,0.27285,0.2813,0.1905,0.2123,0.24,0.25705,0.333044,0.3173,0.328288,0.3262859999999999,0.321644,0.333444,0.3173,0.333044,0.3173,0.332358,0.3173,0.3299,0.364932,0.347564,0.3587,0.356166,0.352198,0.365132,0.347564,0.365132,0.347564,0.363632,0.347564,0.361266,0.17525,0.2244,0.2258,0.229,0.1866499999999999,0.1968,0.20785,0.21585
13,0.1554,0.2695,0.2771,0.2842,0.1962,0.2174,0.2434,0.2602,0.336508,0.321332,0.333808,0.331408,0.3262,0.336608,0.321332,0.336508,0.321332,0.3358,0.321332,0.334208,0.368848,0.352644,0.362648,0.359044,0.356048,0.3689,0.352644,0.368696,0.352644,0.367496,0.352644,0.366448,0.178,0.2263,0.2291,0.2315,0.1916,0.2001,0.2105,0.2186
14,0.1595,0.27225,0.28075,0.28605,0.20115,0.22025,0.24695,0.26355,0.34099,0.3262299999999999,0.33686,0.33466,0.3312299999999999,0.34135,0.3262299999999999,0.34099,0.3262299999999999,0.33885,0.3262299999999999,0.33723,0.37403,0.3565299999999999,0.36702,0.3620299999999999,0.35916,0.3741,0.3565299999999999,0.374,0.3565299999999999,0.3726299999999999,0.3565299999999999,0.36996,0.1802,0.2285,0.23305,0.2326,0.1949,0.2027,0.2137,0.22235
15,0.1641,0.2747,0.2845,0.2875,0.2068,0.223,0.2512,0.2671,0.345256,0.330956,0.342052,0.338264,0.334904,0.345452,0.330956,0.345256,0.330956,0.343352,0.330956,0.342452,0.376324,0.358612,0.3702359999999999,0.365412,0.361924,0.376548,0.358612,0.376036,0.358612,0.3749,0.358612,0.374012,0.1825,0.2315,0.2353,0.2337,0.1975,0.2051,0.2172,0.2258
16,0.16735,0.2774,0.2867,0.2894,0.2115,0.22655,0.25355,0.2703,0.348048,0.333796,0.345374,0.343474,0.338548,0.348248,0.333796,0.348048,0.333796,0.347374,0.333796,0.347022,0.3798,0.363794,0.373994,0.3685879999999999,0.365894,0.3798,0.363794,0.3798,0.363794,0.378694,0.363794,0.375794,0.1857,0.234,0.23685,0.2355,0.2002,0.20765,0.2214,0.2301
17,0.172,0.28,0.289,0.2907,0.2151,0.2306,0.2564,0.2754,0.3524,0.336792,0.348292,0.347096,0.3421,0.352592,0.336792,0.3524,0.336792,0.3509879999999999,0.336792,0.349788,0.384076,0.367832,0.37638,0.372332,0.369428,0.38388,0.367832,0.3832759999999999,0.367832,0.3821,0.367832,0.379376,0.188,0.2367,0.2386,0.2374,0.2031,0.2106,0.2248,0.2329
18,0.17585,0.2817,0.2915,0.2925,0.21825,0.23395,0.2587,0.2783,0.355108,0.340918,0.352236,0.349318,0.3444,0.3556,0.340918,0.355108,0.340918,0.353736,0.340918,0.3536,0.387716,0.372058,0.3799,0.374816,0.373216,0.387716,0.372058,0.387458,0.372058,0.386364,0.372058,0.383374,0.1904,0.2389,0.2403,0.2402,0.205,0.2137,0.2283,0.2357
19,0.1791,0.285,0.2934,0.2936,0.2216,0.2376,0.2617,0.2816,0.35784,0.34398,0.3553,0.35208,0.34792,0.35784,0.34398,0.35784,0.34398,0.35678,0.34398,0.35664,0.39068,0.37478,0.38344,0.37828,0.37628,0.39084,0.37478,0.39084,0.37478,0.38928,0.37478,0.3871,0.1938,0.2407,0.242,0.2419,0.2078,0.2166,0.2309,0.2387
20,0.18295,0.28815,0.29425,0.2953,0.22585,0.2407,0.26535,0.28335,0.360786,0.346724,0.358386,0.355524,0.350962,0.360786,0.346724,0.360786,0.346724,0.359762,0.346724,0.360048,0.3941,0.379422,0.387488,0.3828,0.3805,0.3941,0.379422,0.393866,0.379422,0.3928,0.379422,0.3904,0.1958,0.2431,0.2434,0.24375,0.21015,0.219,0.23295,0.24065
21,0.1869,0.2901,0.2956,0.2972,0.2287,0.2435,0.2694,0.2851,0.363952,0.349368,0.3618559999999999,0.358184,0.353468,0.363952,0.349368,0.363952,0.349368,0.3635839999999999,0.349368,0.363952,0.396912,0.382808,0.391104,0.3866,0.3835,0.397304,0.382808,0.397204,0.382808,0.395004,0.382808,0.393512,0.1984,0.2446,0.2447,0.2455,0.2126,0.2212,0.2351,0.2422
22,0.19,0.2919,0.2975,0.29975,0.2324,0.2459,0.2728,0.2865499999999999,0.3688,0.3527,0.3649,0.3614,0.356712,0.3688,0.3527,0.368612,0.3527,0.368212,0.3527,0.3682,0.4003859999999999,0.385086,0.3941,0.3903,0.3868,0.4003859999999999,0.385086,0.400744,0.385086,0.398072,0.385086,0.397186,0.2015,0.246,0.2464,0.2477,0.21555,0.2239,0.2375,0.2444
23,0.1944,0.2953,0.2997,0.3022,0.2361,0.2483,0.2769,0.2881,0.3726,0.355656,0.3691,0.363856,0.3599,0.3726,0.355656,0.3726,0.355656,0.3726,0.355656,0.3721839999999999,0.403068,0.3884,0.3975,0.3928,0.3901,0.402936,0.3884,0.403644,0.3884,0.401168,0.3884,0.399968,0.2037,0.2469,0.2481,0.2499,0.2179,0.2262,0.2398,0.2461
24,0.19845,0.2969,0.30175,0.3041,0.239,0.2513,0.2791,0.2898,0.3755,0.3593,0.3724,0.36685,0.3624,0.37545,0.3593,0.3755,0.3593,0.3755,0.3593,0.3752,0.4065499999999999,0.39135,0.40065,0.3952,0.3924,0.40605,0.39135,0.4071,0.39135,0.40405,0.39135,0.4026,0.2068,0.24775,0.2502999999999999,0.2519,0.22,0.22825,0.2414,0.2477
